META; english/non-league/national-league/tranmere-v-dagenham-redbridge; 2017-11-05 02:23:33 GMT+2; 2017-11-11 15:00; Nothing; Xlenovo
Draw; 23/10; 12/5; 9/4; 23/10; 11/5; ; 23/10; 23/10; 9/4; 9/4; 23/10; 11/5; ; 9/4; 9/4; 9/4; 11/5; 40/17; 13/5; 27/11; 9/4; 12/5; 12/5; 47/20; 40/17; ; 23/10; 21/10; 
Dagenham & Redbridge; 11/4; 13/5; 12/5; 5/2; 5/2; ; 5/2; 12/5; 45/17; 12/5; 5/2; 12/5; ; 12/5; 13/5; 5/2; 5/2; 28/11; 68/25; 5/2; 45/17; 13/5; 13/5; 53/20; 13/5; ; 5/2; 12/5; 
META; english/non-league/national-league/tranmere-v-dagenham-redbridge; 2017-11-11 10:22:52 GMT+2; 2017-11-11 15:00; Nothing; Xlenovo
Tranmere; 1; 11/10; 11/10; 11/10; 39/40; ; 11/10; 10/11; 1; 11/10; 21/20; 21/20; ; 11/10; 23/20; 21/20; 19/20; 21/20; 23/20; 10/9; 1; 11/10; 11/10; 11/10; 21/20; ; 10/9; 10/9; 
Draw; 23/10; 12/5; 9/4; 23/10; 11/5; ; 23/10; 23/10; 9/4; 9/4; 9/4; 23/10; ; 9/4; 23/10; 23/10; 11/5; 40/17; 129/50; 27/11; 9/4; 12/5; 12/5; 47/20; 40/17; ; 12/5; 9/4; 
Dagenham & Redbridge; 11/4; 12/5; 23/10; 5/2; 5/2; ; 12/5; 12/5; 45/17; 23/10; 5/2; 21/10; ; 23/10; 23/10; 23/10; 5/2; 27/11; 129/50; 23/10; 45/17; 12/5; 12/5; 49/20; 5/2; ; 12/5; 5/2; 
META; english/non-league/national-league/tranmere-v-dagenham-redbridge; 2017-11-11 14:23:35 GMT+2; 2017-11-11 15:00; Nothing; Xlenovo
Tranmere; 21/20; 11/10; 11/10; 11/10; 39/40; ; 11/10; 10/11; 21/20; 11/10; 21/20; 21/20; ; 11/10; 23/20; 21/20; 19/20; 21/20; 23/20; 9/8; 21/20; 11/10; 23/20; 11/10; 21/20; ; 10/9; ; 
Draw; 23/10; 12/5; 9/4; 23/10; 11/5; ; 23/10; 23/10; 9/4; 9/4; 23/10; 23/10; ; 9/4; 23/10; 23/10; 11/5; 40/17; 129/50; 27/11; 9/4; 12/5; 12/5; 47/20; 40/17; ; 12/5; ; 
Dagenham & Redbridge; 13/5; 12/5; 23/10; 5/2; 5/2; ; 12/5; 12/5; 12/5; 23/10; 12/5; 21/10; ; 23/10; 23/10; 23/10; 5/2; 27/11; 129/50; 9/4; 12/5; 12/5; 23/10; 49/20; 27/11; ; 12/5; ; 
META; english/non-league/national-league/tranmere-v-dagenham-redbridge; 2017-11-11 18:23:05 GMT+2; 2017-11-11 15:00; In Play; Xlenovo
Tranmere; 1/25; 1/33; ; 1/40; 1/33; ; 1/3; 1/25; 19/20; 1/3; ; ; ; ; 1/25; 3/10; 1/33; ; ; ; 21/20; ; ; 1/25; 10/29; ; ; ; 
Draw; 12; 16; ; 11; 9; ; 10/3; 10; ; 18/5; ; 33/10; ; ; 9; ; 33/4; ; ; ; 9/4; ; ; 12; 62/17; ; ; ; 
Dagenham & Redbridge; 40; 66; ; 28; 40; ; 8; 40; 13/5; 8; ; ; ; ; 25; 15/2; 28; ; ; ; 12/5; ; ; 50; 7; ; ; ; 
