META; english/non-league/national-league/wrexham-v-macclesfield; 2017-07-31 14:22:28 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Wrexham; 11/10; 11/10; 21/20; 21/20; 11/10; ; 11/10; ; ; ; ; 11/10; 11/10; ; 6/5; 11/10; ; ; 21/20; 6/5; ; ; ; 11/10; 11/10; ; ; ; 
Macclesfield; 12/5; 9/4; 47/20; 11/5; 23/10; ; 5/2; ; ; ; ; 21/10; 47/20; ; 11/5; 23/10; ; ; 23/10; 12/5; ; ; ; 12/5; 12/5; ; ; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 23/10; ; 12/5; ; ; ; ; 9/4; 47/20; ; 23/10; 12/5; ; ; 23/10; 13/5; ; ; ; 12/5; 12/5; ; ; ; 
META; english/non-league/national-league/wrexham-v-macclesfield; 2017-07-31 18:22:18 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Wrexham; 11/10; 11/10; 21/20; 21/20; 11/10; ; 11/10; ; ; ; ; 21/20; 11/10; ; 6/5; 11/10; 21/20; ; 21/20; 6/5; ; ; ; 11/10; 11/10; ; ; ; 
Macclesfield; 12/5; 9/4; 12/5; 11/5; 23/10; ; 5/2; ; ; ; ; 23/10; 47/20; ; 11/5; 23/10; 11/5; ; 40/17; 12/5; ; ; ; 12/5; 12/5; ; ; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 23/10; ; 12/5; ; ; ; ; 11/5; 47/20; ; 23/10; 12/5; 9/4; ; 40/17; 13/5; ; ; ; 12/5; 12/5; ; ; ; 
META; english/non-league/national-league/wrexham-v-macclesfield; 2017-07-31 22:22:24 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Wrexham; 11/10; 11/10; 21/20; 21/20; 11/10; ; 11/10; ; ; ; ; 21/20; 11/10; ; 6/5; 11/10; 21/20; ; 21/20; 6/5; ; ; ; 11/10; 11/10; ; ; ; 
Macclesfield; 12/5; 9/4; 12/5; 11/5; 23/10; ; 5/2; ; ; ; ; 23/10; 47/20; ; 11/5; 23/10; 11/5; ; 23/10; 12/5; ; ; ; 12/5; 12/5; ; ; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 23/10; ; 12/5; ; ; ; ; 11/5; 47/20; ; 23/10; 12/5; 9/4; ; 40/17; 13/5; ; ; ; 12/5; 12/5; ; ; ; 
META; english/non-league/national-league/wrexham-v-macclesfield; 2017-08-01 02:22:15 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Wrexham; 11/10; 11/10; 21/20; 21/20; 11/10; ; 11/10; ; ; ; ; 21/20; 11/10; ; 6/5; 11/10; 21/20; ; 21/20; 6/5; ; ; ; 11/10; 11/10; ; ; ; 
Macclesfield; 12/5; 9/4; 12/5; 11/5; 23/10; ; 5/2; ; ; ; ; 23/10; 47/20; ; 11/5; 23/10; 11/5; ; 23/10; 12/5; ; ; ; 12/5; 12/5; ; ; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 23/10; ; 12/5; ; ; ; ; 11/5; 47/20; ; 23/10; 12/5; 9/4; ; 40/17; 13/5; ; ; ; 12/5; 12/5; ; ; ; 
META; english/non-league/national-league/wrexham-v-macclesfield; 2017-08-01 10:22:19 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Wrexham; 11/10; 11/10; 21/20; 21/20; 11/10; ; 11/10; 1; 24/23; ; ; 21/20; 11/10; ; 6/5; 11/10; 21/20; 1; 21/20; 6/5; ; 24/23; ; 11/10; 11/10; ; ; ; 
Macclesfield; 12/5; 9/4; 12/5; 11/5; 23/10; ; 5/2; 23/10; 23/10; ; ; 11/5; 47/20; ; 11/5; 12/5; 11/5; 23/10; 23/10; 12/5; ; 23/10; ; 12/5; 12/5; ; ; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 23/10; ; 12/5; 23/10; 40/17; ; ; 11/5; 47/20; ; 23/10; 12/5; 9/4; 23/10; 40/17; 13/5; ; 40/17; ; 12/5; 12/5; ; ; ; 
META; english/non-league/national-league/wrexham-v-macclesfield; 2017-08-01 18:22:14 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Wrexham; 11/10; 11/10; 21/20; 21/20; 11/10; 1; 11/10; 1; 24/23; 1; ; 21/20; 11/10; ; 6/5; 11/10; 21/20; 1; 21/20; 6/5; ; 24/23; ; 11/10; 11/10; ; ; ; 
Macclesfield; 12/5; 9/4; 12/5; 11/5; 23/10; 9/4; 5/2; 23/10; 23/10; 11/5; ; 11/5; 47/20; ; 11/5; 12/5; 11/5; 23/10; 40/17; 12/5; ; 23/10; ; 12/5; 12/5; ; ; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 23/10; 9/4; 12/5; 23/10; 40/17; 11/5; ; 11/5; 47/20; ; 23/10; 12/5; 9/4; 23/10; 40/17; 13/5; ; 40/17; ; 12/5; 12/5; ; ; ; 
META; english/non-league/national-league/wrexham-v-macclesfield; 2017-08-01 22:22:11 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Wrexham; 11/10; 11/10; 21/20; 21/20; 11/10; 1; 11/10; 1; 24/23; 1; ; 21/20; 11/10; ; 6/5; 11/10; 21/20; 1; 21/20; 6/5; ; 24/23; ; 11/10; 11/10; ; ; ; 
Macclesfield; 12/5; 9/4; 47/20; 11/5; 23/10; 9/4; 5/2; 23/10; 23/10; 11/5; ; 11/5; 47/20; ; 11/5; 12/5; 11/5; 23/10; 23/10; 12/5; ; 23/10; ; 12/5; 12/5; ; ; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 23/10; 9/4; 12/5; 23/10; 40/17; 11/5; ; 11/5; 47/20; ; 23/10; 12/5; 9/4; 23/10; 40/17; 13/5; ; 40/17; ; 12/5; 12/5; ; ; ; 
META; english/non-league/national-league/wrexham-v-macclesfield; 2017-08-02 02:21:58 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Wrexham; 11/10; 11/10; 21/20; 21/20; 11/10; 1; 11/10; 1; 24/23; 1; ; 21/20; 11/10; ; 6/5; 11/10; 21/20; 1; 21/20; 6/5; ; 24/23; ; 11/10; 11/10; ; ; ; 
Macclesfield; 12/5; 9/4; 47/20; 11/5; 23/10; 9/4; 5/2; 23/10; 23/10; 11/5; ; 11/5; 47/20; ; 11/5; 12/5; 11/5; 23/10; 23/10; 12/5; ; 23/10; ; 12/5; 12/5; ; ; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 23/10; 9/4; 12/5; 23/10; 40/17; 11/5; ; 11/5; 47/20; ; 23/10; 12/5; 9/4; 23/10; 40/17; 13/5; ; 40/17; ; 12/5; 12/5; ; ; ; 
META; english/non-league/national-league/wrexham-v-macclesfield; 2017-08-02 10:22:07 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Wrexham; 11/10; 11/10; 21/20; 21/20; 11/10; 1; 11/10; 1; 24/23; 1; ; 21/20; 11/10; ; 6/5; 11/10; 21/20; 1; 21/20; 6/5; ; 24/23; ; 11/10; 11/10; ; ; ; 
Macclesfield; 12/5; 9/4; 47/20; 11/5; 23/10; 9/4; 5/2; 23/10; 23/10; 11/5; ; 11/5; 47/20; ; 11/5; 12/5; 11/5; 23/10; 23/10; 12/5; ; 23/10; ; 12/5; 12/5; ; ; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 23/10; 9/4; 12/5; 23/10; 40/17; 11/5; ; 11/5; 47/20; ; 23/10; 12/5; 9/4; 23/10; 40/17; 13/5; ; 40/17; ; 12/5; 12/5; ; ; ; 
META; english/non-league/national-league/wrexham-v-macclesfield; 2017-08-02 14:22:21 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Wrexham; 11/10; 11/10; 21/20; 21/20; 11/10; 1; 11/10; 1; 24/23; 1; ; 21/20; 11/10; ; 11/10; 11/10; 21/20; 1; 21/20; 6/5; ; 24/23; ; 11/10; 11/10; ; ; ; 
Macclesfield; 12/5; 9/4; 47/20; 11/5; 23/10; 9/4; 5/2; 23/10; 23/10; 11/5; ; 11/5; 47/20; ; 12/5; 12/5; 11/5; 23/10; 23/10; 12/5; ; 23/10; ; 12/5; 12/5; ; ; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 23/10; 9/4; 12/5; 23/10; 40/17; 11/5; ; 11/5; 47/20; ; 23/10; 12/5; 9/4; 23/10; 40/17; 13/5; ; 40/17; ; 12/5; 12/5; ; ; ; 
META; english/non-league/national-league/wrexham-v-macclesfield; 2017-08-02 18:22:22 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Wrexham; 1; 11/10; 21/20; 21/20; 21/20; 1; 21/20; 1; 24/23; 1; ; 1; 21/20; ; 21/20; 11/10; 21/20; 1; 21/20; 6/5; ; 24/23; ; 21/20; 11/10; ; ; ; 
Draw; 5/2; 12/5; 9/4; 23/10; 23/10; 9/4; 12/5; 23/10; 40/17; 11/5; ; 21/10; 47/20; ; 5/2; 12/5; 9/4; 23/10; 40/17; 13/5; ; 40/17; ; 12/5; 12/5; ; ; ; 
Macclesfield; 13/5; 9/4; 5/2; 11/5; 5/2; 9/4; 13/5; 23/10; 23/10; 11/5; ; 12/5; 5/2; ; 12/5; 12/5; 11/5; 23/10; 27/11; 12/5; ; 23/10; ; 5/2; 12/5; ; ; ; 
META; english/non-league/national-league/wrexham-v-macclesfield; 2017-08-02 22:22:06 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Wrexham; 21/20; 11/10; 23/20; 23/20; 11/10; 1; 11/10; 1; 24/23; 1; ; 11/10; 11/10; ; 11/10; 11/10; 21/20; 1; 11/10; 119/100; 9/8; 24/23; ; 11/10; 11/10; ; ; ; 
Draw; 5/2; 9/4; 43/20; 9/4; 9/4; 9/4; 23/10; 23/10; 40/17; 11/5; ; 21/10; 23/10; ; 23/10; 23/10; 11/5; 23/10; 9/4; 47/20; 9/4; 40/17; ; 23/10; 12/5; ; ; ; 
