META; english/non-league/national-league/maidstone-v-halifax; 2018-04-22 14:23:23 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Maidstone; 1; 20/21; 20/21; 1
Draw; 12/5; 23/10; 12/5; 12/5
Halifax; 11/4; 13/5; 13/5; 14/5
META; english/non-league/national-league/maidstone-v-halifax; 2018-04-22 18:22:54 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Maidstone; 1; 20/21; 20/21; 1; 7/4
Draw; 12/5; 23/10; 12/5; 12/5; 7/4
Halifax; 11/4; 13/5; 13/5; 14/5; 7/4
META; english/non-league/national-league/maidstone-v-halifax; 2018-04-22 22:22:16 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Maidstone; 1; 20/21; 19/20; 20/21; 19/20; 1; 7/4
Draw; 12/5; 23/10; 12/5; 21/10; 9/4; 12/5; 7/4
Halifax; 11/4; 13/5; 13/5; 13/5; 13/5; 14/5; 7/4
META; english/non-league/national-league/maidstone-v-halifax; 2018-04-23 02:22:35 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Maidstone; 1; 20/21; 19/20; 20/21; 19/20; 1; 4/7; 7/4
Draw; 12/5; 23/10; 12/5; 21/10; 9/4; 12/5; 5/4; 7/4
Halifax; 11/4; 13/5; 13/5; 13/5; 13/5; 14/5; 13/10; 7/4
META; english/non-league/national-league/maidstone-v-halifax; 2018-04-23 10:22:34 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Maidstone; 1; 10/11; 20/21; 1; 20/21; 20/21; 19/20; 19/20; 1; 19/20; 4/7; 7/4; 
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; 21/10; 9/4; 23/10; 23/10; 12/5; 23/10; 6/4; 7/4
Halifax; 11/4; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 28/11; 5/2; 14/5; 13/5; 7/4; 7/4
META; english/non-league/national-league/maidstone-v-halifax; 2018-04-23 14:22:59 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Maidstone; 1; 10/11; 20/21; 1; 20/21; 20/21; 19/20; 19/20; 1; 19/20; 4/7; 7/4; 
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; 21/10; 9/4; 23/10; 23/10; 12/5; 23/10; 6/4; 7/4
Halifax; 11/4; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 28/11; 5/2; 14/5; 13/5; 19/10; 7/4
META; english/non-league/national-league/maidstone-v-halifax; 2018-04-23 18:23:01 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Maidstone; 1; 10/11; 20/21; 1; 20/21; 20/21; 19/20; 19/20; 1; 19/20; 5/6; 7/4; 
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; 21/10; 9/4; 23/10; 23/10; 12/5; 23/10; 19/10; 7/4
Halifax; 11/4; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 28/11; 5/2; 14/5; 13/5; 9/4; 7/4
META; english/non-league/national-league/maidstone-v-halifax; 2018-04-23 22:22:56 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Maidstone; 1; 10/11; 20/21; 1; 20/21; 20/21; 19/20; 19/20; 1; 19/20; 10/11; 7/4; 
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; 11/5; 9/4; 23/10; 23/10; 12/5; 23/10; 7/4; 7/4
Halifax; 11/4; 13/5; 13/5; 5/2; 13/5; 5/2; 13/5; 28/11; 5/2; 14/5; 13/5; 19/10; 7/4
META; english/non-league/national-league/maidstone-v-halifax; 2018-04-24 02:22:37 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Maidstone; 1; 10/11; 20/21; 1; 20/21; 20/21; 19/20; 19/20; 1; 19/20; 8/11; 8/11; 
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; 11/5; 9/4; 23/10; 23/10; 12/5; 23/10; 7/4; 17/10
Halifax; 11/4; 13/5; 13/5; 5/2; 13/5; 5/2; 13/5; 28/11; 5/2; 14/5; 13/5; 19/10; 8/5
META; english/non-league/national-league/maidstone-v-halifax; 2018-04-24 10:22:33 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Maidstone; 1; 10/11; 20/21; 1; 20/21; 20/21; 19/20; 19/20; 19/20; 1; 19/20; 1/50; 6/4; 
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; 11/5; 9/4; 23/10; 9/4; 23/10; 12/5; 23/10; 13/8; 9/5
Halifax; 11/4; 13/5; 13/5; 5/2; 13/5; 5/2; 13/5; 28/11; 27/10; 5/2; 14/5; 13/5; 9/5; 9/5
META; english/non-league/national-league/maidstone-v-halifax; 2018-04-24 14:22:55 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Maidstone; 1; 10/11; 20/21; 1; 20/21; 20/21; 19/20; 19/20; 19/20; 1; 19/20; 8/13; 8/13; 
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; 11/5; 9/4; 23/10; 9/4; 23/10; 12/5; 23/10; 13/8; 4/7
Halifax; 11/4; 13/5; 13/5; 5/2; 13/5; 5/2; 13/5; 28/11; 27/10; 5/2; 14/5; 13/5; 9/5; 7/5
META; english/non-league/national-league/maidstone-v-halifax; 2018-04-24 18:22:44 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Maidstone; 1; 10/11; 20/21; 1; 20/21; 20/21; 19/20; 19/20; 19/20; 1; 1; 8/13; 4/7; 
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; 11/5; 9/4; 23/10; 9/4; 23/10; 12/5; 40/17; 13/8; 1/7
Halifax; 11/4; 13/5; 13/5; 5/2; 13/5; 5/2; 13/5; 13/5; 27/10; 5/2; 14/5; 45/17; 9/5; 1/9
META; english/non-league/national-league/maidstone-v-halifax; 2018-04-24 22:22:45 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Maidstone; 1; 10/11; 20/21; 1; 20/21; 20/21; 19/20; 19/20; 19/20; 1; 1; 8/13; 4/6; 
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; 11/5; 9/4; 23/10; 9/4; 23/10; 12/5; 40/17; 13/8; 2/11
Halifax; 11/4; 13/5; 13/5; 5/2; 13/5; 5/2; 13/5; 13/5; 27/10; 5/2; 14/5; 45/17; 9/5; 1/6
META; english/non-league/national-league/maidstone-v-halifax; 2018-04-25 02:21:53 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Maidstone; 1; 10/11; 20/21; 1; 20/21; 20/21; 19/20; 19/20; 19/20; 1; 1; 4/6; 4/6; 
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; 11/5; 9/4; 23/10; 9/4; 23/10; 12/5; 40/17; 13/8; 2/9
Halifax; 11/4; 13/5; 13/5; 5/2; 13/5; 5/2; 13/5; 13/5; 27/10; 5/2; 14/5; 45/17; 9/5; 1/5
META; english/non-league/national-league/maidstone-v-halifax; 2018-04-25 10:21:39 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Maidstone; 1; 10/11; 20/21; 1; 20/21; 20/21; 19/20; 19/20; 19/20; 1; 1; 4/6; 4/6; 
