META; english/non-league/national-league/boreham-wood-v-sutton-utd; 2017-12-23 14:25:11 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Boreham Wood; 13/8; ; ; 6/4; ; ; 8/5; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; 13/8; ; ; 1/50; ; 
Sutton Utd; 13/8; ; ; 8/5; ; ; 8/5; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; 13/8; ; ; 1/50; ; 
Draw; 23/10; ; ; 11/5; ; ; 11/5; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; 9/4; ; ; 1/50; ; 
META; english/non-league/national-league/boreham-wood-v-sutton-utd; 2017-12-23 18:24:22 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Boreham Wood; 13/8; ; ; 6/4; 43/25; ; 8/5; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; 13/8; ; 13/8; ; ; 1/50; ; 
Sutton Utd; 13/8; ; ; 8/5; 43/25; ; 8/5; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; 13/8; ; 13/8; ; ; 1/50; ; 
Draw; 23/10; ; ; 11/5; 61/25; ; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; 23/10; ; 9/4; ; ; 1/50; ; 
META; english/non-league/national-league/boreham-wood-v-sutton-utd; 2017-12-23 22:23:38 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Boreham Wood; 13/8; 13/8; ; 13/8; 43/25; 31/20; 8/5; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; 13/8; 13/8; 13/8; ; ; 7/5; 27/20; 
Sutton Utd; 13/8; 3/2; ; 13/8; 43/25; 31/20; 8/5; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; 13/8; 13/8; 13/8; ; ; 7/5; 27/20; 
Draw; 23/10; 23/10; ; 23/10; 61/25; 11/5; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; 23/10; 23/10; 9/4; ; ; 19/10; 15/8; 
META; english/non-league/national-league/boreham-wood-v-sutton-utd; 2017-12-24 02:23:53 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Boreham Wood; 13/8; 13/8; ; 13/8; 43/25; 31/20; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 8/5; ; ; ; 13/8; 13/8; 13/8; 8/5; ; 7/5; 27/20; 
Sutton Utd; 13/8; 3/2; ; 13/8; 43/25; 31/20; 8/5; ; ; ; ; ; ; ; ; 6/4; ; 8/5; ; ; ; 13/8; 13/8; 13/8; 8/5; ; 7/5; 13/10; 
Draw; 23/10; 23/10; ; 23/10; 61/25; 11/5; 9/4; ; ; ; ; ; ; ; ; 11/5; ; 9/4; ; ; ; 23/10; 23/10; 9/4; 23/10; ; 21/10; 2; 
META; english/non-league/national-league/boreham-wood-v-sutton-utd; 2017-12-24 10:23:43 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Boreham Wood; 11/8; 13/8; 7/5; 7/5; 6/4; 7/5; 7/5; ; 23/18; 7/5; 29/20; 11/8; ; 7/5; 7/5; 7/5; 17/11; 23/17; 17/11; 25/19; 23/18; 7/5; 29/20; 29/20; 23/17; ; 5/4; 6/5; 
Sutton Utd; 19/10; 3/2; 9/5; 15/8; 199/ 100; 17/10; 7/4; ; 37/19; 9/5; 9/5; 17/10; ; 9/5; 7/4; 17/10; 17/11; 19/10; 17/11; 32/19; 37/19; 9/5; 9/5; 37/20; 19/10; ; 6/4; 6/4; 
