META; english/non-league/national-league/solihull-moors-v-woking; 2018-01-13 22:21:43 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Solihull Moors; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Woking; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/solihull-moors-v-woking; 2018-01-14 02:21:51 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Solihull Moors; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Woking; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/solihull-moors-v-woking; 2018-01-14 10:21:53 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Solihull Moors; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Woking; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/solihull-moors-v-woking; 2018-01-14 14:22:12 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Solihull Moors; 7/5; 13/10; ; ; ; 11/8; 11/8; ; ; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; 11/8; ; ; ; ; ; 
Woking; 9/5; 2; ; ; ; 17/10; 9/5; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; ; ; ; ; 
Draw; 12/5; 12/5; ; ; ; 23/10; 23/10; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; 
META; english/non-league/national-league/solihull-moors-v-woking; 2018-01-14 18:22:23 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Solihull Moors; 7/5; 13/10; ; 5/4; ; 11/8; 11/8; ; 11/8; ; 7/5; ; ; ; ; ; ; 23/17; ; ; 11/8; ; 7/5; ; 23/17; ; ; ; 
Woking; 9/5; 2; ; 15/8; ; 17/10; 9/5; ; 17/10; ; 9/5; ; ; ; ; ; ; 17/10; ; ; 17/10; ; 15/8; ; 17/10; ; ; ; 
Draw; 12/5; 12/5; ; 23/10; ; 23/10; 23/10; ; 40/17; ; 23/10; ; ; ; ; ; ; 23/10; ; ; 40/17; ; 12/5; ; 40/17; ; ; ; 
META; english/non-league/national-league/solihull-moors-v-woking; 2018-01-14 22:22:17 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Solihull Moors; 7/5; 13/10; ; 5/4; ; 11/8; 11/8; ; 11/8; ; 7/5; ; ; ; ; ; ; 23/17; ; ; 11/8; ; 7/5; ; 23/17; ; ; ; 
Woking; 9/5; 2; ; 15/8; ; 17/10; 9/5; ; 17/10; ; 9/5; ; ; ; ; ; ; 17/10; ; ; 17/10; ; 15/8; ; 17/10; ; ; ; 
Draw; 12/5; 12/5; ; 23/10; ; 23/10; 23/10; ; 40/17; ; 23/10; ; ; ; ; ; ; 23/10; ; ; 40/17; ; 12/5; ; 40/17; ; ; ; 
META; english/non-league/national-league/solihull-moors-v-woking; 2018-01-15 02:22:11 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Solihull Moors; 7/5; 13/10; ; 5/4; ; 11/8; 13/10; ; 11/8; ; 7/5; 11/8; ; ; ; 13/10; ; 23/17; ; ; 11/8; ; 7/5; ; 23/17; ; ; ; 
Woking; 9/5; 2; ; 15/8; ; 17/10; 9/5; ; 17/10; ; 9/5; 7/4; ; ; ; 9/5; ; 17/10; ; ; 17/10; ; 15/8; ; 17/10; ; ; ; 
Draw; 12/5; 12/5; ; 23/10; ; 23/10; 23/10; ; 40/17; ; 23/10; 21/10; ; ; ; 9/4; ; 23/10; ; ; 40/17; ; 12/5; ; 40/17; ; ; ; 
META; english/non-league/national-league/solihull-moors-v-woking; 2018-01-15 10:22:19 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Solihull Moors; 7/5; 13/10; ; 5/4; ; 11/8; 11/8; ; 11/8; ; 7/5; 11/8; ; ; ; 13/10; 23/17; 23/17; 23/17; ; 11/8; ; 7/5; ; 23/17; ; ; ; 
Woking; 9/5; 2; ; 15/8; ; 17/10; 9/5; ; 17/10; ; 9/5; 7/4; ; ; ; 9/5; 9/5; 17/10; 9/5; ; 17/10; ; 15/8; ; 7/4; ; ; ; 
Draw; 12/5; 12/5; ; 23/10; ; 23/10; 23/10; ; 40/17; ; 23/10; 21/10; ; ; ; 9/4; 9/4; 23/10; 9/4; ; 40/17; ; 12/5; ; 40/17; ; ; ; 
META; english/non-league/national-league/solihull-moors-v-woking; 2018-01-15 14:21:58 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Solihull Moors; 23/20; 13/10; ; 5/4; 6/4; 13/10; 5/4; ; 11/8; ; 13/10; 13/10; ; ; ; 5/4; 23/17; 6/5; 23/17; 25/19; 11/8; 6/5; 7/5; 6/5; 6/5; ; ; ; 
Woking; 11/5; 2; ; 15/8; 191/100; 9/5; 19/10; ; 17/10; ; 2; 9/5; ; ; ; 19/10; 9/5; 19/10; 9/5; 32/19; 17/10; 11/5; 19/10; 11/5; 37/19; ; ; ; 
Draw; 5/2; 12/5; ; 23/10; 51/20; 11/5; 23/10; ; 40/17; ; 11/5; 21/10; ; ; ; 9/4; 9/4; 40/17; 9/4; 12/5; 40/17; 12/5; 12/5; 47/20; 40/17; ; ; ; 
META; english/non-league/national-league/solihull-moors-v-woking; 2018-01-15 18:25:25 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Solihull Moors; 6/5; 13/10; ; 5/4; 7/5; 5/4; 5/4; ; 11/8; ; 13/10; 5/4; ; ; 13/10; 5/4; 23/17; 5/4; 23/17; 6/5; 11/8; 13/10; 13/10; 13/10; 5/4; ; ; ; 
Woking; 2; 2; ; 15/8; 21/10; 15/8; 19/10; ; 17/10; ; 2; 15/8; ; ; 2; 19/10; 9/5; 19/10; 9/5; 29/16; 17/10; 2; 2; 2; 19/10; ; ; ; 
Draw; 5/2; 12/5; ; 23/10; 5/2; 11/5; 23/10; ; 40/17; ; 9/4; 21/10; ; ; 23/10; 9/4; 9/4; 23/10; 9/4; 27/11; 40/17; 12/5; 12/5; 23/10; 40/17; ; ; ; 
META; english/non-league/national-league/solihull-moors-v-woking; 2018-01-15 22:23:24 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Solihull Moors; 6/5; 13/10; ; 5/4; 7/5; 5/4; 5/4; ; 11/8; ; 13/10; 5/4; ; ; 13/10; 5/4; 23/17; 5/4; 23/17; 6/5; 11/8; 13/10; 13/10; 13/10; 5/4; ; 5/4; ; 
Woking; 2; 2; ; 15/8; 21/10; 15/8; 19/10; ; 17/10; ; 19/10; 15/8; ; ; 2; 19/10; 9/5; 19/10; 9/5; 29/16; 17/10; 2; 2; 2; 19/10; ; 19/10; ; 
Draw; 5/2; 12/5; ; 23/10; 5/2; 11/5; 23/10; ; 40/17; ; 23/10; 21/10; ; ; 23/10; 9/4; 9/4; 23/10; 9/4; 27/11; 40/17; 12/5; 12/5; 23/10; 40/17; ; 9/4; ; 
META; english/non-league/national-league/solihull-moors-v-woking; 2018-01-16 02:22:44 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Solihull Moors; 5/4; 13/10; ; 5/4; 7/5; 5/4; 5/4; ; 11/8; ; 13/10; 5/4; ; ; 13/10; 5/4; 23/17; 5/4; 23/17; 6/5; 11/8; 13/10; 13/10; 13/10; 5/4; ; 5/4; ; 
Woking; 2; 2; ; 15/8; 21/10; 15/8; 19/10; ; 17/10; ; 19/10; 15/8; ; ; 2; 15/8; 9/5; 19/10; 9/5; 29/16; 17/10; 2; 2; 2; 19/10; ; 19/10; ; 
Draw; 5/2; 12/5; ; 23/10; 5/2; 11/5; 23/10; ; 40/17; ; 23/10; 21/10; ; ; 23/10; 9/4; 9/4; 23/10; 9/4; 27/11; 40/17; 12/5; 12/5; 23/10; 40/17; ; 9/4; ; 
META; english/non-league/national-league/solihull-moors-v-woking; 2018-01-16 10:23:34 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Solihull Moors; 5/4; 13/10; ; 5/4; 69/50; 5/4; 5/4; ; 11/8; ; 13/10; 5/4; ; ; 13/10; 5/4; 23/17; 5/4; 23/17; 6/5; 11/8; 13/10; 13/10; 13/10; 5/4; ; 5/4; ; 
Woking; 2; 2; ; 15/8; 85/40; 15/8; 19/10; ; 17/10; ; 19/10; 15/8; ; ; 2; 19/10; 9/5; 19/10; 9/5; 29/16; 17/10; 2; 2; 2; 37/19; ; 17/10; ; 
Draw; 5/2; 12/5; ; 23/10; 5/2; 11/5; 23/10; ; 40/17; ; 23/10; 21/10; ; ; 23/10; 9/4; 9/4; 23/10; 9/4; 27/11; 40/17; 12/5; 12/5; 23/10; 40/17; ; 19/10; ; 
META; english/non-league/national-league/solihull-moors-v-woking; 2018-01-16 14:26:50 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Solihull Moors; 5/4; 13/10; 5/4; 5/4; 69/50; 5/4; 5/4; ; 11/8; 5/4; 13/10; 5/4; ; 5/4; 13/10; 5/4; 23/17; 5/4; 23/17; 6/5; 11/8; 13/10; 13/10; 13/10; 5/4; ; 5/4; 23/20; 
Woking; 2; 2; 2; 15/8; 85/40; 15/8; 19/10; ; 17/10; 2; 19/10; 15/8; ; 39/20; 2; 19/10; 9/5; 19/10; 9/5; 29/16; 17/10; 2; 2; 2; 37/19; ; 17/10; 15/8; 
Draw; 5/2; 12/5; 9/4; 23/10; 5/2; 11/5; 23/10; ; 40/17; 9/4; 23/10; 21/10; ; 9/4; 23/10; 9/4; 9/4; 23/10; 9/4; 27/11; 40/17; 12/5; 12/5; 23/10; 40/17; ; 19/10; 19/10; 
META; english/non-league/national-league/solihull-moors-v-woking; 2018-01-16 18:25:54 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Solihull Moors; 5/4; 13/10; 5/4; 5/4; 69/50; 5/4; 5/4; ; 11/8; 5/4; 13/10; 5/4; ; 5/4; 13/10; 5/4; 23/17; 5/4; 23/17; 6/5; 11/8; 13/10; 13/10; 13/10; 5/4; ; 5/4; ; 
Woking; 2; 2; 2; 15/8; 85/40; 15/8; 19/10; ; 17/10; 2; 19/10; 15/8; ; 39/20; 2; 19/10; 9/5; 19/10; 9/5; 29/16; 17/10; 2; 2; 2; 37/19; ; 17/10; ; 
Draw; 5/2; 12/5; 9/4; 23/10; 5/2; 11/5; 23/10; ; 40/17; 9/4; 23/10; 21/10; ; 9/4; 23/10; 9/4; 9/4; 23/10; 9/4; 27/11; 40/17; 12/5; 12/5; 23/10; 40/17; ; 19/10; ; 
META; english/non-league/national-league/solihull-moors-v-woking; 2018-01-16 22:24:29 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Solihull Moors; 5/4; 13/10; 5/4; 5/4; 69/50; 5/4; 5/4; ; 11/8; 5/4; 13/10; 5/4; ; 5/4; 13/10; 5/4; 23/17; 5/4; 23/17; 6/5; 11/8; 13/10; 13/10; 13/10; 5/4; ; 5/4; 23/20; 
Woking; 2; 2; 2; 15/8; 85/40; 15/8; 19/10; ; 17/10; 2; 19/10; 15/8; ; 39/20; 2; 19/10; 9/5; 19/10; 9/5; 29/16; 17/10; 2; 2; 2; 37/19; ; 17/10; 15/8; 
Draw; 5/2; 12/5; 9/4; 23/10; 5/2; 11/5; 23/10; ; 40/17; 9/4; 23/10; 21/10; ; 9/4; 23/10; 9/4; 9/4; 23/10; 9/4; 27/11; 40/17; 12/5; 12/5; 23/10; 40/17; ; 19/10; 19/10; 
META; english/non-league/national-league/solihull-moors-v-woking; 2018-01-17 02:23:18 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Solihull Moors; 5/4; 13/10; 5/4; 5/4; 69/50; 5/4; 5/4; ; 11/8; 5/4; 13/10; 5/4; ; 5/4; 13/10; 5/4; 23/17; 5/4; 23/17; 6/5; 11/8; 13/10; 13/10; 13/10; 5/4; ; 5/4; 23/20; 
Woking; 2; 2; 2; 15/8; 85/40; 15/8; 19/10; ; 17/10; 2; 19/10; 15/8; ; 39/20; 2; 19/10; 9/5; 19/10; 9/5; 29/16; 17/10; 2; 2; 2; 37/19; ; 17/10; 15/8; 
Draw; 5/2; 12/5; 9/4; 23/10; 5/2; 11/5; 23/10; ; 40/17; 9/4; 23/10; 21/10; ; 9/4; 23/10; 9/4; 9/4; 23/10; 9/4; 27/11; 40/17; 12/5; 12/5; 23/10; 40/17; ; 19/10; 19/10; 
META; english/non-league/national-league/solihull-moors-v-woking; 2018-01-17 10:23:08 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Solihull Moors; 5/4; 13/10; 5/4; 5/4; 69/50; 5/4; 5/4; ; 11/8; 5/4; 13/10; 5/4; ; 5/4; 13/10; 5/4; 23/17; 5/4; 23/17; 6/5; 11/8; 13/10; 13/10; 13/10; 5/4; ; 5/4; 23/20; 
Woking; 2; 2; 2; 15/8; 85/40; 15/8; 19/10; ; 17/10; 2; 19/10; 15/8; ; 39/20; 2; 19/10; 9/5; 19/10; 9/5; 29/16; 17/10; 2; 2; 2; 37/19; ; 17/10; 15/8; 
Draw; 5/2; 12/5; 9/4; 23/10; 5/2; 11/5; 23/10; ; 40/17; 9/4; 23/10; 21/10; ; 9/4; 23/10; 9/4; 9/4; 23/10; 9/4; 27/11; 40/17; 12/5; 12/5; 23/10; 40/17; ; 19/10; 19/10; 
META; english/non-league/national-league/solihull-moors-v-woking; 2018-01-17 14:26:34 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Solihull Moors; 5/4; 13/10; 5/4; 5/4; 69/50; 5/4; 5/4; ; 11/8; 5/4; 13/10; 5/4; ; 5/4; 13/10; 5/4; 23/17; 5/4; 23/17; 6/5; 11/8; 13/10; 13/10; 13/10; 5/4; ; 5/4; 23/20; 
Woking; 2; 2; 2; 15/8; 85/40; 15/8; 19/10; ; 17/10; 2; 19/10; 15/8; ; 39/20; 2; 19/10; 9/5; 19/10; 9/5; 29/16; 17/10; 2; 2; 2; 37/19; ; 19/10; 15/8; 
Draw; 5/2; 12/5; 9/4; 23/10; 5/2; 11/5; 23/10; ; 40/17; 9/4; 23/10; 21/10; ; 9/4; 23/10; 9/4; 9/4; 23/10; 9/4; 27/11; 40/17; 12/5; 12/5; 23/10; 40/17; ; 19/10; 19/10; 
META; english/non-league/national-league/solihull-moors-v-woking; 2018-01-17 18:22:06 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Solihull Moors; 5/4; 13/10; 5/4; 5/4; 69/50; 5/4; 13/10; ; 11/8; 5/4; 13/10; 5/4; ; 5/4; 13/10; 5/4; 23/17; 13/10; 23/17; 6/5; 11/8; 13/10; 13/10; 13/10; 13/10; ; 5/4; 23/20; 
Woking; 2; 2; 2; 15/8; 85/40; 15/8; 2; ; 17/10; 2; 19/10; 15/8; ; 39/20; 2; 19/10; 9/5; 37/19; 9/5; 29/16; 17/10; 2; 2; 2; 37/19; ; 19/10; 15/8; 
Draw; 5/2; 12/5; 9/4; 23/10; 5/2; 11/5; 23/10; ; 40/17; 9/4; 23/10; 21/10; ; 9/4; 23/10; 9/4; 9/4; 40/17; 9/4; 27/11; 40/17; 12/5; 12/5; 23/10; 40/17; ; 19/10; 19/10; 
META; english/non-league/national-league/solihull-moors-v-woking; 2018-01-17 22:21:52 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Solihull Moors; 5/4; 13/10; 5/4; 5/4; 69/50; 5/4; 13/10; ; 11/8; 5/4; 13/10; 5/4; ; 5/4; 13/10; 5/4; 23/17; 13/10; 23/17; 6/5; 11/8; 13/10; 13/10; 13/10; 13/10; ; 5/4; 23/20; 
Woking; 2; 2; 2; 15/8; 85/40; 15/8; 2; ; 17/10; 2; 19/10; 15/8; ; 39/20; 2; 19/10; 9/5; 37/19; 9/5; 29/16; 17/10; 2; 2; 2; 37/19; ; 19/10; 15/8; 
