META; english/non-league/national-league/chester-v-hartlepool; 2017-12-24 14:24:21 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Hartlepool; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chester; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-hartlepool; 2017-12-24 18:24:18 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Hartlepool; 6/4; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; 
Chester; 7/4; ; ; ; ; ; 17/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; 
Draw; 23/10; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-hartlepool; 2017-12-24 22:24:21 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Hartlepool; 6/4; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; ; ; ; 6/4; ; ; ; ; ; ; 
Chester; 7/4; ; ; ; ; ; 17/10; ; ; ; ; ; ; ; ; 17/10; ; ; ; ; ; 7/4; ; ; ; ; ; ; 
Draw; 23/10; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-hartlepool; 2017-12-25 02:24:23 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Hartlepool; 6/4; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; ; ; ; 6/4; ; ; ; ; ; ; 
Chester; 7/4; ; ; ; ; ; 17/10; ; ; ; ; ; ; ; ; 17/10; ; ; ; ; ; 7/4; ; ; ; ; ; ; 
Draw; 23/10; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-hartlepool; 2017-12-25 10:24:24 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Hartlepool; 6/4; ; ; ; ; ; 6/4; ; ; ; 6/4; 29/20; ; ; ; 7/5; 7/5; ; 7/5; ; ; 6/4; ; 6/4; ; ; ; ; 
Chester; 7/4; ; ; ; ; ; 17/10; ; ; ; 17/10; 17/10; ; ; ; 17/10; 28/17; ; 28/17; ; ; 7/4; ; 7/4; ; ; ; ; 
Draw; 23/10; ; ; ; ; ; 11/5; ; ; ; 9/4; 2; ; ; ; 21/10; 11/5; ; 11/5; ; ; 23/10; ; 9/4; ; ; ; ; 
META; english/non-league/national-league/chester-v-hartlepool; 2017-12-25 14:24:28 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Hartlepool; 6/4; ; ; ; ; ; 6/4; ; ; ; 6/4; 29/20; ; ; ; 7/5; 7/5; 7/5; 7/5; ; ; 6/4; 6/4; 6/4; 16/11; ; ; ; 
Chester; 7/4; ; ; ; ; ; 17/10; ; ; ; 17/10; 17/10; ; ; ; 17/10; 28/17; 28/17; 28/17; ; ; 7/4; 9/5; 7/4; 17/10; ; ; ; 
Draw; 23/10; ; ; ; ; ; 11/5; ; ; ; 9/4; 2; ; ; ; 21/10; 11/5; 11/5; 11/5; ; ; 23/10; 23/10; 9/4; 11/5; ; ; ; 
META; english/non-league/national-league/chester-v-hartlepool; 2017-12-25 18:24:22 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Hartlepool; 6/4; ; ; ; ; ; 6/4; ; ; ; 29/20; 29/20; ; ; ; 7/5; 7/5; 16/11; 7/5; ; ; 6/4; 6/4; 6/4; 16/11; ; ; ; 
Chester; 7/4; ; ; ; ; ; 17/10; ; ; ; 7/4; 17/10; ; ; ; 17/10; 28/17; 17/10; 28/17; ; ; 7/4; 9/5; 7/4; 17/10; ; ; ; 
Draw; 23/10; ; ; ; ; ; 11/5; ; ; ; 9/4; 2; ; ; ; 21/10; 11/5; 9/4; 11/5; ; ; 23/10; 23/10; 9/4; 9/4; ; ; ; 
META; english/non-league/national-league/chester-v-hartlepool; 2017-12-25 22:24:27 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Hartlepool; 6/4; ; ; ; ; ; 6/4; ; ; ; 29/20; 29/20; ; ; ; 7/5; 7/5; 16/11; 7/5; ; ; 6/4; 6/4; 6/4; 16/11; ; ; ; 
Chester; 7/4; ; ; ; ; ; 17/10; ; ; ; 7/4; 17/10; ; ; ; 17/10; 28/17; 17/10; 28/17; ; ; 7/4; 9/5; 7/4; 17/10; ; ; ; 
