META; english/non-league/national-league/barrow-v-ebbsfleet-united; 2018-04-08 14:24:47 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Ebbsfleet United; 17/10; 13/8; 17/10; 13/8; 13/8; 8/5; 28/17; 28/17; 17/10; 7/4; 28/17; 1/33; 7/4
Draw; 9/4; 21/10; 39/19; 11/5; 2; 21/10; 21/10; 21/10; 39/19; 11/5; 21/10; 1/33; 7/4
META; english/non-league/national-league/barrow-v-ebbsfleet-united; 2018-04-09 22:24:33 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barrow; 8/5; 8/5; 17/11; 8/5; 6/4; 6/4; 6/4; 17/11; 17/11; 13/8; 17/11; 1/100; 7/4
Ebbsfleet United; 17/10; 13/8; 17/10; 13/8; 13/8; 8/5; 28/17; 28/17; 17/10; 7/4; 28/17; 1/100; 7/4
Draw; 9/4; 21/10; 39/19; 11/5; 2; 21/10; 21/10; 21/10; 39/19; 11/5; 21/10; 1/100; 7/4
META; english/non-league/national-league/barrow-v-ebbsfleet-united; 2018-04-10 02:24:14 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barrow; 8/5; 6/4; 8/5; 17/11; 8/5; 6/4; 6/4; 6/4; 17/11; 17/11; 13/8; 17/11; 1/100; 7/4
Ebbsfleet United; 17/10; 13/8; 13/8; 17/10; 13/8; 13/8; 8/5; 28/17; 28/17; 17/10; 17/10; 28/17; 1/100; 7/4
Draw; 9/4; 21/10; 21/10; 39/19; 11/5; 2; 21/10; 21/10; 21/10; 39/19; 9/4; 21/10; 1/100; 7/4
META; english/non-league/national-league/barrow-v-ebbsfleet-united; 2018-04-10 10:24:21 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barrow; 8/5; 6/4; 8/5; 17/11; 8/5; 6/4; 6/4; 6/4; 17/11; 17/11; 13/8; 17/11; 1/100; 7/4
Ebbsfleet United; 17/10; 13/8; 13/8; 17/10; 13/8; 13/8; 8/5; 28/17; 28/17; 17/10; 17/10; 28/17; 1/100; 7/4
Draw; 9/4; 21/10; 21/10; 39/19; 11/5; 2; 21/10; 21/10; 21/10; 39/19; 9/4; 21/10; 1/100; 7/4
META; english/non-league/national-league/barrow-v-ebbsfleet-united; 2018-04-10 14:24:52 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barrow; 8/5; 6/4; 8/5; 17/11; 8/5; 6/4; 6/4; 6/4; 17/11; 17/11; 13/8; 17/11; 1/16; 7/4
Ebbsfleet United; 17/10; 13/8; 13/8; 17/10; 13/8; 13/8; 8/5; 28/17; 28/17; 17/10; 17/10; 28/17; 11/8; 7/4
Draw; 9/4; 21/10; 21/10; 39/19; 11/5; 2; 21/10; 21/10; 21/10; 39/19; 9/4; 21/10; 1/8; 7/4
META; english/non-league/national-league/barrow-v-ebbsfleet-united; 2018-04-10 18:24:44 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barrow; 8/5; 6/4; 8/5; 17/11; 8/5; 6/4; 6/4; 17/11; 17/11; 17/11; 13/8; 17/11; 1/16; 7/4
Ebbsfleet United; 17/10; 13/8; 13/8; 17/10; 13/8; 13/8; 8/5; 28/17; 28/17; 17/10; 17/10; 17/10; 11/8; 7/4
Draw; 9/4; 21/10; 21/10; 39/19; 11/5; 2; 21/10; 28/13; 21/10; 39/19; 9/4; 28/13; 1/8; 7/4
META; english/non-league/national-league/barrow-v-ebbsfleet-united; 2018-04-10 22:24:36 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barrow; 8/5; 6/4; 8/5; 17/11; 8/5; 6/4; 6/4; 17/11; 17/11; 17/11; 13/8; 17/11; 23/20; 7/4
Ebbsfleet United; 17/10; 13/8; 13/8; 17/10; 13/8; 13/8; 8/5; 28/17; 28/17; 17/10; 17/10; 17/10; 5/4; 7/4
Draw; 9/4; 21/10; 21/10; 39/19; 11/5; 2; 21/10; 28/13; 21/10; 39/19; 9/4; 28/13; 13/8; 7/4
META; english/non-league/national-league/barrow-v-ebbsfleet-united; 2018-04-11 02:22:42 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barrow; 6/4; 8/5; 17/11; 8/5; 6/4; 6/4; 17/11; 17/11; 17/11; 13/8; 17/11; 1/16; 7/4
Ebbsfleet United; 13/8; 13/8; 17/10; 13/8; 13/8; 8/5; 28/17; 28/17; 17/10; 17/10; 17/10; 1/16; 7/4
Draw; 21/10; 21/10; 39/19; 11/5; 2; 21/10; 28/13; 21/10; 39/19; 9/4; 28/13; 1/8; 7/4
META; english/non-league/national-league/barrow-v-ebbsfleet-united; 2018-04-11 10:22:49 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barrow; 6/4; 8/5; 17/11; 8/5; 6/4; 6/4; 17/11; 17/11; 17/11; 13/8; 17/11; 1/16; 7/4
Ebbsfleet United; 13/8; 13/8; 17/10; 13/8; 13/8; 8/5; 28/17; 28/17; 17/10; 17/10; 17/10; 1/16; 7/4
Draw; 21/10; 21/10; 39/19; 11/5; 2; 21/10; 28/13; 21/10; 39/19; 9/4; 28/13; 1/8; 7/4
META; english/non-league/national-league/barrow-v-ebbsfleet-united; 2018-04-11 14:23:04 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barrow; 43/25; 6/4; 8/5; 17/11; 8/5; 6/4; 31/20; 6/4; 17/11; 17/11; 17/11; 13/8; 17/11; 1/16; 13/8
Ebbsfleet United; 177/100; 13/8; 13/8; 17/10; 13/8; 13/8; 33/20; 8/5; 28/17; 28/17; 17/10; 17/10; 17/10; 1/16; 17/10
Draw; 59/25; 21/10; 21/10; 39/19; 11/5; 2; 43/20; 21/10; 28/13; 21/10; 39/19; 9/4; 28/13; 1/8; 23/10
META; english/non-league/national-league/barrow-v-ebbsfleet-united; 2018-04-11 18:23:03 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Ebbsfleet United; 6/4; 6/4; 8/5; 6/4; 6/4; 17/10; 6/4; 8/5; 29/20; 6/4; 7/5; 6/4; 28/17; 7/5; 17/10; 6/4; 6/4; 1/16; 7/5; 6/4
Barrow; 9/5; 7/4; 15/8; 13/8; 7/4; 17/11; 7/4; 17/10; 17/10; 7/4; 17/10; 7/4; 17/11; 29/18; 17/11; 9/5; 7/4; 5/4; 13/8; 17/10
Draw; 21/10; 121/50; 2; 11/5; 39/19; 21/10; 21/10; 2; 21/10; 21/10; 11/5; 21/10; 40/17; 39/19; 23/10; 9/4; 1/8; 19/10; 12/5; 
META; english/non-league/national-league/barrow-v-ebbsfleet-united; 2018-04-11 22:22:49 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Ebbsfleet United; 6/4; 6/4; 29/20; 8/5; 6/4; 6/4; 10/7; 6/4; 6/4; 29/20; 6/4; 7/5; 6/4; 28/17; 7/5; 10/7; 6/4; 6/4; 1/9; 7/5; 6/4
Barrow; 9/5; 7/4; 17/10; 15/8; 13/8; 7/4; 17/10; 7/4; 7/4; 17/10; 7/4; 17/10; 7/4; 17/11; 29/18; 17/10; 9/5; 7/4; 5/4; 13/8; 9/5
Draw; 21/10; 11/5; 121/50; 2; 11/5; 9/4; 21/10; 11/5; 2; 21/10; 21/10; 11/5; 21/10; 40/17; 9/4; 23/10; 9/4; 1/8; 19/10; 12/5; 
META; english/non-league/national-league/barrow-v-ebbsfleet-united; 2018-04-12 02:22:35 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Ebbsfleet United; 6/4; 6/4; 29/20; 8/5; 6/4; 6/4; 10/7; 6/4; 6/4; 7/5; 6/4; 7/5; 16/11; 28/17; 7/5; 10/7; 6/4; 6/4; 1/9; 6/4
Barrow; 9/5; 7/4; 17/10; 15/8; 13/8; 7/4; 17/10; 7/4; 7/4; 17/10; 7/4; 17/10; 7/4; 17/11; 29/18; 17/10; 9/5; 9/5; 1/9; 9/5
Draw; 21/10; 11/5; 121/50; 2; 11/5; 9/4; 21/10; 11/5; 21/10; 21/10; 21/10; 9/4; 21/10; 40/17; 9/4; 23/10; 9/4; 1/8; 12/5; 
META; english/non-league/national-league/barrow-v-ebbsfleet-united; 2018-04-12 10:22:32 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Ebbsfleet United; 6/4; 6/4; 29/20; 8/5; 7/5; 6/4; 10/7; 6/4; 6/4; 29/20; 6/4; 7/5; 16/11; 28/17; 7/5; 10/7; 6/4; 6/4; 1/100; 7/5; 6/4
Barrow; 9/5; 7/4; 17/10; 15/8; 17/10; 7/4; 17/10; 7/4; 7/4; 17/10; 7/4; 17/10; 7/4; 17/11; 29/18; 17/10; 9/5; 7/4; 1/16; 13/8; 9/5
Draw; 21/10; 11/5; 121/50; 21/10; 11/5; 9/4; 21/10; 11/5; 2; 21/10; 21/10; 9/4; 21/10; 40/17; 9/4; 23/10; 9/4; 1/16; 19/10; 12/5; 
META; english/non-league/national-league/barrow-v-ebbsfleet-united; 2018-04-12 14:22:54 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Ebbsfleet United; 6/4; 6/4; 6/4; 29/20; 8/5; 7/5; 6/4; 10/7; 6/4; 6/4; 29/20; 6/4; 7/5; 16/11; 28/17; 7/5; 10/7; 6/4; 6/4; 1/100; 7/5; 6/4
Barrow; 9/5; 9/5; 7/4; 17/10; 15/8; 17/10; 7/4; 17/10; 7/4; 7/4; 17/10; 7/4; 17/10; 7/4; 17/11; 29/18; 17/10; 9/5; 9/5; 1/16; 13/8; 9/5
Draw; 23/10; 21/10; 11/5; 121/50; 21/10; 11/5; 9/4; 21/10; 11/5; 2; 21/10; 21/10; 9/4; 21/10; 40/17; 9/4; 23/10; 9/4; 1/16; 19/10; 12/5; 
META; english/non-league/national-league/barrow-v-ebbsfleet-united; 2018-04-12 18:22:53 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Ebbsfleet United; 6/4; 6/4; 6/4; 29/20; 8/5; 7/5; 6/4; 10/7; 6/4; 6/4; 29/20; 6/4; 6/4; 7/5; 16/11; 28/17; 52/35; 10/7; 6/4; 6/4; 5/4; 7/5; 6/4
Barrow; 9/5; 9/5; 7/4; 17/10; 15/8; 17/10; 7/4; 17/10; 7/4; 7/4; 17/10; 7/4; 7/4; 17/10; 7/4; 17/11; 9/5; 17/10; 9/5; 9/5; 6/4; 13/8; 9/5
Draw; 23/10; 21/10; 11/5; 121/50; 21/10; 11/5; 9/4; 21/10; 11/5; 2; 21/10; 9/4; 21/10; 9/4; 21/10; 9/4; 9/4; 23/10; 9/4; 19/10; 19/10; 12/5; 
META; english/non-league/national-league/barrow-v-ebbsfleet-united; 2018-04-12 22:22:44 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Ebbsfleet United; 6/4; 6/4; 6/4; 29/20; 8/5; 7/5; 6/4; 10/7; 6/4; 6/4; 29/20; 6/4; 6/4; 7/5; 16/11; 28/17; 52/35; 10/7; 6/4; 6/4; 6/4; 7/5; 7/5; 6/4
Barrow; 9/5; 9/5; 7/4; 17/10; 15/8; 17/10; 7/4; 17/10; 7/4; 7/4; 17/10; 7/4; 7/4; 17/10; 7/4; 17/11; 9/5; 17/10; 9/5; 9/5; 7/4; 13/8; 13/8; 9/5
Draw; 23/10; 21/10; 11/5; 121/50; 21/10; 11/5; 9/4; 21/10; 11/5; 2; 21/10; 9/4; 21/10; 9/4; 21/10; 9/4; 9/4; 23/10; 9/4; 9/4; 19/10; 19/10; 12/5; 
META; english/non-league/national-league/barrow-v-ebbsfleet-united; 2018-04-13 02:22:13 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Ebbsfleet United; 6/4; 6/4; 6/4; 29/20; 8/5; 7/5; 6/4; 10/7; 6/4; 6/4; 29/20; 6/4; 7/5; 7/5; 16/11; 28/17; 52/35; 10/7; 6/4; 6/4; 6/4; 13/10; 7/5
Barrow; 9/5; 9/5; 7/4; 17/10; 15/8; 17/10; 7/4; 17/10; 7/4; 7/4; 17/10; 7/4; 17/10; 17/10; 7/4; 17/11; 9/5; 17/10; 9/5; 9/5; 7/4; 13/8; 7/4
Draw; 23/10; 21/10; 11/5; 121/50; 21/10; 11/5; 9/4; 21/10; 11/5; 2; 21/10; 2; 21/10; 9/4; 21/10; 9/4; 9/4; 23/10; 9/4; 9/4; 19/10; 9/4; 
META; english/non-league/national-league/barrow-v-ebbsfleet-united; 2018-04-13 10:22:13 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Ebbsfleet United; 6/4; 6/4; 6/4; 6/4; 8/5; 7/5; 6/4; 10/7; 6/4; 6/4; 29/20; 6/4; 7/5; 7/5; 6/4; 28/17; 52/35; 10/7; 6/4; 6/4; 6/4; 13/10; 6/4
Barrow; 9/5; 9/5; 7/4; 9/5; 47/25; 17/10; 7/4; 17/10; 7/4; 7/4; 17/10; 7/4; 17/10; 17/10; 7/4; 17/11; 9/5; 17/10; 9/5; 9/5; 9/5; 13/8; 9/5
Draw; 23/10; 21/10; 11/5; 12/5; 21/10; 11/5; 9/4; 21/10; 11/5; 2; 21/10; 2; 21/10; 11/5; 21/10; 9/4; 9/4; 23/10; 9/4; 9/4; 2; 23/10; 
META; english/non-league/national-league/barrow-v-ebbsfleet-united; 2018-04-13 14:22:52 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Ebbsfleet United; 6/4; 6/4; 6/4; 6/4; 8/5; 7/5; 6/4; 10/7; 6/4; 6/4; 29/20; 6/4; 7/5; 7/5; 28/17; 52/35; 10/7; 6/4; 6/4; 6/4; 27/20; 7/5; 6/4
Barrow; 9/5; 9/5; 7/4; 9/5; 47/25; 17/10; 7/4; 17/10; 7/4; 7/4; 17/10; 7/4; 17/10; 17/10; 17/11; 9/5; 17/10; 9/5; 9/5; 9/5; 13/8; 13/8; 9/5
Draw; 23/10; 21/10; 11/5; 12/5; 21/10; 11/5; 9/4; 21/10; 11/5; 2; 21/10; 2; 21/10; 11/5; 21/10; 9/4; 9/4; 23/10; 11/5; 9/4; 21/10; 19/10; 23/10
META; english/non-league/national-league/barrow-v-ebbsfleet-united; 2018-04-13 18:22:58 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Ebbsfleet United; 6/4; 6/4; 6/4; 6/4; 8/5; 7/5; 6/4; 10/7; 6/4; 6/4; 29/20; 6/4; 7/5; 7/5; 28/17; 52/35; 10/7; 6/4; 6/4; 6/4; 27/20; 7/5; 6/4
Barrow; 9/5; 9/5; 7/4; 9/5; 47/25; 17/10; 7/4; 17/10; 7/4; 7/4; 17/10; 7/4; 17/10; 17/10; 17/11; 9/5; 17/10; 9/5; 9/5; 9/5; 13/8; 13/8; 9/5
Draw; 23/10; 21/10; 11/5; 12/5; 21/10; 11/5; 9/4; 21/10; 11/5; 2; 21/10; 2; 21/10; 11/5; 21/10; 9/4; 9/4; 23/10; 11/5; 9/4; 21/10; 19/10; 23/10
META; english/non-league/national-league/barrow-v-ebbsfleet-united; 2018-04-13 22:22:46 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Ebbsfleet United; 6/4; 6/4; 6/4; 6/4; 8/5; 7/5; 6/4; 10/7; 6/4; 6/4; 29/20; 6/4; 7/5; 7/5; 28/17; 52/35; 10/7; 6/4; 6/4; 6/4; 27/20; 7/5; 6/4
Barrow; 9/5; 9/5; 7/4; 9/5; 47/25; 17/10; 7/4; 17/10; 7/4; 7/4; 17/10; 7/4; 17/10; 17/10; 17/11; 9/5; 17/10; 9/5; 9/5; 9/5; 13/8; 13/8; 9/5
Draw; 23/10; 21/10; 11/5; 12/5; 21/10; 11/5; 9/4; 21/10; 11/5; 2; 21/10; 2; 21/10; 11/5; 21/10; 9/4; 9/4; 23/10; 9/4; 9/4; 2; 19/10; 23/10
META; english/non-league/national-league/barrow-v-ebbsfleet-united; 2018-04-14 02:22:20 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Ebbsfleet United; 6/4; 6/4; 6/4; 6/4; 8/5; 7/5; 6/4; 10/7; 6/4; 6/4; 29/20; 6/4; 7/5; 7/5; 6/4; 28/17; 52/35; 10/7; 6/4; 6/4; 6/4; 7/5; 6/4
Barrow; 9/5; 9/5; 7/4; 9/5; 47/25; 17/10; 7/4; 17/10; 7/4; 7/4; 17/10; 7/4; 17/10; 17/10; 17/11; 9/5; 17/10; 9/5; 7/4; 9/5; 6/4; 9/5; 
Draw; 23/10; 21/10; 11/5; 12/5; 21/10; 11/5; 9/4; 21/10; 11/5; 2; 21/10; 2; 21/10; 11/5; 21/10; 9/4; 9/4; 23/10; 9/4; 9/4; 2; 23/10; 
META; english/non-league/national-league/barrow-v-ebbsfleet-united; 2018-04-14 10:22:34 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Ebbsfleet United; 6/4; 6/4; 6/4; 6/4; 8/5; 7/5; 6/4; 11/8; 6/4; 6/4; 29/20; 6/4; 7/5; 7/5; 6/4; 28/17; 52/35; 11/8; 6/4; 6/4; 6/4; 7/5; 6/4
Barrow; 9/5; 9/5; 7/4; 9/5; 47/25; 17/10; 7/4; 9/5; 7/4; 7/4; 13/8; 7/4; 17/10; 17/10; 17/11; 9/5; 9/5; 9/5; 9/5; 9/5; 9/5; 13/8; 9/5
Draw; 23/10; 21/10; 11/5; 12/5; 21/10; 11/5; 9/4; 21/10; 21/10; 21/10; 21/10; 2; 21/10; 11/5; 21/10; 9/4; 9/4; 23/10; 9/4; 21/10; 19/10; 23/10; 
META; english/non-league/national-league/barrow-v-ebbsfleet-united; 2018-04-14 14:23:21 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Ebbsfleet United; 6/4; 6/4; 6/4; 6/4; 13/8; 7/5; 6/4; 11/8; 6/4; 6/4; 29/20; 6/4; 7/5; 7/5; 6/4; 6/4; 52/35; 11/8; 6/4; 6/4; 6/4; 6/4; 7/5; 8/5
Barrow; 9/5; 9/5; 7/4; 9/5; 93/50; 17/10; 7/4; 9/5; 7/4; 7/4; 13/8; 7/4; 17/10; 17/10; 7/4; 7/4; 9/5; 9/5; 9/5; 9/5; 9/5; 9/5; 13/8; 19/10
Draw; 23/10; 21/10; 11/5; 119/50; 21/10; 11/5; 9/4; 21/10; 21/10; 21/10; 21/10; 2; 21/10; 11/5; 21/10; 9/4; 9/4; 23/10; 11/5; 9/4; 21/10; 21/10; 23/10; 
META; english/non-league/national-league/barrow-v-ebbsfleet-united; 2018-04-14 18:22:37 GMT+3; 2018-04-14 15:00; In Play; Xlenovo
Ebbsfleet United; 2/5; 4/11; 2/5; 1/3; 9/20; 4/9; 2/5; 2/5; 4/11; 4/11; 4/9; 4/11; 3/7; 2/5
Draw; 3; 29/10; 3; 63/20; 3; 29/10; 14/5; 14/5; 11/4; 11/4; 3; 27/10; 13/5; 
Barrow; 10; 10; 17/2; 10; 38/5; 7; 10; 10; 15/2; 19/2; 15/2; 24/5; ; 
