META; english/non-league/national-league/woking-v-aldershot; 2017-12-27 18:24:22 GMT+2; 2018-01-01 13:00; Nothing; Xlenovo
Aldershot; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 27/20; ; ; ; ; 
Woking; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/8; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 47/20; ; ; ; ; 
META; english/non-league/national-league/woking-v-aldershot; 2017-12-27 22:24:45 GMT+2; 2018-01-01 13:00; Nothing; Xlenovo
Aldershot; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; 7/5; ; 27/20; 13/10; ; ; ; 
Woking; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/5; ; ; ; 15/8; ; 15/8; 24/13; ; ; ; 
Draw; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 40/17; ; ; ; 12/5; ; 47/20; 40/17; ; ; ; 
META; english/non-league/national-league/woking-v-aldershot; 2017-12-28 02:25:34 GMT+2; 2018-01-01 13:00; Nothing; Xlenovo
Aldershot; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; 7/5; ; 27/20; 13/10; ; ; ; 
Woking; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/5; ; ; ; 15/8; ; 15/8; 24/13; ; ; ; 
Draw; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 40/17; ; ; ; 12/5; ; 47/20; 40/17; ; ; ; 
META; english/non-league/national-league/woking-v-aldershot; 2017-12-28 10:24:24 GMT+2; 2018-01-01 13:00; Nothing; Xlenovo
Aldershot; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; 7/5; ; 27/20; 13/10; ; ; ; 
Woking; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/5; ; ; ; 15/8; ; 15/8; 24/13; ; ; ; 
Draw; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 40/17; ; ; ; 12/5; ; 47/20; 40/17; ; ; ; 
META; english/non-league/national-league/woking-v-aldershot; 2017-12-28 14:24:39 GMT+2; 2018-01-01 13:00; Nothing; Xlenovo
Aldershot; 11/8; ; ; ; ; ; ; ; 4/3; ; ; ; ; ; ; ; ; 13/10; ; ; 4/3; 7/5; ; 27/20; 13/10; ; ; ; 
