META; english/non-league/national-league/barrow-v-tranmere; 2018-01-02 02:21:17 GMT+2; 2018-01-06 15:00; Nothing; Xlenovo
Tranmere; ; 6/5; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Barrow; ; 11/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 23/10; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/barrow-v-tranmere; 2018-01-02 10:21:13 GMT+2; 2018-01-06 15:00; Nothing; Xlenovo
Tranmere; ; 6/5; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Barrow; ; 11/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 23/10; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/barrow-v-tranmere; 2018-01-02 14:21:17 GMT+2; 2018-01-06 15:00; Nothing; Xlenovo
Tranmere; ; 6/5; ; ; 6/5; ; ; ; ; ; ; 23/20; ; 23/20; ; 11/10; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Barrow; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 11/5; ; 11/5; ; 11/5; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 21/10; ; 43/20; ; 21/10; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/barrow-v-tranmere; 2018-01-02 18:21:24 GMT+2; 2018-01-06 15:00; Nothing; Xlenovo
Tranmere; ; 6/5; ; ; 6/5; 11/10; 11/10; ; ; ; 23/20; 11/10; ; 23/20; ; 11/10; ; ; ; ; ; ; 6/5; 23/20; ; ; 20/21; ; 
Barrow; ; 23/10; ; ; 5/2; 23/10; 9/4; ; ; ; 23/10; 21/10; ; 11/5; ; 11/5; ; ; ; ; ; ; 23/10; 23/10; ; ; 2; ; 
Draw; ; 23/10; ; ; 5/2; 21/10; 11/5; ; ; ; 11/5; 11/5; ; 43/20; ; 11/5; ; ; ; ; ; ; 23/10; 23/10; ; ; 21/10; ; 
META; english/non-league/national-league/barrow-v-tranmere; 2018-01-02 22:21:13 GMT+2; 2018-01-06 15:00; Nothing; Xlenovo
Tranmere; ; 6/5; ; ; 121/100; 11/10; 11/10; ; ; ; 23/20; 11/10; ; 23/20; ; 11/10; ; ; ; ; ; ; 6/5; 23/20; ; ; 20/21; ; 
Barrow; ; 23/10; ; ; 62/25; 23/10; 9/4; ; ; ; 23/10; 21/10; ; 11/5; ; 11/5; ; ; ; ; ; ; 23/10; 23/10; ; ; 2; ; 
Draw; ; 23/10; ; ; 5/2; 21/10; 11/5; ; ; ; 11/5; 11/5; ; 43/20; ; 11/5; ; ; ; ; ; ; 23/10; 23/10; ; ; 21/10; ; 
META; english/non-league/national-league/barrow-v-tranmere; 2018-01-03 02:20:49 GMT+2; 2018-01-06 15:00; Nothing; Xlenovo
Tranmere; ; 6/5; ; ; 121/100; 11/10; 11/10; ; ; ; 23/20; 11/10; ; 23/20; ; 11/10; ; ; ; ; ; ; 6/5; 23/20; ; ; 20/21; ; 
Barrow; ; 23/10; ; ; 62/25; 23/10; 9/4; ; ; ; 23/10; 21/10; ; 11/5; ; 11/5; ; ; ; ; ; ; 23/10; 23/10; ; ; 2; ; 
Draw; ; 23/10; ; ; 5/2; 21/10; 11/5; ; ; ; 11/5; 11/5; ; 43/20; ; 11/5; ; ; ; ; ; ; 23/10; 23/10; ; ; 21/10; ; 
META; english/non-league/national-league/barrow-v-tranmere; 2018-01-03 10:21:00 GMT+2; 2018-01-06 15:00; Nothing; Xlenovo
Tranmere; ; 6/5; ; ; 121/100; 11/10; 11/10; ; ; ; 23/20; 11/10; ; 23/20; ; 11/10; 21/20; ; 21/20; ; ; ; 23/20; 23/20; ; ; 20/21; ; 
Barrow; ; 23/10; ; ; 62/25; 23/10; 9/4; ; ; ; 23/10; 21/10; ; 9/4; ; 11/5; 11/5; ; 11/5; ; ; ; 12/5; 23/10; ; ; 2; ; 
Draw; ; 23/10; ; ; 5/2; 21/10; 11/5; ; ; ; 9/4; 11/5; ; 11/5; ; 11/5; 11/5; ; 11/5; ; ; ; 23/10; 23/10; ; ; 21/10; ; 
META; english/non-league/national-league/barrow-v-tranmere; 2018-01-03 14:21:21 GMT+2; 2018-01-06 15:00; Nothing; Xlenovo
Tranmere; 21/20; 6/5; 11/10; ; 29/25; 21/20; 21/20; ; ; 11/10; 11/10; 21/20; ; 11/10; 23/20; 21/20; 21/20; 21/20; 21/20; 10/9; ; ; 23/20; 11/10; 21/20; ; 10/11; ; 
Draw; 23/10; 23/10; 11/5; ; 121/50; 11/5; 11/5; ; ; 11/5; 9/4; 11/5; ; 11/5; 23/10; 11/5; 11/5; 9/4; 11/5; 23/10; ; ; 23/10; 23/10; 23/10; ; 21/10; ; 
Barrow; 13/5; 23/10; 23/10; ; 27/10; 23/10; 12/5; ; ; 23/10; 12/5; 9/4; ; 23/10; 23/10; 23/10; 11/5; 40/17; 11/5; 21/10; ; ; 5/2; 49/20; 12/5; ; 2; ; 
META; english/non-league/national-league/barrow-v-tranmere; 2018-01-03 18:21:31 GMT+2; 2018-01-06 15:00; Nothing; Xlenovo
