META; english/non-league/national-league/bromley-v-solihull-moors; 2017-09-10 18:24:41 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Bromley; 5/6; ; ; ; 4/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/5; ; ; ; 
Draw; 5/2; ; ; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; 
Solihull Moors; 10/3; ; ; ; 10/3; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/3; ; ; ; 
META; english/non-league/national-league/bromley-v-solihull-moors; 2017-09-10 22:24:40 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Bromley; 5/6; ; ; ; 4/5; ; 4/5; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; 5/2; ; 5/2; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Solihull Moors; 10/3; ; ; ; 10/3; ; 7/2; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-solihull-moors; 2017-09-11 02:24:35 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Bromley; 5/6; ; ; ; 4/5; ; 4/5; ; ; ; ; 3/4; ; ; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; 5/2; ; 5/2; ; ; ; ; 12/5; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Solihull Moors; 10/3; ; ; ; 10/3; ; 7/2; ; ; ; ; 3; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-solihull-moors; 2017-09-11 10:24:31 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Bromley; 5/6; ; ; ; 4/5; ; 4/5; ; ; ; ; 3/4; ; ; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; 5/2; ; 5/2; ; ; ; ; 12/5; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Solihull Moors; 10/3; ; ; ; 10/3; ; 7/2; ; ; ; ; 3; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-solihull-moors; 2017-09-11 14:24:39 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Bromley; 5/6; ; ; ; 4/5; ; 4/5; ; 9/11; ; ; 3/4; 5/6; ; ; 4/5; ; 9/11; 4/5; ; ; 9/11; ; ; 4/5; ; ; ; 
Draw; 5/2; ; ; ; 5/2; ; 5/2; ; 12/5; ; ; 5/2; 5/2; ; ; 12/5; ; 12/5; 40/17; ; ; 12/5; ; ; 5/2; ; ; ; 
Solihull Moors; 10/3; ; ; ; 16/5; ; 7/2; ; 31/10; ; ; 3; 10/3; ; ; 31/10; ; 31/10; 31/10; ; ; 31/10; ; ; 10/3; ; ; ; 
META; english/non-league/national-league/bromley-v-solihull-moors; 2017-09-11 18:25:04 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Bromley; 5/6; ; ; ; 4/5; ; 4/5; ; 9/11; ; ; 3/4; 5/6; ; ; 4/5; ; 9/11; 4/5; ; ; 9/11; ; 5/6; ; ; ; ; 
Draw; 5/2; ; ; ; 5/2; ; 5/2; ; 12/5; ; ; 5/2; 5/2; ; ; 12/5; ; 12/5; 40/17; ; ; 12/5; ; 5/2; ; ; ; ; 
Solihull Moors; 10/3; ; ; ; 16/5; ; 7/2; ; 31/10; ; ; 3; 10/3; ; ; 31/10; ; 31/10; 31/10; ; ; 31/10; ; 10/3; ; ; ; ; 
META; english/non-league/national-league/bromley-v-solihull-moors; 2017-09-11 22:24:44 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Bromley; 5/6; ; ; ; 4/5; ; 4/5; ; 9/11; ; ; 3/4; 5/6; ; ; 4/5; ; 9/11; 4/5; ; ; 9/11; ; 5/6; 4/5; ; ; ; 
Draw; 5/2; ; ; ; 5/2; ; 5/2; ; 12/5; ; ; 5/2; 5/2; ; ; 12/5; ; 12/5; 12/5; ; ; 12/5; ; 5/2; 5/2; ; ; ; 
Solihull Moors; 10/3; ; ; ; 16/5; ; 7/2; ; 31/10; ; ; 3; 10/3; ; ; 31/10; ; 31/10; 41/13; ; ; 31/10; ; 10/3; 10/3; ; ; ; 
META; english/non-league/national-league/bromley-v-solihull-moors; 2017-09-12 02:24:36 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Bromley; 5/6; ; ; ; 4/5; ; 5/6; ; 9/11; ; ; 3/4; 5/6; ; ; 4/5; ; 9/11; 4/5; ; ; 9/11; ; 5/6; 4/5; ; 8/15; ; 
Draw; 5/2; ; ; ; 5/2; ; 5/2; ; 12/5; ; ; 5/2; 5/2; ; ; 12/5; ; 12/5; 12/5; ; ; 12/5; ; 5/2; 5/2; ; 8/5; ; 
Solihull Moors; 10/3; ; ; ; 16/5; ; 10/3; ; 31/10; ; ; 3; 10/3; ; ; 31/10; ; 31/10; 41/13; ; ; 31/10; ; 10/3; 10/3; ; 13/8; ; 
META; english/non-league/national-league/bromley-v-solihull-moors; 2017-09-12 10:24:36 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Bromley; 5/6; ; ; ; 4/5; 31/40; 4/5; 8/11; 9/11; ; ; 3/4; 5/6; ; ; 4/5; 3/4; 9/11; 4/5; ; ; 9/11; ; 5/6; 4/5; ; 4/7; ; 
Draw; 5/2; ; ; ; 5/2; 23/10; 5/2; 13/5; 12/5; ; ; 5/2; 5/2; ; ; 12/5; 23/10; 12/5; 12/5; ; ; 12/5; ; 5/2; 5/2; ; 15/8; ; 
Solihull Moors; 10/3; ; ; ; 10/3; 16/5; 7/2; 16/5; 31/10; ; ; 3; 10/3; ; ; 16/5; 16/5; 31/10; 41/13; ; ; 31/10; ; 10/3; 10/3; ; 12/5; ; 
META; english/non-league/national-league/bromley-v-solihull-moors; 2017-09-12 14:24:49 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Bromley; 5/6; ; ; ; 4/5; 31/40; 4/5; 8/11; 9/11; ; ; 3/4; 5/6; ; ; 4/5; 3/4; 9/11; 4/5; ; ; 9/11; ; 5/6; 4/5; ; 4/7; ; 
Draw; 5/2; ; ; ; 5/2; 23/10; 5/2; 13/5; 12/5; ; ; 5/2; 5/2; ; ; 12/5; 23/10; 12/5; 27/11; ; ; 12/5; ; 5/2; 5/2; ; 15/8; ; 
Solihull Moors; 10/3; ; ; ; 10/3; 16/5; 7/2; 16/5; 31/10; ; ; 3; 10/3; ; ; 16/5; 16/5; 31/10; 41/13; ; ; 31/10; ; 10/3; 10/3; ; 12/5; ; 
META; english/non-league/national-league/bromley-v-solihull-moors; 2017-09-12 18:24:57 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Bromley; 5/6; ; 3/4; ; 4/5; 31/40; 4/5; 8/11; 9/11; ; ; 3/4; 5/6; ; ; 4/5; 3/4; 9/11; 4/5; ; ; 9/11; ; 5/6; ; ; 4/7; ; 
Draw; 5/2; ; 5/2; ; 5/2; 23/10; 5/2; 13/5; 12/5; ; ; 5/2; 5/2; ; ; 12/5; 23/10; 12/5; 27/11; ; ; 12/5; ; 5/2; ; ; 15/8; ; 
Solihull Moors; 10/3; ; 16/5; ; 10/3; 16/5; 7/2; 16/5; 31/10; ; ; 3; 10/3; ; ; 16/5; 16/5; 31/10; 41/13; ; ; 31/10; ; 10/3; ; ; 12/5; ; 
META; english/non-league/national-league/bromley-v-solihull-moors; 2017-09-12 22:24:46 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Bromley; 5/6; ; 3/4; ; 4/5; 31/40; 4/5; 8/11; 9/11; ; ; 3/4; 5/6; ; ; 4/5; 3/4; 9/11; 4/5; ; ; 9/11; ; 5/6; ; ; 4/7; ; 
Draw; 5/2; ; 13/5; ; 5/2; 23/10; 5/2; 13/5; 12/5; ; ; 5/2; 5/2; ; ; 12/5; 23/10; 12/5; 27/11; ; ; 12/5; ; 5/2; ; ; 15/8; ; 
Solihull Moors; 10/3; ; 16/5; ; 10/3; 16/5; 7/2; 16/5; 31/10; ; ; 3; 10/3; ; ; 16/5; 16/5; 31/10; 41/13; ; ; 31/10; ; 10/3; ; ; 12/5; ; 
META; english/non-league/national-league/bromley-v-solihull-moors; 2017-09-13 02:22:28 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Bromley; 5/6; 5/6; 3/4; ; 4/5; 31/40; 4/5; 8/11; 9/11; ; ; 3/4; 5/6; ; ; 4/5; 3/4; 9/11; 4/5; ; ; 9/11; ; 5/6; ; ; 4/7; ; 
Draw; 5/2; 12/5; 5/2; ; 5/2; 23/10; 5/2; 13/5; 12/5; ; ; 5/2; 5/2; ; ; 12/5; 23/10; 12/5; 27/11; ; ; 12/5; ; 5/2; ; ; 15/8; ; 
Solihull Moors; 10/3; 16/5; 16/5; ; 10/3; 16/5; 7/2; 16/5; 31/10; ; ; 3; 10/3; ; ; 16/5; 16/5; 31/10; 41/13; ; ; 31/10; ; 10/3; ; ; 23/10; ; 
META; english/non-league/national-league/bromley-v-solihull-moors; 2017-09-13 10:22:54 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Bromley; 5/6; 5/6; 4/5; ; 4/5; 31/40; 4/5; 8/11; 9/11; ; ; 3/4; 5/6; ; ; 4/5; 3/4; 9/11; 4/5; ; ; 9/11; ; 5/6; 4/5; ; 8/13; ; 
Draw; 5/2; 12/5; 5/2; ; 5/2; 23/10; 13/5; 13/5; 12/5; ; ; 5/2; 5/2; ; ; 12/5; 23/10; 12/5; 27/11; ; ; 12/5; ; 5/2; 5/2; ; 19/10; ; 
