META; english/non-league/national-league/solihull-moors-v-hartlepool; 2017-10-01 18:22:50 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Hartlepool; 11/10; ; ; ; 11/10; ; 11/10; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/10; 21/20; ; ; ; 
Solihull Moors; 23/10; ; ; ; 23/10; ; 12/5; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; 23/10; ; ; ; 
Draw; 5/2; ; ; ; 23/10; ; 5/2; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; 51/20; ; ; ; 
META; english/non-league/national-league/solihull-moors-v-hartlepool; 2017-10-01 22:22:40 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Hartlepool; 11/10; ; ; ; 11/10; 43/40; ; 1; ; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; 11/10; 21/20; ; ; ; 
Solihull Moors; 23/10; ; ; ; 23/10; 21/10; ; 23/10; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; 11/5; 23/10; ; ; ; 
Draw; 5/2; ; ; ; 23/10; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 12/5; 51/20; ; ; ; 
META; english/non-league/national-league/solihull-moors-v-hartlepool; 2017-10-02 02:22:29 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Hartlepool; 11/10; ; ; ; 11/10; 43/40; ; 1; ; ; ; ; ; ; ; 11/10; 21/20; ; ; ; ; ; ; 11/10; 21/20; ; ; ; 
Solihull Moors; 23/10; ; ; ; 23/10; 21/10; ; 23/10; ; ; ; ; ; ; ; 9/4; 21/10; ; ; ; ; ; ; 11/5; 23/10; ; ; ; 
Draw; 5/2; ; ; ; 23/10; 23/10; ; 23/10; ; ; ; ; ; ; ; 23/10; 23/10; ; ; ; ; ; ; 12/5; 51/20; ; ; ; 
META; english/non-league/national-league/solihull-moors-v-hartlepool; 2017-10-02 10:22:57 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Hartlepool; 11/10; ; ; ; 11/10; 43/40; 23/20; 1; 11/10; ; 21/20; ; ; ; ; 11/10; 21/20; ; 21/20; ; ; 11/10; ; 11/10; 21/20; ; ; ; 
Solihull Moors; 23/10; ; ; ; 23/10; 21/10; 12/5; 23/10; 11/5; ; 11/5; ; ; ; ; 9/4; 21/10; ; 11/5; ; ; 11/5; ; 11/5; 23/10; ; ; ; 
Draw; 5/2; ; ; ; 23/10; 23/10; 23/10; 23/10; 40/17; ; 9/4; ; ; ; ; 23/10; 23/10; ; 40/17; ; ; 40/17; ; 12/5; 51/20; ; ; ; 
META; english/non-league/national-league/solihull-moors-v-hartlepool; 2017-10-02 14:35:20 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Hartlepool; 11/10; ; ; ; 21/20; 43/40; 11/10; 1; 11/10; ; 21/20; ; ; ; 1; 21/20; 21/20; 21/20; ; ; 11/10; ; 11/10; 21/20; ; ; ; 
Draw; 5/2; ; ; ; 23/10; 23/10; 12/5; 23/10; 40/17; ; 23/10; ; ; ; 12/5; 12/5; 23/10; 40/17; ; ; 40/17; ; 5/2; 51/20; ; ; ; 
Solihull Moors; 23/10; ; ; ; 12/5; 21/10; 11/5; 23/10; 11/5; ; 21/10; ; ; ; 13/5; 9/4; 21/10; 11/5; ; ; 11/5; ; 12/5; 23/10; ; ; ; 
META; english/non-league/national-league/solihull-moors-v-hartlepool; 2017-10-02 18:23:15 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Hartlepool; 11/10; ; ; ; 21/20; 43/40; 11/10; 1; 11/10; ; 21/20; ; ; ; 1; 21/20; 21/20; 21/20; ; ; 11/10; 11/10; 11/10; 21/20; ; ; ; 
Draw; 5/2; ; ; ; 23/10; 23/10; 12/5; 23/10; 40/17; ; 23/10; ; ; ; 12/5; 12/5; 23/10; 12/5; ; ; 40/17; 5/2; 5/2; 51/20; ; ; ; 
Solihull Moors; 23/10; ; ; ; 12/5; 21/10; 11/5; 23/10; 11/5; ; 21/10; ; ; ; 13/5; 9/4; 21/10; 11/5; ; ; 11/5; 23/10; 12/5; 23/10; ; ; ; 
META; english/non-league/national-league/solihull-moors-v-hartlepool; 2017-10-02 22:23:38 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Hartlepool; 11/10; ; ; ; 21/20; 43/40; 11/10; 1; 11/10; ; 1; ; ; ; 1; 21/20; 21/20; 21/20; ; ; 11/10; 11/10; 11/10; 21/20; ; 5/6; ; 
Draw; 5/2; ; ; ; 23/10; 23/10; 12/5; 23/10; 40/17; ; 11/5; ; ; ; 12/5; 23/10; 23/10; 12/5; ; ; 40/17; 5/2; 5/2; 51/20; ; 9/5; ; 
Solihull Moors; 23/10; ; ; ; 12/5; 21/10; 11/5; 23/10; 11/5; ; 23/10; ; ; ; 13/5; 23/10; 21/10; 11/5; ; ; 11/5; 23/10; 12/5; 23/10; ; 13/8; ; 
META; english/non-league/national-league/solihull-moors-v-hartlepool; 2017-10-03 02:23:21 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Hartlepool; 11/10; ; ; ; 21/20; 43/40; 11/10; 1; 11/10; ; 1; ; ; ; 1; 21/20; 21/20; 21/20; ; ; 11/10; 11/10; 11/10; 21/20; ; 10/11; ; 
Draw; 5/2; ; ; ; 23/10; 23/10; 12/5; 23/10; 40/17; ; 11/5; ; ; ; 12/5; 23/10; 23/10; 12/5; ; ; 40/17; 5/2; 5/2; 51/20; ; 9/4; ; 
Solihull Moors; 23/10; ; ; ; 12/5; 21/10; 11/5; 23/10; 11/5; ; 23/10; ; ; ; 13/5; 23/10; 21/10; 11/5; ; ; 11/5; 23/10; 12/5; 23/10; ; 21/10; ; 
META; english/non-league/national-league/solihull-moors-v-hartlepool; 2017-10-03 10:23:45 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
