META; english/non-league/national-league/sutton-v-dagenham-redbridge; 2018-01-13 22:21:21 GMT+2; 2018-01-20 12:30; Nothing; Xlenovo
Sutton; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Dagenham & Redbridge; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/sutton-v-dagenham-redbridge; 2018-01-14 02:21:29 GMT+2; 2018-01-20 12:30; Nothing; Xlenovo
Sutton; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Dagenham & Redbridge; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/sutton-v-dagenham-redbridge; 2018-01-14 10:21:31 GMT+2; 2018-01-20 12:30; Nothing; Xlenovo
Sutton; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Dagenham & Redbridge; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/sutton-v-dagenham-redbridge; 2018-01-14 14:21:45 GMT+2; 2018-01-20 12:30; Nothing; Xlenovo
Sutton; 6/5; 5/4; ; ; ; 11/10; 6/5; ; 15/13; ; 23/20; ; ; ; ; ; ; ; ; ; 15/13; ; 6/5; ; ; ; ; ; 
Dagenham & Redbridge; 11/5; 21/10; ; ; ; 11/5; 21/10; ; 11/5; ; 9/4; ; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; ; ; ; 
Draw; 12/5; 12/5; ; ; ; 9/4; 23/10; ; 9/4; ; 23/10; ; ; ; ; ; ; ; ; ; 9/4; ; 12/5; ; ; ; ; ; 
META; english/non-league/national-league/sutton-v-dagenham-redbridge; 2018-01-14 18:22:02 GMT+2; 2018-01-20 12:30; Nothing; Xlenovo
Sutton; 6/5; 5/4; ; 1; ; 11/10; 11/10; ; 15/13; ; 23/20; ; ; ; ; ; ; 11/10; ; ; 15/13; ; 6/5; ; 15/13; ; ; ; 
Dagenham & Redbridge; 11/5; 21/10; ; 12/5; ; 11/5; 11/5; ; 11/5; ; 23/10; ; ; ; ; ; ; 21/10; ; ; 11/5; ; 9/4; ; 28/13; ; ; ; 
Draw; 12/5; 12/5; ; 23/10; ; 9/4; 23/10; ; 9/4; ; 9/4; ; ; ; ; ; ; 9/4; ; ; 9/4; ; 12/5; ; 9/4; ; ; ; 
META; english/non-league/national-league/sutton-v-dagenham-redbridge; 2018-01-14 22:21:55 GMT+2; 2018-01-20 12:30; Nothing; Xlenovo
Sutton; 6/5; 5/4; ; 1; ; 11/10; 11/10; ; 15/13; ; 23/20; ; ; ; ; ; ; 11/10; ; ; 15/13; ; 6/5; ; 15/13; ; ; ; 
Dagenham & Redbridge; 11/5; 21/10; ; 12/5; ; 11/5; 11/5; ; 11/5; ; 9/4; ; ; ; ; ; ; 21/10; ; ; 11/5; ; 11/5; ; 28/13; ; ; ; 
Draw; 12/5; 12/5; ; 23/10; ; 9/4; 23/10; ; 9/4; ; 9/4; ; ; ; ; ; ; 9/4; ; ; 9/4; ; 12/5; ; 9/4; ; ; ; 
META; english/non-league/national-league/sutton-v-dagenham-redbridge; 2018-01-15 02:21:49 GMT+2; 2018-01-20 12:30; Nothing; Xlenovo
Sutton; 6/5; 5/4; ; 1; ; 11/10; 11/10; ; 15/13; ; 23/20; 23/20; ; ; ; 11/10; ; 11/10; ; ; 15/13; ; 6/5; ; 11/10; ; ; ; 
Dagenham & Redbridge; 11/5; 21/10; ; 12/5; ; 11/5; 11/5; ; 11/5; ; 9/4; 21/10; ; ; ; 21/10; ; 28/13; ; ; 11/5; ; 9/4; ; 28/13; ; ; ; 
Draw; 12/5; 12/5; ; 23/10; ; 9/4; 23/10; ; 9/4; ; 9/4; 21/10; ; ; ; 11/5; ; 9/4; ; ; 9/4; ; 12/5; ; 9/4; ; ; ; 
META; english/non-league/national-league/sutton-v-dagenham-redbridge; 2018-01-15 10:21:57 GMT+2; 2018-01-20 12:30; Nothing; Xlenovo
Sutton; 6/5; 5/4; ; 1; ; 11/10; 11/10; ; 15/13; ; 23/20; 23/20; ; ; ; 11/10; 11/10; 11/10; 11/10; ; 15/13; ; 6/5; ; 11/10; ; ; ; 
Dagenham & Redbridge; 11/5; 21/10; ; 12/5; ; 11/5; 11/5; ; 11/5; ; 9/4; 21/10; ; ; ; 21/10; 11/5; 28/13; 11/5; ; 11/5; ; 9/4; ; 28/13; ; ; ; 
Draw; 12/5; 12/5; ; 23/10; ; 9/4; 23/10; ; 9/4; ; 9/4; 21/10; ; ; ; 11/5; 23/10; 9/4; 23/10; ; 9/4; ; 12/5; ; 9/4; ; ; ; 
META; english/non-league/national-league/sutton-v-dagenham-redbridge; 2018-01-15 14:21:36 GMT+2; 2018-01-20 12:30; Nothing; Xlenovo
Sutton; 6/5; 5/4; ; 5/4; 13/10; 6/5; 6/5; ; 15/13; ; 6/5; 5/4; ; ; ; 6/5; 11/10; 15/13; 11/10; 17/14; 15/13; 6/5; 5/4; 6/5; 15/13; ; ; ; 
Dagenham & Redbridge; 11/5; 21/10; ; 2; 113/50; 21/10; 21/10; ; 11/5; ; 21/10; 2; ; ; ; 2; 11/5; 21/10; 11/5; 37/19; 11/5; 9/4; 9/4; 11/5; 21/10; ; ; ; 
Draw; 12/5; 12/5; ; 23/10; 63/25; 21/10; 9/4; ; 9/4; ; 9/4; 2; ; ; ; 11/5; 23/10; 9/4; 23/10; 9/4; 9/4; 23/10; 23/10; 23/10; 9/4; ; ; ; 
META; english/non-league/national-league/sutton-v-dagenham-redbridge; 2018-01-15 18:24:52 GMT+2; 2018-01-20 12:30; Nothing; Xlenovo
Sutton; 23/20; 5/4; ; 5/4; 31/25; 23/20; 11/10; ; 15/13; ; 6/5; 23/20; ; ; 5/4; 11/10; 11/10; 15/13; 11/10; 17/14; 15/13; 6/5; 5/4; 23/20; 15/13; ; ; ; 
Dagenham & Redbridge; 9/4; 21/10; ; 2; 123/50; 21/10; 11/5; ; 11/5; ; 11/5; 21/10; ; ; 21/10; 21/10; 11/5; 11/5; 11/5; 37/19; 11/5; 23/10; 11/5; 23/10; 11/5; ; ; ; 
Draw; 12/5; 12/5; ; 23/10; 123/50; 11/5; 9/4; ; 9/4; ; 11/5; 21/10; ; ; 23/10; 11/5; 23/10; 9/4; 23/10; 9/4; 9/4; 23/10; 23/10; 23/10; 23/10; ; ; ; 
META; english/non-league/national-league/sutton-v-dagenham-redbridge; 2018-01-15 22:22:55 GMT+2; 2018-01-20 12:30; Nothing; Xlenovo
Sutton; 23/20; 5/4; ; 5/4; 31/25; 23/20; 11/10; ; 15/13; ; 6/5; 23/20; ; ; 5/4; 11/10; 11/10; 15/13; 11/10; 17/14; 15/13; 6/5; 5/4; 23/20; 15/13; ; 11/10; ; 
Draw; 12/5; 12/5; ; 23/10; 123/50; 11/5; 9/4; ; 9/4; ; 11/5; 21/10; ; ; 23/10; 11/5; 23/10; 9/4; 23/10; 9/4; 9/4; 23/10; 23/10; 23/10; 23/10; ; 11/5; ; 
Dagenham & Redbridge; 9/4; 21/10; ; 2; 123/50; 21/10; 11/5; ; 11/5; ; 11/5; 21/10; ; ; 21/10; 21/10; 11/5; 11/5; 11/5; 37/19; 11/5; 23/10; 11/5; 23/10; 11/5; ; 9/4; ; 
META; english/non-league/national-league/sutton-v-dagenham-redbridge; 2018-01-16 02:22:21 GMT+2; 2018-01-20 12:30; Nothing; Xlenovo
Sutton; 23/20; 5/4; ; 5/4; 31/25; 23/20; 11/10; ; 15/13; ; 6/5; 23/20; ; ; 5/4; 11/10; 11/10; 15/13; 11/10; 17/14; 15/13; 6/5; 5/4; 23/20; 15/13; ; 11/10; ; 
Draw; 12/5; 12/5; ; 23/10; 123/50; 11/5; 9/4; ; 9/4; ; 11/5; 21/10; ; ; 23/10; 11/5; 23/10; 9/4; 23/10; 9/4; 9/4; 23/10; 23/10; 23/10; 23/10; ; 11/5; ; 
Dagenham & Redbridge; 9/4; 21/10; ; 2; 123/50; 21/10; 11/5; ; 11/5; ; 11/5; 21/10; ; ; 21/10; 21/10; 11/5; 11/5; 11/5; 37/19; 11/5; 23/10; 11/5; 23/10; 11/5; ; 9/4; ; 
META; english/non-league/national-league/sutton-v-dagenham-redbridge; 2018-01-16 10:23:11 GMT+2; 2018-01-20 12:30; Nothing; Xlenovo
