META; english/non-league/national-league/afc-fylde-v-hartlepool; 2018-03-11 02:22:02 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
AFC Fylde; 11/20; 8/13; 4/7; 8/15; 61/00; 8/15; 6/11; 4/7; 4/7; 8/13; 3/5; 4/7; 18/35; 3/5; 8/15; 6/11; 4/7; 4/7; 8/15; 4/9; 8/15
Draw; 3; 29/10; 3; 33/10; 3; 29/10; 29/10; 29/10; 5/2; 3; 14/5; 3; 14/5; 56/19; 29/10; 3; 3; 21/10; 3; ; 
Hartlepool; 4; 17/4; 17/4; 7/2; 24/5; 17/4; 21/5; 17/4; 9/2; 7/2; 4; 43/10; 4; 21/5; 19/4; 9/2; 43/10; 7/2; 24/5; ; 
META; english/non-league/national-league/afc-fylde-v-hartlepool; 2018-03-13 14:24:02 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
AFC Fylde; 11/20; 8/13; 4/7; 6/10; 61/00; 8/15; 6/11; 4/7; 4/7; 4/7; 3/5; 4/7; 18/35; 3/5; 8/15; 6/11; 4/7; 4/7; 8/15; 4/9; 4/7
Draw; 3; 29/10; 14/5; 33/10; 3; 29/10; 29/10; 29/10; 13/5; 3; 14/5; 3; 14/5; 56/19; 29/10; 3; 3; 21/10; 3; ; 
Hartlepool; 4; 17/4; 17/4; 4; 24/5; 17/4; 21/5; 17/4; 9/2; 4; 4; 43/10; 4; 21/5; 19/4; 9/2; 74/17; 7/2; 24/5; ; 
META; english/non-league/national-league/afc-fylde-v-hartlepool; 2018-03-13 18:24:00 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
AFC Fylde; 11/20; 8/13; 4/7; 6/10; 61/00; 1/2; 8/15; 6/11; 4/7; 4/7; 4/7; 3/5; 4/7; 8/15; 3/5; 8/15; 6/11; 4/7; 4/7; 8/15; 4/9; 8/15
Draw; 3; 29/10; 14/5; 33/10; 29/10; 3; 29/10; 29/10; 29/10; 13/5; 3; 14/5; 58/19; 14/5; 56/19; 29/10; 3; 58/19; 21/10; 3; ; 
Hartlepool; 4; 17/4; 17/4; 4; 24/5; 4; 17/4; 21/5; 17/4; 9/2; 4; 4; 74/17; 4; 21/5; 19/4; 9/2; 22/5; 7/2; 24/5; ; 
META; english/non-league/national-league/afc-fylde-v-hartlepool; 2018-03-13 22:23:46 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
AFC Fylde; 11/20; 8/13; 4/7; 6/10; 61/00; 8/15; 6/11; 4/7; 4/7; 4/7; 3/5; 4/7; 8/15; 3/5; 8/15; 6/11; 4/7; 4/7; 8/15; 4/9; 8/15
Draw; 3; 29/10; 14/5; 33/10; 3; 29/10; 29/10; 29/10; 13/5; 3; 14/5; 58/19; 14/5; 56/19; 29/10; 3; 58/19; 2; ; ; 
Hartlepool; 4; 17/4; 17/4; 4; 24/5; 17/4; 21/5; 17/4; 9/2; 4; 4; 74/17; 4; 21/5; 19/4; 9/2; 22/5; 7/2; 24/5; ; 
META; english/non-league/national-league/afc-fylde-v-hartlepool; 2018-03-14 02:22:21 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
AFC Fylde; 11/20; 8/13; 4/7; 6/10; 61/00; 8/15; 6/11; 4/7; 4/7; 4/7; 3/5; 4/7; 8/15; 3/5; 8/15; 6/11; 4/7; 4/7; 8/15; 4/9; 8/15
Draw; 3; 29/10; 14/5; 33/10; 3; 29/10; 29/10; 29/10; 13/5; 3; 14/5; 58/19; 14/5; 56/19; 29/10; 3; 58/19; 13/5; 3; ; 
Hartlepool; 4; 17/4; 17/4; 4; 24/5; 17/4; 21/5; 17/4; 21/5; 4; 4; 22/5; 4; 21/5; 19/4; 9/2; 49/11; 7/2; 24/5; ; 
META; english/non-league/national-league/afc-fylde-v-hartlepool; 2018-03-14 10:22:31 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
AFC Fylde; 11/20; 8/13; 4/7; 6/10; 61/00; 1/2; 8/15; 6/11; 4/7; 4/7; 4/7; 3/5; 4/7; 8/15; 3/5; 8/15; 6/11; 4/7; 4/7; 8/15; 4/9; 8/15
Draw; 3; 29/10; 14/5; 33/10; 29/10; 3; 29/10; 29/10; 29/10; 13/5; 3; 14/5; 58/19; 14/5; 56/19; 29/10; 3; 58/19; 13/5; 3; ; 
Hartlepool; 4; 17/4; 17/4; 4; 24/5; 4; 17/4; 21/5; 17/4; 9/2; 4; 4; 74/17; 4; 21/5; 19/4; 9/2; 22/5; 7/2; 24/5; ; 
META; english/non-league/national-league/afc-fylde-v-hartlepool; 2018-03-14 14:22:56 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
AFC Fylde; 11/20; 8/13; 8/15; 6/10; 29/50; 8/15; 6/11; 8/15; 4/7; 8/15; 11/20; 4/7; 18/35; 3/5; 8/15; 6/11; 11/20; 11/20; 18/35; 4/9; 8/15
Draw; 3; 29/10; 14/5; 17/5; 3; 29/10; 29/10; 29/10; 14/5; 16/5; 14/5; 58/19; 14/5; 56/19; 29/10; 31/10; 3; 31/10; 13/5; 10/3; 
Hartlepool; 4; 17/4; 9/2; 4; 51/10; 9/2; 21/5; 9/2; 9/2; 4; 17/4; 4; 50/11; 4; 21/5; 19/4; 9/2; 23/5; 7/2; 5; 
META; english/non-league/national-league/afc-fylde-v-hartlepool; 2018-03-14 18:22:42 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
AFC Fylde; 11/20; 8/13; 8/15; 6/10; 29/50; 8/15; 6/11; 8/15; 4/7; 8/15; 4/7; 11/20; 4/7; 8/15; 3/5; 8/15; 6/11; 11/20; 11/20; 8/15; 4/9; 1/2; 8/15
Draw; 3; 29/10; 14/5; 17/5; 3; 29/10; 29/10; 29/10; 14/5; 14/5; 16/5; 14/5; 31/10; 14/5; 56/19; 29/10; 31/10; 3; 41/13; 13/5; 11/4; 10/3; 
Hartlepool; 4; 17/4; 9/2; 4; 51/10; 9/2; 21/5; 9/2; 9/2; 4; 17/4; 17/4; 4; 79/17; 4; 21/5; 19/4; 9/2; 47/10; 7/2; 7/2; 5; 
META; english/non-league/national-league/afc-fylde-v-hartlepool; 2018-03-14 22:22:33 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
AFC Fylde; 11/20; 8/13; 8/15; 6/10; 29/50; 8/15; 6/11; 8/15; 4/7; 8/15; 4/7; 11/20; 4/7; 8/15; 3/5; 8/15; 6/11; 11/20; 11/20; 8/15; 4/9; 1/2; 8/15
Draw; 3; 29/10; 14/5; 17/5; 3; 29/10; 29/10; 29/10; 14/5; 14/5; 16/5; 14/5; 31/10; 14/5; 56/19; 29/10; 31/10; 3; 41/13; 5/2; 11/4; 10/3; 
Hartlepool; 4; 17/4; 9/2; 4; 51/10; 9/2; 21/5; 9/2; 9/2; 4; 17/4; 17/4; 4; 79/17; 4; 21/5; 19/4; 9/2; 47/10; 7/2; 7/2; 5; 
META; english/non-league/national-league/afc-fylde-v-hartlepool; 2018-03-15 02:22:36 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
AFC Fylde; 11/20; 4/7; 8/15; 6/10; 29/50; 1/2; 8/15; 6/11; 8/15; 4/7; 8/15; 4/7; 11/20; 8/15; 8/15; 3/5; 8/15; 6/11; 11/20; 11/20; 8/15; 1/2; 1/2; 8/15
Draw; 3; 29/10; 14/5; 17/5; 29/10; 3; 29/10; 29/10; 29/10; 14/5; 14/5; 16/5; 14/5; 31/10; 14/5; 56/19; 29/10; 31/10; 3; 41/13; 3; 11/4; 10/3; 
Hartlepool; 4; 19/4; 9/2; 4; 51/10; 4; 9/2; 21/5; 9/2; 9/2; 4; 17/4; 17/4; 4; 79/17; 4; 21/5; 19/4; 9/2; 47/10; 23/5; 7/2; 5; 
META; english/non-league/national-league/afc-fylde-v-hartlepool; 2018-03-15 10:22:21 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
AFC Fylde; 11/20; 4/7; 8/15; 6/10; 29/50; 8/15; 6/11; 8/15; 4/7; 8/15; 4/7; 11/20; 8/15; 8/15; 3/5; 8/15; 6/11; 11/20; 11/20; 8/15; 1/2; 8/15
Draw; 16/5; 3; 29/10; 14/5; 17/5; 3; 29/10; 29/10; 29/10; 14/5; 14/5; 16/5; 14/5; 41/13; 14/5; 56/19; 29/10; 16/5; 3; 41/13; 3; 10/3
Hartlepool; 9/2; 19/4; 9/2; 4; 51/10; 9/2; 21/5; 9/2; 9/2; 4; 17/4; 17/4; 4; 47/10; 4; 21/5; 19/4; 9/2; 19/4; 7/2; 5; 
META; english/non-league/national-league/afc-fylde-v-hartlepool; 2018-03-15 14:22:55 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
AFC Fylde; 11/20; 4/7; 8/15; 6/10; 29/50; 1/2; 8/15; 6/11; 8/15; 4/7; 8/15; 4/7; 11/20; 8/15; 8/15; 6/11; 8/15; 6/11; 11/20; 11/20; 8/15; 1/2; 1/2; 8/15
Draw; 16/5; 3; 29/10; 14/5; 17/5; 29/10; 3; 29/10; 29/10; 29/10; 14/5; 14/5; 16/5; 14/5; 41/13; 14/5; 56/19; 29/10; 16/5; 3; 41/13; 3; 11/4; 10/3
Hartlepool; 9/2; 19/4; 9/2; 4; 51/10; 4; 9/2; 21/5; 9/2; 9/2; 4; 17/4; 17/4; 4; 47/10; 9/2; 4; 21/5; 19/4; 9/2; 19/4; 7/2; 7/2; 5
META; english/non-league/national-league/afc-fylde-v-hartlepool; 2018-03-15 18:22:37 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
AFC Fylde; 11/20; 4/7; 8/15; 6/10; 29/50; 1/2; 8/15; 6/11; 8/15; 8/15; 8/15; 4/7; 11/20; 8/15; 8/15; 6/11; 8/15; 6/11; 11/20; 8/15; 8/15; 8/15; 8/15; 
Draw; 16/5; 3; 29/10; 14/5; 17/5; 29/10; 3; 29/10; 29/10; 3; 14/5; 14/5; 16/5; 14/5; 41/13; 14/5; 56/19; 29/10; 16/5; 3; 41/13; 3; 14/5; 14/5
Hartlepool; 9/2; 19/4; 9/2; 4; 51/10; 4; 9/2; 21/5; 9/2; 9/2; 4; 17/4; 17/4; 4; 47/10; 9/2; 4; 21/5; 9/2; 19/4; 9/2; 23/5; 5; 
META; english/non-league/national-league/afc-fylde-v-hartlepool; 2018-03-15 22:22:12 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
AFC Fylde; 11/20; 4/7; 8/15; 6/10; 29/50; 8/15; 6/11; 8/15; 8/15; 8/15; 4/7; 11/20; 8/15; 8/15; 6/11; 8/15; 6/11; 11/20; 5/9; 8/15; 8/15; 8/15
Draw; 16/5; 3; 29/10; 14/5; 17/5; 3; 29/10; 29/10; 29/10; 14/5; 14/5; 16/5; 14/5; 41/13; 14/5; 56/19; 29/10; 16/5; 3; 31/10; 3; 14/5
Hartlepool; 9/2; 19/4; 9/2; 4; 51/10; 9/2; 21/5; 9/2; 5; 17/4; 17/4; 4; 47/10; 9/2; 4; 21/5; 9/2; 22/5; 24/5; 5; ; 
META; english/non-league/national-league/afc-fylde-v-hartlepool; 2018-03-16 02:21:47 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
AFC Fylde; 11/20; 4/7; 8/15; 6/10; 29/50; 8/15; 6/11; 8/15; 8/15; 8/15; 4/7; 11/20; 8/15; 5/9; 6/11; 8/15; 6/11; 11/20; 5/9; 8/15; 8/15; 8/15
Draw; 16/5; 3; 29/10; 14/5; 17/5; 3; 29/10; 29/10; 29/10; 14/5; 14/5; 16/5; 14/5; 58/19; 14/5; 56/19; 29/10; 31/10; 3; 31/10; 3; 10/3
Hartlepool; 9/2; 19/4; 9/2; 4; 51/10; 9/2; 21/5; 9/2; 5; 17/4; 17/4; 4; 74/17; 9/2; 4; 21/5; 9/2; 22/5; 24/5; 5; ; 
META; english/non-league/national-league/afc-fylde-v-hartlepool; 2018-03-16 10:21:53 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
AFC Fylde; 11/20; 4/7; 8/15; 6/10; 29/50; 8/15; 6/11; 8/15; 8/15; 8/15; 11/20; 11/20; 8/15; 5/9; 6/11; 8/15; 6/11; 11/20; 5/9; 8/15; 8/15; 8/15
Draw; 16/5; 3; 29/10; 14/5; 17/5; 3; 29/10; 29/10; 29/10; 14/5; 14/5; 16/5; 14/5; 58/19; 14/5; 56/19; 29/10; 31/10; 3; 31/10; 3; 10/3
Hartlepool; 9/2; 19/4; 9/2; 4; 51/10; 9/2; 21/5; 9/2; 5; 17/4; 17/4; 4; 74/17; 9/2; 4; 21/5; 9/2; 22/5; 24/5; 5; ; 
META; english/non-league/national-league/afc-fylde-v-hartlepool; 2018-03-16 14:23:07 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
AFC Fylde; 11/20; 4/7; 4/7; 8/15; 61/00; 8/15; 6/11; 4/7; 8/15; 11/20; 11/20; 11/20; 8/15; 5/9; 6/11; 8/15; 6/11; 11/20; 4/7; 5/9; 4/7; 4/7; 4/7
Draw; 16/5; 3; 29/10; 3; 33/10; 3; 56/19; 29/10; 3; 11/4; 14/5; 16/5; 14/5; 58/19; 14/5; 58/19; 56/19; 31/10; 3; 31/10; 3; 14/5; 3
Hartlepool; 9/2; 19/4; 17/4; 9/2; 24/5; 9/2; 21/5; 17/4; 9/2; 4; 9/2; 17/4; 4; 74/17; 9/2; 4; 21/5; 19/4; 9/2; 22/5; 24/5; 5; 24/5
META; english/non-league/national-league/afc-fylde-v-hartlepool; 2018-03-16 18:22:29 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
AFC Fylde; 11/20; 4/7; 4/7; 8/15; 61/00; 5/9; 6/11; 4/7; 8/15; 11/20; 11/20; 11/20; 8/15; 5/9; 6/11; 4/7; 6/11; 11/20; 4/7; 5/9; 4/7; 4/7; 4/7
Draw; 16/5; 3; 29/10; 3; 33/10; 3; 56/19; 29/10; 3; 11/4; 14/5; 16/5; 14/5; 58/19; 14/5; 16/5; 56/19; 31/10; 3; 31/10; 3; 14/5; 3
Hartlepool; 9/2; 9/2; 17/4; 5; 24/5; 9/2; 21/5; 17/4; 9/2; 4; 9/2; 17/4; 4; 74/17; 9/2; 41/10; 21/5; 19/4; 9/2; 22/5; 24/5; 5; 24/5
META; english/non-league/national-league/afc-fylde-v-hartlepool; 2018-03-16 22:22:37 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
AFC Fylde; 1/2; 4/7; 8/15; 8/15; 57/00; 1/2; 5/9; 6/11; 8/15; 8/15; 8/15; 8/15; 8/15; 1/2; 1/2; 6/11; 8/15; 6/11; 1/2; 8/15; 1/2; 8/15; 8/15; 8/15
Draw; 10/3; 3; 3; 69/20; 3; 56/19; 3; 11/4; 29/10; 16/5; 14/5; 13/4; 14/5; 13/4; 56/19; 33/10; 16/5; 33/10; 3; 10/3; ; ; ; 
Hartlepool; 5; 9/2; 9/2; 5; 51/10; 9/2; 9/2; 21/5; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 24/5; 9/2; 43/10; 21/5; 5; 9/2; 63/13; 5; 26/5; 5
META; english/non-league/national-league/afc-fylde-v-hartlepool; 2018-03-17 02:22:16 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
AFC Fylde; 11/20; 4/7; 4/7; 8/15; 31/50; 1/2; 5/9; 11/21; 4/7; 8/15; 11/20; 4/7; 3/5; 8/15; 8/15; 6/11; 8/15; 11/21; 4/7; 4/7; 8/15; 4/7; 4/7; 4/7
Draw; 16/5; 3; 29/10; 3; 17/5; 3; 16/5; 56/19; 29/10; 3; 11/4; 14/5; 3; 14/5; 41/13; 14/5; 13/4; 56/19; 16/5; 3; 16/5; 3; 14/5; 10/3
Hartlepool; 9/2; 9/2; 17/4; 5; 9/2; 9/2; 9/2; 23/5; 17/4; 9/2; 4; 17/4; 4; 22/5; 9/2; 43/10; 23/5; 9/2; 17/4; 49/11; 23/5; 24/5; 9/2; 
META; english/non-league/national-league/afc-fylde-v-hartlepool; 2018-03-17 10:22:21 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
AFC Fylde; 11/20; 3/5; 4/7; 8/15; 3/5; 5/9; 1/2; 4/7; 8/15; 8/15; 4/7; 3/5; 8/15; 8/15; 6/11; 5/9; 1/2; 11/20; 4/7; 8/15; 8/15; 4/7; 4/7
Draw; 16/5; 14/5; 3; 69/20; 16/5; 31/10; 3; 14/5; 29/10; 3; 14/5; 16/5; 14/5; 13/4; 31/10; 16/5; 16/5; 13/4; 3; 14/5; 10/3; ; 
Hartlepool; 9/2; 19/4; 17/4; 5; 47/10; 9/2; 22/5; 17/4; 9/2; 4; 17/4; 4; 9/2; 9/2; 41/10; 22/5; 19/4; 17/4; 50/11; 24/5; 7/2; 23/5; 
META; english/non-league/national-league/afc-fylde-v-hartlepool; 2018-03-17 14:22:39 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
AFC Fylde; 11/20; 3/5; 4/7; 8/15; 59/00; 8/15; 1/2; 4/7; 8/15; 11/20; 4/7; 3/5; 8/15; 8/15; 6/11; 5/9; 1/2; 11/20; 4/7; 8/15; 4/7; 8/15
Draw; 16/5; 14/5; 3; 69/20; 16/5; 31/10; 3; 14/5; 29/10; 3; 14/5; 16/5; 14/5; 13/4; 31/10; 16/5; 16/5; 3; 3; ; ; 
Hartlepool; 9/2; 19/4; 17/4; 5; 24/5; 9/2; 22/5; 17/4; 9/2; 4; 17/4; 4; 50/11; 9/2; 41/10; 22/5; 19/4; 17/4; 23/5; 24/5; 5; 23/5
META; english/non-league/national-league/afc-fylde-v-hartlepool; 2018-03-17 18:22:20 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
AFC Fylde; 1/8; 1/8; 10/11; 1/8; 66/25; 5/2; 13/5; 20/21; 4/7; 12/5; 4/5; 12/5; 14/5; 5/6; 5/6
Draw; 6; 29/20; 11/2; 43/20; 19/10; 15/8; 17/10; 14/5; 2; 7/4; 2; 21/10; 7/4; 9/5; 
Hartlepool; 28; 33; 11/2; 20; 6/5; 11/10; 23/20; 5; 11/10; 5; 15/13; 11/10; 63/13; 5; 
