META; english/non-league/national-league/woking-v-gateshead; 2017-07-31 14:22:25 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Woking; 8/5; 13/8; 31/20; 6/4; 8/5; ; 13/8; ; ; ; ; 6/4; 31/20; ; 8/5; 8/5; ; ; 6/4; 33/20; ; ; ; 8/5; 13/8; ; ; ; 
Gateshead; 8/5; 6/4; 31/20; 6/4; 6/4; ; 8/5; ; ; ; ; 29/20; 31/20; ; 8/5; 17/11; ; ; 6/4; 91/50; ; ; ; 8/5; 6/4; ; ; ; 
Draw; 12/5; 12/5; 9/4; 11/5; 23/10; ; 12/5; ; ; ; ; 23/10; 47/20; ; 23/10; 12/5; ; ; 23/10; 12/5; ; ; ; 12/5; 12/5; ; ; ; 
META; english/non-league/national-league/woking-v-gateshead; 2017-07-31 18:22:15 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Woking; 8/5; 13/8; 31/20; 6/4; 8/5; ; 13/8; ; ; ; ; 6/4; 31/20; ; 8/5; 8/5; 6/4; ; 17/11; 33/20; ; ; ; 8/5; 13/8; ; ; ; 
Gateshead; 8/5; 6/4; 31/20; 6/4; 6/4; ; 8/5; ; ; ; ; 29/20; 31/20; ; 8/5; 17/11; 6/4; ; 17/11; 91/50; ; ; ; 8/5; 6/4; ; ; ; 
Draw; 12/5; 12/5; 23/10; 11/5; 23/10; ; 12/5; ; ; ; ; 23/10; 47/20; ; 23/10; 12/5; 9/4; ; 23/10; 12/5; ; ; ; 12/5; 12/5; ; ; ; 
META; english/non-league/national-league/woking-v-gateshead; 2017-07-31 22:22:22 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Woking; 8/5; 13/8; 31/20; 6/4; 6/4; ; 13/8; ; ; ; ; 6/4; 31/20; ; 8/5; 8/5; 6/4; ; 17/11; 33/20; ; ; ; 8/5; 6/4; ; ; ; 
Gateshead; 8/5; 6/4; 31/20; 6/4; 8/5; ; 8/5; ; ; ; ; 29/20; 31/20; ; 8/5; 17/11; 6/4; ; 17/11; 91/50; ; ; ; 8/5; 13/8; ; ; ; 
Draw; 12/5; 12/5; 23/10; 11/5; 23/10; ; 12/5; ; ; ; ; 23/10; 47/20; ; 23/10; 12/5; 9/4; ; 40/17; 12/5; ; ; ; 12/5; 12/5; ; ; ; 
