META; english/non-league/national-league/leyton-orient-v-aldershot; 2018-01-21 02:22:02 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Aldershot; ; 3/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Leyton Orient; ; 3/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/leyton-orient-v-aldershot; 2018-01-21 10:22:19 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Aldershot; ; 3/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Leyton Orient; ; 3/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/leyton-orient-v-aldershot; 2018-01-21 14:22:52 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Aldershot; 6/4; 3/2; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Leyton Orient; 7/4; 3/2; ; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 12/5; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/leyton-orient-v-aldershot; 2018-01-21 18:22:12 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Aldershot; 6/4; 3/2; ; ; ; ; 6/4; ; ; ; 29/20; 11/8; ; ; ; ; ; ; ; ; ; 6/4; 31/20; ; ; ; ; 
Leyton Orient; 7/4; 3/2; ; ; ; ; 13/8; ; ; ; 17/10; 31/20; ; ; ; ; ; ; ; ; ; 7/4; 17/10; ; ; ; ; 
Draw; 23/10; 12/5; ; ; ; ; 9/4; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; ; 23/10; 12/5; ; ; ; ; 
META; english/non-league/national-league/leyton-orient-v-aldershot; 2018-01-21 22:21:51 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Aldershot; 6/4; 3/2; ; ; ; ; 6/4; ; ; ; 6/4; 11/8; ; ; ; 7/5; ; ; ; ; ; 6/4; 31/20; 6/4; ; ; ; 
Leyton Orient; 7/4; 3/2; ; ; ; ; 13/8; ; ; ; 17/10; 31/20; ; ; ; 8/5; ; ; ; ; ; 7/4; 17/10; 7/4; ; ; ; 
Draw; 23/10; 12/5; ; ; ; ; 9/4; ; ; ; 9/4; 12/5; ; ; ; 23/10; ; ; ; ; ; 23/10; 12/5; 9/4; ; ; ; 
META; english/non-league/national-league/leyton-orient-v-aldershot; 2018-01-22 02:21:46 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Aldershot; 6/4; 3/2; ; ; ; 7/5; 6/4; ; ; ; 6/4; 11/8; ; ; ; 7/5; ; ; ; ; ; 6/4; 31/20; 6/4; ; ; ; 
Leyton Orient; 7/4; 3/2; ; ; ; 13/8; 13/8; ; ; ; 17/10; 31/20; ; ; ; 8/5; ; ; ; ; ; 7/4; 17/10; 7/4; ; ; ; 
Draw; 23/10; 12/5; ; ; ; 9/4; 9/4; ; ; ; 9/4; 12/5; ; ; ; 23/10; ; ; ; ; ; 23/10; 12/5; 9/4; ; ; ; 
META; english/non-league/national-league/leyton-orient-v-aldershot; 2018-01-22 10:22:10 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Aldershot; 13/10; 3/2; 13/10; ; 27/20; 13/10; 7/5; ; ; 13/10; 7/5; 13/10; ; ; ; 13/10; 16/11; 5/4; 16/11; ; ; 13/10; 13/10; 27/20; 5/4; ; ; 
Leyton Orient; 21/10; 3/2; 28/15; ; 113/ 50; 15/8; 7/4; ; ; 15/8; 19/10; 15/8; ; ; ; 9/5; 28/17; 19/10; 28/17; ; ; 2; 2; 2; 19/10; ; ; 
Draw; 23/10; 12/5; 9/4; ; 12/5; 11/5; 9/4; ; ; 9/4; 11/5; 21/10; ; ; ; 11/5; 9/4; 11/5; 9/4; ; ; 23/10; 12/5; 9/4; 11/5; ; ; 
META; english/non-league/national-league/leyton-orient-v-aldershot; 2018-01-22 14:21:59 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Aldershot; 13/8; 6/4; 6/4; 8/5; 87/50; 7/5; 6/4; ; ; 6/4; 6/4; 6/4; ; 31/20; 8/5; 6/4; 16/11; 8/5; 16/11; 10/7; ; 8/5; 31/20; 31/20; 7/5; ; ; 
Leyton Orient; 8/5; 17/10; 17/10; 6/4; 89/50; 17/10; 17/10; ; ; 33/20; 7/4; 13/8; ; 33/20; 13/8; 8/5; 28/17; 17/11; 28/17; 20/13; ; 13/8; 17/10; 13/8; 17/10; ; ; 
Draw; 23/10; 5/2; 11/5; 9/4; 58/25; 11/5; 11/5; ; ; 11/5; 11/5; 2; ; 43/20; 9/4; 21/10; 9/4; 21/10; 9/4; 12/5; ; 23/10; 12/5; 47/20; 11/5; ; ; 
META; english/non-league/national-league/leyton-orient-v-aldershot; 2018-01-22 18:22:00 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Aldershot; 13/8; 6/4; 17/11; 8/5; 83/50; 7/5; 6/4; ; 8/5; 31/20; 6/4; 6/4; ; 31/20; 8/5; 6/4; 16/11; 17/11; 16/11; 6/4; 8/5; 8/5; 31/20; 31/20; 17/11; ; 6/4; 
Leyton Orient; 8/5; 17/10; 13/8; 6/4; 177/ 100; 17/10; 13/8; ; 8/5; 13/8; 7/4; 31/20; ; 33/20; 13/8; 8/5; 28/17; 8/5; 28/17; 8/5; 8/5; 13/8; 17/10; 13/8; 8/5; ; 7/5; 
Draw; 23/10; 23/10; 11/5; 9/4; 123/ 50; 21/10; 11/5; ; 11/5; 11/5; 11/5; 21/10; ; 43/20; 9/4; 11/5; 9/4; 9/4; 9/4; 27/11; 11/5; 23/10; 12/5; 47/20; 11/5; ; 15/8; 
META; english/non-league/national-league/leyton-orient-v-aldershot; 2018-01-22 22:21:59 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Aldershot; 13/8; 6/4; 17/11; 8/5; 83/50; 7/5; 6/4; ; 8/5; 31/20; 6/4; 6/4; ; 31/20; 8/5; 6/4; 16/11; 17/11; 16/11; 6/4; 8/5; 8/5; 31/20; 31/20; 17/11; 11/8; 6/4; 
Leyton Orient; 8/5; 17/10; 13/8; 6/4; 177/ 100; 17/10; 13/8; ; 8/5; 13/8; 17/10; 31/20; ; 33/20; 13/8; 8/5; 28/17; 8/5; 28/17; 8/5; 8/5; 13/8; 17/10; 13/8; 8/5; 6/4; 7/5; 
Draw; 23/10; 23/10; 11/5; 9/4; 123/ 50; 21/10; 11/5; ; 11/5; 11/5; 11/5; 21/10; ; 43/20; 9/4; 11/5; 9/4; 9/4; 9/4; 27/11; 11/5; 23/10; 12/5; 47/20; 9/4; 2; 15/8; 
META; english/non-league/national-league/leyton-orient-v-aldershot; 2018-01-23 02:21:52 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Aldershot; 13/8; 6/4; 17/11; 8/5; 83/50; 7/5; 6/4; ; 8/5; 31/20; 6/4; 6/4; ; 31/20; 8/5; 6/4; 16/11; 17/11; 16/11; 6/4; 8/5; 8/5; 31/20; 31/20; 17/11; 7/5; 6/4; 
Leyton Orient; 8/5; 17/10; 13/8; 6/4; 177/ 100; 17/10; 13/8; ; 8/5; 13/8; 17/10; 31/20; ; 33/20; 13/8; 8/5; 28/17; 8/5; 28/17; 8/5; 8/5; 13/8; 17/10; 13/8; 8/5; 13/8; 7/5; 
Draw; 23/10; 23/10; 11/5; 9/4; 123/ 50; 21/10; 11/5; ; 11/5; 11/5; 11/5; 21/10; ; 43/20; 9/4; 11/5; 9/4; 9/4; 9/4; 27/11; 11/5; 23/10; 12/5; 47/20; 9/4; 23/10; 15/8; 
META; english/non-league/national-league/leyton-orient-v-aldershot; 2018-01-23 10:21:55 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Aldershot; 13/8; 6/4; 17/11; 8/5; 83/50; 7/5; 8/5; ; 8/5; 31/20; 6/4; 6/4; ; 6/4; 8/5; 6/4; 16/11; 17/11; 16/11; 6/4; 8/5; 8/5; 31/20; 31/20; 17/11; 7/5; 6/4; 
Leyton Orient; 8/5; 17/10; 13/8; 6/4; 177/ 100; 17/10; 8/5; ; 8/5; 13/8; 17/10; 31/20; ; 33/20; 13/8; 8/5; 28/17; 8/5; 28/17; 8/5; 8/5; 13/8; 17/10; 13/8; 8/5; 13/8; 7/5; 
Draw; 23/10; 23/10; 11/5; 9/4; 123/ 50; 21/10; 11/5; ; 11/5; 11/5; 11/5; 21/10; ; 43/20; 9/4; 11/5; 9/4; 9/4; 9/4; 27/11; 11/5; 23/10; 12/5; 47/20; 9/4; 11/5; 15/8; 
META; english/non-league/national-league/leyton-orient-v-aldershot; 2018-01-23 14:21:55 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Aldershot; 13/8; 6/4; 17/11; 8/5; 41/25; 7/5; 8/5; ; 8/5; 31/20; 6/4; 6/4; ; 6/4; 8/5; 6/4; 16/11; 17/11; 16/11; 6/4; 8/5; 8/5; 31/20; 31/20; 17/11; 11/8; 7/5; 
Leyton Orient; 8/5; 17/10; 28/17; 6/4; 179/ 100; 17/10; 8/5; ; 8/5; 33/20; 17/10; 31/20; ; 33/20; 13/8; 8/5; 28/17; 8/5; 28/17; 8/5; 8/5; 13/8; 17/10; 13/8; 8/5; 6/4; 6/4; 
Draw; 23/10; 23/10; 11/5; 9/4; 123/ 50; 21/10; 11/5; ; 11/5; 11/5; 11/5; 21/10; ; 43/20; 9/4; 11/5; 9/4; 9/4; 9/4; 27/11; 11/5; 23/10; 12/5; 47/20; 9/4; 21/10; 15/8; 
META; english/non-league/national-league/leyton-orient-v-aldershot; 2018-01-23 18:22:23 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Aldershot; 13/8; 6/4; 17/11; 8/5; 41/25; 7/5; 6/4; ; 8/5; 31/20; 6/4; 6/4; ; 6/4; 8/5; 6/4; 16/11; 17/11; 16/11; 6/4; 8/5; 8/5; 31/20; 31/20; 17/11; 5/4; 7/5; 
Leyton Orient; 8/5; 17/10; 28/17; 6/4; 179/ 100; 17/10; 13/8; ; 8/5; 33/20; 17/10; 31/20; ; 33/20; 13/8; 8/5; 28/17; 8/5; 28/17; 8/5; 8/5; 13/8; 17/10; 13/8; 8/5; 6/4; 6/4; 
Draw; 23/10; 23/10; 11/5; 9/4; 123/ 50; 21/10; 11/5; ; 11/5; 11/5; 11/5; 21/10; ; 43/20; 9/4; 11/5; 9/4; 9/4; 9/4; 27/11; 11/5; 23/10; 12/5; 47/20; 9/4; 21/10; 15/8; 
META; english/non-league/national-league/leyton-orient-v-aldershot; 2018-01-23 22:22:22 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Aldershot; 13/8; 6/4; 17/11; 8/5; 167/ 100; 7/5; 6/4; ; 8/5; 31/20; 6/4; 6/4; ; 6/4; 8/5; 6/4; 16/11; 17/11; 16/11; 6/4; 8/5; 8/5; 31/20; 31/20; 17/11; ; 7/5; 7/5; 
Leyton Orient; 8/5; 17/10; 28/17; 6/4; 9/5; 17/10; 13/8; ; 8/5; 33/20; 7/4; 8/5; ; 33/20; 13/8; 8/5; 28/17; 8/5; 28/17; 8/5; 8/5; 13/8; 7/4; 17/10; 28/17; ; 13/8; 6/4; 
Draw; 23/10; 23/10; 21/10; 9/4; 12/5; 21/10; 11/5; ; 11/5; 21/10; 11/5; 21/10; ; 43/20; 9/4; 21/10; 9/4; 11/5; 9/4; 27/11; 11/5; 9/4; 23/10; 9/4; 11/5; ; 21/10; 15/8; 
META; english/non-league/national-league/leyton-orient-v-aldershot; 2018-01-24 02:22:02 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Aldershot; 13/8; 6/4; 17/11; 8/5; 42/25; 7/5; 6/4; ; 8/5; 31/20; 6/4; 6/4; ; 6/4; 8/5; 6/4; 16/11; 17/11; 16/11; 6/4; 8/5; 8/5; 31/20; 31/20; 17/11; ; 7/5; 7/5; 
Leyton Orient; 8/5; 17/10; 28/17; 6/4; 9/5; 17/10; 13/8; ; 8/5; 33/20; 7/4; 8/5; ; 33/20; 13/8; 8/5; 28/17; 8/5; 28/17; 8/5; 8/5; 13/8; 7/4; 17/10; 28/17; ; 13/8; 6/4; 
Draw; 23/10; 23/10; 21/10; 9/4; 119/ 50; 21/10; 11/5; ; 11/5; 21/10; 11/5; 21/10; ; 43/20; 9/4; 21/10; 9/4; 11/5; 9/4; 27/11; 11/5; 9/4; 23/10; 9/4; 11/5; ; 21/10; 9/5; 
META; english/non-league/national-league/leyton-orient-v-aldershot; 2018-01-24 10:21:59 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Aldershot; 13/8; 6/4; 17/11; 8/5; 42/25; 7/5; 6/4; ; 8/5; 31/20; 6/4; 6/4; ; 6/4; 8/5; 6/4; 16/11; 17/11; 16/11; 6/4; 8/5; 8/5; 31/20; 31/20; 17/11; ; 6/4; 7/5; 
Leyton Orient; 8/5; 7/4; 28/17; 6/4; 9/5; 17/10; 13/8; ; 8/5; 33/20; 7/4; 8/5; ; 33/20; 13/8; 8/5; 28/17; 8/5; 28/17; 8/5; 8/5; 13/8; 7/4; 17/10; 28/17; ; 13/8; 6/4; 
Draw; 23/10; 9/4; 21/10; 9/4; 119/ 50; 21/10; 11/5; ; 11/5; 21/10; 11/5; 21/10; ; 43/20; 9/4; 21/10; 9/4; 11/5; 9/4; 27/11; 11/5; 9/4; 23/10; 9/4; 11/5; ; 21/10; 9/5; 
META; english/non-league/national-league/leyton-orient-v-aldershot; 2018-01-24 14:22:03 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Aldershot; 13/8; 6/4; 17/11; 8/5; 42/25; 7/5; 6/4; ; 8/5; 31/20; 6/4; 6/4; ; 6/4; 8/5; 6/4; 16/11; 17/11; 16/11; 6/4; 8/5; 8/5; 31/20; 31/20; 17/11; ; 6/4; 7/5; 
Leyton Orient; 8/5; 7/4; 28/17; 6/4; 9/5; 17/10; 13/8; ; 8/5; 33/20; 7/4; 8/5; ; 33/20; 13/8; 8/5; 28/17; 8/5; 28/17; 8/5; 8/5; 13/8; 7/4; 17/10; 28/17; ; 13/8; 6/4; 
Draw; 23/10; 9/4; 21/10; 9/4; 119/ 50; 21/10; 11/5; ; 11/5; 21/10; 11/5; 21/10; ; 43/20; 9/4; 21/10; 9/4; 11/5; 9/4; 27/11; 11/5; 9/4; 23/10; 9/4; 11/5; ; 21/10; 9/5; 
META; english/non-league/national-league/leyton-orient-v-aldershot; 2018-01-24 18:21:59 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Aldershot; 13/8; 6/4; 17/11; 8/5; 42/25; 7/5; 8/5; ; 8/5; 31/20; 6/4; 6/4; ; 6/4; 8/5; 6/4; 16/11; 8/5; 16/11; 6/4; 8/5; 8/5; 31/20; 31/20; 8/5; ; 6/4; 7/5; 
Leyton Orient; 8/5; 9/5; 28/17; 6/4; 9/5; 17/10; 13/8; ; 8/5; 33/20; 7/4; 8/5; ; 33/20; 13/8; 8/5; 28/17; 28/17; 28/17; 8/5; 8/5; 13/8; 7/4; 17/10; 28/17; ; 13/8; 6/4; 
Draw; 23/10; 9/4; 21/10; 9/4; 119/ 50; 21/10; 11/5; ; 11/5; 21/10; 11/5; 21/10; ; 43/20; 9/4; 21/10; 9/4; 9/4; 9/4; 27/11; 11/5; 9/4; 23/10; 9/4; 9/4; ; 21/10; 9/5; 
META; english/non-league/national-league/leyton-orient-v-aldershot; 2018-01-24 22:21:56 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Leyton Orient; 6/4; 9/5; 17/11; 6/4; 169/ 100; 6/4; 8/5; ; 8/5; 31/20; 8/5; 6/4; ; 6/4; 8/5; 6/4; 28/17; 17/11; 28/17; 22/15; 8/5; 8/5; 31/20; 31/20; 17/11; ; 6/4; 7/5; 
Aldershot; 7/4; 6/4; 28/17; 8/5; 181/ 100; 8/5; 13/8; ; 8/5; 33/20; 13/8; 8/5; ; 33/20; 13/8; 8/5; 16/11; 17/10; 16/11; 48/29; 8/5; 7/4; 7/4; 17/10; 17/10; ; 13/8; 8/5; 
Draw; 23/10; 9/4; 21/10; 9/4; 59/25; 11/5; 11/5; ; 11/5; 21/10; 11/5; 21/10; ; 43/20; 9/4; 21/10; 9/4; 11/5; 9/4; 27/11; 11/5; 9/4; 23/10; 9/4; 9/4; ; 21/10; 9/5; 
META; english/non-league/national-league/leyton-orient-v-aldershot; 2018-01-25 02:21:52 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Leyton Orient; 6/4; 8/5; 17/11; 6/4; 169/ 100; 6/4; 8/5; ; 8/5; 31/20; 8/5; 6/4; ; 6/4; 8/5; 6/4; 28/17; 17/11; 28/17; 22/15; 8/5; 8/5; 31/20; 31/20; 17/11; ; 17/10; 7/5; 
Aldershot; 7/4; 17/10; 28/17; 8/5; 181/ 100; 8/5; 17/10; ; 8/5; 33/20; 13/8; 8/5; ; 33/20; 13/8; 8/5; 16/11; 17/10; 16/11; 48/29; 8/5; 7/4; 7/4; 17/10; 17/10; ; 13/8; 8/5; 
Draw; 23/10; 9/4; 21/10; 9/4; 59/25; 11/5; 11/5; ; 11/5; 21/10; 11/5; 21/10; ; 43/20; 9/4; 21/10; 9/4; 11/5; 9/4; 27/11; 11/5; 9/4; 23/10; 9/4; 9/4; ; 21/10; 9/5; 
META; english/non-league/national-league/leyton-orient-v-aldershot; 2018-01-25 10:21:49 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Leyton Orient; 6/4; 6/4; 6/4; 6/4; 161/ 100; 6/4; 8/5; ; 8/5; 6/4; 6/4; 7/5; ; 6/4; 6/4; 7/5; 17/11; 6/4; 17/11; 22/15; 8/5; 6/4; 6/4; 6/4; 6/4; ; 7/5; 7/5; 
Aldershot; 7/4; 9/5; 7/4; 8/5; 19/10; 8/5; 17/10; ; 8/5; 7/4; 17/10; 17/10; ; 17/10; 7/4; 17/10; 8/5; 7/4; 8/5; 48/29; 8/5; 9/5; 9/5; 7/4; 9/5; ; 7/4; 13/8; 
Draw; 23/10; 23/10; 21/10; 9/4; 59/25; 11/5; 11/5; ; 11/5; 21/10; 9/4; 21/10; ; 43/20; 9/4; 21/10; 11/5; 11/5; 11/5; 27/11; 11/5; 9/4; 23/10; 9/4; 9/4; ; 11/5; 9/5; 
META; english/non-league/national-league/leyton-orient-v-aldershot; 2018-01-25 14:22:06 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Leyton Orient; 6/4; 6/4; 16/11; 6/4; 161/ 100; 6/4; 8/5; ; 8/5; 29/20; 6/4; 29/20; ; 29/20; 6/4; 7/5; 17/11; 6/4; 17/11; 10/7; 8/5; 6/4; 6/4; 6/4; 6/4; ; 7/5; 7/5; 
Aldershot; 7/4; 9/5; 7/4; 8/5; 19/10; 8/5; 17/10; ; 8/5; 7/4; 17/10; 17/10; ; 7/4; 7/4; 17/10; 8/5; 7/4; 8/5; 12/7; 8/5; 9/5; 9/5; 7/4; 9/5; ; 7/4; 13/8; 
Draw; 23/10; 23/10; 21/10; 9/4; 59/25; 11/5; 11/5; ; 11/5; 21/10; 9/4; 2; ; 43/20; 9/4; 21/10; 11/5; 11/5; 11/5; 27/11; 11/5; 9/4; 23/10; 9/4; 11/5; ; 11/5; 9/5; 
META; english/non-league/national-league/leyton-orient-v-aldershot; 2018-01-25 18:21:54 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Leyton Orient; 6/4; 6/4; 16/11; 6/4; 161/ 100; 6/4; 6/4; ; 8/5; 29/20; 6/4; 29/20; ; 29/20; 6/4; 7/5; 17/11; 6/4; 17/11; 10/7; 8/5; 6/4; 6/4; 6/4; 6/4; ; 7/5; ; 
Aldershot; 7/4; 9/5; 7/4; 8/5; 19/10; 8/5; 7/4; ; 8/5; 7/4; 17/10; 17/10; ; 7/4; 7/4; 17/10; 8/5; 7/4; 8/5; 12/7; 8/5; 9/5; 9/5; 7/4; 9/5; ; 7/4; ; 
Draw; 23/10; 23/10; 21/10; 9/4; 59/25; 11/5; 11/5; ; 11/5; 21/10; 9/4; 2; ; 43/20; 9/4; 21/10; 11/5; 11/5; 11/5; 27/11; 11/5; 9/4; 23/10; 9/4; 11/5; ; 11/5; ; 
META; english/non-league/national-league/leyton-orient-v-aldershot; 2018-01-25 22:21:56 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Leyton Orient; 6/4; 6/4; 16/11; 6/4; 161/ 100; 29/20; 6/4; ; 8/5; 29/20; 6/4; 29/20; ; 29/20; 6/4; 7/5; 17/11; 6/4; 17/11; 10/7; 8/5; 6/4; 6/4; 6/4; 6/4; ; 6/4; 7/5; 
Aldershot; 7/4; 9/5; 7/4; 8/5; 19/10; 13/8; 7/4; ; 8/5; 7/4; 17/10; 17/10; ; 7/4; 7/4; 17/10; 8/5; 7/4; 8/5; 12/7; 8/5; 9/5; 9/5; 7/4; 9/5; ; 7/4; 7/4; 
Draw; 23/10; 23/10; 21/10; 9/4; 59/25; 11/5; 11/5; ; 11/5; 21/10; 11/5; 2; ; 43/20; 9/4; 21/10; 11/5; 11/5; 11/5; 27/11; 11/5; 9/4; 23/10; 9/4; 11/5; ; 11/5; 19/10; 
META; english/non-league/national-league/leyton-orient-v-aldershot; 2018-01-26 02:21:52 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Leyton Orient; 6/4; 6/4; 16/11; 6/4; ; 29/20; 6/4; ; 8/5; 29/20; 6/4; 29/20; ; 29/20; 6/4; 7/5; 17/11; 6/4; 17/11; 10/7; 8/5; 6/4; 6/4; 6/4; 6/4; ; 6/4; 7/5; 
Aldershot; 7/4; 9/5; 7/4; 8/5; ; 13/8; 7/4; ; 8/5; 7/4; 17/10; 17/10; ; 7/4; 7/4; 17/10; 8/5; 7/4; 8/5; 12/7; 8/5; 9/5; 9/5; 7/4; 9/5; ; 7/4; 7/4; 
Draw; 23/10; 23/10; 21/10; 9/4; ; 11/5; 11/5; ; 11/5; 21/10; 11/5; 2; ; 43/20; 9/4; 21/10; 11/5; 11/5; 11/5; 27/11; 11/5; 9/4; 23/10; 9/4; 11/5; ; 11/5; 19/10; 
META; english/non-league/national-league/leyton-orient-v-aldershot; 2018-01-26 10:22:02 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
