META; english/non-league/national-league/bromley-v-halifax; 2018-01-21 02:21:47 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bromley; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Halifax; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-halifax; 2018-01-21 10:22:04 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bromley; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Halifax; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-halifax; 2018-01-21 14:22:36 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bromley; 11/10; 1; ; ; ; ; 21/20; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 23/10; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Halifax; 12/5; 13/5; ; ; ; ; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-halifax; 2018-01-21 18:21:56 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bromley; 11/10; 1; ; ; ; ; 21/20; ; ; ; 21/20; 20/21; ; ; ; ; ; ; ; ; ; 11/10; 21/20; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 23/10; ; ; ; 5/2; 12/5; ; ; ; ; ; ; ; ; ; 12/5; 5/2; ; ; ; ; 
Halifax; 12/5; 13/5; ; ; ; ; 12/5; ; ; ; 23/10; 9/4; ; ; ; ; ; ; ; ; ; 12/5; 5/2; ; ; ; ; 
META; english/non-league/national-league/bromley-v-halifax; 2018-01-21 22:21:36 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bromley; 11/10; 1; ; ; ; ; 21/20; ; ; ; 21/20; 20/21; ; ; ; 1; ; ; ; ; ; 11/10; 21/20; 11/10; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 23/10; ; ; ; 12/5; 12/5; ; ; ; 23/10; ; ; ; ; ; 12/5; 12/5; 12/5; ; ; ; 
Halifax; 12/5; 13/5; ; ; ; ; 12/5; ; ; ; 12/5; 9/4; ; ; ; 12/5; ; ; ; ; ; 12/5; 13/5; 47/20; ; ; ; 
META; english/non-league/national-league/bromley-v-halifax; 2018-01-22 02:21:31 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bromley; 11/10; 1; ; ; ; 19/20; 21/20; ; ; ; 21/20; 20/21; ; ; ; 1; ; ; ; ; ; 11/10; 21/20; 11/10; ; ; ; 
Draw; 12/5; 23/10; ; ; ; 12/5; 23/10; ; ; ; 12/5; 12/5; ; ; ; 23/10; ; ; ; ; ; 12/5; 12/5; 12/5; ; ; ; 
Halifax; 12/5; 13/5; ; ; ; 23/10; 12/5; ; ; ; 12/5; 9/4; ; ; ; 12/5; ; ; ; ; ; 12/5; 13/5; 47/20; ; ; ; 
META; english/non-league/national-league/bromley-v-halifax; 2018-01-22 10:21:55 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bromley; 10/11; 1; 19/20; ; 97/ 100; 20/23; 10/11; ; ; 19/20; 10/11; 20/23; ; ; ; 10/11; 21/20; 10/11; 21/20; ; ; 10/11; 1; 19/20; 10/11; ; ; 
Draw; 5/2; 23/10; 12/5; ; 13/5; 5/2; 12/5; ; ; 12/5; 5/2; 12/5; ; ; ; 12/5; 23/10; 40/17; 23/10; ; ; 5/2; 5/2; 5/2; 40/17; ; ; 
Halifax; 3; 13/5; 5/2; ; 63/20; 13/5; 11/4; ; ; 5/2; 11/4; 13/5; ; ; ; 13/5; 23/10; 45/17; 23/10; ; ; 13/5; 13/5; 27/10; 45/17; ; ; 
META; english/non-league/national-league/bromley-v-halifax; 2018-01-22 14:21:44 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bromley; 10/11; 1; 1; 1; 51/50; 20/23; 20/21; ; ; 1; 19/20; 20/21; ; 1; 1; 10/11; 21/20; 19/20; 21/20; 22/23; ; 10/11; 1; 19/20; 10/11; ; ; 
Draw; 5/2; 13/5; 12/5; 5/2; 13/5; 5/2; 12/5; ; ; 12/5; 5/2; 23/10; ; 12/5; 5/2; 12/5; 23/10; 23/10; 23/10; 28/11; ; 5/2; 13/5; 5/2; 40/17; ; ; 
Halifax; 3; 13/5; 12/5; 23/10; 59/20; 13/5; 13/5; ; ; 12/5; 13/5; 12/5; ; 12/5; 5/2; 5/2; 23/10; 28/11; 23/10; 11/5; ; 13/5; 13/5; 27/10; 45/17; ; ; 
META; english/non-league/national-league/bromley-v-halifax; 2018-01-22 18:21:45 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bromley; 10/11; 1; 1; 1; 51/50; 10/11; 20/21; ; 1; 1; 19/20; 10/11; ; 1; 1; 10/11; 1; 19/20; 1; 66/67; 1; 1; 1; 19/20; 10/11; ; 20/21; 
Draw; 5/2; 13/5; 12/5; 5/2; 137/ 50; 12/5; 12/5; ; 23/10; 12/5; 5/2; 12/5; ; 47/20; 5/2; 12/5; 23/10; 27/11; 23/10; 13/5; 23/10; 13/5; 13/5; 13/5; 27/11; ; 21/10; 
Halifax; 3; 13/5; 5/2; 23/10; 14/5; 13/5; 5/2; ; 5/2; 5/2; 13/5; 12/5; ; 5/2; 5/2; 5/2; 5/2; 28/11; 5/2; 12/5; 5/2; 13/5; 13/5; 13/5; 5/2; ; 11/5; 
META; english/non-league/national-league/bromley-v-halifax; 2018-01-22 22:21:45 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bromley; 10/11; 1; 1; 1; 51/50; 10/11; 20/21; ; 1; 1; 19/20; 10/11; ; 1; 1; 10/11; 1; 19/20; 1; 66/67; 1; 1; 1; 19/20; 19/20; 5/6; 20/21; 
Draw; 5/2; 13/5; 12/5; 5/2; 137/ 50; 12/5; 12/5; ; 23/10; 12/5; 5/2; 12/5; ; 47/20; 5/2; 12/5; 23/10; 27/11; 23/10; 13/5; 23/10; 13/5; 13/5; 13/5; 27/11; 11/5; 21/10; 
Halifax; 3; 13/5; 5/2; 23/10; 14/5; 13/5; 5/2; ; 5/2; 5/2; 13/5; 12/5; ; 5/2; 5/2; 5/2; 5/2; 28/11; 5/2; 12/5; 5/2; 13/5; 13/5; 13/5; 28/11; 23/10; 11/5; 
META; english/non-league/national-league/bromley-v-halifax; 2018-01-23 02:21:37 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bromley; 10/11; 1; 1; 1; 51/50; 10/11; 20/21; ; 1; 1; 19/20; 10/11; ; 1; 1; 10/11; 1; 19/20; 1; 66/67; 1; 1; 1; 19/20; 19/20; 5/6; 20/21; 
Draw; 5/2; 13/5; 12/5; 5/2; 137/ 50; 12/5; 12/5; ; 23/10; 12/5; 5/2; 12/5; ; 47/20; 5/2; 12/5; 23/10; 27/11; 23/10; 13/5; 23/10; 13/5; 13/5; 13/5; 27/11; 12/5; 21/10; 
Halifax; 3; 13/5; 5/2; 23/10; 14/5; 13/5; 5/2; ; 5/2; 5/2; 13/5; 12/5; ; 5/2; 5/2; 5/2; 5/2; 28/11; 5/2; 12/5; 5/2; 13/5; 13/5; 13/5; 28/11; 23/10; 11/5; 
META; english/non-league/national-league/bromley-v-halifax; 2018-01-23 10:21:40 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bromley; 10/11; 1; 1; 1; 51/50; 10/11; 20/21; ; 1; 1; 19/20; 10/11; ; 1; 1; 10/11; 1; 19/20; 1; 66/67; 1; 1; 1; 19/20; 19/20; 5/6; 20/21; 
Draw; 5/2; 13/5; 12/5; 5/2; 137/ 50; 12/5; 12/5; ; 23/10; 12/5; 5/2; 12/5; ; 47/20; 5/2; 12/5; 23/10; 27/11; 23/10; 13/5; 23/10; 13/5; 13/5; 13/5; 27/11; 12/5; 21/10; 
Halifax; 3; 13/5; 5/2; 23/10; 14/5; 13/5; 5/2; ; 5/2; 5/2; 13/5; 23/10; ; 5/2; 5/2; 5/2; 5/2; 28/11; 5/2; 12/5; 5/2; 13/5; 13/5; 13/5; 28/11; 23/10; 11/5; 
META; english/non-league/national-league/bromley-v-halifax; 2018-01-23 14:21:40 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bromley; 10/11; 1; 1; 1; 21/20; 10/11; 20/21; ; 1; 1; 19/20; 10/11; ; 1; 1; 10/11; 1; 19/20; 1; 66/67; 1; 1; 1; 19/20; 19/20; 5/6; 20/21; 
Draw; 5/2; 13/5; 12/5; 5/2; 68/25; 12/5; 12/5; ; 23/10; 12/5; 5/2; 12/5; ; 47/20; 5/2; 12/5; 23/10; 27/11; 23/10; 13/5; 23/10; 13/5; 13/5; 13/5; 27/11; 12/5; 21/10; 
Halifax; 3; 13/5; 5/2; 23/10; 68/25; 13/5; 5/2; ; 5/2; 5/2; 13/5; 23/10; ; 5/2; 5/2; 5/2; 5/2; 28/11; 5/2; 12/5; 5/2; 13/5; 13/5; 13/5; 28/11; 23/10; 11/5; 
META; english/non-league/national-league/bromley-v-halifax; 2018-01-23 18:22:08 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bromley; 10/11; 1; 1; 1; 21/20; 9/10; 20/21; ; 1; 1; 10/11; 10/11; ; 1; 1; 10/11; 1; 19/20; 1; 66/67; 1; 1; 1; 19/20; 19/20; 5/6; 20/21; 
Draw; 5/2; 13/5; 12/5; 5/2; 68/25; 5/2; 12/5; ; 23/10; 12/5; 5/2; 12/5; ; 47/20; 5/2; 12/5; 23/10; 27/11; 23/10; 13/5; 23/10; 13/5; 13/5; 13/5; 27/11; 12/5; 21/10; 
Halifax; 3; 13/5; 5/2; 23/10; 68/25; 13/5; 5/2; ; 5/2; 5/2; 11/4; 23/10; ; 5/2; 5/2; 5/2; 5/2; 28/11; 5/2; 12/5; 5/2; 13/5; 13/5; 13/5; 28/11; 23/10; 11/5; 
META; english/non-league/national-league/bromley-v-halifax; 2018-01-23 22:22:08 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bromley; 10/11; 1; 1; 1; 21/20; 9/10; 20/21; ; 1; 1; 19/20; 10/11; ; 1; 1; 10/11; 1; 19/20; 1; 66/67; 1; 1; 1; 19/20; 19/20; ; 5/6; 20/21; 
Bromley; 19/20; 19/20; 19/20; 1; 103/ 100; 9/10; 20/21; ; 42/41; 19/20; 19/20; 20/21; ; 19/20; 1; 19/20; 1; 19/20; 1; 19/20; 42/41; ; 19/20; 19/20; 1; ; ; 10/11; 
Draw; 5/2; 5/2; 23/10; 5/2; 133/ 50; 12/5; 5/2; ; 23/10; 23/10; ; 9/4; ; 23/10; 5/2; 23/10; 23/10; 27/11; 23/10; 13/5; 23/10; 5/2; 13/5; 5/2; 27/11; ; 5/2; 9/4; 
Halifax; 14/5; 14/5; 13/5; 23/10; 57/20; 27/10; 13/5; ; 27/11; 13/5; ; 5/2; ; 13/5; 5/2; 5/2; 5/2; 13/5; 5/2; 28/11; 27/11; ; 11/4; 27/10; 45/17; ; 13/5; 5/2; 
META; english/non-league/national-league/bromley-v-halifax; 2018-01-26 14:22:19 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bromley; 5/6; 19/20; 5/6; 17/20; 87/ 100; 17/20; 20/21; ; 19/20; 5/6; 17/20; 5/6; ; 17/20; 5/6; 5/6; 4/5; 5/6; 4/5; 7/8; 19/20; 5/6; 17/20; 17/20; 13/15; ; 5/6; 4/5; 
Draw; 13/5; 5/2; 12/5; 13/5; 69/25; 12/5; 5/2; ; 40/17; 12/5; 5/2; 9/4; ; 12/5; 5/2; 12/5; 12/5; 5/2; 12/5; 45/17; 40/17; 13/5; 13/5; 13/5; 28/11; ; 5/2; 5/2; 
Halifax; 16/5; 14/5; 3; 3; 69/20; 29/10; 13/5; ; 13/5; 3; 29/10; 14/5; ; 29/10; 16/5; 14/5; 31/10; 3; 31/10; 11/4; 13/5; 3; 31/10; 3; 58/19; ; 3; 14/5; 
META; english/non-league/national-league/bromley-v-halifax; 2018-01-26 18:22:07 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bromley; 5/6; 17/20; 11/13; 17/20; 22/25; 17/20; 20/21; ; 11/13; 17/20; 17/20; 5/6; ; 17/20; 5/6; 5/6; 4/5; ; 4/5; 7/8; 11/13; 5/6; 17/20; 17/20; 5/6; ; 5/6; 4/5; 
Draw; 13/5; 13/5; 12/5; 13/5; 11/4; 12/5; 5/2; ; 40/17; 12/5; 5/2; 9/4; ; 12/5; 5/2; 12/5; 12/5; ; 12/5; 45/17; 40/17; 13/5; 13/5; 13/5; ; ; 5/2; 11/5; 
Halifax; 16/5; 16/5; 3; 3; 17/5; 29/10; 13/5; ; 29/10; 3; 29/10; 14/5; ; 29/10; 16/5; 14/5; 31/10; 58/19; 31/10; 11/4; 29/10; 3; 31/10; 3; 31/10; ; 3; 5/2; 
META; english/non-league/national-league/bromley-v-halifax; 2018-01-26 22:22:17 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bromley; 5/6; 17/20; 13/15; 17/20; 24/25; 17/20; 9/10; ; 11/13; 20/23; 10/11; 10/11; ; 17/20; 10/11; 17/20; 4/5; 13/15; 4/5; 7/8; 11/13; 9/10; 20/23; 9/10; 10/11; ; 10/11; 5/6; 
Draw; 13/5; 13/5; 12/5; 13/5; 67/25; 12/5; 5/2; ; 40/17; 12/5; 12/5; 9/4; ; 47/20; 5/2; 12/5; 12/5; ; 12/5; 45/17; 40/17; 5/2; 13/5; 13/5; 28/11; ; 5/2; 11/5; 
Halifax; 16/5; 16/5; 14/5; 3; 31/10; 29/10; 29/10; ; 29/10; 14/5; 29/10; 13/5; ; 29/10; 14/5; 14/5; 31/10; 37/13; 31/10; 11/4; 29/10; 14/5; 3; 57/20; 29/10; ; 3; 12/5; 
META; english/non-league/national-league/bromley-v-halifax; 2018-01-27 02:21:51 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bromley; 5/6; 17/20; 13/15; 17/20; 24/25; 17/20; 9/10; ; 11/13; 20/23; 10/11; 10/11; ; 17/20; 10/11; 17/20; 4/5; 10/11; 4/5; 7/8; 11/13; 9/10; 20/23; 9/10; 10/11; ; 10/11; 5/6; 
Draw; 13/5; 13/5; 12/5; 13/5; 67/25; 12/5; 5/2; ; 40/17; 12/5; 12/5; 9/4; ; 47/20; 5/2; 12/5; 12/5; ; 12/5; 45/17; 40/17; 5/2; 13/5; 13/5; 5/2; ; 5/2; 23/10; 
Halifax; 16/5; 16/5; 14/5; 3; 31/10; 29/10; 29/10; ; 29/10; 14/5; 29/10; 13/5; ; 29/10; 14/5; 14/5; 31/10; 37/13; 31/10; 11/4; 29/10; 14/5; 3; 57/20; 37/13; ; 14/5; 13/5; 
META; english/non-league/national-league/bromley-v-halifax; 2018-01-27 10:24:09 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bromley; 5/6; 10/11; 13/15; 17/20; 23/25; 17/20; 9/10; ; 11/12; 20/23; 10/11; 5/6; ; 9/10; 10/11; 5/6; 4/5; 13/15; 4/5; 11/12; 11/12; 9/10; 9/10; 9/10; 13/15; ; 10/11; 9/10; 
Draw; 13/5; 5/2; 12/5; 13/5; 68/25; 12/5; 5/2; ; 12/5; ; 12/5; 12/5; ; 47/20; 5/2; ; 12/5; ; 12/5; 28/11; 12/5; 5/2; 13/5; 13/5; 28/11; ; 5/2; 5/2; 
Halifax; 16/5; 3; 14/5; 3; 13/4; 29/10; 14/5; ; 45/17; ; 29/10; 11/4; ; 11/4; 14/5; 14/5; 31/10; 29/10; 31/10; 27/10; 45/17; 14/5; 29/10; 57/20; 56/19; ; 3; 14/5; 
META; english/non-league/national-league/bromley-v-halifax; 2018-01-27 14:23:50 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bromley; 5/6; 10/11; 10/11; 17/20; 23/25; 17/20; 9/10; ; 11/12; 10/11; 10/11; 20/23; ; 10/11; 10/11; 17/20; 4/5; 13/15; 4/5; 19/20; 11/12; 9/10; 10/11; 9/10; 13/15; ; 5/6; 9/10; 
Draw; 13/5; 5/2; 12/5; 13/5; 68/25; 12/5; 5/2; ; 12/5; ; 12/5; 23/10; ; 47/20; 5/2; ; 12/5; ; 12/5; 28/11; 12/5; 5/2; 5/2; 13/5; 28/11; ; 5/2; 12/5; 
Halifax; 16/5; 29/10; 14/5; 3; 13/4; 29/10; 29/10; ; 45/17; ; 29/10; 11/4; ; 11/4; 14/5; 14/5; 31/10; 56/19; 31/10; 45/17; 45/17; 14/5; 3; 57/20; 56/19; ; 3; 14/5; 
META; english/non-league/national-league/bromley-v-halifax; 2018-01-27 18:22:57 GMT+2; 2018-01-27 15:00; In Play; Xlenovo
Bromley; 2/9; 1/33; 23/17; 1/5; 34/25; ; ; ; 1/5; 11/8; 11/8; 1/500; ; 2/9; 7/5; ; ; ; ; 1/100; ; ; ; 2/9; ; ; ; ; 
Draw; 4; 20; 5/4; 9/2; 159/ 100; ; ; ; 41/10; 6/5; 11/8; 66; ; 19/5; 6/5; ; ; 23/17; ; 25/2; ; ; ; 17/4; ; ; ; ; 
Halifax; 18; 100; 7/2; 14; 16/5; ; ; ; 14; 15/4; 7/2; 100; ; 14; 100/ 30; ; ; 17/5; ; 25; ; ; ; 18; ; ; ; ; 
