META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-20 22:22:24 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Macclesfield; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Torquay; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-21 02:22:05 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Macclesfield; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Torquay; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-21 10:22:22 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Macclesfield; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Torquay; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-21 14:22:55 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Macclesfield; 4/5; 4/5; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 5/2; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Torquay; 10/3; 16/5; ; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-21 18:22:14 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Macclesfield; 4/5; 4/5; ; ; ; ; 3/4; ; ; ; 4/5; 3/4; ; ; ; ; ; ; ; ; ; 4/5; 4/5; ; ; ; ; 
Draw; 13/5; 5/2; ; ; ; ; 5/2; ; ; ; 13/5; 5/2; ; ; ; ; ; ; ; ; ; 13/5; 13/5; ; ; ; ; 
Torquay; 10/3; 16/5; ; ; ; ; 16/5; ; ; ; 16/5; 3; ; ; ; ; ; ; ; ; ; 100/ 30; 17/5; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-21 22:21:53 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Macclesfield; 4/5; 4/5; ; ; ; ; 3/4; ; ; ; 4/5; 3/4; ; ; ; 8/11; ; ; ; ; ; 4/5; 4/5; 4/5; ; ; ; 
Draw; 13/5; 5/2; ; ; ; ; 5/2; ; ; ; 13/5; 5/2; ; ; ; 5/2; ; ; ; ; ; 13/5; 13/5; 13/5; ; ; ; 
Torquay; 10/3; 16/5; ; ; ; ; 16/5; ; ; ; 16/5; 3; ; ; ; 3; ; ; ; ; ; 100/ 30; 17/5; 16/5; ; ; ; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-22 02:21:48 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Macclesfield; 4/5; 4/5; ; ; ; 3/4; 3/4; ; ; ; 4/5; 3/4; ; ; ; 8/11; ; ; ; ; ; 4/5; 4/5; 4/5; ; ; ; 
Draw; 13/5; 5/2; ; ; ; 13/5; 5/2; ; ; ; 13/5; 5/2; ; ; ; 5/2; ; ; ; ; ; 13/5; 13/5; 13/5; ; ; ; 
Torquay; 10/3; 16/5; ; ; ; 31/10; 16/5; ; ; ; 16/5; 3; ; ; ; 3; ; ; ; ; ; 100/ 30; 17/5; 16/5; ; ; ; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-22 10:22:13 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Macclesfield; 4/6; 4/5; 4/6; ; 17/25; 4/6; 4/6; ; ; 4/6; 8/11; 4/6; ; ; ; 4/6; 3/4; 11/17; 3/4; ; ; 4/6; 8/11; 7/10; 4/6; ; ; 
Draw; 11/4; 5/2; 27/10; ; 14/5; 13/5; 13/5; ; ; 27/10; 13/5; 12/5; ; ; ; 5/2; 5/2; 13/5; 5/2; ; ; 14/5; 27/10; 14/5; 13/5; ; ; 
Torquay; 4; 16/5; 18/5; ; 5; 18/5; 7/2; ; ; 18/5; 18/5; 7/2; ; ; ; 15/4; 10/3; 62/17; 10/3; ; ; 7/2; 19/5; 7/2; 62/17; ; ; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-22 14:22:02 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Macclesfield; 4/6; 8/11; 7/10; 7/10; 37/50; 8/13; 4/6; ; ; 7/10; 4/6; 4/6; ; 7/10; 4/6; 4/6; 3/4; 4/6; 3/4; 9/13; ; 4/6; 7/10; 7/10; 4/6; ; ; 
Draw; 11/4; 14/5; 13/5; 13/5; 73/25; 27/10; 13/5; ; ; 13/5; 13/5; 5/2; ; 13/5; 11/4; 13/5; 5/2; 28/11; 5/2; 27/10; ; 14/5; 14/5; 14/5; 45/17; ; ; 
Torquay; 4; 18/5; 18/5; 7/2; 41/10; 15/4; 15/4; ; ; 18/5; 19/5; 10/3; ; 7/2; 4; 7/2; 10/3; 39/11; 10/3; 16/5; ; 7/2; 19/5; 7/2; 37/10; ; ; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-22 18:22:02 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Macclesfield; 4/6; 8/11; 7/10; 7/10; 19/25; 8/13; 4/6; ; 7/10; 7/10; 4/6; 4/6; ; 7/10; 8/11; 4/6; 3/4; 4/6; 3/4; 9/13; 7/10; 4/6; 7/10; 7/10; 4/6; ; 4/6; 
Draw; 11/4; 11/4; 13/5; 13/5; 73/25; 27/10; 13/5; ; 45/17; 13/5; 11/4; 5/2; ; 13/5; 11/4; 13/5; 5/2; 45/17; 5/2; 14/5; 45/17; 14/5; 14/5; 14/5; 45/17; ; 23/10; 
Torquay; 4; 18/5; 18/5; 7/2; 79/20; 15/4; 7/2; ; 57/17; 18/5; 19/5; 10/3; ; 18/5; 7/2; 7/2; 10/3; 62/17; 10/3; 18/5; 57/17; 7/2; 19/5; 7/2; 62/17; ; 3; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-22 22:22:02 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Macclesfield; 4/6; 8/11; 7/10; 7/10; 19/25; 8/13; 4/6; ; 7/10; 7/10; 4/6; 4/6; ; 7/10; 8/11; 4/6; 3/4; 4/6; 3/4; 9/13; 7/10; 4/6; 7/10; 7/10; 4/6; 4/7; 4/6; 
Draw; 11/4; 11/4; 13/5; 13/5; 73/25; 27/10; 13/5; ; 45/17; 13/5; 11/4; 5/2; ; 13/5; 11/4; 13/5; 5/2; 27/10; 5/2; 14/5; 45/17; 14/5; 14/5; 14/5; 27/10; 13/5; 23/10; 
Torquay; 4; 18/5; 18/5; 7/2; 79/20; 15/4; 7/2; ; 57/17; 18/5; 19/5; 10/3; ; 18/5; 7/2; 7/2; 10/3; 62/17; 10/3; 18/5; 57/17; 7/2; 19/5; 7/2; 37/10; 3; 3; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-23 02:21:54 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Macclesfield; 4/6; 8/11; 7/10; 7/10; 19/25; 8/13; 4/6; ; 7/10; 7/10; 4/6; 4/6; ; 7/10; 8/11; 4/6; 3/4; 4/6; 3/4; 9/13; 7/10; 4/6; 7/10; 7/10; 4/6; 4/7; 4/6; 
Draw; 11/4; 11/4; 13/5; 13/5; 73/25; 27/10; 13/5; ; 45/17; 13/5; 11/4; 5/2; ; 13/5; 11/4; 13/5; 5/2; 27/10; 5/2; 14/5; 45/17; 14/5; 14/5; 14/5; 27/10; 12/5; 23/10; 
Torquay; 4; 18/5; 18/5; 7/2; 79/20; 15/4; 7/2; ; 57/17; 18/5; 19/5; 10/3; ; 18/5; 7/2; 7/2; 10/3; 62/17; 10/3; 18/5; 57/17; 7/2; 19/5; 7/2; 37/10; 3; 3; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-23 10:21:57 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Macclesfield; 4/6; 8/11; 7/10; 7/10; 19/25; 8/13; 4/6; ; 7/10; 7/10; 4/6; 4/6; ; 7/10; 8/11; 4/6; 3/4; 4/6; 3/4; 9/13; 7/10; 4/6; 7/10; 7/10; 4/6; 4/7; 4/6; 
Draw; 11/4; 11/4; 13/5; 13/5; 73/25; 27/10; 13/5; ; 45/17; 13/5; 11/4; 5/2; ; 5/2; 11/4; 13/5; 5/2; 27/10; 5/2; 14/5; 45/17; 14/5; 14/5; 14/5; 27/10; 12/5; 23/10; 
Torquay; 4; 18/5; 18/5; 7/2; 79/20; 15/4; 7/2; ; 57/17; 18/5; 19/5; 10/3; ; 18/5; 7/2; 7/2; 10/3; 62/17; 10/3; 18/5; 57/17; 7/2; 19/5; 7/2; 37/10; 3; 3; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-23 14:21:57 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Macclesfield; 4/6; 8/11; 7/10; 7/10; 19/25; 8/13; 4/6; ; 7/10; 7/10; 4/6; 4/6; ; 7/10; 8/11; 4/6; 3/4; 4/6; 3/4; 9/13; 7/10; 4/6; 7/10; 7/10; 4/6; 4/7; 4/6; 
Draw; 11/4; 11/4; 13/5; 13/5; 73/25; 27/10; 13/5; ; 45/17; 13/5; 11/4; 5/2; ; 5/2; 11/4; 13/5; 5/2; 45/17; 5/2; 14/5; 45/17; 14/5; 14/5; 14/5; 27/10; 12/5; 23/10; 
Torquay; 4; 18/5; 18/5; 7/2; 79/20; 15/4; 7/2; ; 57/17; 18/5; 19/5; 10/3; ; 18/5; 7/2; 7/2; 10/3; 62/17; 10/3; 18/5; 57/17; 7/2; 19/5; 7/2; 37/10; 3; 3; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-23 18:22:25 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Macclesfield; 4/6; 8/11; 7/10; 7/10; 19/25; 8/13; 4/6; ; 7/10; 7/10; 4/6; 4/6; ; 7/10; 8/11; 4/6; 3/4; 4/6; 3/4; 9/13; 7/10; 4/6; 7/10; 7/10; 4/6; 4/7; 4/6; 
Draw; 11/4; 11/4; 13/5; 13/5; 73/25; 27/10; 13/5; ; 45/17; 13/5; 11/4; 5/2; ; 5/2; 11/4; 13/5; 5/2; 45/17; 5/2; 14/5; 45/17; 14/5; 14/5; 14/5; 27/10; 12/5; 23/10; 
Torquay; 4; 18/5; 18/5; 7/2; 79/20; 15/4; 7/2; ; 57/17; 18/5; 19/5; 10/3; ; 18/5; 7/2; 7/2; 10/3; 62/17; 10/3; 18/5; 57/17; 7/2; 19/5; 7/2; 37/10; 3; 3; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-23 22:22:25 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Macclesfield; 4/6; 8/11; 7/10; 7/10; 37/50; 8/13; 4/6; ; 7/10; 7/10; 4/6; 7/10; ; 7/10; 8/11; 4/6; 3/4; 4/6; 3/4; 9/13; 7/10; 4/6; 7/10; 7/10; 4/6; ; 4/6; 8/13; 
Draw; 11/4; 11/4; 5/2; 13/5; 73/25; 27/10; 13/5; ; 45/17; 5/2; 13/5; 9/4; ; 5/2; 11/4; 5/2; 5/2; 13/5; 5/2; 14/5; 45/17; 13/5; 11/4; 27/10; 45/17; ; 13/5; 9/4; 
Torquay; 4; 18/5; 15/4; 7/2; 41/10; 15/4; 15/4; ; 57/17; 15/4; 19/5; 15/4; ; 37/10; 7/2; 15/4; 10/3; 15/4; 10/3; 18/5; 57/17; 19/5; 4; 15/4; 19/5; ; 7/2; 3; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-24 02:22:05 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Macclesfield; 4/6; 8/11; 7/10; 7/10; 37/50; 8/13; 4/6; ; 7/10; 7/10; 4/6; 7/10; ; 7/10; 7/10; 4/6; 3/4; 4/6; 3/4; 9/13; 7/10; 4/6; 7/10; 7/10; 4/6; ; 4/6; 8/13; 
Draw; 13/5; 11/4; 12/5; 13/5; 69/25; 13/5; 13/5; ; 45/17; 5/2; 13/5; 9/4; ; 49/20; 5/2; 5/2; 12/5; 13/5; 12/5; 14/5; 45/17; 13/5; 27/10; 13/5; 13/5; ; 5/2; 11/5; 
Torquay; 9/2; 18/5; 19/5; 7/2; 22/5; 15/4; 15/4; ; 57/17; 19/5; 4; 15/4; ; 15/4; 4; 15/4; 17/5; 50/13; 17/5; 18/5; 57/17; 4; 4; 4; 75/19; ; 7/2; 3; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-24 10:22:02 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Macclesfield; 4/6; 8/11; 7/10; 7/10; 37/50; 8/13; 4/6; ; 7/10; 7/10; 4/6; 7/10; ; 7/10; 7/10; 4/6; 3/4; 4/6; 3/4; 9/13; 7/10; 4/6; 7/10; 7/10; 4/6; ; 4/6; 8/13; 
Draw; 13/5; 13/5; 5/2; 13/5; 69/25; 13/5; 13/5; ; 45/17; 5/2; 13/5; 9/4; ; 49/20; 5/2; 5/2; 12/5; 28/11; 12/5; 14/5; 45/17; 13/5; 27/10; 13/5; 13/5; ; 5/2; 11/5; 
Torquay; 9/2; 4; 19/5; 7/2; 22/5; 15/4; 4; ; 57/17; 19/5; 4; 15/4; ; 15/4; 4; 15/4; 17/5; 39/10; 17/5; 18/5; 57/17; 4; 4; 4; 75/19; ; 7/2; 3; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-24 14:22:05 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Macclesfield; 4/6; 8/11; 7/10; 7/10; 73/ 100; 13/20; 4/6; ; 7/10; 7/10; 4/6; 7/10; ; 7/10; 7/10; 4/6; 3/4; 4/6; 3/4; 9/13; 7/10; 4/6; 7/10; 7/10; 4/6; ; 4/7; 8/13; 
Draw; 13/5; 13/5; 5/2; 13/5; 141/ 50; 13/5; 13/5; ; 45/17; 5/2; 5/2; 9/4; ; 49/20; 5/2; 5/2; 12/5; 28/11; 12/5; 14/5; 45/17; 13/5; 27/10; 13/5; 13/5; ; 23/10; 11/5; 
Torquay; 17/4; 4; 19/5; 7/2; 22/5; 15/4; 4; ; 57/17; 19/5; 4; 15/4; ; 37/10; 4; 15/4; 17/5; 50/13; 17/5; 18/5; 57/17; 4; 4; 4; 39/10; ; 3; 3; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-24 18:22:01 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Macclesfield; 4/6; 8/11; 7/10; 7/10; 73/ 100; 13/20; 4/6; ; 7/10; 7/10; 4/6; 7/10; ; 7/10; 7/10; 4/6; 3/4; 9/13; 3/4; 9/13; 7/10; 4/6; 7/10; 7/10; 9/13; ; 4/7; 4/6; 
Draw; 13/5; 13/5; 5/2; 13/5; 141/ 50; 13/5; 13/5; ; 45/17; 5/2; 5/2; 9/4; ; 49/20; 5/2; 5/2; 12/5; 13/5; 12/5; 14/5; 45/17; 13/5; 27/10; 13/5; 45/17; ; 23/10; 11/5; 
Torquay; 17/4; 4; 15/4; 7/2; 22/5; 15/4; 15/4; ; 57/17; 15/4; 4; 15/4; ; 37/10; 4; 15/4; 17/5; 75/19; 17/5; 18/5; 57/17; 4; 4; 4; 4; ; 3; 3; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-24 22:21:59 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Macclesfield; 4/6; 8/11; 7/10; 7/10; 73/ 100; 13/20; 4/6; ; 7/10; 7/10; 4/6; 7/10; ; 7/10; 7/10; 4/6; 3/4; 9/13; 3/4; 9/13; 7/10; 4/6; 7/10; 7/10; 9/13; ; 4/7; 4/6; 
Draw; 13/5; 13/5; 5/2; 13/5; 141/ 50; 13/5; 13/5; ; 45/17; 5/2; 5/2; 9/4; ; 49/20; 5/2; 5/2; 12/5; 13/5; 12/5; 13/5; 45/17; 13/5; 13/5; 13/5; 45/17; ; 23/10; 11/5; 
Torquay; 17/4; 4; 15/4; 7/2; 22/5; 15/4; 15/4; ; 57/17; 15/4; 4; 15/4; ; 37/10; 4; 15/4; 17/5; 75/19; 17/5; 39/10; 57/17; 4; 4; 4; 4; ; 3; 3; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-25 02:21:54 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Macclesfield; 4/6; 3/4; 7/10; 7/10; 73/ 100; 13/20; 7/10; ; 7/10; 7/10; 4/6; 7/10; ; 7/10; 7/10; 4/6; 3/4; 4/6; 3/4; 9/13; 7/10; 4/6; 7/10; 7/10; 9/13; ; 4/6; 4/6; 
Draw; 13/5; 13/5; 5/2; 13/5; 141/ 50; 13/5; 13/5; ; 45/17; 5/2; 5/2; 9/4; ; 49/20; 5/2; 5/2; 12/5; 13/5; 12/5; 13/5; 45/17; 13/5; 13/5; 13/5; 45/17; ; 5/2; 11/5; 
Torquay; 17/4; 19/5; 15/4; 7/2; 22/5; 15/4; 15/4; ; 57/17; 15/4; 4; 15/4; ; 37/10; 4; 15/4; 17/5; 75/19; 17/5; 39/10; 57/17; 4; 4; 4; 4; ; 7/2; 3; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-25 10:21:51 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Macclesfield; 4/6; 3/4; 7/10; 7/10; 73/ 100; 13/20; 7/10; ; 7/10; 7/10; 4/6; 7/10; ; 7/10; 7/10; 4/6; 3/4; 9/13; 3/4; 9/13; 7/10; 4/6; 7/10; 7/10; 9/13; ; 4/7; 4/6; 
Draw; 13/5; 13/5; 5/2; 13/5; 141/ 50; 13/5; 13/5; ; 45/17; 5/2; 5/2; 9/4; ; 49/20; 5/2; 5/2; 12/5; 13/5; 12/5; 13/5; 45/17; 13/5; 13/5; 13/5; 13/5; ; 23/10; 11/5; 
Torquay; 17/4; 19/5; 15/4; 7/2; 22/5; 15/4; 15/4; ; 57/17; 15/4; 4; 15/4; ; 37/10; 4; 15/4; 17/5; 4; 17/5; 39/10; 57/17; 4; 4; 4; 4; ; 3; 3; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-25 14:22:08 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Macclesfield; 4/6; 3/4; 7/10; 7/10; 73/ 100; 13/20; 7/10; ; 7/10; 7/10; 4/6; 7/10; ; 7/10; 7/10; 4/6; 3/4; 9/13; 3/4; 9/13; 7/10; 4/6; 7/10; 7/10; 9/13; ; 4/7; 4/6; 
Draw; 13/5; 13/5; 5/2; 13/5; 141/ 50; 13/5; 13/5; ; 45/17; 5/2; 5/2; 9/4; ; 49/20; 5/2; 5/2; 12/5; 13/5; 12/5; 13/5; 45/17; 13/5; 13/5; 13/5; 13/5; ; 23/10; 11/5; 
Torquay; 17/4; 19/5; 15/4; 7/2; 22/5; 15/4; 15/4; ; 57/17; 15/4; 4; 15/4; ; 37/10; 4; 15/4; 17/5; 39/10; 17/5; 39/10; 57/17; 4; 4; 4; 75/19; ; 7/2; 3; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-25 18:21:56 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Macclesfield; 4/6; 3/4; 7/10; 7/10; 19/25; 13/20; 7/10; ; 3/4; 7/10; 8/11; 7/10; ; 7/10; 7/10; 4/6; 3/4; 5/7; 3/4; 9/13; 3/4; 8/11; 7/10; 8/11; 5/7; ; 4/6; 4/6; 
Draw; 13/5; 13/5; 5/2; 13/5; 141/ 50; 13/5; 13/5; ; 45/17; 5/2; 5/2; 9/4; ; 49/20; 5/2; 12/5; 12/5; 28/11; 12/5; 13/5; 45/17; 13/5; 13/5; 13/5; 13/5; ; 5/2; 23/10; 
Torquay; 17/4; 19/5; 15/4; 7/2; 41/10; 15/4; 15/4; ; 31/10; 15/4; 19/5; 15/4; ; 37/10; 4; 15/4; 17/5; 19/5; 17/5; 39/10; 31/10; 19/5; 4; 15/4; 50/13; ; 7/2; 7/2; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-25 22:21:58 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Macclesfield; 4/6; 3/4; 7/10; 7/10; 19/25; 13/20; 7/10; ; 3/4; 7/10; 8/11; 7/10; ; 7/10; 7/10; 4/6; 3/4; 5/7; 3/4; 9/13; 3/4; 8/11; 7/10; 8/11; 5/7; ; 4/6; 4/6; 
Draw; 13/5; 13/5; 5/2; 13/5; 141/ 50; 13/5; 13/5; ; 45/17; 5/2; 5/2; 9/4; ; 49/20; 5/2; 12/5; 12/5; 28/11; 12/5; 13/5; 45/17; 13/5; 13/5; 13/5; 13/5; ; 5/2; 23/10; 
Torquay; 17/4; 19/5; 15/4; 7/2; 41/10; 15/4; 15/4; ; 31/10; 15/4; 19/5; 15/4; ; 37/10; 4; 15/4; 17/5; 19/5; 17/5; 39/10; 31/10; 19/5; 4; 15/4; 50/13; ; 7/2; 7/2; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-26 02:21:55 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Macclesfield; 4/6; 3/4; 4/6; 7/10; ; 13/20; 7/10; ; 3/4; 4/6; 8/11; 4/6; ; 7/10; 4/6; 4/6; 4/6; 4/6; 4/6; 9/13; 3/4; 4/6; 7/10; 7/10; 4/6; ; 4/6; 4/6; 
Draw; 13/5; 13/5; 5/2; 13/5; ; 13/5; 13/5; ; 45/17; 5/2; 5/2; 12/5; ; 49/20; 11/4; 5/2; 13/5; 45/17; 13/5; 13/5; 45/17; 13/5; 13/5; 13/5; 45/17; ; ; 12/5; 
Torquay; 17/4; 19/5; 19/5; 7/2; ; 15/4; 15/4; ; 31/10; 19/5; 19/5; 15/4; ; 37/10; 4; 15/4; 15/4; 77/19; 15/4; 39/10; 31/10; 4; 4; 4; 41/10; ; ; 7/2; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-26 10:22:05 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Macclesfield; 4/6; 3/4; 4/6; 7/10; 71/ 100; 13/20; 7/10; ; 3/4; 4/6; ; 4/6; ; 7/10; 4/6; 4/6; 4/6; 4/6; 4/6; 9/13; 3/4; 4/6; 7/10; 7/10; 4/6; ; 8/13; 4/6; 
Draw; 13/5; 13/5; 5/2; 13/5; 73/25; 13/5; 13/5; ; 45/17; 5/2; ; 12/5; ; 49/20; 11/4; 5/2; 13/5; 45/17; 13/5; 13/5; 45/17; 13/5; 13/5; 13/5; 27/10; ; 27/10; 12/5; 
