META; english/non-league/national-league/macclesfield-v-ebbsfleet-united; 2017-10-01 14:23:16 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Macclesfield; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ebbsfleet United; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-ebbsfleet-united; 2017-10-01 18:22:42 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Macclesfield; 5/4; ; ; ; 6/5; ; 5/4; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/4; 6/5; ; ; ; 
Ebbsfleet United; 2; ; ; ; 2; ; 2; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; 2; ; ; ; 
Draw; 5/2; ; ; ; 12/5; ; 5/2; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; 51/20; ; ; ; 
META; english/non-league/national-league/macclesfield-v-ebbsfleet-united; 2017-10-01 22:22:33 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Macclesfield; 5/4; ; ; ; 6/5; 117/100; ; 11/10; ; ; ; ; ; ; ; ; 15/13; ; ; ; ; ; ; 5/4; 6/5; ; ; ; 
Ebbsfleet United; 2; ; ; ; 2; 19/10; ; 15/8; ; ; ; ; ; ; ; ; 19/10; ; ; ; ; ; ; 2; 2; ; ; ; 
Draw; 5/2; ; ; ; 12/5; 23/10; ; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 12/5; 51/20; ; ; ; 
META; english/non-league/national-league/macclesfield-v-ebbsfleet-united; 2017-10-02 02:22:21 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Macclesfield; 5/4; ; ; ; 6/5; 117/100; ; 11/10; ; ; ; ; ; ; ; 6/5; 15/13; ; ; ; ; ; ; 5/4; 6/5; ; ; ; 
Ebbsfleet United; 2; ; ; ; 2; 19/10; ; 15/8; ; ; ; ; ; ; ; 19/10; 19/10; ; ; ; ; ; ; 2; 2; ; ; ; 
Draw; 5/2; ; ; ; 12/5; 23/10; ; 12/5; ; ; ; ; ; ; ; 12/5; 23/10; ; ; ; ; ; ; 12/5; 51/20; ; ; ; 
META; english/non-league/national-league/macclesfield-v-ebbsfleet-united; 2017-10-02 10:22:49 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Macclesfield; 5/4; ; ; ; 6/5; 117/100; 5/4; 11/10; 6/5; ; 23/20; ; ; ; ; 6/5; 15/13; ; ; ; ; 6/5; ; 5/4; 6/5; ; ; ; 
Ebbsfleet United; 2; ; ; ; 2; 19/10; 2; 15/8; 37/19; ; 9/5; ; ; ; ; 19/10; 19/10; ; ; ; ; 37/19; ; 2; 2; ; ; ; 
Draw; 5/2; ; ; ; 12/5; 23/10; 5/2; 12/5; 12/5; ; 12/5; ; ; ; ; 12/5; 23/10; ; ; ; ; 12/5; ; 12/5; 51/20; ; ; ; 
META; english/non-league/national-league/macclesfield-v-ebbsfleet-united; 2017-10-02 14:35:09 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Macclesfield; 5/4; ; ; ; 6/5; 117/100; 5/4; 11/10; 6/5; ; 23/20; ; ; ; 6/5; 6/5; 15/13; 15/13; ; ; 6/5; ; 5/4; 6/5; ; ; ; 
Ebbsfleet United; 2; ; ; ; 2; 19/10; 2; 15/8; 37/19; ; 15/8; ; ; ; 21/10; 19/10; 19/10; 19/10; ; ; 37/19; ; 2; 2; ; ; ; 
Draw; 5/2; ; ; ; 12/5; 23/10; 12/5; 12/5; 12/5; ; 12/5; ; ; ; 12/5; 12/5; 23/10; 12/5; ; ; 12/5; ; 5/2; 51/20; ; ; ; 
META; english/non-league/national-league/macclesfield-v-ebbsfleet-united; 2017-10-02 18:23:08 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Macclesfield; 5/4; ; ; ; 6/5; 117/100; 6/5; 11/10; 6/5; ; 23/20; ; ; ; 6/5; 6/5; 15/13; 6/5; ; ; 6/5; 5/4; 5/4; 6/5; ; ; ; 
Ebbsfleet United; 2; ; ; ; 2; 19/10; 2; 15/8; 37/19; ; 15/8; ; ; ; 21/10; 19/10; 19/10; 37/19; ; ; 37/19; 2; 2; 2; ; ; ; 
Draw; 5/2; ; ; ; 12/5; 23/10; 12/5; 23/10; 12/5; ; 12/5; ; ; ; 12/5; 12/5; 23/10; 12/5; ; ; 12/5; 5/2; 5/2; 51/20; ; ; ; 
META; english/non-league/national-league/macclesfield-v-ebbsfleet-united; 2017-10-02 22:23:30 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Macclesfield; 5/4; ; ; ; 6/5; 117/100; 6/5; 11/10; 6/5; ; 23/20; ; ; ; 6/5; 6/5; 15/13; 6/5; ; ; 6/5; 5/4; 5/4; 6/5; ; 10/11; ; 
Ebbsfleet United; 2; ; ; ; 2; 19/10; 2; 15/8; 37/19; ; 15/8; ; ; ; 21/10; 19/10; 19/10; 37/19; ; ; 37/19; 2; 2; 2; ; 7/5; ; 
Draw; 5/2; ; ; ; 12/5; 23/10; 12/5; 23/10; 12/5; ; 12/5; ; ; ; 12/5; 12/5; 23/10; 12/5; ; ; 12/5; 5/2; 5/2; 51/20; ; 9/5; ; 
META; english/non-league/national-league/macclesfield-v-ebbsfleet-united; 2017-10-03 02:23:14 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Macclesfield; 5/4; ; ; ; 6/5; 117/100; 6/5; 11/10; 6/5; ; 23/20; ; ; 23/20; 6/5; 6/5; 15/13; 6/5; ; ; 6/5; 5/4; 5/4; 6/5; ; 10/11; ; 
Ebbsfleet United; 2; ; ; ; 2; 19/10; 2; 15/8; 37/19; ; 15/8; ; ; 19/10; 21/10; 19/10; 19/10; 37/19; ; ; 37/19; 2; 2; 2; ; 7/5; ; 
Draw; 5/2; ; ; ; 12/5; 23/10; 12/5; 23/10; 12/5; ; 12/5; ; ; 23/10; 12/5; 12/5; 23/10; 12/5; ; ; 12/5; 5/2; 5/2; 51/20; ; 9/5; ; 
META; english/non-league/national-league/macclesfield-v-ebbsfleet-united; 2017-10-03 10:23:38 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Macclesfield; 5/4; ; ; ; 6/5; 117/100; 6/5; 11/10; 6/5; ; 23/20; ; ; 23/20; 6/5; 6/5; 15/13; 6/5; ; ; ; 5/4; 5/4; 6/5; ; 10/11; ; 
Ebbsfleet United; 2; ; ; ; 2; 19/10; 2; 15/8; 37/19; ; 15/8; ; ; 19/10; 21/10; 19/10; 19/10; 37/19; ; ; ; 2; 2; 2; ; 7/5; ; 
Draw; 5/2; ; ; ; 12/5; 23/10; 12/5; 23/10; 12/5; ; 12/5; ; ; 23/10; 12/5; 12/5; 23/10; 12/5; ; ; ; 5/2; 5/2; 51/20; ; 9/5; ; 
