META; english/non-league/national-league/torquay-v-dover; 2017-10-01 18:22:55 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Dover; 19/20; ; ; ; 10/11; ; 37/40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 20/21; 19/20; ; ; ; 
Draw; 13/5; ; ; ; 5/2; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; 51/20; ; ; ; 
Torquay; 13/5; ; ; ; 11/4; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; 53/20; ; ; ; 
META; english/non-league/national-league/torquay-v-dover; 2017-10-01 22:22:45 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Dover; 19/20; ; ; ; 10/11; 7/8; ; 5/6; ; ; ; ; ; ; ; ; 13/15; ; ; ; ; ; ; 10/11; 19/20; ; ; ; 
Draw; 13/5; ; ; ; 5/2; 5/2; ; 12/5; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; 5/2; 51/20; ; ; ; 
Torquay; 13/5; ; ; ; 11/4; 5/2; ; 11/4; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; 13/5; 53/20; ; ; ; 
META; english/non-league/national-league/torquay-v-dover; 2017-10-02 02:22:34 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Dover; 19/20; ; ; ; 10/11; 7/8; ; 5/6; ; ; ; ; ; ; ; 10/11; 13/15; ; ; ; ; ; ; 10/11; 19/20; ; ; ; 
Draw; 13/5; ; ; ; 5/2; 5/2; ; 12/5; ; ; ; ; ; ; ; 5/2; 5/2; ; ; ; ; ; ; 5/2; 51/20; ; ; ; 
Torquay; 13/5; ; ; ; 11/4; 5/2; ; 11/4; ; ; ; ; ; ; ; 13/5; 5/2; ; ; ; ; ; ; 13/5; 53/20; ; ; ; 
META; english/non-league/national-league/torquay-v-dover; 2017-10-02 10:23:02 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Dover; 19/20; ; ; ; 10/11; 7/8; 37/40; 5/6; 9/10; ; 10/11; ; ; ; ; 10/11; 13/15; ; ; ; ; 9/10; ; 10/11; 19/20; ; ; ; 
Draw; 13/5; ; ; ; 5/2; 5/2; 13/5; 12/5; 28/11; ; 9/4; ; ; ; ; 12/5; 5/2; ; ; ; ; 28/11; ; 5/2; 51/20; ; ; ; 
Torquay; 13/5; ; ; ; 11/4; 5/2; 14/5; 11/4; 28/11; ; 13/5; ; ; ; ; 13/5; 5/2; ; ; ; ; 28/11; ; 13/5; 53/20; ; ; ; 
META; english/non-league/national-league/torquay-v-dover; 2017-10-02 14:35:29 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Dover; 19/20; ; ; ; 10/11; 7/8; 10/11; 5/6; 9/10; ; 10/11; ; ; ; 10/11; 10/11; 13/15; 10/11; ; ; 9/10; ; 19/20; 19/20; ; ; ; 
Draw; 13/5; ; ; ; 5/2; 5/2; 5/2; 12/5; 28/11; ; 9/4; ; ; ; 12/5; 12/5; 5/2; 5/2; ; ; 28/11; ; 13/5; 51/20; ; ; ; 
Torquay; 13/5; ; ; ; 11/4; 5/2; 5/2; 11/4; 28/11; ; 13/5; ; ; ; 14/5; 13/5; 5/2; 5/2; ; ; 28/11; ; 11/4; 53/20; ; ; ; 
META; english/non-league/national-league/torquay-v-dover; 2017-10-02 18:23:20 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Dover; 19/20; ; ; ; 10/11; 7/8; 20/21; 5/6; 9/10; ; 10/11; ; ; ; 10/11; 19/20; 13/15; 10/11; ; ; 9/10; 1; 37/40; 19/20; ; ; ; 
Draw; 13/5; ; ; ; 5/2; 5/2; 5/2; 12/5; 28/11; ; 9/4; ; ; ; 12/5; 12/5; 5/2; 28/11; ; ; 28/11; 13/5; 13/5; 51/20; ; ; ; 
Torquay; 13/5; ; ; ; 11/4; 5/2; 5/2; 11/4; 28/11; ; 13/5; ; ; ; 14/5; 13/5; 5/2; 28/11; ; ; 28/11; 13/5; 14/5; 53/20; ; ; ; 
META; english/non-league/national-league/torquay-v-dover; 2017-10-02 22:23:43 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Dover; 19/20; ; ; ; 10/11; 7/8; 20/21; 5/6; 9/10; ; 10/11; ; ; ; 10/11; 19/20; 13/15; 10/11; ; ; 9/10; 1; 19/20; 19/20; ; 4/6; ; 
Draw; 13/5; ; ; ; 5/2; 5/2; 5/2; 12/5; 28/11; ; 9/4; ; ; ; 12/5; 12/5; 5/2; 28/11; ; ; 28/11; 13/5; 5/2; 51/20; ; 2; ; 
Torquay; 13/5; ; ; ; 11/4; 5/2; 5/2; 11/4; 28/11; ; 13/5; ; ; ; 14/5; 13/5; 5/2; 28/11; ; ; 28/11; 13/5; 14/5; 53/20; ; 19/10; ; 
META; english/non-league/national-league/torquay-v-dover; 2017-10-03 02:23:26 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Dover; 19/20; ; ; ; 10/11; 7/8; 20/21; 5/6; 9/10; ; 10/11; ; ; 17/20; 10/11; 19/20; 13/15; 10/11; ; ; 9/10; 1; 37/40; 19/20; ; 5/6; ; 
Draw; 13/5; ; ; ; 5/2; 5/2; 5/2; 12/5; 28/11; ; 9/4; ; ; 12/5; 12/5; 12/5; 5/2; 28/11; ; ; 28/11; 13/5; 13/5; 51/20; ; 23/10; ; 
Torquay; 13/5; ; ; ; 11/4; 5/2; 5/2; 11/4; 28/11; ; 13/5; ; ; 11/4; 14/5; 13/5; 5/2; 28/11; ; ; 28/11; 13/5; 14/5; 53/20; ; 5/2; ; 
META; english/non-league/national-league/torquay-v-dover; 2017-10-03 10:23:49 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Dover; 19/20; ; ; ; 10/11; 7/8; 20/21; 5/6; 9/10; ; 10/11; ; ; 10/11; 10/11; 19/20; 13/15; 10/11; ; ; ; 1; 37/40; 19/20; ; 5/6; ; 
Draw; 13/5; ; ; ; 5/2; 5/2; 5/2; 23/10; 28/11; ; 9/4; ; ; 12/5; 12/5; 12/5; 5/2; 28/11; ; ; ; 13/5; 13/5; 51/20; ; 21/10; ; 
Torquay; 13/5; ; ; ; 11/4; 5/2; 5/2; 13/5; 28/11; ; 13/5; ; ; 13/5; 14/5; 13/5; 5/2; 28/11; ; ; ; 13/5; 14/5; 53/20; ; 23/10; ; 
META; english/non-league/national-league/torquay-v-dover; 2017-10-03 14:23:59 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Dover; 19/20; ; ; ; 10/11; 7/8; 10/11; 5/6; 9/10; ; 10/11; ; ; 10/11; 10/11; 19/20; 13/15; 10/11; ; ; 9/10; 1; 19/20; 19/20; ; 5/6; ; 
