META; english/non-league/national-league/bromley-v-macclesfield; 2017-12-16 22:22:00 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Macclesfield; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-macclesfield; 2017-12-17 02:21:57 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Macclesfield; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-macclesfield; 2017-12-17 10:21:56 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Macclesfield; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-macclesfield; 2017-12-17 14:22:07 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Macclesfield; 6/4; 7/5; ; ; ; ; 29/20; ; ; ; 29/20; ; ; ; ; ; ; ; ; ; ; 6/4; 6/4; ; ; ; ; ; 
Bromley; 7/4; 9/5; ; ; ; ; 17/10; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; 9/5; 9/5; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 11/5; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; 23/10; 23/10; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-macclesfield; 2017-12-17 18:22:14 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Macclesfield; 6/4; 7/5; ; ; ; 7/5; 29/20; ; 7/5; ; 29/20; 11/8; ; ; ; ; ; 7/5; ; ; 7/5; 6/4; 6/4; 29/20; 7/5; ; ; ; 
Bromley; 7/4; 9/5; ; ; ; 17/10; 7/4; ; 7/4; ; 7/4; 13/8; ; ; ; ; ; 17/10; ; ; 7/4; 9/5; 9/5; 9/5; 17/10; ; ; ; 
Draw; 23/10; 23/10; ; ; ; 11/5; 11/5; ; 11/5; ; 9/4; 9/4; ; ; ; ; ; 11/5; ; ; 11/5; 23/10; 23/10; 23/10; 11/5; ; ; ; 
META; english/non-league/national-league/bromley-v-macclesfield; 2017-12-17 22:22:55 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Macclesfield; 6/4; 7/5; ; ; ; 6/4; 29/20; ; 7/5; ; 29/20; 11/8; ; ; ; 7/5; ; 7/5; ; ; 7/5; 6/4; 6/4; 29/20; 7/5; ; ; ; 
Bromley; 7/4; 9/5; ; ; ; 17/10; 17/10; ; 7/4; ; 7/4; 17/10; ; ; ; 17/10; ; 17/10; ; ; 7/4; 9/5; 9/5; 9/5; 17/10; ; ; ; 
