META; english/non-league/national-league/bromley-v-leyton-orient; 2017-08-12 22:23:05 GMT+3; 2017-08-15 19:45; Nothing; Xlenovo
Leyton Orient; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Bromley; 17/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
META; english/non-league/national-league/bromley-v-leyton-orient; 2017-08-13 02:22:21 GMT+3; 2017-08-15 19:45; Nothing; Xlenovo
Leyton Orient; 7/5; 3/2; ; 6/5; 7/5; ; 29/20; ; ; ; ; ; 7/5; ; ; 7/5; ; ; 23/17; ; ; ; ; ; 7/5; ; 1/4; ; 
Bromley; 17/10; 13/8; ; 13/8; 13/8; ; 17/10; ; ; ; ; ; 17/10; ; ; 17/10; ; ; 28/17; ; ; ; ; ; 7/4; ; 1/4; ; 
Draw; 13/5; 23/10; ; 12/5; 5/2; ; 13/5; ; ; ; ; ; 13/5; ; ; 5/2; ; ; 28/11; ; ; ; ; ; 5/2; ; 2/7; ; 
META; english/non-league/national-league/bromley-v-leyton-orient; 2017-08-13 10:22:25 GMT+3; 2017-08-15 19:45; Nothing; Xlenovo
Leyton Orient; 7/5; 3/2; ; 6/5; 7/5; ; 29/20; 11/8; 4/3; ; ; 11/8; 7/5; ; ; 7/5; ; ; 23/17; ; ; 4/3; ; 7/5; 7/5; ; 3/10; ; 
Bromley; 17/10; 13/8; ; 13/8; 13/8; ; 17/10; 13/8; 28/17; ; ; 31/20; 17/10; ; ; 17/10; ; ; 17/10; ; ; 28/17; ; 7/4; 7/4; ; 2/7; ; 
Draw; 13/5; 23/10; ; 12/5; 5/2; ; 13/5; 5/2; 5/2; ; ; 12/5; 13/5; ; ; 5/2; ; ; 28/11; ; ; 5/2; ; 13/5; 5/2; ; 2/7; ; 
META; english/non-league/national-league/bromley-v-leyton-orient; 2017-08-13 14:23:27 GMT+3; 2017-08-15 19:45; Nothing; Xlenovo
Leyton Orient; 13/10; 3/2; 11/8; 6/5; 7/5; ; 29/20; 11/8; 4/3; 26/19; 11/8; 11/8; 7/5; ; ; 7/5; ; ; 13/10; 38/25; ; 4/3; ; 7/5; 7/5; ; 3/10; ; 
Bromley; 9/5; 13/8; 9/5; 13/8; 7/4; ; 7/4; 13/8; 28/17; 7/4; 7/4; 31/20; 7/4; ; ; 17/10; ; ; 7/4; 37/20; ; 28/17; ; 7/4; 7/4; ; 2/7; ; 
Draw; 13/5; 23/10; 23/10; 12/5; 12/5; ; 5/2; 5/2; 5/2; 9/4; 9/4; 12/5; 51/20; ; ; 5/2; ; ; 28/11; 13/5; ; 5/2; ; 5/2; 5/2; ; 2/7; ; 
META; english/non-league/national-league/bromley-v-leyton-orient; 2017-08-13 18:22:31 GMT+3; 2017-08-15 19:45; Nothing; Xlenovo
Leyton Orient; 13/10; 6/4; 7/5; 7/5; 7/5; 6/5; 29/20; 11/8; 4/3; 7/5; 7/5; 11/8; 7/5; ; 6/4; 7/5; ; ; ; 153/100; ; 4/3; ; 7/5; 7/5; ; 11/8; ; 
Bromley; 9/5; 13/8; 7/4; 17/10; 7/4; 17/10; 9/5; 13/8; 28/17; 7/4; 7/4; 17/10; 9/5; ; 7/4; 17/10; ; ; ; 93/50; ; 28/17; ; 9/5; 7/4; ; 13/8; ; 
Draw; 13/5; 12/5; 9/4; 12/5; 23/10; 12/5; 12/5; 5/2; 5/2; 9/4; 9/4; 21/10; 49/20; ; 9/4; 5/2; ; ; ; 64/25; ; 5/2; ; 12/5; 5/2; ; 2; ; 
META; english/non-league/national-league/bromley-v-leyton-orient; 2017-08-13 22:22:22 GMT+3; 2017-08-15 19:45; Nothing; Xlenovo
Leyton Orient; 13/10; 7/5; 29/20; 7/5; 7/5; 6/5; 29/20; 11/8; 4/3; 7/5; 7/5; 7/5; 7/5; ; 6/4; 7/5; ; ; 7/5; 153/100; 15/11; 4/3; ; 7/5; 7/5; ; 7/5; ; 
Bromley; 9/5; 7/4; 7/4; 17/10; 7/4; 17/10; 7/4; 13/8; 28/17; 7/4; 7/4; 17/10; 9/5; ; 7/4; 7/4; ; ; 7/4; 93/50; 27/17; 28/17; ; 9/5; 7/4; ; 7/4; ; 
Draw; 13/5; 23/10; 9/4; 12/5; 23/10; 12/5; 5/2; 5/2; 5/2; 9/4; 9/4; 21/10; 49/20; ; 9/4; 5/2; ; ; 40/17; 64/25; 27/11; 5/2; ; 12/5; 5/2; ; 11/5; ; 
META; english/non-league/national-league/bromley-v-leyton-orient; 2017-08-14 02:22:04 GMT+3; 2017-08-15 19:45; Nothing; Xlenovo
Leyton Orient; 13/10; 7/5; 29/20; 7/5; 7/5; 6/5; 29/20; 11/8; 4/3; 7/5; 7/5; 7/5; 7/5; ; 6/4; 7/5; ; ; 7/5; 153/100; 15/11; 4/3; ; 7/5; 7/5; ; 7/5; 7/5; 
Bromley; 9/5; 7/4; 7/4; 17/10; 7/4; 17/10; 7/4; 13/8; 28/17; 7/4; 7/4; 17/10; 9/5; ; 7/4; 7/4; ; ; 7/4; 93/50; 27/17; 28/17; ; 9/5; 7/4; ; 7/4; 7/4; 
Draw; 13/5; 23/10; 9/4; 12/5; 23/10; 12/5; 12/5; 5/2; 5/2; 9/4; 9/4; 21/10; 49/20; ; 9/4; 5/2; ; ; 40/17; 64/25; 27/11; 5/2; ; 12/5; 5/2; ; 11/5; 21/10; 
META; english/non-league/national-league/bromley-v-leyton-orient; 2017-08-14 10:22:04 GMT+3; 2017-08-15 19:45; Nothing; Xlenovo
Leyton Orient; 13/10; 7/5; 29/20; 7/5; 7/5; 6/5; 29/20; 11/8; 4/3; 7/5; 7/5; 11/8; 7/5; ; 6/4; 7/5; 7/5; ; 7/5; 153/100; 15/11; 4/3; ; 7/5; 7/5; ; 7/5; 7/5; 
Bromley; 9/5; 7/4; 7/4; 17/10; 7/4; 17/10; 7/4; 13/8; 28/17; 7/4; 7/4; 17/10; 9/5; ; 7/4; 7/4; 17/10; ; 9/5; 93/50; 27/17; 28/17; ; 9/5; 7/4; ; 13/8; 7/4; 
Draw; 13/5; 23/10; 9/4; 12/5; 23/10; 12/5; 5/2; 5/2; 5/2; 9/4; 9/4; 21/10; 49/20; ; 9/4; 5/2; 21/10; ; 40/17; 64/25; 27/11; 5/2; ; 12/5; 5/2; ; 11/5; 21/10; 
META; english/non-league/national-league/bromley-v-leyton-orient; 2017-08-14 14:22:40 GMT+3; 2017-08-15 19:45; Nothing; Xlenovo
Leyton Orient; 13/10; 7/5; 29/20; 7/5; 7/5; 6/5; 29/20; 11/8; 4/3; 7/5; 7/5; 11/8; 7/5; 7/5; 6/4; 7/5; 7/5; ; 7/5; 38/25; 15/11; 4/3; ; 7/5; 7/5; ; 7/5; 7/5; 
Bromley; 9/5; 7/4; 7/4; 17/10; 7/4; 17/10; 7/4; 13/8; 28/17; 7/4; 7/4; 17/10; 9/5; 7/4; 7/4; 7/4; 17/10; ; 9/5; 193/100; 27/17; 28/17; ; 9/5; 7/4; ; 13/8; 7/4; 
Draw; 13/5; 23/10; 9/4; 12/5; 23/10; 12/5; 12/5; 5/2; 5/2; 9/4; 9/4; 21/10; 49/20; 2; 9/4; 5/2; 21/10; ; 40/17; 62/25; 27/11; 5/2; ; 12/5; 12/5; ; 23/10; 21/10; 
META; english/non-league/national-league/bromley-v-leyton-orient; 2017-08-14 18:22:44 GMT+3; 2017-08-15 19:45; Nothing; Xlenovo
