META; english/non-league/national-league/boreham-wood-v-dover; 2018-01-13 22:21:28 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Boreham Wood; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Dover; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-dover; 2018-01-14 02:21:36 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Boreham Wood; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Dover; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-dover; 2018-01-14 10:21:38 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Boreham Wood; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Dover; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-dover; 2018-01-14 14:21:53 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Boreham Wood; 5/4; 13/10; ; ; ; 6/5; 5/4; ; 6/5; ; 6/5; ; ; ; ; ; ; ; ; ; 6/5; ; 5/4; ; ; ; ; ; 
Dover; 11/5; 2; ; ; ; 21/10; 21/10; ; 28/13; ; 11/5; ; ; ; ; ; ; ; ; ; 28/13; ; 11/5; ; ; ; ; ; 
Draw; 9/4; 12/5; ; ; ; 21/10; 11/5; ; 11/5; ; 11/5; ; ; ; ; ; ; ; ; ; 11/5; ; 23/10; ; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-dover; 2018-01-14 18:22:09 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Boreham Wood; 5/4; 13/10; ; 11/10; ; 6/5; 6/5; ; 6/5; ; 6/5; ; ; ; ; ; ; 6/5; ; ; 6/5; ; 5/4; ; 6/5; ; ; ; 
Dover; 11/5; 2; ; 11/5; ; 21/10; 21/10; ; 28/13; ; 11/5; ; ; ; ; ; ; 21/10; ; ; 28/13; ; 11/5; ; 21/10; ; ; ; 
Draw; 9/4; 12/5; ; 23/10; ; 21/10; 11/5; ; 11/5; ; 11/5; ; ; ; ; ; ; 28/13; ; ; 11/5; ; 23/10; ; 28/13; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-dover; 2018-01-14 22:22:02 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Boreham Wood; 5/4; 13/10; ; 11/10; ; 6/5; 6/5; ; 6/5; ; 6/5; ; ; ; ; ; ; 6/5; ; ; 6/5; ; 5/4; ; 6/5; ; ; ; 
Dover; 11/5; 2; ; 11/5; ; 21/10; 21/10; ; 28/13; ; 11/5; ; ; ; ; ; ; 21/10; ; ; 28/13; ; 11/5; ; 21/10; ; ; ; 
Draw; 9/4; 12/5; ; 23/10; ; 21/10; 11/5; ; 11/5; ; 11/5; ; ; ; ; ; ; 28/13; ; ; 11/5; ; 23/10; ; 28/13; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-dover; 2018-01-15 02:21:56 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Boreham Wood; 5/4; 13/10; ; 11/10; ; 6/5; 6/5; ; 6/5; ; 6/5; 6/5; ; ; ; 6/5; ; 15/13; ; ; 6/5; ; 5/4; ; 6/5; ; ; ; 
Dover; 11/5; 2; ; 11/5; ; 21/10; 21/10; ; 28/13; ; 11/5; 2; ; ; ; 2; ; 21/10; ; ; 28/13; ; 11/5; ; 21/10; ; ; ; 
