META; english/non-league/national-league/dover-v-maidstone; 2017-12-23 14:25:17 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Dover; 10/11; ; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; ; ; 9/10; ; ; 4/9; ; 
Draw; 12/5; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; 12/5; ; ; 23/20; ; 
Maidstone; 3; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; 3; ; ; 13/10; ; 
META; english/non-league/national-league/dover-v-maidstone; 2017-12-23 18:24:27 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Dover; 10/11; ; ; 5/6; 97/ 100; ; 9/10; ; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; 9/10; ; 9/10; ; ; 1/2; ; 
Draw; 12/5; ; ; 12/5; 129/ 50; ; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; 12/5; ; 12/5; ; ; 23/20; ; 
Maidstone; 3; ; ; 14/5; 16/5; ; 29/10; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; 3; ; 3; ; ; 13/10; ; 
META; english/non-league/national-league/dover-v-maidstone; 2017-12-23 22:23:43 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Dover; 10/11; 10/11; ; 10/11; 97/ 100; 17/20; 9/10; ; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; 9/10; 10/11; 9/10; ; ; 8/11; 8/11; 
Draw; 12/5; 12/5; ; 5/2; 129/ 50; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; 12/5; 12/5; 12/5; ; ; 2; 19/10; 
Maidstone; 3; 14/5; ; 3; 16/5; 29/10; 29/10; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; 3; 31/10; 3; ; ; 13/5; 5/2; 
META; english/non-league/national-league/dover-v-maidstone; 2017-12-24 02:23:58 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Dover; 10/11; 10/11; ; 10/11; 97/ 100; 17/20; 9/10; ; ; ; ; ; ; ; ; 17/20; ; 13/15; ; ; ; 9/10; 10/11; 9/10; 10/11; ; 8/11; 8/11; 
Draw; 12/5; 12/5; ; 5/2; 129/ 50; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; 12/5; ; ; ; 12/5; 12/5; 12/5; 12/5; ; 21/10; 2; 
Maidstone; 3; 14/5; ; 3; 16/5; 29/10; 29/10; ; ; ; ; ; ; ; ; 14/5; ; 3; ; ; ; 3; 31/10; 3; 3; ; 13/5; 12/5; 
META; english/non-league/national-league/dover-v-maidstone; 2017-12-24 10:23:49 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Dover; 19/20; 10/11; 10/11; 10/11; 99/ 100; 9/10; 10/11; ; 9/10; 10/11; 10/11; 20/23; ; 9/10; 19/20; 10/11; 9/10; 19/20; 9/10; 9/10; 9/10; 10/11; 10/11; 10/11; 19/20; ; 5/6; 4/5; 
Draw; 12/5; 12/5; 23/10; 5/2; 133/ 50; 23/10; 12/5; ; 23/10; 23/10; 12/5; 11/5; ; 9/4; 12/5; 23/10; 23/10; 12/5; 23/10; 40/17; 23/10; 5/2; 12/5; 49/20; 27/11; ; 21/10; 21/10; 
Maidstone; 5/2; 14/5; 29/10; 3; 3; 11/4; 11/4; ; 37/13; 29/10; 14/5; 14/5; ; 29/10; 14/5; 13/5; 13/5; 27/10; 13/5; 13/5; 37/13; 14/5; 31/10; 57/20; 11/4; ; 12/5; 12/5; 
META; english/non-league/national-league/dover-v-maidstone; 2017-12-24 14:23:57 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Dover; 8/11; 5/6; 4/5; 5/6; 17/20; 4/5; 5/6; ; 9/10; 4/5; 5/6; 3/4; ; 4/5; 4/5; 4/5; 3/4; 5/6; 3/4; 9/11; 9/10; 5/6; 4/5; 5/6; 13/15; ; 8/11; 4/5; 
Draw; 13/5; 23/10; 12/5; 13/5; 71/25; 23/10; 5/2; ; 23/10; 12/5; 12/5; 9/4; ; 47/20; 13/5; 12/5; 5/2; 28/11; 5/2; 12/5; 23/10; 13/5; 13/5; 51/20; 13/5; ; 12/5; 23/10; 
Maidstone; 16/5; 16/5; 16/5; 16/5; 69/20; 16/5; 16/5; ; 37/13; 16/5; 16/5; 16/5; ; 16/5; 16/5; 3; 29/10; 56/19; 29/10; 37/13; 37/13; 3; 10/3; 16/5; 3; ; 14/5; 13/5; 
META; english/non-league/national-league/dover-v-maidstone; 2017-12-24 18:23:52 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Dover; 8/11; 5/6; 4/5; 5/6; 17/20; 4/5; 4/5; ; 9/10; 4/5; 5/6; 4/5; ; 4/5; 4/5; 4/5; 3/4; 5/6; 3/4; 11/14; 9/10; 4/5; 4/5; 4/5; 13/15; ; 8/11; 4/5; 
Draw; 13/5; 23/10; 12/5; 13/5; 71/25; 23/10; 5/2; ; 23/10; 12/5; 12/5; 11/5; ; 47/20; 13/5; 12/5; 5/2; 28/11; 5/2; 5/2; 23/10; 13/5; 13/5; 51/20; 13/5; ; 12/5; 23/10; 
Maidstone; 16/5; 16/5; 13/4; 16/5; 69/20; 16/5; 16/5; ; 37/13; 13/4; 16/5; 10/3; ; 10/3; 16/5; 3; 29/10; 56/19; 29/10; 17/5; 37/13; 3; 17/5; 10/3; 3; ; 14/5; 13/5; 
META; english/non-league/national-league/dover-v-maidstone; 2017-12-24 22:23:55 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Dover; 5/6; 4/5; 19/20; 5/6; 99/ 100; 17/20; 9/10; ; 9/10; 19/20; 10/11; 10/11; ; 19/20; 19/20; 17/20; 3/4; 19/20; 3/4; 28/29; 9/10; 10/11; 20/21; 19/20; 1; ; 5/6; 10/11; 
Draw; 5/2; 12/5; 23/10; 13/5; 68/25; 23/10; 12/5; ; 23/10; 23/10; 23/10; 23/10; ; 9/4; 13/5; 12/5; 5/2; 27/11; 5/2; 27/11; 23/10; 5/2; 12/5; 49/20; 5/2; ; 12/5; 11/5; 
Maidstone; 14/5; 10/3; 27/10; 16/5; 147/ 50; 3; 14/5; ; 37/13; 27/10; 3; 13/5; ; 27/10; 13/5; 11/4; 29/10; 13/5; 29/10; 45/17; 37/13; 14/5; 29/10; 11/4; 45/17; ; 27/10; 13/5; 
META; english/non-league/national-league/dover-v-maidstone; 2017-12-25 02:23:58 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Dover; 5/6; 4/5; 19/20; 5/6; 1; 20/23; 9/10; ; 9/10; 19/20; 10/11; 10/11; ; 19/20; 19/20; 17/20; 3/4; 19/20; 3/4; 28/29; 9/10; 10/11; 20/21; 19/20; 19/20; ; 10/11; 10/11; 
Draw; 5/2; 12/5; 23/10; 13/5; 137/ 50; 23/10; 5/2; ; 23/10; 23/10; 9/4; 9/4; ; 23/10; 13/5; 12/5; 5/2; 5/2; 5/2; 27/11; 23/10; 5/2; 5/2; 49/20; 28/11; ; 9/4; 9/4; 
Maidstone; 14/5; 10/3; 13/5; 16/5; 72/25; 29/10; 14/5; ; 37/13; 13/5; 3; 13/5; ; 13/5; 13/5; 11/4; 29/10; 28/11; 29/10; 45/17; 37/13; 14/5; 14/5; 11/4; 13/5; ; 13/5; 27/10; 
META; english/non-league/national-league/dover-v-maidstone; 2017-12-25 10:24:00 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Dover; 5/6; 4/5; 19/20; 5/6; 1; 20/23; 10/11; ; 9/10; 19/20; 10/11; 10/11; ; 19/20; 19/20; 10/11; 3/4; 19/20; 3/4; 28/29; 9/10; 10/11; 20/21; 19/20; 1; ; 10/11; 10/11; 
Draw; 5/2; 12/5; 23/10; 13/5; 66/25; 23/10; 12/5; ; 23/10; 23/10; 9/4; 9/4; ; 23/10; 13/5; 23/10; 5/2; 5/2; 5/2; 27/11; 23/10; 5/2; 5/2; 49/20; 28/11; ; 9/4; 9/4; 
Maidstone; 14/5; 10/3; 27/10; 16/5; 149/ 50; 29/10; 14/5; ; 37/13; 27/10; 3; 13/5; ; 13/5; 13/5; 11/4; 29/10; 28/11; 29/10; 45/17; 37/13; 14/5; 14/5; 11/4; 13/5; ; 13/5; 27/10; 
META; english/non-league/national-league/dover-v-maidstone; 2017-12-25 14:24:03 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Dover; 10/11; 1; 19/20; 5/6; 1; 10/11; 20/21; ; 9/10; 19/20; 10/11; 10/11; ; 1; 19/20; 10/11; 3/4; 19/20; 3/4; 68/67; 9/10; 10/11; 1; 19/20; 19/20; ; 10/11; 20/21; 
Draw; 12/5; 12/5; 23/10; 13/5; 66/25; 23/10; 12/5; ; 23/10; 23/10; 12/5; 9/4; ; 23/10; 13/5; 12/5; 5/2; 27/11; 5/2; 27/11; 23/10; 5/2; 12/5; 49/20; 5/2; ; 9/4; 23/10; 
Maidstone; 13/5; 5/2; 13/5; 16/5; 149/ 50; 27/10; 11/4; ; 37/13; 13/5; 14/5; 13/5; ; 5/2; 13/5; 13/5; 29/10; 45/17; 29/10; 5/2; 37/13; 14/5; 11/4; 11/4; 27/10; ; 13/5; 27/10; 
META; english/non-league/national-league/dover-v-maidstone; 2017-12-25 18:23:57 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Dover; 10/11; 1; 19/20; 5/6; 1; 10/11; 20/21; ; 9/10; 19/20; 10/11; 20/21; ; 1; 19/20; 10/11; 3/4; 19/20; 3/4; 1; 9/10; 10/11; 1; 19/20; 19/20; ; 10/11; 20/21; 
Draw; 12/5; 12/5; 23/10; 13/5; 66/25; 23/10; 5/2; ; 23/10; 23/10; 12/5; 9/4; ; 23/10; 13/5; 12/5; 5/2; 27/11; 5/2; 5/2; 23/10; 5/2; 5/2; 49/20; 5/2; ; 9/4; 23/10; 
Maidstone; 13/5; 5/2; 13/5; 16/5; 149/ 50; 27/10; 11/4; ; 37/13; 13/5; 14/5; 5/2; ; 13/5; 13/5; 13/5; 29/10; 45/17; 29/10; 5/2; 37/13; 14/5; 13/5; 11/4; 27/10; ; 13/5; 27/10; 
META; english/non-league/national-league/dover-v-maidstone; 2017-12-25 22:24:02 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Dover; 10/11; 1; 19/20; 5/6; 1; 10/11; 20/21; ; 9/10; 19/20; 10/11; 20/21; ; 1; 19/20; 10/11; 3/4; 19/20; 3/4; 1; 9/10; 10/11; 1; 19/20; 19/20; ; ; 20/21; 
Draw; 12/5; 12/5; 23/10; 13/5; 66/25; 23/10; 5/2; ; 23/10; 23/10; 12/5; 9/4; ; 23/10; 13/5; 12/5; 5/2; 5/2; 5/2; 5/2; 23/10; 5/2; 5/2; 49/20; 5/2; ; 23/10; 23/10; 
Maidstone; 13/5; 5/2; 13/5; 16/5; 149/ 50; 27/10; 11/4; ; 37/13; 13/5; 14/5; 5/2; ; 13/5; 13/5; 13/5; 29/10; 45/17; 29/10; 5/2; 37/13; 14/5; 13/5; 11/4; 27/10; ; ; 27/10; 
META; english/non-league/national-league/dover-v-maidstone; 2017-12-26 02:24:01 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Dover; 10/11; 1; 19/20; 5/6; 1; 20/23; 20/21; ; 9/10; 19/20; 10/11; 20/23; ; 1; 19/20; 10/11; 3/4; 19/20; 3/4; 1; 9/10; 10/11; 1; 19/20; 19/20; ; 10/11; 20/21; 
Draw; 12/5; 12/5; 23/10; 13/5; 66/25; 23/10; 5/2; ; 23/10; 23/10; 12/5; 23/10; ; 23/10; 13/5; 12/5; 5/2; 5/2; 5/2; 5/2; 23/10; 5/2; 5/2; 49/20; 5/2; ; 23/10; 23/10; 
Maidstone; 13/5; 5/2; 13/5; 16/5; 149/ 50; 29/10; 14/5; ; 37/13; 13/5; 14/5; 13/5; ; 13/5; 13/5; 13/5; 29/10; 27/10; 29/10; 5/2; 37/13; 14/5; 13/5; 11/4; 27/10; ; 11/4; 27/10; 
META; english/non-league/national-league/dover-v-maidstone; 2017-12-26 10:24:19 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Dover; 19/20; 1; 1; 21/20; 11/10; 10/11; 1; ; 19/20; 1; 1; 20/21; ; 1; 19/20; 19/20; 19/20; 1; 19/20; 24/23; 19/20; 1; 1; 1; 1; ; 1; 21/20; 
Draw; 5/2; 12/5; 23/10; 12/5; 13/5; 23/10; 12/5; ; 23/10; 23/10; 23/10; 23/10; ; 23/10; 13/5; 23/10; 5/2; 27/11; 5/2; 5/2; 23/10; 12/5; 5/2; 49/20; 27/11; ; 12/5; 23/10; 
Maidstone; 11/4; 5/2; 5/2; 13/5; 67/25; 27/10; 5/2; ; 45/17; 5/2; 13/5; 23/10; ; 5/2; 13/5; 5/2; 11/5; 5/2; 11/5; 12/5; 45/17; 13/5; 13/5; 51/20; 28/11; ; 13/5; 13/5; 
META; english/non-league/national-league/dover-v-maidstone; 2017-12-26 14:25:57 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Dover; 19/20; 1; 1; 21/20; 103/ 100; 10/11; 1; ; 1; 1; 20/21; 20/21; ; 1; 1; 19/20; 19/20; 19/20; 19/20; 30/29; 1; 1; 1; 1; 1; ; 1; 20/21; 
Draw; 5/2; 12/5; 23/10; 12/5; 133/ 50; 12/5; 5/2; ; 12/5; 23/10; 12/5; 11/5; ; 47/20; 12/5; 23/10; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 5/2; 49/20; 28/11; ; 5/2; 5/2; 
Maidstone; 11/4; 5/2; 5/2; 13/5; 71/25; 13/5; 13/5; ; 12/5; 5/2; 13/5; 5/2; ; 5/2; 13/5; 5/2; 11/5; 28/11; 11/5; 27/11; 12/5; 13/5; 13/5; 53/20; 13/5; ; 27/10; 11/4; 
META; english/non-league/national-league/dover-v-maidstone; 2017-12-26 18:23:58 GMT+2; 2017-12-26 15:00; In Play; Xlenovo
Maidstone; 4/7; 1/6; 2/13; 6/10; 9/50; 14/5; 1/6; 1/2; 2/17; 8/13; 4/6; 6/10; ; 8/13; 3/5; 8/13; 3/5; 2/11; 6/11; 3/5; ; ; 8/13; 13/20; 1/6; ; ; ; 
Draw; 12/5; 6; 6; 11/5; 63/10; 23/10; 5; 11/5; 28/13; 21/10; 11/5; 21/10; ; 21/10; 21/10; 2; 9/4; 67/13; 9/4; 21/10; ; ; 11/5; 11/5; 21/4; ; ; ; 
Dover; 13/2; 18; 18; 11/2; 15; 10/11; 14; 6; 23/4; 11/2; 11/2; 5; ; 6; 11/2; 6; 19/4; 11; 11/2; 11/2; ; ; 6; 6; 13; ; ; ; 
