META; english/non-league/national-league/torquay-v-aldershot; 2017-11-25 22:21:51 GMT+2; 2017-12-02 15:00; Nothing; Xlenovo
Aldershot; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Torquay; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/torquay-v-aldershot; 2017-11-26 02:21:42 GMT+2; 2017-12-02 15:00; Nothing; Xlenovo
Aldershot; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Torquay; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/torquay-v-aldershot; 2017-11-26 10:21:37 GMT+2; 2017-12-02 15:00; Nothing; Xlenovo
Aldershot; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Torquay; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/torquay-v-aldershot; 2017-11-26 14:21:50 GMT+2; 2017-12-02 15:00; Nothing; Xlenovo
Aldershot; 5/4; 5/4; ; ; ; ; 5/4; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; 5/4; 5/4; ; ; ; ; 
Torquay; 2; 2; ; ; ; ; 19/10; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; 21/10; 2; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; ; 23/10; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; 12/5; 12/5; ; ; ; ; 
META; english/non-league/national-league/torquay-v-aldershot; 2017-11-26 18:21:20 GMT+2; 2017-12-02 15:00; Nothing; Xlenovo
Aldershot; 5/4; 5/4; ; ; ; 6/5; 5/4; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; 5/4; 13/10; 5/4; ; ; 1/50; ; 
Torquay; 2; 2; ; ; ; 2; 2; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; 2; 21/10; 2; ; ; 1/50; ; 
Draw; 5/2; 23/10; ; ; ; 9/4; 23/10; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; 12/5; 23/10; 12/5; ; ; 1/50; ; 
META; english/non-league/national-league/torquay-v-aldershot; 2017-11-26 22:21:31 GMT+2; 2017-12-02 15:00; Nothing; Xlenovo
Aldershot; 5/4; 5/4; ; ; ; 6/5; 5/4; ; ; ; 5/4; ; ; ; ; 6/5; ; ; ; ; ; 5/4; 13/10; 5/4; ; ; 1/50; ; 
Torquay; 2; 2; ; ; ; 2; 2; ; ; ; 2; ; ; ; ; 19/10; ; ; ; ; ; 2; 21/10; 2; ; ; 1/50; ; 
Draw; 5/2; 23/10; ; ; ; 9/4; 23/10; ; ; ; 23/10; ; ; ; ; 23/10; ; ; ; ; ; 12/5; 23/10; 12/5; ; ; 1/50; ; 
META; english/non-league/national-league/torquay-v-aldershot; 2017-11-27 02:21:26 GMT+2; 2017-12-02 15:00; Nothing; Xlenovo
Aldershot; 5/4; 5/4; ; ; ; 6/5; 5/4; ; ; ; 5/4; ; ; ; ; 6/5; ; ; ; ; ; 5/4; 13/10; 5/4; ; ; 1/50; ; 
Torquay; 2; 2; ; ; ; 2; 2; ; ; ; 2; ; ; ; ; 19/10; ; ; ; ; ; 2; 21/10; 2; ; ; 1/50; ; 
Draw; 5/2; 23/10; ; ; ; 9/4; 23/10; ; ; ; 23/10; ; ; ; ; 23/10; ; ; ; ; ; 12/5; 23/10; 12/5; ; ; 21/10; ; 
META; english/non-league/national-league/torquay-v-aldershot; 2017-11-27 10:21:41 GMT+2; 2017-12-02 15:00; Nothing; Xlenovo
Aldershot; 5/4; 5/4; ; ; 61/50; 23/20; 5/4; ; ; ; 6/5; 6/5; ; ; ; 6/5; 6/5; 6/5; ; ; ; 5/4; 5/4; 5/4; 6/5; ; 10/11; ; 
Torquay; 2; 2; ; ; 19/10; 19/10; 19/10; ; ; ; 2; 19/10; ; ; ; 19/10; 19/10; 19/10; ; ; ; 2; 2; 2; 19/10; ; 6/4; ; 
Draw; 5/2; 23/10; ; ; 11/5; 12/5; 23/10; ; ; ; 12/5; 9/4; ; ; ; 23/10; 11/5; 40/17; ; ; ; 12/5; 5/2; 12/5; 12/5; ; 21/10; ; 
META; english/non-league/national-league/torquay-v-aldershot; 2017-11-27 14:21:47 GMT+2; 2017-12-02 15:00; Nothing; Xlenovo
Aldershot; 23/20; 5/4; 11/10; ; 61/50; 11/10; 6/5; ; ; ; 23/20; 23/20; ; ; ; 11/10; 6/5; 21/20; 123/100; ; ; 11/10; 11/10; 23/20; 11/10; ; 1/50; ; 
Torquay; 11/5; 2; 11/5; ; 19/10; 21/10; 21/10; ; ; ; 21/10; 2; ; ; ; 2; 19/10; 21/10; 58/25; ; ; 9/4; 23/10; 11/5; 28/13; ; 1/50; ; 
