Draw; 11/4; 14/5; ; 5/2; 74/25; 11/4; ; ; 45/17; ; 11/4; 13/5; ; 27/10; 3; 5/2; 12/5; 11/4; 12/5; 31/10; 45/17; ; 3; 57/20; 14/5; 12/5; ; 
Guiseley; 9/2; 19/5; ; 7/2; 51/10; 15/4; ; ; 4; ; 4; 15/4; ; 4; 4; 7/2; 17/4; 77/19; 17/4; 19/5; 4; ; 21/5; 4; 41/10; 7/2; ; 
META; english/non-league/national-league/afc-fylde-v-guiseley; 2018-01-11 02:22:20 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
AFC Fylde; 8/13; 4/6; ; 13/20; 13/20; 4/7; ; ; 8/13; ; 8/13; 6/10; ; 8/13; 8/13; 7/10; 11/17; 8/13; 11/17; 8/13; 8/13; ; 8/13; 8/13; 11/17; 4/9; 8/15; 
Draw; 11/4; 14/5; ; 3; 63/20; 11/4; ; ; 45/17; ; 14/5; 13/5; ; 27/10; 3; 5/2; 12/5; 14/5; 12/5; 31/10; 45/17; ; 3; 59/20; 37/13; 21/10; 5/2; 
Guiseley; 9/2; 19/5; ; 4; 23/5; 4; ; ; 4; ; 4; 15/4; ; 4; 4; 7/2; 17/4; 75/19; 17/4; 19/5; 4; ; 21/5; 4; 4; 7/2; 3; 
META; english/non-league/national-league/afc-fylde-v-guiseley; 2018-01-11 10:22:27 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
AFC Fylde; 8/13; 4/6; ; 13/20; 33/50; 4/7; ; ; 8/13; ; 3/5; 6/10; ; 8/13; 8/13; 7/10; 8/13; 11/18; 8/13; 8/13; 8/13; ; 8/13; 8/13; 11/18; 4/7; 4/7; 
Draw; 11/4; 14/5; ; 3; 31/10; 11/4; ; ; 45/17; ; 29/10; 13/5; ; 27/10; 3; 5/2; 5/2; 56/19; 5/2; 31/10; 45/17; ; 3; 59/20; 56/19; 14/5; 11/4; 
Guiseley; 9/2; 19/5; ; 4; 23/5; 4; ; ; 4; ; 4; 15/4; ; 4; 4; 7/2; 17/4; 54/13; 17/4; 19/5; 4; ; 21/5; 4; 21/5; 4; 7/2; 
META; english/non-league/national-league/afc-fylde-v-guiseley; 2018-01-11 14:22:46 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
AFC Fylde; 8/13; 4/6; 4/7; 13/20; 31/50; 4/7; ; ; 8/13; 4/7; 3/5; 6/10; ; 8/13; 8/13; 7/10; 3/5; 4/7; 3/5; 4/7; 8/13; ; 4/7; 3/5; 10/17; ; 8/15; 8/15; 
Draw; 11/4; 14/5; 29/10; 3; 33/10; 11/4; ; ; 45/17; 29/10; 14/5; 13/5; ; 14/5; 3; 5/2; 13/5; 56/19; 13/5; 41/13; 45/17; ; 31/10; 59/20; 3; ; 2/9; 13/5; 
Guiseley; 9/2; 19/5; 21/5; 4; 47/10; 4; ; ; 4; 21/5; 21/5; 4; ; 19/5; 4; 7/2; 17/4; 43/10; 17/4; 21/5; 4; ; 22/5; 17/4; 74/17; ; 7/2; 3; 
META; english/non-league/national-league/afc-fylde-v-guiseley; 2018-01-11 18:23:38 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
AFC Fylde; 11/20; 4/6; 4/7; 13/20; 31/50; 4/7; ; ; 8/13; 4/7; 4/7; 4/7; ; 4/7; 8/13; 7/10; 3/5; 4/7; 3/5; 6/11; 8/13; ; 4/7; 3/5; 4/7; ; 4/7; 8/15; 
Draw; 14/5; 14/5; 29/10; 3; 33/10; 11/4; ; ; 45/17; 29/10; 29/10; 14/5; ; 14/5; 3; 5/2; 13/5; 3; 13/5; 31/10; 45/17; ; 31/10; 59/20; 3; ; 14/5; 13/5; 
Guiseley; 5; 19/5; 21/5; 4; 47/10; 4; ; ; 4; 21/5; 21/5; 15/4; ; 17/4; 4; 7/2; 17/4; 22/5; 17/4; 9/2; 4; ; 22/5; 17/4; 22/5; ; 7/2; 3; 
META; english/non-league/national-league/afc-fylde-v-guiseley; 2018-01-11 22:22:19 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
AFC Fylde; 11/20; 4/6; 4/7; 8/13; 31/50; 11/20; ; ; 8/13; 4/7; 4/7; 4/7; ; 4/7; 8/13; 7/10; 3/5; 4/7; 3/5; 6/11; 8/13; ; 4/7; 3/5; 4/7; ; 4/7; 8/15; 
Draw; 14/5; 14/5; 29/10; 16/5; 33/10; 29/10; ; ; 45/17; 29/10; 29/10; 11/4; ; 14/5; 3; 5/2; 13/5; 3; 13/5; 31/10; 45/17; ; 31/10; 3; 3; ; 14/5; 27/10; 
Guiseley; 5; 19/5; 21/5; 4; 47/10; 4; ; ; 4; 21/5; 21/5; 4; ; 17/4; 4; 7/2; 17/4; 22/5; 17/4; 9/2; 4; ; 9/2; 17/4; 49/11; ; 7/2; 3; 
META; english/non-league/national-league/afc-fylde-v-guiseley; 2018-01-12 02:22:16 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
AFC Fylde; 11/20; 4/6; 4/7; 8/13; 31/50; 11/20; ; ; 8/13; 4/7; 4/7; 4/7; ; 4/7; 8/13; 7/10; 3/5; 4/7; 3/5; 6/11; 8/13; ; 4/7; 3/5; 4/7; ; 4/7; 4/7; 
Draw; 14/5; 14/5; 29/10; 16/5; 33/10; 29/10; ; ; 45/17; 29/10; 29/10; 11/4; ; 14/5; 3; 5/2; 13/5; 3; 13/5; 31/10; 45/17; ; 31/10; 3; 3; ; 14/5; 27/10; 
Guiseley; 5; 19/5; 21/5; 4; 47/10; 4; ; ; 4; 21/5; 21/5; 4; ; 17/4; 4; 7/2; 17/4; 22/5; 17/4; 9/2; 4; ; 9/2; 17/4; 49/11; ; 7/2; 10/3; 
META; english/non-league/national-league/afc-fylde-v-guiseley; 2018-01-12 10:22:18 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
AFC Fylde; 4/7; 4/6; 3/5; 8/13; 13/20; 11/20; ; ; 8/13; 6/10; 4/7; 4/7; ; 4/7; 8/13; 7/10; 3/5; 4/7; 3/5; 6/11; 8/13; ; 4/7; 3/5; 10/17; ; 4/7; 4/7; 
Draw; 14/5; 14/5; 14/5; 16/5; 16/5; 29/10; ; ; 45/17; 14/5; 29/10; 11/4; ; 14/5; 3; 5/2; 13/5; 3; 13/5; 31/10; 45/17; ; 31/10; 3; 58/19; ; 14/5; 27/10; 
Guiseley; 5; 19/5; 4; 4; 9/2; 4; ; ; 4; 4; 21/5; 4; ; 17/4; 4; 7/2; 17/4; 43/10; 17/4; 9/2; 4; ; 9/2; 17/4; 43/10; ; 7/2; 10/3; 
META; english/non-league/national-league/afc-fylde-v-guiseley; 2018-01-12 14:22:40 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
AFC Fylde; 4/7; 4/6; 3/5; 8/13; 13/20; 11/20; ; ; 8/13; 6/10; 4/7; 4/7; ; 4/7; 8/13; 7/10; 3/5; 4/7; 3/5; 6/11; 8/13; ; 4/7; 3/5; 10/17; ; 4/7; 4/7; 
Draw; 14/5; 14/5; 14/5; 16/5; 16/5; 29/10; ; ; 45/17; 14/5; 29/10; 11/4; ; 14/5; 3; 5/2; 13/5; 3; 13/5; 31/10; 45/17; ; 31/10; 3; 3; ; 14/5; 27/10; 
Guiseley; 5; 19/5; 4; 4; 9/2; 4; ; ; 4; 4; 21/5; 4; ; 4; 4; 7/2; 17/4; 17/4; 17/4; 9/2; 4; ; 9/2; 17/4; 43/10; ; 7/2; 3; 
META; english/non-league/national-league/afc-fylde-v-guiseley; 2018-01-12 18:22:35 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
AFC Fylde; 4/7; 8/13; 3/5; 8/13; 13/20; 11/20; ; ; 8/13; 6/10; 4/7; 4/7; ; 4/7; 8/13; 7/10; 3/5; 4/7; 3/5; 6/11; 8/13; ; 4/7; 3/5; 10/17; ; 4/7; 8/15; 
Draw; 14/5; 29/10; 14/5; 16/5; 16/5; 29/10; ; ; 45/17; 14/5; 29/10; 11/4; ; 14/5; 3; 5/2; 13/5; 3; 13/5; 29/10; 45/17; ; 3; 3; 58/19; ; 5/2; 27/10; 
Guiseley; 5; 17/4; 4; 4; 9/2; 4; ; ; 4; 4; 21/5; 4; ; 4; 4; 7/2; 17/4; 43/10; 17/4; 5; 4; ; 19/4; 17/4; 43/10; ; 7/2; 3; 
META; english/non-league/national-league/afc-fylde-v-guiseley; 2018-01-12 22:22:35 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
AFC Fylde; 4/7; 8/13; 3/5; 8/13; 13/20; 11/20; ; ; 8/13; 6/10; 4/7; 4/7; ; 4/7; 8/13; 7/10; 3/5; 4/7; 3/5; 4/7; 8/13; ; 4/7; 3/5; 10/17; ; 4/7; 4/7; 
Draw; 14/5; 29/10; 14/5; 16/5; 16/5; 29/10; ; ; 45/17; 14/5; 29/10; 11/4; ; 14/5; 3; 5/2; 13/5; 3; 13/5; 41/13; 45/17; ; 31/10; 3; 3; ; 14/5; 27/10; 
Guiseley; 5; 17/4; 4; 4; 9/2; 4; ; ; 4; 4; 21/5; 4; ; 4; 4; 7/2; 17/4; 17/4; 17/4; 21/5; 4; ; 9/2; 17/4; 43/10; ; 7/2; 7/2; 
META; english/non-league/national-league/afc-fylde-v-guiseley; 2018-01-13 02:22:18 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
AFC Fylde; 4/7; 8/13; 3/5; 8/13; 13/20; 8/15; ; ; 6/11; 6/10; 4/7; 6/10; ; 4/7; 8/13; 7/10; 8/13; 4/7; 8/13; 4/7; 6/11; ; 4/7; 3/5; 10/17; ; 4/7; 4/7; 
Draw; 14/5; 3; 29/10; 16/5; 13/4; 29/10; ; ; 27/10; 29/10; 29/10; 13/5; ; 14/5; 3; 5/2; 13/5; 58/19; 13/5; 41/13; 27/10; ; 31/10; 3; 58/19; ; 14/5; 11/4; 
Guiseley; 5; 4; 4; 4; 22/5; 4; ; ; 23/5; 4; 21/5; 4; ; 4; 4; 7/2; 17/4; 21/5; 17/4; 21/5; 23/5; ; 9/2; 17/4; 17/4; ; 7/2; 7/2; 
META; english/non-league/national-league/afc-fylde-v-guiseley; 2018-01-13 10:22:33 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
AFC Fylde; 4/7; 3/5; 3/5; 8/13; 16/25; 8/15; 4/7; ; 4/7; 6/10; 4/7; 4/7; ; 4/7; 8/13; 7/10; 8/13; 4/7; 8/13; 4/7; 4/7; ; 4/7; 3/5; 4/7; ; 4/7; 4/7; 
Draw; 14/5; 3; 29/10; 16/5; 16/5; 29/10; 3; ; 37/13; 29/10; 29/10; 11/4; ; 14/5; 3; 5/2; 13/5; 58/19; 13/5; 41/13; 37/13; ; 31/10; 3; 31/10; ; 14/5; 14/5; 
Guiseley; 5; 17/4; 4; 4; 23/5; 4; 17/4; ; 21/5; 4; 21/5; 15/4; ; 4; 4; 7/2; 17/4; 17/4; 17/4; 21/5; 21/5; ; 9/2; 17/4; 43/10; ; 21/5; 21/5; 
META; english/non-league/national-league/afc-fylde-v-guiseley; 2018-01-13 14:23:51 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
AFC Fylde; 4/7; 8/13; 3/5; 8/13; 13/20; 8/15; 4/7; ; 4/7; 6/10; 4/7; 4/7; ; 4/7; 3/5; 7/10; 8/13; 4/7; 8/13; 7/12; 4/7; ; 11/20; 4/7; 10/17; ; 4/7; 8/15; 
Draw; 14/5; 3; 29/10; 16/5; 13/4; 29/10; 3; ; 37/13; 29/10; 3; 11/4; ; 14/5; 3; 5/2; 13/5; 58/19; 13/5; 16/5; 37/13; ; 16/5; 3; 58/19; ; 3; 3; 
Guiseley; 5; 4; 4; 4; 22/5; 4; 17/4; ; 21/5; 4; 21/5; 15/4; ; 4; 4; 7/2; 17/4; 21/5; 17/4; 4; 21/5; ; 19/4; 9/2; 17/4; ; 21/5; 23/5; 
META; english/non-league/national-league/afc-fylde-v-guiseley; 2018-01-13 18:22:39 GMT+2; 2018-01-13 15:00; In Play; Xlenovo
AFC Fylde; 6/5; 11/10; 15/13; 11/8; 19/20; ; 5/6; 1; 11/10; 23/20; 1; 11/10; ; ; 11/10; ; 11/10; 19/20; 15/13; ; ; ; ; ; 9/10; ; ; ; 
Draw; 13/10; 11/8; 5/4; 23/20; 193/100; ; 9/5; 13/10; 25/19; 5/4; 13/8; 13/10; ; ; 13/10; ; 15/13; 16/11; 11/10; ; ; ; ; ; 17/10; ; ; ; 
Guiseley; 9/2; 4; 9/2; 4; 21/5; ; 4; 4; 23/5; 24/5; 9/2; 4; ; ; 17/4; ; 5; 24/5; 5; ; ; ; ; ; 22/5; ; ; ; 
