META; english/non-league/national-league/halifax-v-torquay; 2017-10-15 02:25:02 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Halifax; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Torquay; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/halifax-v-torquay; 2017-10-15 10:24:44 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Halifax; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Torquay; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/halifax-v-torquay; 2017-10-15 14:24:55 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Halifax; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Torquay; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/halifax-v-torquay; 2017-10-15 18:24:05 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Halifax; 8/11; 5/6; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/5; ; ; ; ; ; 
Draw; 11/4; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; 
Torquay; 7/2; 3; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/5; ; ; ; ; ; 
META; english/non-league/national-league/halifax-v-torquay; 2017-10-15 22:24:46 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Halifax; 8/11; 5/6; ; ; 8/11; ; 3/4; ; ; ; 8/11; ; ; ; ; 8/11; ; ; ; ; ; ; 3/4; ; ; ; ; ; 
Draw; 11/4; 5/2; ; ; 13/5; ; 13/5; ; ; ; 5/2; ; ; ; ; 13/5; ; ; ; ; ; ; 11/4; ; ; ; ; ; 
Torquay; 7/2; 3; ; ; 7/2; ; 10/3; ; ; ; 16/5; ; ; ; ; 16/5; ; ; ; ; ; ; 7/2; ; ; ; ; ; 
META; english/non-league/national-league/halifax-v-torquay; 2017-10-16 02:24:30 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Halifax; 8/11; 5/6; ; ; 8/11; ; 3/4; 4/6; ; ; 8/11; ; ; ; ; 8/11; ; ; ; ; ; ; 3/4; ; ; ; ; ; 
Draw; 11/4; 5/2; ; ; 13/5; ; 13/5; 13/5; ; ; 5/2; ; ; ; ; 13/5; ; ; ; ; ; ; 11/4; ; ; ; ; ; 
Torquay; 7/2; 3; ; ; 7/2; ; 10/3; 10/3; ; ; 16/5; ; ; ; ; 16/5; ; ; ; ; ; ; 7/2; ; ; ; ; ; 
META; english/non-league/national-league/halifax-v-torquay; 2017-10-16 10:24:25 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Halifax; 8/11; 5/6; ; ; 8/11; 7/10; 3/4; 4/6; 13/18; ; 7/10; ; ; ; ; 8/11; 4/6; 9/13; ; ; 13/18; ; 3/4; ; 9/13; ; ; ; 
Draw; 11/4; 5/2; ; ; 11/4; 13/5; 13/5; 13/5; 45/17; ; 13/5; ; ; ; ; 13/5; 13/5; 45/17; ; ; 45/17; ; 11/4; ; 45/17; ; ; ; 
Torquay; 7/2; 3; ; ; 10/3; 16/5; 10/3; 10/3; 33/10; ; 3; ; ; ; ; 16/5; 13/4; 57/17; ; ; 33/10; ; 7/2; ; 57/17; ; ; ; 
META; english/non-league/national-league/halifax-v-torquay; 2017-10-16 14:25:09 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Halifax; 8/11; 8/11; ; ; 8/11; 7/10; 8/11; 4/6; 13/18; ; 7/10; ; ; ; ; 7/10; 4/6; 9/13; ; ; 13/18; ; 8/11; 7/10; 9/13; ; ; ; 
Draw; 11/4; 13/5; ; ; 11/4; 13/5; 11/4; 13/5; 45/17; ; 13/5; ; ; ; ; 13/5; 13/5; 45/17; ; ; 45/17; ; 11/4; 14/5; 45/17; ; ; ; 
