META; english/non-league/national-league/barrow-v-dover; 2018-03-18 02:21:27 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Barrow; 8/5
Dover; 8/5
Draw; 9/4
META; english/non-league/national-league/barrow-v-dover; 2018-03-18 10:21:54 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Barrow; 8/5
Dover; 8/5
Draw; 9/4
META; english/non-league/national-league/barrow-v-dover; 2018-03-18 14:22:34 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Barrow; 8/5
Dover; 8/5
Draw; 9/4
META; english/non-league/national-league/barrow-v-dover; 2018-03-18 18:22:43 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Barrow; 7/5; 8/5; 79/50; 6/4; 7/5; 31/20; 29/20; 7/4
Dover; 13/8; 8/5; 44/25; 13/8; 9/5; 9/5; 17/10; 7/4
Draw; 12/5; 9/4; 131/0; 23/10; 9/4; 9/4; 49/20; 7/4
META; english/non-league/national-league/barrow-v-dover; 2018-03-19 02:34:12 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Barrow; 7/5; 8/5; 79/50; 6/4; 7/5; 7/5; 6/4; 29/20; 9/5
Dover; 13/8; 8/5; 44/25; 13/8; 9/5; 8/5; 7/4; 17/10; 13/8
Draw; 12/5; 9/4; 131/0; 23/10; 9/4; 9/4; 12/5; 49/20; 9/5
META; english/non-league/national-league/barrow-v-dover; 2018-03-19 10:34:19 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Barrow; 7/5; 8/5; 79/50; 6/4; 29/20; 7/5; 7/5; 7/5; 6/4; 29/20; 7/5; 12/5
Dover; 13/8; 8/5; 44/25; 13/8; 7/4; 8/5; 8/5; 28/17; 7/4; 17/10; 8/5; 20/21
Draw; 12/5; 9/4; 131/0; 23/10; 9/4; 9/4; 12/5; 12/5; 12/5; 49/20; 12/5; 12/5
META; english/non-league/national-league/barrow-v-dover; 2018-03-19 14:34:28 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Barrow; 7/5; 8/5; 79/50; 6/4; 10/7; 6/4; 29/20; 6/4; 7/5; 7/5; 7/5; 10/7; 31/20; 29/20; 7/5; 12/5
Dover; 13/8; 8/5; 44/25; 13/8; 28/17; 17/10; 31/20; 17/10; 8/5; 8/5; 28/17; 28/17; 17/10; 17/10; 8/5; 20/21
Draw; 12/5; 9/4; 131/0; 23/10; 40/17; 9/4; 11/5; 43/20; 9/4; 12/5; 12/5; 40/17; 12/5; 49/20; 12/5; 12/5
META; english/non-league/national-league/barrow-v-dover; 2018-03-19 18:34:30 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Barrow; 7/5; 6/4; 79/50; 7/5; 10/7; 7/5; 11/8; 29/20; 7/5; 7/5; 7/5; 10/7; 6/4; 29/20; 7/5; 1/50; 12/5
Dover; 13/8; 13/8; 44/25; 13/8; 28/17; 9/5; 17/10; 17/10; 17/10; 8/5; 28/17; 28/17; 9/5; 17/10; 8/5; 1/50; 20/21
Draw; 12/5; 23/10; 131/0; 23/10; 40/17; 9/4; 21/10; 43/20; 9/4; 12/5; 12/5; 40/17; 23/10; 49/20; 12/5; 1/50; 12/5
META; english/non-league/national-league/barrow-v-dover; 2018-03-19 22:34:30 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Barrow; 7/5; 6/4; 79/50; 7/5; 10/7; 7/5; 11/8; 29/20; 7/5; 7/5; 7/5; 10/7; 29/20; 29/20; 7/5; 21/20; 12/5
Dover; 13/8; 13/8; 44/25; 13/8; 28/17; 9/5; 17/10; 17/10; 17/10; 8/5; 28/17; 28/17; 9/5; 17/10; 8/5; 6/5; 20/21
Draw; 12/5; 23/10; 131/0; 23/10; 40/17; 9/4; 21/10; 43/20; 9/4; 12/5; 12/5; 40/17; 12/5; 49/20; 12/5; 9/5; 12/5
META; english/non-league/national-league/barrow-v-dover; 2018-03-20 02:34:35 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Barrow; 7/5; 6/4; 79/50; 11/8; 7/5; 10/7; 7/5; 11/8; 29/20; 7/5; 7/5; 7/5; 10/7; 6/4; 29/20; 7/5; 1/50; 12/5
Dover; 13/8; 13/8; 44/25; 17/10; 13/8; 28/17; 9/5; 17/10; 17/10; 17/10; 8/5; 28/17; 28/17; 9/5; 17/10; 8/5; 1/50; 20/21
Draw; 12/5; 23/10; 131/0; 11/5; 23/10; 40/17; 9/4; 21/10; 43/20; 9/4; 12/5; 12/5; 40/17; 23/10; 49/20; 12/5; 1/50; 12/5
META; english/non-league/national-league/barrow-v-dover; 2018-03-20 10:34:43 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Barrow; 7/5; 6/4; 79/50; 7/5; 10/7; 7/5; 11/8; 29/20; 7/5; 7/5; 7/5; 10/7; 6/4; 29/20; 7/5; 11/10; 6/4
Dover; 13/8; 13/8; 44/25; 13/8; 28/17; 9/5; 17/10; 17/10; 17/10; 8/5; 28/17; 28/17; 9/5; 17/10; 8/5; 5/4; 17/10
Draw; 12/5; 23/10; 131/0; 23/10; 40/17; 9/4; 21/10; 43/20; 9/4; 12/5; 12/5; 40/17; 23/10; 49/20; 12/5; 9/5; 5/2
META; english/non-league/national-league/barrow-v-dover; 2018-03-20 14:34:35 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Dover; 29/20; 13/8; 6/4; 159/00; 6/4; 28/17; 6/4; 8/5; 29/20; 6/4; 6/4; 6/4; 8/5; 28/17; 7/5; 28/17; 31/20; 31/20; 8/5; 5/4; 6/4; 
Barrow; 31/20; 6/4; 7/4; 7/4; 6/4; 8/5; 10/7; 7/4; 13/8; 8/5; 7/4; 17/10; 8/5; 7/5; 7/5; 29/18; 10/7; 7/4; 33/20; 7/5; 11/10; 17/10
Draw; 12/5; 23/10; 21/10; 131/0; 11/5; 40/17; 21/10; 9/4; 11/5; 21/10; 23/10; 11/5; 12/5; 12/5; 23/10; 40/17; 23/10; 23/10; 12/5; 1/4; 5/2; 
META; english/non-league/national-league/barrow-v-dover; 2018-03-20 18:34:41 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Dover; 29/20; 13/8; 8/5; 17/10; 6/4; 8/5; 28/17; 8/5; 8/5; 13/8; 8/5; 6/4; 6/4; 17/11; 6/4; 19/13; 28/17; 13/8; 13/8; 17/11; 1/16; 6/4; 13/8
Barrow; 31/20; 13/8; 13/8; 173/00; 6/4; 8/5; 10/7; 13/8; 13/8; 13/8; 13/8; 17/10; 6/4; 17/11; 17/11; 17/11; 10/7; 17/10; 33/20; 8/5; 1/20; 6/4; 13/8
Draw; 12/5; 23/10; 21/10; 123/0; 11/5; 9/4; 40/17; 21/10; 9/4; 15/8; 21/10; 23/10; 21/10; 23/10; 12/5; 23/10; 40/17; 9/4; 9/4; 23/10; 1/8; 2; 12/5
META; english/non-league/national-league/barrow-v-dover; 2018-03-20 22:34:38 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Dover; 29/20; 13/8; 8/5; 1/100; 17/10; 6/4; 8/5; 28/17; 8/5; 8/5; 13/8; 8/5; 6/4; 6/4; 17/11; 6/4; 19/13; 28/17; 13/8; 13/8; 17/11; 23/20; 6/4; 13/8
Barrow; 31/20; 13/8; 13/8; 1/100; 173/00; 6/4; 8/5; 10/7; 13/8; 8/5; 13/8; 13/8; 17/10; 6/4; 17/11; 17/11; 17/11; 10/7; 17/10; 33/20; 8/5; 6/5; 6/4; 13/8
Draw; 12/5; 23/10; 21/10; 1/100; 123/0; 11/5; 9/4; 40/17; 21/10; 9/4; 15/8; 21/10; 23/10; 21/10; 23/10; 12/5; 23/10; 40/17; 9/4; 9/4; 23/10; 17/10; 2; 12/5
META; english/non-league/national-league/barrow-v-dover; 2018-03-21 02:34:31 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Barrow; 31/20; 13/8; 13/8; 1/100; 87/50; 6/4; 8/5; 10/7; 13/8; 13/8; 31/20; 13/8; 6/4; 6/4; 17/11; 17/11; 17/11; 10/7; 17/10; 33/20; 8/5; 1/20; 6/4; 17/10
Dover; 29/20; 13/8; 13/8; 1/100; 87/50; 6/4; 8/5; 28/17; 13/8; 8/5; 6/4; 8/5; 6/4; 6/4; 17/11; 6/4; 19/13; 28/17; 13/8; 13/8; 8/5; 1/16; 6/4; 17/10
Draw; 12/5; 23/10; 21/10; 1/100; 119/0; 11/5; 11/5; 40/17; 21/10; 9/4; 21/10; 21/10; 21/10; 21/10; 9/4; 12/5; 23/10; 40/17; 9/4; 9/4; 9/4; 1/8; 2; 23/10
META; english/non-league/national-league/barrow-v-dover; 2018-03-21 10:34:35 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Dover; 8/5; 13/8; 13/8; 1/100; 87/50; 6/4; 8/5; 28/17; 13/8; 8/5; 6/4; 8/5; 6/4; 6/4; 17/11; 6/4; 19/13; 28/17; 13/8; 13/8; 8/5; 1/16; 17/10
Barrow; 13/8; 13/8; 13/8; 1/100; 7/4; 6/4; 8/5; 10/7; 13/8; 13/8; 8/5; 13/8; 6/4; 6/4; 8/5; 17/11; 17/11; 10/7; 17/10; 33/20; 8/5; 1/100; 17/10
Draw; 23/10; 23/10; 21/10; 1/100; 59/25; 11/5; 11/5; 40/17; 21/10; 11/5; 21/10; 21/10; 21/10; 21/10; 11/5; 12/5; 23/10; 40/17; 9/4; 9/4; 11/5; 1/14; 23/10
META; english/non-league/national-league/barrow-v-dover; 2018-03-21 14:34:37 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Dover; 8/5; 13/8; 13/8; 1/100; 87/50; 6/4; 8/5; 28/17; 13/8; 8/5; 6/4; 8/5; 6/4; 6/4; 17/11; 6/4; 19/13; 28/17; 13/8; 13/8; 8/5; 6/5; 6/4; 17/10
Barrow; 13/8; 13/8; 13/8; 1/100; 7/4; 6/4; 8/5; 10/7; 13/8; 13/8; 8/5; 13/8; 6/4; 6/4; 8/5; 17/11; 17/11; 10/7; 17/10; 33/20; 8/5; 6/5; 6/4; 17/10
Draw; 23/10; 23/10; 21/10; 1/100; 59/25; 11/5; 11/5; 40/17; 21/10; 9/4; 21/10; 21/10; 21/10; 21/10; 11/5; 12/5; 23/10; 40/17; 9/4; 9/4; 11/5; 19/10; 2; 23/10
META; english/non-league/national-league/barrow-v-dover; 2018-03-21 18:34:39 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Dover; 8/5; 13/8; 13/8; 1/100; 87/50; 6/4; 8/5; 28/17; 13/8; 8/5; 6/4; 8/5; 6/4; 6/4; 8/5; 6/4; 19/13; 28/17; 13/8; 13/8; 8/5; 11/8; 6/4; 17/10
Barrow; 13/8; 13/8; 13/8; 1/100; 7/4; 6/4; 8/5; 10/7; 13/8; 13/8; 8/5; 13/8; 6/4; 6/4; 17/11; 17/11; 17/11; 10/7; 17/10; 33/20; 28/17; 11/8; 6/4; 17/10
Draw; 23/10; 23/10; 21/10; 1/100; 59/25; 11/5; 11/5; 40/17; 21/10; 11/5; 21/10; 21/10; 21/10; 21/10; 9/4; 12/5; 23/10; 40/17; 9/4; 9/4; 9/4; 2; 23/10; 
META; english/non-league/national-league/barrow-v-dover; 2018-03-21 22:34:37 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Dover; 8/5; 13/8; 13/8; 8/5; 87/50; 6/4; 8/5; 28/17; 13/8; 8/5; 6/4; 8/5; 6/4; 6/4; 8/5; 6/4; 19/13; 28/17; 13/8; 13/8; 8/5; 11/8; 6/4; 17/10
Barrow; 13/8; 13/8; 13/8; 8/5; 7/4; 6/4; 13/8; 10/7; 13/8; 8/5; 8/5; 13/8; 6/4; 6/4; 17/11; 17/11; 17/11; 10/7; 17/10; 33/20; 28/17; 11/8; 6/4; 17/10
Draw; 23/10; 23/10; 21/10; 21/10; 59/25; 11/5; 11/5; 40/17; 21/10; 11/5; 21/10; 21/10; 21/10; 21/10; 9/4; 12/5; 23/10; 40/17; 9/4; 9/4; 9/4; 2; 23/10; 
META; english/non-league/national-league/barrow-v-dover; 2018-03-22 02:34:17 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Dover; 8/5; 13/8; 13/8; 8/5; 87/50; 6/4; 8/5; 28/17; 13/8; 8/5; 6/4; 8/5; 6/4; 6/4; 8/5; 6/4; 19/13; 28/17; 13/8; 13/8; 8/5; 7/5; 6/4; 17/10
Barrow; 13/8; 13/8; 13/8; 8/5; 7/4; 6/4; 13/8; 10/7; 13/8; 13/8; 8/5; 13/8; 6/4; 8/5; 17/11; 17/11; 17/11; 10/7; 17/10; 33/20; 28/17; 11/8; 6/4; 17/10
Draw; 23/10; 23/10; 21/10; 21/10; 59/25; 11/5; 11/5; 40/17; 21/10; 11/5; 21/10; 21/10; 21/10; 21/10; 9/4; 12/5; 23/10; 40/17; 9/4; 9/4; 9/4; 21/10; 2; 23/10
META; english/non-league/national-league/barrow-v-dover; 2018-03-22 10:34:27 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Barrow; 13/8; 13/8; 13/8; 8/5; 43/25; 6/4; 8/5; 10/7; 13/8; 8/5; 31/20; 13/8; 6/4; 6/4; 8/5; 17/11; 17/11; 10/7; 17/10; 33/20; 8/5; 11/8; 11/8; 17/10
Dover; 8/5; 13/8; 13/8; 8/5; 44/25; 6/4; 13/8; 28/17; 13/8; 8/5; 6/4; 8/5; 6/4; 6/4; 8/5; 6/4; 19/13; 28/17; 13/8; 13/8; 8/5; 11/8; 11/8; 17/10
Draw; 23/10; 23/10; 21/10; 21/10; 119/0; 11/5; 11/5; 40/17; 21/10; 11/5; 21/10; 21/10; 21/10; 21/10; 23/10; 12/5; 23/10; 40/17; 9/4; 9/4; 23/10; 2; 9/5; 23/10
META; english/non-league/national-league/barrow-v-dover; 2018-03-22 14:34:32 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Barrow; 13/8; 13/8; 8/5; 43/25; 6/4; 8/5; 10/7; 13/8; 13/8; 31/20; 13/8; 6/4; 6/4; 8/5; 17/11; 17/11; 10/7; 17/10; 33/20; 8/5; 11/8; 6/4; 17/10; 
Dover; 8/5; 13/8; 8/5; 8/5; 44/25; 6/4; 13/8; 28/17; 8/5; 8/5; 6/4; 8/5; 6/4; 6/4; 8/5; 6/4; 19/13; 28/17; 13/8; 13/8; 8/5; 11/8; 6/4; 17/10
