META; english/non-league/national-league/woking-v-tranmere; 2018-01-06 22:21:45 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Tranmere; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Woking; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/woking-v-tranmere; 2018-01-07 02:21:33 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Tranmere; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Woking; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/woking-v-tranmere; 2018-01-07 10:21:33 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Tranmere; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Woking; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/woking-v-tranmere; 2018-01-07 14:26:10 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Tranmere; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Woking; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/woking-v-tranmere; 2018-01-07 18:23:04 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Tranmere; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Woking; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/woking-v-tranmere; 2018-01-07 22:23:40 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Tranmere; 10/11; 5/6; ; ; ; ; ; ; ; ; 17/20; ; ; ; ; 5/6; ; ; ; ; ; ; 20/23; 10/11; ; ; ; ; 
Draw; 12/5; 5/2; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; 12/5; ; ; ; ; ; ; 5/2; 12/5; ; ; ; ; 
Woking; 3; 3; ; ; ; ; ; ; ; ; 3; ; ; ; ; 14/5; ; ; ; ; ; ; 16/5; 59/20; ; ; ; ; 
META; english/non-league/national-league/woking-v-tranmere; 2018-01-08 02:23:38 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Tranmere; 10/11; 5/6; ; ; ; ; ; ; ; ; 17/20; ; ; ; ; 5/6; ; ; ; ; ; ; 20/23; 10/11; ; ; ; ; 
Draw; 12/5; 5/2; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; 12/5; ; ; ; ; ; ; 5/2; 12/5; ; ; ; ; 
Woking; 3; 3; ; ; ; ; ; ; ; ; 3; ; ; ; ; 14/5; ; ; ; ; ; ; 16/5; 59/20; ; ; ; ; 
META; english/non-league/national-league/woking-v-tranmere; 2018-01-08 10:22:29 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Tranmere; 10/11; 5/6; ; ; ; ; ; ; ; ; 17/20; ; ; ; ; 5/6; 13/15; ; 13/15; ; ; ; 20/23; 10/11; ; ; ; ; 
Draw; 12/5; 5/2; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; 12/5; 23/10; ; 23/10; ; ; ; 5/2; 12/5; ; ; ; ; 
Woking; 3; 3; ; ; ; ; ; ; ; ; 3; ; ; ; ; 14/5; 29/10; ; 29/10; ; ; ; 16/5; 59/20; ; ; ; ; 
META; english/non-league/national-league/woking-v-tranmere; 2018-01-08 14:24:24 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Tranmere; 10/11; 17/20; ; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; 13/15; ; 13/15; ; ; ; 20/23; 10/11; ; ; ; ; 
Draw; 12/5; 13/5; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; 23/10; ; 23/10; ; ; ; 5/2; 12/5; ; ; ; ; 
Woking; 3; 3; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; 29/10; ; 29/10; ; ; ; 16/5; 59/20; ; ; ; ; 
META; english/non-league/national-league/woking-v-tranmere; 2018-01-08 18:24:46 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Tranmere; 10/11; 17/20; ; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; 13/15; ; 13/15; ; ; ; 20/23; 10/11; ; ; ; ; 
Draw; 12/5; 13/5; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; 23/10; ; 23/10; ; ; ; 5/2; 12/5; ; ; ; ; 
Woking; 3; 3; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; 29/10; ; 29/10; ; ; ; 16/5; 59/20; ; ; ; ; 
META; english/non-league/national-league/woking-v-tranmere; 2018-01-08 22:23:36 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Tranmere; 10/11; 17/20; ; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; 13/15; ; 13/15; ; ; ; 20/23; 10/11; ; ; ; ; 
Draw; 12/5; 13/5; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; 23/10; ; 23/10; ; ; ; 5/2; 12/5; ; ; ; ; 
Woking; 3; 3; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; 29/10; ; 29/10; ; ; ; 16/5; 59/20; ; ; ; ; 
META; english/non-league/national-league/woking-v-tranmere; 2018-01-09 02:22:43 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Tranmere; 10/11; 17/20; ; ; ; ; ; ; ; ; 17/20; 5/6; ; ; ; ; 13/15; ; 13/15; ; ; ; 20/23; 10/11; ; ; ; ; 
Draw; 12/5; 13/5; ; ; ; ; ; ; ; ; 12/5; 12/5; ; ; ; ; 23/10; ; 23/10; ; ; ; 5/2; 12/5; ; ; ; ; 
Woking; 3; 3; ; ; ; ; ; ; ; ; 3; 11/4; ; ; ; ; 29/10; ; 29/10; ; ; ; 16/5; 59/20; ; ; ; ; 
META; english/non-league/national-league/woking-v-tranmere; 2018-01-09 10:23:04 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Tranmere; 10/11; 17/20; ; ; ; ; ; ; ; ; 17/20; 5/6; ; ; ; ; 13/15; 13/15; 13/15; ; ; ; 20/23; 10/11; 13/15; ; ; ; 
Draw; 12/5; 13/5; ; ; ; ; ; ; ; ; 12/5; 12/5; ; ; ; ; 23/10; 40/17; 23/10; ; ; ; 5/2; 12/5; 12/5; ; ; ; 
Woking; 3; 3; ; ; ; ; ; ; ; ; 3; 11/4; ; ; ; ; 29/10; 56/19; 29/10; ; ; ; 16/5; 59/20; 56/19; ; ; ; 
META; english/non-league/national-league/woking-v-tranmere; 2018-01-09 14:22:55 GMT+2; 2018-01-13 15:00; Nothing; Xlenovo
Tranmere; 10/11; 17/20; ; ; ; ; ; ; ; ; 17/20; 5/6; ; ; ; ; 13/15; 13/15; 13/15; ; ; ; 20/23; 10/11; 13/15; ; ; ; 
