META; english/non-league/national-league/afc-fylde-v-maidstone; 2017-10-15 02:24:40 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
META; english/non-league/national-league/afc-fylde-v-maidstone; 2018-01-20 22:22:01 GMT+2; 2018-01-23 19:45; Nothing; Xlenovo
AFC Fylde; 4/5; 10/11; ; 5/6; ; ; ; ; ; ; 17/20; ; ; ; ; 17/20; ; 13/15; ; ; ; ; 20/23; 17/20; 13/15; 1/2; ; 
Draw; 13/5; 5/2; ; 5/2; ; ; ; ; ; ; 13/5; ; ; ; ; 13/5; ; 11/4; ; ; ; ; 11/4; 14/5; 14/5; 6/4; ; 
Maidstone; 5/2; 11/4; ; 5/2; ; ; ; ; ; ; 14/5; ; ; ; ; 13/5; ; 45/17; ; ; ; ; 29/10; 27/10; 27/10; 6/4; ; 
META; english/non-league/national-league/afc-fylde-v-maidstone; 2018-01-21 02:21:37 GMT+2; 2018-01-23 19:45; Nothing; Xlenovo
AFC Fylde; 4/5; 10/11; ; 5/6; ; ; ; ; ; ; 17/20; ; ; ; ; 17/20; ; 13/15; ; ; ; ; 20/23; 17/20; 13/15; 8/15; ; 
Draw; 13/5; 5/2; ; 5/2; ; ; ; ; ; ; 13/5; ; ; ; ; 13/5; ; 11/4; ; ; ; ; 11/4; 14/5; 11/4; 23/10; ; 
Maidstone; 5/2; 11/4; ; 5/2; ; ; ; ; ; ; 14/5; ; ; ; ; 13/5; ; 45/17; ; ; ; ; 29/10; 27/10; 27/10; 13/8; ; 
META; english/non-league/national-league/afc-fylde-v-maidstone; 2018-01-21 10:21:54 GMT+2; 2018-01-23 19:45; Nothing; Xlenovo
AFC Fylde; 4/5; 10/11; ; 5/6; 22/25; 4/5; ; ; 11/13; ; 5/6; ; ; 17/20; ; 5/6; 4/5; 13/15; 4/5; ; 11/13; ; 17/20; 17/20; 13/15; 8/11; ; 
Draw; 13/5; 5/2; ; 5/2; 27/10; 13/5; ; ; 45/17; ; 13/5; ; ; 12/5; ; 5/2; 13/5; 27/10; 13/5; ; 45/17; ; 11/4; 14/5; 11/4; 23/10; ; 
Maidstone; 5/2; 11/4; ; 5/2; 7/2; 29/10; ; ; 27/10; ; 29/10; ; ; 14/5; ; 13/5; 13/5; 27/10; 13/5; ; 27/10; ; 3; 27/10; 11/4; 13/5; ; 
META; english/non-league/national-league/afc-fylde-v-maidstone; 2018-01-21 14:22:26 GMT+2; 2018-01-23 19:45; Nothing; Xlenovo
AFC Fylde; 4/5; 10/11; ; 5/6; 9/10; 4/5; ; ; 11/13; ; 4/5; 4/5; ; 5/6; 17/20; 5/6; 4/5; 13/15; 4/5; 9/11; 11/13; ; 5/6; 17/20; 13/15; 4/5; ; 
Draw; 13/5; 5/2; ; 5/2; 72/25; 13/5; ; ; 45/17; ; 13/5; 23/10; ; 49/20; 11/4; 5/2; 13/5; 27/10; 13/5; 28/11; 45/17; ; 27/10; 27/10; 11/4; 23/10; ; 
Maidstone; 5/2; 11/4; ; 5/2; 63/20; 29/10; ; ; 27/10; ; 3; 3; ; 29/10; 14/5; 13/5; 13/5; 45/17; 13/5; 27/10; 27/10; ; 31/10; 57/20; 27/10; 13/5; ; 
META; english/non-league/national-league/afc-fylde-v-maidstone; 2018-01-21 18:21:47 GMT+2; 2018-01-23 19:45; Nothing; Xlenovo
AFC Fylde; 3/4; 17/20; ; 5/6; 22/25; 3/4; ; ; 11/13; ; 5/6; 4/5; ; 5/6; 17/20; 4/5; 4/5; 5/6; 4/5; 9/11; 11/13; ; 5/6; 5/6; 5/6; 8/11; 4/5; 
Draw; 13/5; 11/4; ; 5/2; 74/25; 13/5; ; ; 45/17; ; 13/5; 12/5; ; 13/5; 11/4; 13/5; 13/5; 27/10; 13/5; 13/5; 45/17; ; 11/4; 27/10; 11/4; 13/5; 11/5; 
Maidstone; 3; 3; ; 5/2; 63/20; 29/10; ; ; 27/10; ; 29/10; 14/5; ; 14/5; 14/5; 14/5; 13/5; 29/10; 13/5; 45/17; 27/10; ; 3; 59/20; 29/10; 14/5; 12/5; 
META; english/non-league/national-league/afc-fylde-v-maidstone; 2018-01-21 22:21:26 GMT+2; 2018-01-23 19:45; Nothing; Xlenovo
AFC Fylde; 3/4; 17/20; ; 5/6; 22/25; 3/4; ; ; 11/13; ; 5/6; 4/5; ; 5/6; 17/20; 4/5; 4/5; 5/6; 4/5; 9/11; 11/13; ; 5/6; 5/6; 5/6; 8/11; 4/5; 
Draw; 13/5; 11/4; ; 13/5; 74/25; 13/5; ; ; 45/17; ; 13/5; 12/5; ; 13/5; 11/4; 13/5; 13/5; 27/10; 13/5; 13/5; 45/17; ; 11/4; 27/10; 11/4; 5/2; 11/5; 
Maidstone; 3; 3; ; 11/4; 63/20; 29/10; ; ; 27/10; ; 29/10; 14/5; ; 14/5; 14/5; 14/5; 13/5; 29/10; 13/5; 45/17; 27/10; ; 3; 59/20; 29/10; 14/5; 12/5; 
META; english/non-league/national-league/afc-fylde-v-maidstone; 2018-01-22 02:21:22 GMT+2; 2018-01-23 19:45; Nothing; Xlenovo
AFC Fylde; 3/4; 17/20; ; 5/6; 22/25; 3/4; ; ; 11/13; ; 4/5; 4/5; ; 5/6; 17/20; 4/5; 4/5; 5/6; 4/5; 9/11; 11/13; ; 5/6; 5/6; 5/6; 4/5; 4/5; 
Draw; 13/5; 11/4; ; 13/5; 74/25; 13/5; ; ; 45/17; ; 13/5; 12/5; ; 13/5; 11/4; 13/5; 13/5; 27/10; 13/5; 13/5; 45/17; ; 11/4; 27/10; 11/4; 11/4; 11/5; 
Maidstone; 3; 3; ; 11/4; 63/20; 29/10; ; ; 27/10; ; 3; 14/5; ; 14/5; 14/5; 14/5; 13/5; 29/10; 13/5; 45/17; 27/10; ; 3; 59/20; 56/19; 14/5; 12/5; 
META; english/non-league/national-league/afc-fylde-v-maidstone; 2018-01-22 10:21:45 GMT+2; 2018-01-23 19:45; Nothing; Xlenovo
AFC Fylde; 3/4; 17/20; ; 5/6; 22/25; 3/4; ; ; 4/5; ; 4/5; 4/5; ; 4/5; 17/20; 4/5; 4/5; 4/5; 4/5; 9/11; 4/5; ; 5/6; 5/6; 4/5; 5/6; 8/11; 
Draw; 13/5; 11/4; ; 13/5; 74/25; 13/5; ; ; 45/17; ; 13/5; 12/5; ; 13/5; 11/4; 13/5; 13/5; 11/4; 13/5; 13/5; 45/17; ; 11/4; 27/10; 11/4; 11/4; 23/10; 
Maidstone; 3; 3; ; 11/4; 63/20; 29/10; ; ; 29/10; ; 3; 14/5; ; 29/10; 14/5; 14/5; 13/5; 56/19; 13/5; 45/17; 29/10; ; 31/10; 57/20; 3; 14/5; 27/10; 
META; english/non-league/national-league/afc-fylde-v-maidstone; 2018-01-22 14:21:35 GMT+2; 2018-01-23 19:45; Nothing; Xlenovo
AFC Fylde; 3/4; 17/20; ; 3/4; 4/5; 3/4; ; ; 4/5; ; 4/5; 8/11; ; 4/5; 4/5; 8/11; 4/5; 10/13; 4/5; 4/5; 4/5; ; 4/5; 10/13; 10/13; 8/11; 8/11; 
Draw; 13/5; 11/4; ; 11/4; 31/10; 13/5; ; ; 45/17; ; 13/5; 5/2; ; 13/5; 11/4; 13/5; 13/5; 14/5; 13/5; 27/10; 45/17; ; 14/5; 14/5; 14/5; 14/5; 23/10; 
Maidstone; 3; 3; ; 3; 69/20; 3; ; ; 29/10; ; 3; 3; ; 29/10; 3; 3; 13/5; 31/10; 13/5; 45/17; 29/10; ; 31/10; 16/5; 41/13; 3; 27/10; 
META; english/non-league/national-league/afc-fylde-v-maidstone; 2018-01-22 18:21:35 GMT+2; 2018-01-23 19:45; Nothing; Xlenovo
AFC Fylde; 8/11; 4/5; 4/5; 3/4; 89/ 100; 3/4; ; ; 4/5; ; 4/5; 3/4; ; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; ; 4/5; 5/6; 4/5; 8/11; 8/11; 
Draw; 13/5; 14/5; 13/5; 11/4; 74/25; 13/5; ; ; 45/17; ; 13/5; 12/5; ; 13/5; 11/4; 13/5; 13/5; 11/4; 13/5; 45/17; 45/17; ; 14/5; 14/5; 14/5; 14/5; 23/10; 
Maidstone; 16/5; 16/5; 3; 3; 31/10; 3; ; ; 29/10; ; 3; 3; ; 3; 3; 14/5; 13/5; 29/10; 13/5; 41/13; 29/10; ; 16/5; 29/10; 56/19; 14/5; 27/10; 
META; english/non-league/national-league/afc-fylde-v-maidstone; 2018-01-22 22:21:35 GMT+2; 2018-01-23 19:45; Nothing; Xlenovo
AFC Fylde; 8/11; 4/5; 4/5; 3/4; 89/ 100; 3/4; ; ; 4/5; ; 4/5; 3/4; ; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; ; 4/5; 5/6; 4/5; 5/6; 8/11; 
Draw; 13/5; 14/5; 13/5; 11/4; 74/25; 13/5; ; ; 45/17; ; 13/5; 12/5; ; 13/5; 11/4; 13/5; 13/5; 11/4; 13/5; 45/17; 45/17; ; 14/5; 14/5; 14/5; 14/5; 23/10; 
Maidstone; 16/5; 16/5; 3; 3; 31/10; 3; ; ; 29/10; ; 3; 3; ; 3; 3; 14/5; 13/5; 56/19; 13/5; 41/13; 29/10; ; 16/5; 29/10; 3; 14/5; 27/10; 
META; english/non-league/national-league/afc-fylde-v-maidstone; 2018-01-23 02:21:27 GMT+2; 2018-01-23 19:45; Nothing; Xlenovo
AFC Fylde; 8/11; 4/5; 3/4; 3/4; 41/50; 3/4; ; ; 4/5; ; 8/11; 3/4; ; 4/5; 3/4; 8/11; 4/5; 4/5; 4/5; 4/5; 4/5; ; 4/5; 10/13; 4/5; 8/11; 8/11; 
Draw; 13/5; 14/5; 27/10; 11/4; 61/20; 13/5; ; ; 45/17; ; 11/4; 12/5; ; 13/5; 3; 13/5; 13/5; 11/4; 13/5; 45/17; 45/17; ; 14/5; 57/20; 14/5; 14/5; 13/5; 
Maidstone; 16/5; 16/5; 3; 3; 67/20; 3; ; ; 29/10; ; 31/10; 3; ; 29/10; 3; 3; 13/5; 56/19; 13/5; 41/13; 29/10; ; 33/10; 3; 3; 3; 14/5; 
META; english/non-league/national-league/afc-fylde-v-maidstone; 2018-01-23 10:21:30 GMT+2; 2018-01-23 19:45; Nothing; Xlenovo
AFC Fylde; 8/11; 4/5; 3/4; 3/4; 41/50; 3/4; ; ; 4/5; ; 4/5; 3/4; ; 4/5; 3/4; 8/11; 4/5; 4/5; 4/5; 9/11; 4/5; ; 4/5; 10/13; 4/5; 8/11; 8/11; 
Draw; 13/5; 14/5; 13/5; 11/4; 149/ 50; 13/5; ; ; 45/17; ; 13/5; 12/5; ; 13/5; 3; 13/5; 13/5; 11/4; 13/5; 11/4; 45/17; ; 14/5; 57/20; 14/5; 14/5; 13/5; 
Maidstone; 16/5; 16/5; 3; 3; 69/20; 3; ; ; 29/10; ; 31/10; 3; ; 29/10; 3; 3; 13/5; 56/19; 13/5; 29/10; 29/10; ; 16/5; 3; 3; 3; 3; 
META; english/non-league/national-league/afc-fylde-v-maidstone; 2018-01-23 14:21:30 GMT+2; 2018-01-23 19:45; Nothing; Xlenovo
AFC Fylde; 8/13; 7/10; 7/10; 4/6; 18/25; 4/6; ; ; 11/17; 7/10; 4/6; 4/6; ; 4/6; 7/10; 4/6; 7/10; 4/6; 7/10; 4/6; 11/17; ; 4/6; 4/6; 4/6; 4/6; 4/6; 
Draw; 11/4; 29/10; 11/4; 14/5; 63/20; 11/4; ; ; 37/13; 11/4; 14/5; 5/2; ; 27/10; 14/5; 13/5; 27/10; 29/10; 27/10; 58/19; 37/13; ; 29/10; 59/20; 56/19; 14/5; 11/4; 
Maidstone; 15/4; 18/5; 17/5; 17/5; 39/10; 10/3; ; ; 17/5; 17/5; 7/2; 7/2; ; 7/2; 7/2; 10/3; 3; 18/5; 3; 7/2; 17/5; ; 19/5; 7/2; 62/17; 7/2; 10/3; 
META; english/non-league/national-league/afc-fylde-v-maidstone; 2018-01-23 18:21:57 GMT+2; 2018-01-23 19:45; Nothing; Xlenovo
AFC Fylde; 4/7; 4/6; 11/18; 4/6; 7/10; 6/10; ; ; 3/5; 6/10; 4/6; 6/10; ; 6/10; 8/13; 8/13; 7/10; 8/13; 7/10; 11/18; 11/17; ; 13/20; 4/7; 11/17; 4/7; 4/7; 
Draw; 14/5; 29/10; 29/10; 14/5; 16/5; 29/10; ; ; 29/10; 29/10; 14/5; 11/4; ; 29/10; 3; 14/5; 27/10; 3; 27/10; 16/5; 37/13; ; 31/10; 16/5; 3; 3; 3; 
Maidstone; 4; 19/5; 19/5; 17/5; 4; 15/4; ; ; 19/5; 4; 19/5; 15/4; ; 19/5; 4; 7/2; 3; 15/4; 3; 15/4; 17/5; ; 19/5; 4; 19/5; 4; 21/5; 
META; english/non-league/national-league/afc-fylde-v-maidstone; 2018-01-23 22:21:58 GMT+2; 2018-01-23 19:45; In Play; Xlenovo
AFC Fylde; 1/7; 1/6; 2/11; 2/13; 19/ 100; 4/9; 1/7; 1/7; 2/13; 2/11; 2/11; 1/7; ; 2/11; 1/6; 1/6; 3/19; 1/8; 3/19; 3/19; 2/13; ; 2/13; 2/11; 1/8; ; ; ; 
Draw; 13/2; 6; 11/2; 11/2; 31/5; 16/5; 6; 5; 11/2; 11/2; 11/2; 11/2; ; 5; 5; 5; 19/4; 76/13; 19/4; 26/5; 11/2; ; 11/2; 11/2; 76/13; ; ; ; 
Maidstone; 18; 16; 14; 14; 27/2; 9/2; 16; 14; 14; 16; 16; 14; ; 13; 11; 14; 27/2; 15; 13; 25/2; 14; ; 16; 16; 33/2; ; ; ; 
