META; english/non-league/national-league/guiseley-v-macclesfield; 2017-09-30 22:21:53 GMT+3; 2017-10-03 19:45; Nothing; Xlenovo
Macclesfield; 11/8; ; ; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; 11/8; ; ; 23/17; ; ; ; ; 11/8; 27/20; ; 8/11; ; 
Macclesfield; 6/5; 13/10; 6/5; 1; 6/5; 61/50; 5/4; 6/5; 4/3; 6/5; 23/20; 6/5; ; 23/20; 5/4; 6/5; 6/5; ; 5/4; 11/8; 6/5; 4/3; 5/4; 5/4; 5/4; ; 1; ; 
Guiseley; 11/5; 21/10; 21/10; 2; 21/10; 37/20; 9/4; 15/8; 24/13; 21/10; 21/10; 43/20; ; 2; 21/10; 21/10; 24/13; ; 21/10; 56/25; 27/14; 24/13; 85/40; 21/10; 21/10; ; 15/8; ; 
Draw; 12/5; 9/4; 11/5; 12/5; 23/10; 9/4; 23/10; 11/5; 9/4; 11/5; 11/5; 43/20; ; 23/10; 23/10; 9/4; 9/4; ; 9/4; 119/50; 23/10; 9/4; 23/10; 11/5; 47/20; ; 13/5; ; 
META; english/non-league/national-league/guiseley-v-macclesfield; 2017-10-01 22:22:04 GMT+3; 2017-10-03 19:45; Nothing; Xlenovo
Macclesfield; 6/5; 13/10; 6/5; 1; 6/5; 61/50; 6/5; 11/10; 4/3; 6/5; 23/20; 6/5; ; 23/20; 6/5; 6/5; 6/5; ; 5/4; 133/100; 6/5; 4/3; 5/4; 5/4; 5/4; ; 23/20; ; 
Guiseley; 11/5; 21/10; 11/5; 2; 21/10; 37/20; 9/4; 15/8; 24/13; 11/5; 21/10; 11/5; ; 2; 11/5; 21/10; 24/13; ; 21/10; 23/10; 27/14; 24/13; 11/5; 21/10; 21/10; ; 21/10; ; 
Draw; 12/5; 9/4; 21/10; 12/5; 9/4; 9/4; 12/5; 23/10; 9/4; 21/10; 21/10; 43/20; ; 23/10; 23/10; 9/4; 9/4; ; 9/4; 12/5; 23/10; 9/4; 23/10; 11/5; 9/4; ; 21/10; ; 
META; english/non-league/national-league/guiseley-v-macclesfield; 2017-10-02 02:21:55 GMT+3; 2017-10-03 19:45; Nothing; Xlenovo
Macclesfield; 6/5; 6/5; 6/5; 1; 6/5; 61/50; 6/5; 11/10; 4/3; 6/5; 23/20; 6/5; ; 23/20; 6/5; 11/10; 6/5; ; 5/4; 131/100; 6/5; 4/3; 5/4; 5/4; 5/4; ; 23/20; ; 
Guiseley; 11/5; 23/10; 11/5; 2; 21/10; 37/20; 23/10; 15/8; 24/13; 11/5; 21/10; 11/5; ; 2; 11/5; 21/10; 24/13; ; 21/10; 119/50; 27/14; 24/13; 11/5; 21/10; 21/10; ; 21/10; ; 
Draw; 12/5; 23/10; 21/10; 12/5; 9/4; 9/4; 23/10; 23/10; 9/4; 21/10; 21/10; 43/20; ; 23/10; 23/10; 11/5; 9/4; ; 9/4; 59/25; 23/10; 9/4; 23/10; 11/5; 9/4; ; 21/10; ; 
META; english/non-league/national-league/guiseley-v-macclesfield; 2017-10-02 10:22:23 GMT+3; 2017-10-03 19:45; Nothing; Xlenovo
Macclesfield; 6/5; 6/5; 6/5; 23/20; 6/5; 61/50; 6/5; 11/10; 4/3; 6/5; 23/20; 6/5; ; 23/20; 6/5; 11/10; 6/5; ; 6/5; 5/4; 6/5; 4/3; 5/4; 6/5; 5/4; ; 6/5; ; 
Draw; 12/5; 23/10; 21/10; 11/5; 9/4; 9/4; 23/10; 23/10; 9/4; 21/10; 21/10; 43/20; ; 23/10; 23/10; 11/5; 9/4; ; 9/4; 121/50; 23/10; 9/4; 23/10; 11/5; 9/4; ; 11/5; ; 
Guiseley; 11/5; 23/10; 11/5; 11/5; 21/10; 37/20; 23/10; 15/8; 24/13; 11/5; 21/10; 11/5; ; 2; 11/5; 21/10; 24/13; ; 11/5; 123/50; 27/14; 24/13; 11/5; 11/5; 21/10; ; 21/10; ; 
META; english/non-league/national-league/guiseley-v-macclesfield; 2017-10-02 18:22:40 GMT+3; 2017-10-03 19:45; Nothing; Xlenovo
Macclesfield; 6/5; 6/5; 6/5; 6/5; 6/5; 61/50; 6/5; 11/10; 4/3; 6/5; 23/20; 6/5; ; 23/20; 6/5; 11/10; 6/5; 6/5; 63/50; 6/5; 4/3; 5/4; 6/5; 5/4; ; 6/5; 6/5; 
Draw; 12/5; 23/10; 21/10; 23/10; 9/4; 9/4; 11/5; 21/10; 9/4; 21/10; 21/10; 43/20; ; 11/5; 23/10; 11/5; 9/4; 9/4; 121/50; 23/10; 9/4; 23/10; 23/10; 9/4; ; 11/5; 19/10; 
Guiseley; 11/5; 23/10; 11/5; 23/10; 21/10; 37/20; 11/5; 21/10; 24/13; 11/5; 21/10; 11/5; ; 21/10; 11/5; 21/10; 24/13; 11/5; 61/25; 27/14; 24/13; 11/5; 23/10; 21/10; ; 11/5; 19/10; 
META; english/non-league/national-league/guiseley-v-macclesfield; 2017-10-02 22:23:04 GMT+3; 2017-10-03 19:45; Nothing; Xlenovo
Macclesfield; 6/5; 6/5; 6/5; 6/5; 6/5; 61/50; 6/5; 11/10; 13/11; 6/5; 23/20; 6/5; ; 11/10; 6/5; 11/10; 6/5; 15/13; 63/50; 6/5; 13/11; 5/4; 6/5; 5/4; ; 6/5; 6/5; 
Draw; 12/5; 23/10; 21/10; 23/10; 9/4; 9/4; 11/5; 11/5; 9/4; 21/10; 21/10; 43/20; ; 9/4; 23/10; 11/5; 9/4; 9/4; 121/50; 40/17; 9/4; 23/10; 23/10; 9/4; ; 11/5; 19/10; 
Guiseley; 11/5; 23/10; 11/5; 23/10; 11/5; 37/20; 11/5; 21/10; 28/13; 11/5; 21/10; 11/5; ; 11/5; 11/5; 21/10; 24/13; 9/4; 61/25; 28/13; 28/13; 11/5; 23/10; 21/10; ; 12/5; 21/10; 
META; english/non-league/national-league/guiseley-v-macclesfield; 2017-10-03 02:22:47 GMT+3; 2017-10-03 19:45; Nothing; Xlenovo
Macclesfield; 6/5; 6/5; 6/5; 6/5; 6/5; 61/50; 6/5; 11/10; 13/11; 6/5; 23/20; 6/5; ; 11/10; 6/5; 11/10; 6/5; 15/13; 5/4; 6/5; 13/11; 5/4; 6/5; 5/4; ; 6/5; 6/5; 
Guiseley; 11/5; 23/10; 11/5; 23/10; 9/4; 37/20; 11/5; 21/10; 28/13; 11/5; 21/10; 11/5; ; 11/5; 11/5; 21/10; 24/13; 9/4; 121/50; 28/13; 28/13; 11/5; 23/10; 21/10; ; 12/5; 19/10; 
Draw; 12/5; 23/10; 21/10; 23/10; 11/5; 9/4; 11/5; 11/5; 9/4; 21/10; 21/10; 43/20; ; 9/4; 23/10; 11/5; 9/4; 9/4; 123/50; 40/17; 9/4; 23/10; 23/10; 9/4; ; 21/10; 19/10; 
META; english/non-league/national-league/guiseley-v-macclesfield; 2017-10-03 10:23:10 GMT+3; 2017-10-03 19:45; Nothing; Xlenovo
Macclesfield; 6/5; 6/5; 6/5; 6/5; 6/5; 61/50; 6/5; 11/10; 13/11; 6/5; 23/20; 23/20; ; 11/10; 6/5; 11/10; 6/5; 15/13; 5/4; 6/5; ; 5/4; 6/5; 5/4; ; 6/5; 23/20; 
Guiseley; 11/5; 23/10; 11/5; 23/10; 9/4; 37/20; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5; ; 11/5; 11/5; 21/10; 24/13; 9/4; 61/25; 11/5; ; 11/5; 23/10; 21/10; ; 12/5; 11/5; 
Draw; 12/5; 23/10; 21/10; 23/10; 11/5; 9/4; 11/5; 11/5; 11/5; 21/10; 21/10; 43/20; ; 9/4; 23/10; 11/5; 9/4; 9/4; 49/20; 23/10; ; 23/10; 23/10; 9/4; ; 11/5; 2; 
META; english/non-league/national-league/guiseley-v-macclesfield; 2017-10-03 14:23:19 GMT+3; 2017-10-03 19:45; Nothing; Xlenovo
Macclesfield; 11/10; 6/5; 11/10; 11/10; 11/10; 9/8; 11/10; 11/10; 11/10; 11/10; 11/10; 23/20; ; 11/10; 11/10; 11/10; 11/10; 21/20; 23/20; 8/7; 11/10; 11/10; 11/10; 6/5; ; 11/10; 10/9; 
Draw; 12/5; 23/10; 11/5; 11/5; 9/4; 11/5; 23/10; 21/10; 9/4; 11/5; 21/10; 43/20; ; 11/5; 23/10; 11/5; 11/5; 23/10; 62/25; 23/10; 9/4; 23/10; 12/5; 9/4; ; 12/5; 9/4; 
Guiseley; 12/5; 23/10; 12/5; 23/10; 12/5; 21/10; 12/5; 23/10; 40/17; 12/5; 9/4; 47/20; ; 23/10; 12/5; 23/10; 21/10; 27/11; 133/50; 23/10; 40/17; 12/5; 5/2; 49/20; ; 12/5; 23/10; 
META; english/non-league/national-league/guiseley-v-macclesfield; 2017-10-03 18:23:02 GMT+3; 2017-10-03 19:45; Nothing; Xlenovo
Macclesfield; 1; 21/20; 21/20; 11/10; 21/20; 9/8; 11/10; 10/11; 11/10; 11/10; 1; 21/20; ; 21/20; 11/10; 21/20; 11/10; 21/20; 113/100; 19/17; 11/10; 21/20; 21/20; 21/20; ; 21/20; 10/9; 
Draw; 12/5; 12/5; 9/4; 11/5; 9/4; 11/5; 12/5; 11/5; 9/4; 9/4; 23/10; 9/4; ; 11/5; 12/5; 9/4; 11/5; 12/5; 66/25; 40/17; 9/4; 23/10; 12/5; 47/20; ; 12/5; 12/5; 
Guiseley; 11/4; 13/5; 12/5; 23/10; 5/2; 21/10; 12/5; 12/5; 40/17; 23/10; 9/4; 47/20; ; 12/5; 23/10; 12/5; 21/10; 12/5; 51/20; 40/17; 40/17; 13/5; 13/5; 27/10; ; 5/2; 5/2; 
META; english/non-league/national-league/guiseley-v-macclesfield; 2017-10-03 22:23:02 GMT+3; 2017-10-03 19:45; In Play; Xlenovo
Macclesfield; 4/9; 4/11; 6/5; 2/5; 2/5; 1/3; 11/10; 4/11; 7/17; 4/9; ; 4/9; ; ; 4/9; 2/5; 3/10; 1; ; ; ; ; 2/5; 2/5; ; ; 4/9; 
Draw; 3; 16/5; 21/10; 3; 7/2; 16/5; 9/4; 3; 3; 3; ; 31/10; ; ; 3; 10/3; 16/5; 9/4; ; ; ; ; 33/10; 10/3; ; ; 10/3; 
Guiseley; 15/2; 7; 9/4; 13/2; 13/2; 29/4; 21/10; 15/2; 7; 11/2; ; 11/2; ; ; 11/2; 13/2; 17/2; 5/2; ; ; ; ; 7; 8; ; ; 15/2; 
