META; english/non-league/national-league/chester-v-gateshead; 2018-01-13 22:21:31 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Gateshead; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chester; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-gateshead; 2018-01-14 02:21:39 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Gateshead; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chester; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-gateshead; 2018-01-14 10:21:41 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Gateshead; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chester; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-gateshead; 2018-01-14 14:21:55 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Gateshead; 6/5; 13/10; ; ; ; 11/10; 6/5; ; 15/13; ; 6/5; ; ; ; ; ; ; ; ; ; 15/13; ; 5/4; ; ; ; ; ; 
Chester; 9/4; 2; ; ; ; 11/5; 21/10; ; 11/5; ; 11/5; ; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; ; ; ; 
Draw; 23/10; 12/5; ; ; ; 11/5; 11/5; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; 9/4; ; 23/10; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-gateshead; 2018-01-14 18:22:11 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Gateshead; 6/5; 13/10; ; 11/10; ; 11/10; 6/5; ; 15/13; ; 6/5; ; ; ; ; ; ; 11/10; ; ; 15/13; ; 6/5; ; 15/13; ; ; ; 
Chester; 9/4; 2; ; 11/5; ; 11/5; 21/10; ; 11/5; ; 11/5; ; ; ; ; ; ; 28/13; ; ; 11/5; ; 11/5; ; 28/13; ; ; ; 
Draw; 23/10; 12/5; ; 23/10; ; 11/5; 9/4; ; 9/4; ; 9/4; ; ; ; ; ; ; 11/5; ; ; 9/4; ; 12/5; ; 11/5; ; ; ; 
META; english/non-league/national-league/chester-v-gateshead; 2018-01-14 22:22:05 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Gateshead; 6/5; 13/10; ; 11/10; ; 11/10; 6/5; ; 15/13; ; 6/5; ; ; ; ; ; ; 11/10; ; ; 15/13; ; 6/5; ; 15/13; ; ; ; 
Chester; 9/4; 2; ; 11/5; ; 11/5; 21/10; ; 11/5; ; 11/5; ; ; ; ; ; ; 28/13; ; ; 11/5; ; 11/5; ; 28/13; ; ; ; 
Draw; 23/10; 12/5; ; 23/10; ; 11/5; 9/4; ; 9/4; ; 9/4; ; ; ; ; ; ; 11/5; ; ; 9/4; ; 12/5; ; 11/5; ; ; ; 
META; english/non-league/national-league/chester-v-gateshead; 2018-01-15 02:21:58 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Gateshead; 6/5; 13/10; ; 11/10; ; 11/10; 6/5; ; 15/13; ; 23/20; 23/20; ; ; ; 11/10; ; 11/10; ; ; 15/13; ; 6/5; ; 15/13; ; ; ; 
Chester; 9/4; 2; ; 11/5; ; 11/5; 21/10; ; 11/5; ; 11/5; 21/10; ; ; ; 21/10; ; 28/13; ; ; 11/5; ; 11/5; ; 11/5; ; ; ; 
Draw; 23/10; 12/5; ; 23/10; ; 11/5; 9/4; ; 9/4; ; 23/10; 21/10; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 12/5; ; 11/5; ; ; ; 
META; english/non-league/national-league/chester-v-gateshead; 2018-01-15 10:22:06 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Gateshead; 6/5; 13/10; ; 11/10; ; 11/10; 6/5; ; 15/13; ; 23/20; 23/20; ; ; ; 11/10; 11/10; 11/10; 11/10; ; 15/13; ; 6/5; ; 15/13; ; ; ; 
Chester; 9/4; 2; ; 11/5; ; 11/5; 21/10; ; 11/5; ; 11/5; 21/10; ; ; ; 21/10; 9/4; 28/13; 9/4; ; 11/5; ; 11/5; ; 11/5; ; ; ; 
Draw; 23/10; 12/5; ; 23/10; ; 11/5; 9/4; ; 9/4; ; 23/10; 21/10; ; ; ; 11/5; 9/4; 11/5; 9/4; ; 9/4; ; 12/5; ; 11/5; ; ; ; 
META; english/non-league/national-league/chester-v-gateshead; 2018-01-15 14:21:46 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Gateshead; 11/10; 13/10; ; 11/10; 31/25; 11/10; 11/10; ; 15/13; ; 23/20; 11/10; ; ; ; 11/10; 11/10; 21/20; 11/10; 7/6; 15/13; 11/10; 23/20; 23/20; 11/10; ; ; ; 
Draw; 23/10; 12/5; ; 23/10; 119/50; 11/5; 9/4; ; 9/4; ; 9/4; 2; ; ; ; 11/5; 9/4; 11/5; 9/4; 28/13; 9/4; 23/10; 23/10; 23/10; 11/5; ; ; ; 
Chester; 5/2; 2; ; 11/5; 63/25; 11/5; 9/4; ; 11/5; ; 9/4; 9/4; ; ; ; 11/5; 9/4; 9/4; 9/4; 21/10; 11/5; 12/5; 12/5; 47/20; 23/10; ; ; ; 
META; english/non-league/national-league/chester-v-gateshead; 2018-01-15 18:25:04 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Gateshead; 23/20; 13/10; ; 11/10; 5/4; 11/10; 11/10; ; 15/13; ; 6/5; 11/10; ; ; 23/20; 11/10; 11/10; 15/13; 11/10; 7/6; 15/13; 6/5; 23/20; 6/5; 15/13; ; ; ; 
Chester; 12/5; 2; ; 11/5; 61/25; 11/5; 11/5; ; 11/5; ; 9/4; 21/10; ; ; 23/10; 21/10; 9/4; 11/5; 9/4; 21/10; 11/5; 23/10; 23/10; 9/4; 9/4; ; ; ; 
Draw; 23/10; 12/5; ; 23/10; 49/20; 11/5; 9/4; ; 9/4; ; 11/5; 11/5; ; ; 23/10; 11/5; 9/4; 9/4; 9/4; 28/13; 9/4; 23/10; 12/5; 23/10; 9/4; ; ; ; 
META; english/non-league/national-league/chester-v-gateshead; 2018-01-15 22:23:07 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Gateshead; 23/20; 5/4; ; 11/10; 5/4; 11/10; 11/10; ; 15/13; ; 6/5; 11/10; ; ; 23/20; 11/10; 11/10; 15/13; 11/10; 7/6; 15/13; 6/5; 23/20; 6/5; 15/13; ; 20/21; ; 
Chester; 12/5; 2; ; 11/5; 61/25; 11/5; 11/5; ; 11/5; ; 9/4; 21/10; ; ; 23/10; 21/10; 9/4; 11/5; 9/4; 21/10; 11/5; 23/10; 23/10; 9/4; 9/4; ; 19/10; ; 
Draw; 23/10; 12/5; ; 23/10; 49/20; 11/5; 9/4; ; 9/4; ; 11/5; 11/5; ; ; 23/10; 11/5; 9/4; 9/4; 9/4; 28/13; 9/4; 23/10; 12/5; 23/10; 9/4; ; 19/10; ; 
META; english/non-league/national-league/chester-v-gateshead; 2018-01-16 02:22:31 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Gateshead; 23/20; 5/4; ; 11/10; 5/4; 11/10; 11/10; ; 15/13; ; 6/5; 11/10; ; ; 23/20; 11/10; 11/10; 15/13; 11/10; 7/6; 15/13; 6/5; 23/20; 6/5; 15/13; ; 20/21; ; 
Chester; 12/5; 2; ; 11/5; 61/25; 11/5; 11/5; ; 11/5; ; 9/4; 21/10; ; ; 23/10; 21/10; 9/4; 11/5; 9/4; 21/10; 11/5; 23/10; 23/10; 9/4; 9/4; ; 19/10; ; 
Draw; 23/10; 12/5; ; 23/10; 49/20; 11/5; 9/4; ; 9/4; ; 11/5; 11/5; ; ; 23/10; 11/5; 9/4; 9/4; 9/4; 28/13; 9/4; 23/10; 12/5; 23/10; 9/4; ; 21/10; ; 
META; english/non-league/national-league/chester-v-gateshead; 2018-01-16 10:23:21 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Gateshead; 23/20; 5/4; ; 11/10; 5/4; 11/10; 11/10; ; 8/7; ; 6/5; 11/10; ; ; 23/20; 11/10; 11/10; 15/13; 11/10; 7/6; 8/7; 6/5; 23/20; 6/5; 15/13; ; 20/21; ; 
Chester; 12/5; 2; ; 11/5; 61/25; 11/5; 11/5; ; 9/4; ; 9/4; 21/10; ; ; 23/10; 21/10; 9/4; 11/5; 9/4; 21/10; 9/4; 23/10; 23/10; 9/4; 9/4; ; 19/10; ; 
Draw; 23/10; 12/5; ; 23/10; 49/20; 11/5; 9/4; ; 9/4; ; 11/5; 11/5; ; ; 23/10; 11/5; 9/4; 9/4; 9/4; 28/13; 9/4; 23/10; 12/5; 23/10; 9/4; ; 21/10; ; 
META; english/non-league/national-league/chester-v-gateshead; 2018-01-16 14:26:26 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Gateshead; 6/5; 5/4; 5/4; 11/10; 67/50; 11/10; 6/5; ; 8/7; 5/4; 6/5; 6/5; ; 5/4; 5/4; 6/5; 11/10; 6/5; 11/10; 6/5; 8/7; 13/10; 13/10; 5/4; 6/5; ; 6/5; 6/5; 
Chester; 9/4; 9/4; 2; 11/5; 56/25; 11/5; 21/10; ; 9/4; 2; 11/5; 2; ; 41/20; 21/10; 2; 9/4; 39/19; 9/4; 28/15; 9/4; 85/40; 85/40; 21/10; 39/19; ; 19/10; 7/4; 
Draw; 23/10; 23/10; 11/5; 23/10; 49/20; 11/5; 11/5; ; 9/4; 11/5; 11/5; 21/10; ; 43/20; 23/10; 11/5; 9/4; 9/4; 9/4; 40/17; 9/4; 23/10; 23/10; 23/10; 9/4; ; 11/5; 2; 
META; english/non-league/national-league/chester-v-gateshead; 2018-01-16 18:25:40 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Gateshead; 6/5; 5/4; 5/4; 11/10; 67/50; 11/10; 6/5; ; 8/7; 5/4; 6/5; 6/5; ; 5/4; 5/4; 6/5; 11/10; 6/5; 11/10; 6/5; 8/7; 13/10; 13/10; 5/4; 6/5; ; 6/5; ; 
Chester; 9/4; 9/4; 2; 11/5; 56/25; 11/5; 21/10; ; 9/4; 2; 11/5; 2; ; 41/20; 21/10; 2; 9/4; 39/19; 9/4; 28/15; 9/4; 85/40; 85/40; 21/10; 21/10; ; 19/10; 13/8; 
Draw; 23/10; 23/10; 11/5; 23/10; 49/20; 11/5; 11/5; ; 9/4; 11/5; 11/5; 21/10; ; 43/20; 23/10; 11/5; 9/4; 9/4; 9/4; 40/17; 9/4; 23/10; 23/10; 23/10; 9/4; ; 11/5; ; 
META; english/non-league/national-league/chester-v-gateshead; 2018-01-16 22:24:16 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Gateshead; 6/5; 5/4; 13/10; 11/10; 27/20; 6/5; 6/5; ; 8/7; 13/10; 5/4; 5/4; ; 13/10; 5/4; 6/5; 11/10; 6/5; 11/10; 6/5; 8/7; 13/10; 13/10; 5/4; 5/4; ; 6/5; 13/10; 
Chester; 9/4; 9/4; 2; 11/5; 56/25; 21/10; 21/10; ; 9/4; 2; 21/10; 15/8; ; 2; 21/10; 2; 9/4; 39/19; 9/4; 28/15; 9/4; 85/40; 21/10; 21/10; 39/19; ; 19/10; 13/8; 
Draw; 23/10; 23/10; 11/5; 23/10; 61/25; 21/10; 11/5; ; 9/4; 11/5; 11/5; 11/5; ; 21/10; 23/10; 21/10; 9/4; 9/4; 9/4; 40/17; 9/4; 23/10; 23/10; 23/10; 9/4; ; 11/5; 19/10; 
META; english/non-league/national-league/chester-v-gateshead; 2018-01-17 02:22:59 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Gateshead; 6/5; 5/4; 13/10; 11/10; 27/20; 6/5; 6/5; ; 8/7; 13/10; 5/4; 5/4; ; 13/10; 5/4; 6/5; 11/10; 6/5; 11/10; 6/5; 8/7; 13/10; 13/10; 5/4; 5/4; ; 6/5; 13/10; 
Chester; 9/4; 9/4; 2; 11/5; 56/25; 21/10; 21/10; ; 9/4; 2; 21/10; 15/8; ; 2; 21/10; 2; 9/4; 39/19; 9/4; 28/15; 9/4; 85/40; 21/10; 21/10; 39/19; ; 2; 13/8; 
Draw; 23/10; 23/10; 11/5; 23/10; 61/25; 21/10; 11/5; ; 9/4; 11/5; 11/5; 11/5; ; 21/10; 23/10; 21/10; 9/4; 9/4; 9/4; 40/17; 9/4; 23/10; 23/10; 23/10; 9/4; ; 11/5; 19/10; 
META; english/non-league/national-league/chester-v-gateshead; 2018-01-17 10:22:55 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
