META; english/non-league/national-league/ebbsfleet-united-v-maidstone; 2017-08-05 18:22:38 GMT+3; 2017-08-08 19:45; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Ebbsfleet United; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Maidstone; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/ebbsfleet-united-v-maidstone; 2017-08-05 22:20:40 GMT+3; 2017-08-08 19:45; Nothing; Xlenovo
Ebbsfleet United; 10/11; ; ; ; 10/11; ; 9/10; ; ; ; ; ; 9/10; ; ; 10/11; ; ; 13/15; ; ; ; ; ; 10/11; ; 1/2; ; 
Draw; 13/5; ; ; ; 5/2; ; 13/5; ; ; ; ; ; 51/20; ; ; 13/5; ; ; 28/11; ; ; ; ; ; 5/2; ; 19/10; ; 
Maidstone; 14/5; ; ; ; 14/5; ; 29/10; ; ; ; ; ; 14/5; ; ; 14/5; ; ; 14/5; ; ; ; ; ; 11/4; ; 13/10; ; 
META; english/non-league/national-league/ebbsfleet-united-v-maidstone; 2017-08-06 02:21:43 GMT+3; 2017-08-08 19:45; Nothing; Xlenovo
Ebbsfleet United; 10/11; 5/6; ; ; 10/11; ; 20/23; ; ; ; ; 20/23; 9/10; ; ; 11/13; ; ; 13/15; ; ; ; ; ; 10/11; ; 4/6; ; 
Draw; 13/5; 5/2; ; ; 12/5; ; 13/5; ; ; ; ; 11/5; 51/20; ; ; 13/5; ; ; 28/11; ; ; ; ; ; 5/2; ; 19/10; ; 
Maidstone; 14/5; 3; ; ; 29/10; ; 3; ; ; ; ; 14/5; 14/5; ; ; 29/10; ; ; 14/5; ; ; ; ; ; 3; ; 2; ; 
META; english/non-league/national-league/ebbsfleet-united-v-maidstone; 2017-08-06 10:21:38 GMT+3; 2017-08-08 19:45; Nothing; Xlenovo
Ebbsfleet United; 10/11; 5/6; ; ; 10/11; ; 9/10; 5/6; 9/10; ; ; 20/23; 9/10; ; ; 11/13; ; 9/10; 10/11; ; ; 9/10; ; 9/10; 10/11; ; 4/7; ; 
Draw; 13/5; 5/2; ; ; 5/2; ; 13/5; 5/2; 5/2; ; ; 11/5; 51/20; ; ; 13/5; ; 5/2; 28/11; ; ; 5/2; ; 13/5; 5/2; ; 21/10; ; 
Maidstone; 14/5; 3; ; ; 14/5; ; 29/10; 11/4; 45/17; ; ; 14/5; 14/5; ; ; 29/10; ; 13/5; 11/4; ; ; 45/17; ; 14/5; 11/4; ; 6/4; ; 
META; english/non-league/national-league/ebbsfleet-united-v-maidstone; 2017-08-06 14:21:46 GMT+3; 2017-08-08 19:45; Nothing; Xlenovo
Ebbsfleet United; 17/20; 4/5; 5/6; 10/11; 17/20; ; 5/6; 5/6; 9/10; ; ; 3/4; 5/6; ; 17/20; 11/13; 4/5; 9/10; 13/15; 19/20; 11/13; 9/10; ; 5/6; 10/11; ; 4/7; ; 
Draw; 13/5; 13/5; 49/20; 5/2; 5/2; ; 13/5; 5/2; 5/2; ; ; 12/5; 51/20; ; 13/5; 13/5; 23/10; 5/2; 5/2; 66/25; 5/2; 5/2; ; 13/5; 5/2; ; 11/5; ; 
Maidstone; 3; 3; 3; 11/4; 29/10; ; 16/5; 11/4; 45/17; ; ; 3; 3; ; 3; 3; 3; 13/5; 56/19; 16/5; 45/17; 45/17; ; 3; 3; ; 9/5; ; 
META; english/non-league/national-league/ebbsfleet-united-v-maidstone; 2017-08-06 18:22:07 GMT+3; 2017-08-08 19:45; Nothing; Xlenovo
Ebbsfleet United; 17/20; 4/5; 5/6; 10/11; 5/6; 4/5; 5/6; 5/6; 9/10; 4/5; 4/5; 4/5; 5/6; ; 17/20; 11/13; 4/5; 9/10; 13/15; 89/100; 11/13; 9/10; ; 5/6; 10/11; ; 8/11; 8/11; 
Draw; 13/5; 13/5; 49/20; 5/2; 5/2; 23/10; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 51/20; ; 13/5; 13/5; 23/10; 5/2; 5/2; 68/25; 5/2; 5/2; ; 13/5; 5/2; ; 23/10; 11/5; 
Maidstone; 3; 3; 3; 11/4; 3; 14/5; 16/5; 11/4; 45/17; 3; 3; 11/4; 3; ; 3; 3; 3; 13/5; 56/19; 17/5; 45/17; 45/17; ; 3; 3; ; 3; 14/5; 
META; english/non-league/national-league/ebbsfleet-united-v-maidstone; 2017-08-06 22:22:08 GMT+3; 2017-08-08 19:45; Nothing; Xlenovo
Ebbsfleet United; 17/20; 4/5; 5/6; 10/11; 5/6; 4/5; 5/6; 5/6; 9/10; 4/5; 4/5; 4/5; 5/6; ; 17/20; 11/13; 4/5; 9/10; 13/15; 89/100; 11/13; 9/10; ; 5/6; 10/11; ; 8/11; 8/11; 
Draw; 13/5; 13/5; 49/20; 5/2; 5/2; 23/10; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 51/20; ; 13/5; 13/5; 23/10; 5/2; 27/11; 131/50; 5/2; 5/2; ; 13/5; 5/2; ; 12/5; 11/5; 
Maidstone; 3; 3; 3; 11/4; 3; 14/5; 16/5; 11/4; 45/17; 3; 3; 11/4; 3; ; 3; 3; 3; 13/5; 3; 71/20; 45/17; 45/17; ; 3; 3; ; 3; 14/5; 
META; english/non-league/national-league/ebbsfleet-united-v-maidstone; 2017-08-07 02:22:06 GMT+3; 2017-08-08 19:45; Nothing; Xlenovo
Ebbsfleet United; 4/5; 4/5; 4/5; 4/5; 4/5; 8/11; 4/5; 8/11; 11/14; 3/4; 3/4; 3/4; 4/5; 3/4; 5/6; 4/5; 4/5; 8/11; 10/13; 81/100; 10/13; 11/14; ; 4/5; 4/5; ; 8/11; 8/11; 
Draw; 13/5; 13/5; 5/2; 5/2; 5/2; 23/10; 13/5; 13/5; 5/2; 5/2; 5/2; 12/5; 51/20; 23/10; 5/2; 13/5; 23/10; 5/2; 28/11; 71/25; 5/2; 5/2; ; 13/5; 5/2; ; 5/2; 11/5; 
Maidstone; 10/3; 3; 16/5; 16/5; 16/5; 3; 17/5; 3; 31/10; 13/4; 13/4; 3; 16/5; 16/5; 16/5; 10/3; 3; 3; 17/5; 37/10; 3; 31/10; ; 3; 10/3; ; 7/2; 3; 
META; english/non-league/national-league/ebbsfleet-united-v-maidstone; 2017-08-07 10:21:51 GMT+3; 2017-08-08 19:45; Nothing; Xlenovo
Ebbsfleet United; 4/5; 4/5; 4/5; 4/5; 4/5; 8/11; 4/5; 8/11; 11/14; 3/4; 3/4; 3/4; 4/5; 3/4; 5/6; 4/5; 4/5; 8/11; 10/13; 81/100; 10/13; 11/14; ; 4/5; 4/5; ; 8/11; ; 
Draw; 13/5; 13/5; 5/2; 5/2; 5/2; 23/10; 13/5; 13/5; 5/2; 5/2; 5/2; 12/5; 51/20; 23/10; 5/2; 13/5; 23/10; 5/2; 28/11; 71/25; 5/2; 5/2; ; 13/5; 5/2; ; 13/5; ; 
Maidstone; 10/3; 3; 16/5; 16/5; 16/5; 3; 17/5; 3; 31/10; 13/4; 13/4; 3; 16/5; 16/5; 16/5; 10/3; 3; 3; 17/5; 37/10; 3; 31/10; ; 3; 10/3; ; 7/2; ; 
META; english/non-league/national-league/ebbsfleet-united-v-maidstone; 2017-08-07 14:21:59 GMT+3; 2017-08-08 19:45; Nothing; Xlenovo
Ebbsfleet United; 4/5; 4/5; 4/5; 3/4; 4/5; 8/11; 4/5; 8/11; 11/14; 3/4; 3/4; 3/4; 4/5; 3/4; 5/6; 4/5; 4/5; 8/11; 10/13; 81/100; 10/13; 11/14; ; 4/5; 4/5; ; 8/11; 8/11; 
Draw; 13/5; 13/5; 5/2; 11/4; 5/2; 23/10; 13/5; 13/5; 5/2; 5/2; 5/2; 12/5; 51/20; 23/10; 5/2; 13/5; 23/10; 5/2; 28/11; 71/25; 5/2; 5/2; ; 13/5; 5/2; ; 13/5; 11/5; 
Maidstone; 10/3; 3; 16/5; 7/2; 16/5; 3; 17/5; 3; 31/10; 13/4; 13/4; 3; 16/5; 16/5; 16/5; 10/3; 3; 3; 17/5; 37/10; 3; 31/10; ; 3; 10/3; ; 7/2; 3; 
META; english/non-league/national-league/ebbsfleet-united-v-maidstone; 2017-08-07 18:22:11 GMT+3; 2017-08-08 19:45; Nothing; Xlenovo
Ebbsfleet United; 4/5; 4/5; 4/5; 3/4; 4/5; 8/11; 4/5; 8/11; 11/14; 3/4; 3/4; 3/4; 4/5; ; 5/6; 4/5; 4/5; 8/11; 10/13; 41/50; 5/6; 11/14; ; 4/5; 4/5; ; 8/11; 8/11; 
Draw; 13/5; 13/5; 5/2; 11/4; 13/5; 23/10; 27/10; 13/5; 5/2; 5/2; 5/2; 12/5; 51/20; ; 5/2; 13/5; 23/10; 5/2; 28/11; 141/50; 14/5; 5/2; ; 13/5; 5/2; ; 13/5; 11/5; 
Maidstone; 10/3; 3; 16/5; 7/2; 16/5; 3; 33/10; 3; 31/10; 13/4; 13/4; 3; 16/5; ; 16/5; 10/3; 3; 3; 17/5; 73/20; 14/5; 31/10; ; 3; 10/3; ; 7/2; 3; 
META; english/non-league/national-league/ebbsfleet-united-v-maidstone; 2017-08-07 22:21:58 GMT+3; 2017-08-08 19:45; Nothing; Xlenovo
Ebbsfleet United; 4/5; 4/5; 4/5; 3/4; 4/5; 8/11; 4/5; 8/11; 11/14; 3/4; 3/4; 3/4; 4/5; ; 5/6; 4/5; 4/5; 8/11; 10/13; 41/50; 5/6; 11/14; ; 4/5; 4/5; ; 8/11; 8/11; 
Draw; 13/5; 13/5; 5/2; 11/4; 13/5; 23/10; 27/10; 13/5; 5/2; 5/2; 5/2; 12/5; 51/20; ; 5/2; 13/5; 23/10; 5/2; 28/11; 141/50; 14/5; 5/2; ; 13/5; 5/2; ; 13/5; 11/5; 
Maidstone; 10/3; 3; 16/5; 7/2; 16/5; 3; 33/10; 3; 31/10; 13/4; 13/4; 3; 16/5; ; 16/5; 10/3; 3; 3; 17/5; 73/20; 14/5; 31/10; ; 3; 10/3; ; 7/2; 3; 
META; english/non-league/national-league/ebbsfleet-united-v-maidstone; 2017-08-08 02:22:27 GMT+3; 2017-08-08 19:45; Nothing; Xlenovo
Ebbsfleet United; 4/5; 4/5; 4/5; 4/5; 4/5; 8/11; 4/5; 8/11; 11/14; 3/4; 3/4; 3/4; 4/5; 4/5; 5/6; 4/5; 4/5; 8/11; ; 41/50; 5/6; 11/14; ; 4/5; 4/5; ; 4/5; 8/11; 
Draw; 13/5; 13/5; 5/2; 11/4; 13/5; 23/10; 13/5; 13/5; 5/2; 5/2; 5/2; 12/5; 51/20; 5/2; 5/2; 13/5; 23/10; 5/2; ; 141/50; 14/5; 5/2; ; 13/5; 5/2; ; 13/5; 11/5; 
