META; english/non-league/national-league/dover-v-afc-fylde; 2017-11-19 18:24:28 GMT+2; 2017-11-25 15:00; Nothing; Xlenovo
Dover; 5/6; ; ; ; ; ; 4/5; ; 9/11; ; ; ; ; ; ; ; ; 4/5; ; ; 9/11; ; 4/5; ; 4/5; ; ; ; 
Draw; 11/4; ; ; ; ; ; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 13/5; ; ; 13/5; ; 11/4; ; 13/5; ; ; ; 
AFC Fylde; 3; ; ; ; ; ; 29/10; ; 37/13; ; ; ; ; ; ; ; ; 37/13; ; ; 37/13; ; 16/5; ; 37/13; ; ; ; 
META; english/non-league/national-league/dover-v-afc-fylde; 2017-11-19 22:24:54 GMT+2; 2017-11-25 15:00; Nothing; Xlenovo
Dover; 5/6; ; ; ; ; ; 4/5; ; 9/11; ; ; ; ; ; ; 4/5; ; 4/5; ; ; 9/11; ; 5/6; ; 4/5; ; ; ; 
Draw; 11/4; ; ; ; ; ; 13/5; ; 13/5; ; ; ; ; ; ; 13/5; ; 13/5; ; ; 13/5; ; 11/4; ; 13/5; ; ; ; 
AFC Fylde; 3; ; ; ; ; ; 29/10; ; 37/13; ; ; ; ; ; ; 14/5; ; 37/13; ; ; 37/13; ; 31/10; ; 37/13; ; ; ; 
META; english/non-league/national-league/dover-v-afc-fylde; 2017-11-20 02:24:47 GMT+2; 2017-11-25 15:00; Nothing; Xlenovo
Dover; 5/6; ; ; ; ; ; 4/5; ; 9/11; ; ; ; ; ; ; 4/5; ; 4/5; ; ; 9/11; ; 5/6; ; 4/5; ; ; ; 
Draw; 11/4; ; ; ; ; ; 13/5; ; 13/5; ; ; ; ; ; ; 13/5; ; 13/5; ; ; 13/5; ; 11/4; ; 13/5; ; ; ; 
AFC Fylde; 3; ; ; ; ; ; 14/5; ; 37/13; ; ; ; ; ; ; 14/5; ; 37/13; ; ; 37/13; ; 31/10; ; 37/13; ; ; ; 
META; english/non-league/national-league/dover-v-afc-fylde; 2017-11-20 10:24:47 GMT+2; 2017-11-25 15:00; Nothing; Xlenovo
Dover; 5/6; ; ; ; ; ; 4/5; ; 9/11; ; 4/5; 4/5; ; ; ; 4/5; ; 4/5; ; ; 9/11; ; 4/5; 4/5; 4/5; ; ; ; 
Draw; 11/4; ; ; ; ; ; 13/5; ; 13/5; ; 5/2; 5/2; ; ; ; 13/5; ; 13/5; ; ; 13/5; ; 11/4; 11/4; 13/5; ; ; ; 
AFC Fylde; 3; ; ; ; ; ; 29/10; ; 37/13; ; 16/5; 11/4; ; ; ; 14/5; ; 37/13; ; ; 37/13; ; 16/5; 3; 37/13; ; ; ; 
META; english/non-league/national-league/dover-v-afc-fylde; 2017-11-20 14:25:01 GMT+2; 2017-11-25 15:00; Nothing; Xlenovo
Dover; 5/6; ; ; ; ; ; 4/5; ; 9/11; ; 4/5; 4/5; ; ; ; 4/5; ; 4/5; ; ; 9/11; ; 4/5; 4/5; 4/5; ; ; ; 
Draw; 11/4; ; ; ; ; ; 13/5; ; 13/5; ; 5/2; 5/2; ; ; ; 5/2; ; 13/5; ; ; 13/5; ; 11/4; 11/4; 13/5; ; ; ; 
AFC Fylde; 3; ; ; ; ; ; 29/10; ; 37/13; ; 16/5; 11/4; ; ; ; 14/5; ; 37/13; ; ; 37/13; ; 16/5; 3; 37/13; ; ; ; 
META; english/non-league/national-league/dover-v-afc-fylde; 2017-11-20 18:25:18 GMT+2; 2017-11-25 15:00; Nothing; Xlenovo
Dover; 5/6; ; ; ; ; ; 4/5; ; 9/11; ; 4/5; 4/5; ; ; ; 4/5; ; 4/5; ; ; 9/11; ; 4/5; 4/5; 4/5; ; ; ; 
Draw; 11/4; ; ; ; ; ; 13/5; ; 13/5; ; 5/2; 5/2; ; ; ; 5/2; ; 13/5; ; ; 13/5; ; 11/4; 11/4; 45/17; ; ; ; 
AFC Fylde; 3; ; ; ; ; ; 29/10; ; 37/13; ; 16/5; 11/4; ; ; ; 14/5; ; 29/10; ; ; 37/13; ; 16/5; 3; 29/10; ; ; ; 
META; english/non-league/national-league/dover-v-afc-fylde; 2017-11-20 22:25:16 GMT+2; 2017-11-25 15:00; Nothing; Xlenovo
Dover; 5/6; ; ; ; ; ; 4/5; ; 9/11; ; 4/5; 4/5; ; ; ; 4/5; ; 4/5; ; ; 9/11; ; 4/5; 4/5; 4/5; ; ; ; 
Draw; 11/4; ; ; ; ; ; 13/5; ; 13/5; ; 5/2; 5/2; ; ; ; 5/2; ; 45/17; ; ; 13/5; ; 11/4; 11/4; 45/17; ; ; ; 
AFC Fylde; 3; ; ; ; ; ; 29/10; ; 37/13; ; 16/5; 11/4; ; ; ; 14/5; ; 29/10; ; ; 37/13; ; 16/5; 3; 56/19; ; ; ; 
META; english/non-league/national-league/dover-v-afc-fylde; 2017-11-21 02:24:59 GMT+2; 2017-11-25 15:00; Nothing; Xlenovo
Dover; 5/6; ; ; ; ; ; 4/5; ; 9/11; ; 4/5; 4/5; ; ; ; 4/5; ; 4/5; ; ; 9/11; ; 4/5; 4/5; 4/5; ; ; ; 
Draw; 11/4; ; ; ; ; ; 13/5; ; 13/5; ; 5/2; 5/2; ; ; ; 5/2; ; 45/17; ; ; 13/5; ; 11/4; 11/4; 45/17; ; ; ; 
AFC Fylde; 3; ; ; ; ; ; 29/10; ; 37/13; ; 16/5; 11/4; ; ; ; 14/5; ; 29/10; ; ; 37/13; ; 16/5; 3; 56/19; ; ; ; 
META; english/non-league/national-league/dover-v-afc-fylde; 2017-11-21 10:25:11 GMT+2; 2017-11-25 15:00; Nothing; Xlenovo
Dover; 5/6; ; ; ; ; ; 4/5; ; 9/11; ; 4/5; 4/5; ; ; ; 4/5; ; 4/5; ; ; 9/11; ; 5/6; 5/6; 4/5; ; ; ; 
Draw; 11/4; ; ; ; ; ; 13/5; ; 13/5; ; 5/2; 5/2; ; ; ; 5/2; ; 45/17; ; ; 13/5; ; 13/5; 53/20; 45/17; ; ; ; 
AFC Fylde; 3; ; ; ; ; ; 29/10; ; 37/13; ; 16/5; 11/4; ; ; ; 14/5; ; 29/10; ; ; 37/13; ; 33/10; 3; 56/19; ; ; ; 
META; english/non-league/national-league/dover-v-afc-fylde; 2017-11-21 14:25:16 GMT+2; 2017-11-25 15:00; Nothing; Xlenovo
Dover; 5/6; ; ; ; ; ; 4/5; ; 9/11; ; 4/5; 4/5; ; ; ; 4/5; ; 4/5; ; ; 9/11; ; 4/5; 5/6; 4/5; ; ; ; 
Draw; 11/4; ; ; ; ; ; 13/5; ; 13/5; ; 5/2; 5/2; ; ; ; 5/2; ; 45/17; ; ; 13/5; ; 11/4; 53/20; 45/17; ; ; ; 
AFC Fylde; 3; ; ; ; ; ; 29/10; ; 37/13; ; 16/5; 11/4; ; ; ; 14/5; ; 29/10; ; ; 37/13; ; 16/5; 3; 56/19; ; ; ; 
