META; english/non-league/national-league/hartlepool-v-gateshead; 2017-12-27 18:24:34 GMT+2; 2018-01-01 15:00; Nothing; Xlenovo
Hartlepool; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; 
Gateshead; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/8; ; ; ; ; 
Draw; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; 
META; english/non-league/national-league/hartlepool-v-gateshead; 2017-12-28 02:25:46 GMT+2; 2018-01-01 15:00; Nothing; Xlenovo
Hartlepool; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/4; ; ; ; 13/10; ; 13/10; 5/4; ; ; ; 
Gateshead; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/5; ; ; ; 15/8; ; 15/8; 24/13; ; ; ; 
Draw; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 27/11; ; ; ; 5/2; ; 5/2; 27/11; ; ; ; 
META; english/non-league/national-league/hartlepool-v-gateshead; 2017-12-28 10:24:36 GMT+2; 2018-01-01 15:00; Nothing; Xlenovo
Hartlepool; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/4; ; ; 23/18; 13/10; ; 13/10; 5/4; ; ; ; 
Gateshead; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/5; ; ; 9/5; 15/8; ; 15/8; 24/13; ; ; ; 
Draw; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 27/11; ; ; 12/5; 5/2; ; 5/2; 27/11; ; ; ; 
META; english/non-league/national-league/hartlepool-v-gateshead; 2017-12-28 14:24:51 GMT+2; 2018-01-01 15:00; Nothing; Xlenovo
Hartlepool; 13/10; ; ; ; ; ; ; ; 23/18; ; ; ; ; ; ; ; ; 5/4; ; ; 23/18; 13/10; ; 13/10; 5/4; ; ; ; 
Gateshead; 15/8; ; ; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; 9/5; ; ; 9/5; 15/8; ; 15/8; 24/13; ; ; ; 
Draw; 5/2; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; 27/11; ; ; 12/5; 5/2; ; 5/2; 27/11; ; ; ; 
META; english/non-league/national-league/hartlepool-v-gateshead; 2017-12-28 18:24:46 GMT+2; 2018-01-01 15:00; Nothing; Xlenovo
Hartlepool; 13/10; ; ; ; ; ; ; ; 23/18; ; ; ; ; ; ; ; ; 5/4; ; ; 23/18; 13/10; ; 13/10; 5/4; ; ; ; 
Gateshead; 15/8; ; ; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; 9/5; ; ; 9/5; 15/8; ; 15/8; 24/13; ; ; ; 
Draw; 5/2; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; 27/11; ; ; 12/5; 5/2; ; 5/2; 27/11; ; ; ; 
