META; english/non-league/national-league/chester-v-maidenhead-utd; 2017-09-17 02:23:26 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Maidenhead Utd; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chester; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-maidenhead-utd; 2017-09-17 10:23:18 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Maidenhead Utd; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chester; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-maidenhead-utd; 2017-09-17 14:23:17 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Maidenhead Utd; 11/8; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chester; 9/5; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-maidenhead-utd; 2017-09-17 18:23:08 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Maidenhead Utd; 11/8; 11/8; ; ; 13/10; ; 7/5; ; 23/17; ; ; ; ; ; ; ; ; 23/17; 13/10; ; ; 23/17; ; ; ; ; ; ; 
Chester; 9/5; 9/5; ; ; 9/5; ; 9/5; ; 17/10; ; ; ; ; ; ; ; ; 17/10; 17/10; ; ; 17/10; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; 12/5; ; 5/2; ; 12/5; ; ; ; ; ; ; ; ; 12/5; 12/5; ; ; 12/5; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-maidenhead-utd; 2017-09-17 22:23:11 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Maidenhead Utd; 11/8; 11/8; ; ; 13/10; ; 11/8; ; 23/17; ; ; ; 11/8; ; ; 13/10; ; 23/17; 13/10; ; ; 23/17; ; ; ; ; ; ; 
Chester; 9/5; 9/5; ; ; 9/5; ; 9/5; ; 17/10; ; ; ; 9/5; ; ; 7/4; ; 17/10; 17/10; ; ; 17/10; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; 12/5; ; 5/2; ; 12/5; ; ; ; 49/20; ; ; 12/5; ; 12/5; 12/5; ; ; 12/5; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-maidenhead-utd; 2017-09-18 02:22:56 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Maidenhead Utd; 11/8; 11/8; ; ; 13/10; ; 7/5; ; 23/17; ; ; ; 11/8; ; ; 13/10; ; 23/17; 13/10; ; ; 23/17; ; ; ; ; ; ; 
Chester; 9/5; 9/5; ; ; 9/5; ; 15/8; ; 17/10; ; ; ; 9/5; ; ; 7/4; ; 17/10; 17/10; ; ; 17/10; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; 12/5; ; 12/5; ; 12/5; ; ; ; 49/20; ; ; 12/5; ; 12/5; 12/5; ; ; 12/5; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-maidenhead-utd; 2017-09-18 10:22:59 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Maidenhead Utd; 11/8; 11/8; ; ; 13/10; 13/10; 11/8; ; 23/17; ; ; ; 11/8; ; ; 13/10; 13/10; 23/17; 13/10; ; ; 23/17; ; ; ; ; ; ; 
Chester; 9/5; 9/5; ; ; 9/5; 17/10; 9/5; ; 17/10; ; ; ; 9/5; ; ; 7/4; 17/10; 17/10; 17/10; ; ; 17/10; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; 12/5; 9/4; 5/2; ; 12/5; ; ; ; 49/20; ; ; 12/5; 23/10; 12/5; 12/5; ; ; 12/5; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-maidenhead-utd; 2017-09-18 14:23:08 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Maidenhead Utd; 11/8; 11/8; 7/5; ; 7/5; 13/10; 7/5; ; 23/17; ; ; ; 11/8; ; ; 11/8; 13/10; 23/17; 13/10; 147/100; ; 23/17; ; ; ; ; ; ; 
Chester; 9/5; 9/5; 9/5; ; 7/4; 17/10; 9/5; ; 17/10; ; ; ; 9/5; ; ; 7/4; 17/10; 17/10; 17/10; 189/100; ; 17/10; ; ; ; ; ; ; 
Draw; 5/2; 23/10; 9/4; ; 12/5; 9/4; 5/2; ; 12/5; ; ; ; 49/20; ; ; 23/10; 23/10; 12/5; 12/5; 66/25; ; 12/5; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-maidenhead-utd; 2017-09-18 18:23:05 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Maidenhead Utd; 11/8; 11/8; 7/5; ; 7/5; 13/10; 7/5; ; 23/17; ; ; 11/8; 11/8; ; ; 11/8; 13/10; 23/17; 23/17; 147/100; ; 23/17; ; 7/5; ; ; ; ; 
Chester; 9/5; 9/5; 9/5; ; 7/4; 17/10; 9/5; ; 17/10; ; ; 7/4; 9/5; ; ; 7/4; 17/10; 17/10; 17/10; 189/100; ; 17/10; ; 9/5; ; ; ; ; 
Draw; 5/2; 23/10; 9/4; ; 12/5; 9/4; 5/2; ; 12/5; ; ; 21/10; 49/20; ; ; 23/10; 23/10; 12/5; 12/5; 66/25; ; 12/5; ; 5/2; ; ; ; ; 
META; english/non-league/national-league/chester-v-maidenhead-utd; 2017-09-18 22:23:58 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Maidenhead Utd; 11/8; 11/8; 7/5; ; 7/5; 13/10; 7/5; ; 23/17; ; ; 11/8; 11/8; ; ; 11/8; 13/10; 23/17; 23/17; 147/100; ; 23/17; ; 7/5; ; ; 10/11; ; 
