META; english/non-league/national-league/maidstone-v-macclesfield; 2018-03-03 22:22:22 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Maidstone; 21/10; 15/8; 9/5; 21/10; 101/0; 19/10; 37/19; 9/5; 19/10; 7/4; 37/20; 2; 9/5; 19/10; 2; 17/10; 37/19; 19/10; 19/10; 19/10; 19/10
Draw; 12/5; 23/10; 11/5; 23/10; 61/25; 11/5; 9/4; 11/5; 9/4; 11/5; 11/5; 23/10; 11/5; 23/10; 23/10; 12/5; 9/4; 12/5; 47/20; 23/10; 11/5
META; english/non-league/national-league/maidstone-v-macclesfield; 2018-03-05 10:23:28 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Macclesfield; 5/4; 7/5; 11/8; 13/10; 143/00; 6/5; 4/3; 11/8; 13/10; 13/10; 27/20; 13/10; 5/4; 23/17; 6/5; 13/10; 4/3; 11/8; 27/20; 23/17; 27/20
Maidstone; 21/10; 15/8; 9/5; 21/10; 41/20; 19/10; 24/13; 9/5; 19/10; 7/4; 37/20; 2; 15/8; 19/10; 2; 17/10; 24/13; 19/10; 19/10; 19/10; 19/10
Draw; 12/5; 23/10; 11/5; 23/10; 61/25; 11/5; 9/4; 11/5; 9/4; 11/5; 11/5; 23/10; 11/5; 23/10; 23/10; 12/5; 9/4; 12/5; 47/20; 40/17; 9/4
META; english/non-league/national-league/maidstone-v-macclesfield; 2018-03-05 14:23:50 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Macclesfield; 29/20; 7/5; 7/5; 13/10; 29/20; 13/10; 4/3; 7/5; 7/5; 13/10; 11/8; 13/10; 11/8; 7/5; 6/5; 13/10; 4/3; 7/5; 27/20; 7/5; 13/10
Maidstone; 9/5; 15/8; 9/5; 11/5; 101/0; 15/8; 24/13; 9/5; 19/10; 15/8; 9/5; 2; 9/5; 24/13; 2; 17/10; 24/13; 15/8; 19/10; 24/13; 19/10
Draw; 12/5; 23/10; 11/5; 11/5; 61/25; 11/5; 9/4; 11/5; 11/5; 21/10; 11/5; 23/10; 21/10; 23/10; 23/10; 12/5; 9/4; 12/5; 47/20; 23/10; 9/4
META; english/non-league/national-league/maidstone-v-macclesfield; 2018-03-05 18:23:54 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Macclesfield; 29/20; 7/5; 29/20; 6/4; 38/25; 13/10; 4/3; 29/20; 7/5; 11/8; 7/5; 7/5; 11/8; 16/11; 5/4; 7/5; 4/3; 7/5; 7/5; 16/11; 7/5; 7/5
Maidstone; 9/5; 9/5; 7/4; 9/5; 47/25; 9/5; 24/13; 7/4; 9/5; 17/10; 9/5; 15/8; 7/4; 7/4; 19/10; 9/5; 24/13; 15/8; 9/5; 7/4; 7/4; 7/4
Draw; 12/5; 12/5; 11/5; 23/10; 51/20; 11/5; 9/4; 11/5; 9/4; 11/5; 11/5; 23/10; 11/5; 40/17; 23/10; 12/5; 9/4; 12/5; 47/20; 40/17; 23/10; 21/10
META; english/non-league/national-league/maidstone-v-macclesfield; 2018-03-05 22:23:57 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Macclesfield; 29/20; 7/5; 29/20; 6/4; 38/25; 13/10; 7/5; 4/3; 29/20; 7/5; 11/8; 7/5; 7/5; 11/8; 16/11; 5/4; 7/5; 4/3; 7/5; 7/5; 16/11; 7/5; 7/5
Maidstone; 9/5; 9/5; 7/4; 9/5; 47/25; 9/5; 9/5; 24/13; 7/4; 9/5; 17/10; 9/5; 15/8; 7/4; 7/4; 19/10; 9/5; 24/13; 15/8; 9/5; 7/4; 7/4; 7/4
Draw; 12/5; 12/5; 11/5; 23/10; 51/20; 11/5; 23/10; 9/4; 11/5; 9/4; 11/5; 11/5; 23/10; 11/5; 40/17; 23/10; 12/5; 9/4; 12/5; 47/20; 40/17; 23/10; 21/10
META; english/non-league/national-league/maidstone-v-macclesfield; 2018-03-06 02:23:52 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Macclesfield; 29/20; 7/5; 27/20; 6/4; 37/25; 13/10; 7/5; 4/3; 27/20; 7/5; 13/10; 27/20; 7/5; 11/8; 7/5; 5/4; 7/5; 4/3; 11/8; 7/5; 7/5; 7/5; 11/8
Maidstone; 9/5; 9/5; 9/5; 9/5; 193/00; 9/5; 9/5; 24/13; 9/5; 9/5; 17/10; 9/5; 15/8; 17/10; 7/4; 19/10; 9/5; 24/13; 19/10; 9/5; 9/5; 9/5; 7/4
Draw; 12/5; 12/5; 11/5; 23/10; 51/20; 11/5; 23/10; 9/4; 11/5; 9/4; 9/4; 11/5; 23/10; 9/4; 40/17; 23/10; 12/5; 9/4; 12/5; 47/20; 40/17; 23/10; 21/10
META; english/non-league/national-league/maidstone-v-macclesfield; 2018-03-06 10:23:42 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Barrow; 13/8; 13/8; 13/8; 7/4; 171/00; 8/5; 17/11; 13/8; 13/8; 31/20; 8/5; 13/8; 6/4; 8/5; 8/5; 19/12; 17/11; 13/8; 8/5; 8/5; 13/8; 13/8
Guiseley; 13/8; 13/8; 13/8; 13/8; 179/00; 8/5; 13/8; 13/8; 13/8; 13/8; 13/8; 13/8; 8/5; 28/17; 8/5; 19/12; 13/8; 17/10; 33/20; 28/17; 17/10; 17/10
Draw; 23/10; 11/5; 21/10; 11/5; 59/25; 21/10; 9/4; 21/10; 21/10; 2; 41/20; 9/4; 21/10; 11/5; 21/10; 12/5; 9/4; 9/4; 9/4; 11/5; 21/10; 21/10
META; english/non-league/national-league/maidstone-v-macclesfield; 2018-03-06 14:23:50 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Barrow; 6/4; 7/4; 17/11; 6/4; 17/11; 17/11; 17/11
Guiseley; 7/4; 13/8; 13/8; 17/10; 28/17; 13/8; 17/10
Draw; 11/5; 11/5; 9/4; 2; 9/4; 9/4; 23/10
META; english/non-league/national-league/maidstone-v-macclesfield; 2018-03-06 18:23:57 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Guiseley; 13/8; 13/8; 8/5; 13/8; 28/17
Barrow; 7/4; 17/11; 17/11; 17/11; 8/5
Draw; 11/5; 9/4; 9/4; 9/4; 9/4
META; english/non-league/national-league/maidstone-v-macclesfield; 2018-03-17 22:20:33 GMT+2; 2018-03-21 19:45; Nothing; Xlenovo
Macclesfield; 6/4; 11/8; 8/5; 7/5; 31/20; 21/20
Maidstone; 6/4; 7/4; 6/4; 6/4; 31/20; 21/10
Draw; 12/5; 12/5; 12/5; 23/10; 5/2; 5/2
META; english/non-league/national-league/maidstone-v-macclesfield; 2018-03-18 02:21:17 GMT+2; 2018-03-21 19:45; Nothing; Xlenovo
Macclesfield; 6/4; 11/8; 6/4; 7/5; 31/20; 31/20; 23/20
Maidstone; 6/4; 7/4; 8/5; 8/5; 17/10; 31/20; 2
Draw; 12/5; 12/5; 12/5; 23/10; 12/5; 5/2; 23/10
META; english/non-league/national-league/maidstone-v-macclesfield; 2018-03-18 10:21:44 GMT+2; 2018-03-21 19:45; Nothing; Xlenovo
Macclesfield; 6/4; 11/8; 17/11; 6/4; 6/4; 7/5; 17/11; 17/11; 31/20; 31/20; 17/11; 23/20
Maidstone; 6/4; 7/4; 10/7; 8/5; 8/5; 8/5; 16/11; 10/7; 17/10; 31/20; 6/4; 2
Draw; 12/5; 12/5; 5/2; 23/10; 21/10; 9/4; 27/11; 5/2; 12/5; 5/2; 27/11; 23/10
META; english/non-league/national-league/maidstone-v-macclesfield; 2018-03-18 14:22:25 GMT+2; 2018-03-21 19:45; Nothing; Xlenovo
Macclesfield; 29/20; 6/4; 161/00; 17/11; 6/4; 6/4; 6/4; 7/5; 16/11; 6/4; 17/11; 31/20; 6/4; 6/4; 11/8; 7/5
Maidstone; 7/4; 19/10; 19/10; 10/7; 17/10; 31/20; 7/4; 17/10; 28/17; 6/4; 10/7; 7/4; 9/5; 28/17; 13/8; 17/10
Draw; 12/5; 11/5; 59/25; 5/2; 11/5; 21/10; 9/4; 21/10; 9/4; 12/5; 5/2; 23/10; 11/5; 9/4; 19/10; 19/10
META; english/non-league/national-league/maidstone-v-macclesfield; 2018-03-18 18:22:33 GMT+2; 2018-03-21 19:45; Nothing; Xlenovo
Macclesfield; 29/20; 6/4; 159/00; 17/11; 6/4; 7/5; 6/4; 7/5; 16/11; 6/4; 11/8; 17/11; 6/4; 6/4; 6/4; 10/9; 7/5; 7/5
Maidstone; 7/4; 19/10; 48/25; 10/7; 17/10; 17/10; 7/4; 17/10; 28/17; 6/4; 28/17; 10/7; 7/4; 9/5; 17/10; 5/4; 13/8; 17/10
Draw; 12/5; 11/5; 59/25; 5/2; 9/4; 21/10; 9/4; 21/10; 9/4; 12/5; 23/10; 5/2; 23/10; 11/5; 23/10; 17/10; 19/10; 19/10
META; english/non-league/national-league/maidstone-v-macclesfield; 2018-03-19 02:34:03 GMT+2; 2018-03-21 19:45; Nothing; Xlenovo
Macclesfield; 29/20; 6/4; 159/00; 17/11; 6/4; 7/5; 6/4; 7/5; 6/4; 6/4; 11/8; 17/11; 31/20; 6/4; 6/4; 7/5; 11/8; 7/5
Maidstone; 7/4; 19/10; 48/25; 10/7; 17/10; 17/10; 7/4; 17/10; 17/10; 6/4; 28/17; 10/7; 9/5; 9/5; 17/10; 17/10; 13/8; 17/10
Draw; 12/5; 11/5; 59/25; 5/2; 9/4; 21/10; 9/4; 21/10; 23/10; 12/5; 23/10; 5/2; 9/4; 11/5; 23/10; 19/10; 19/10; 11/5
META; english/non-league/national-league/maidstone-v-macclesfield; 2018-03-19 10:34:10 GMT+2; 2018-03-21 19:45; Nothing; Xlenovo
Macclesfield; 29/20; 6/4; 29/20; 79/50; 10/7; 6/4; 7/5; 7/5; 7/5; 16/11; 6/4; 11/8; 10/7; 6/4; 6/4; 16/11; 7/5; 11/8; 6/4
Maidstone; 7/4; 19/10; 9/5; 97/50; 17/10; 7/4; 17/10; 17/10; 7/4; 7/4; 6/4; 28/17; 17/10; 9/5; 9/5; 9/5; 7/4; 13/8; 19/10
Draw; 12/5; 11/5; 21/10; 59/25; 9/4; 11/5; 21/10; 2; 21/10; 11/5; 12/5; 23/10; 9/4; 23/10; 11/5; 9/4; 19/10; 19/10; 23/10
META; english/non-league/national-league/maidstone-v-macclesfield; 2018-03-19 14:34:18 GMT+2; 2018-03-21 19:45; Nothing; Xlenovo
Macclesfield; 29/20; 6/4; 29/20; 79/50; 10/7; 6/4; 7/5; 6/4; 7/5; 7/5; 16/11; 6/4; 11/8; 10/7; 6/4; 6/4; 16/11; 7/5; 11/8; 6/4
Maidstone; 7/4; 19/10; 9/5; 97/50; 17/10; 7/4; 17/10; 7/4; 17/10; 7/4; 7/4; 6/4; 28/17; 17/10; 9/5; 9/5; 9/5; 7/4; 13/8; 19/10
Draw; 12/5; 11/5; 21/10; 59/25; 9/4; 11/5; 21/10; 41/20; 2; 21/10; 11/5; 12/5; 23/10; 9/4; 23/10; 11/5; 9/4; 19/10; 19/10; 23/10
META; english/non-league/national-league/maidstone-v-macclesfield; 2018-03-19 18:34:20 GMT+2; 2018-03-21 19:45; Nothing; Xlenovo
Macclesfield; 29/20; 6/4; 29/20; 79/50; 6/4; 10/7; 6/4; 7/5; 6/4; 7/5; 7/5; 16/11; 6/4; 13/9; 10/7; 6/4; 6/4; 16/11; 7/5; 11/8; 6/4
Maidstone; 7/4; 9/5; 9/5; 97/50; 7/4; 17/10; 7/4; 17/10; 9/5; 17/10; 17/10; 7/4; 6/4; 9/5; 17/10; 9/5; 9/5; 9/5; 7/4; 13/8; 19/10
Draw; 12/5; 9/4; 21/10; 59/25; 11/5; 9/4; 11/5; 21/10; 41/20; 2; 21/10; 11/5; 12/5; 40/17; 9/4; 23/10; 11/5; 9/4; 19/10; 19/10; 23/10
META; english/non-league/national-league/maidstone-v-macclesfield; 2018-03-19 22:34:21 GMT+2; 2018-03-21 19:45; Nothing; Xlenovo
Macclesfield; 29/20; 6/4; 27/20; 29/20; 31/20; 7/5; 10/7; 27/20; 29/20; 7/5; 29/20; 13/10; 7/5; 16/11; 6/4; 13/9; 10/7; 6/4; 29/20; 16/11; 7/5; 11/8; 6/4
Maidstone; 7/4; 9/5; 9/5; 9/5; 19/10; 7/4; 17/10; 9/5; 7/4; 17/10; 7/4; 17/10; 7/4; 7/4; 6/4; 9/5; 17/10; 7/4; 9/5; 9/5; 9/5; 17/10; 15/8
Draw; 12/5; 9/4; 23/10; 21/10; 123/0; 9/4; 9/4; 23/10; 9/4; 21/10; 43/20; 11/5; 21/10; 11/5; 12/5; 40/17; 9/4; 12/5; 9/4; 9/4; 21/10; 2; 12/5
META; english/non-league/national-league/maidstone-v-macclesfield; 2018-03-20 02:34:26 GMT+2; 2018-03-21 19:45; Nothing; Xlenovo
Macclesfield; 29/20; 6/4; 29/20; 31/20; 7/5; 6/4; 10/7; 6/4; 7/5; 29/20; 13/10; 7/5; 16/11; 6/4; 13/9; 10/7; 6/4; 29/20; 16/11; 7/5; 6/4; 6/4
Maidstone; 7/4; 9/5; 9/5; 19/10; 17/10; 7/4; 17/10; 7/4; 17/10; 7/4; 17/10; 17/10; 7/4; 6/4; 9/5; 17/10; 7/4; 9/5; 9/5; 9/5; 9/5; 15/8
Draw; 12/5; 23/10; 21/10; 123/0; 11/5; 9/4; 9/4; 11/5; 21/10; 43/20; 11/5; 21/10; 11/5; 12/5; 40/17; 9/4; 12/5; 9/4; 9/4; 11/5; 11/5; 12/5
META; english/non-league/national-league/maidstone-v-macclesfield; 2018-03-20 10:34:33 GMT+2; 2018-03-21 19:45; Nothing; Xlenovo
Macclesfield; 29/20; 6/4; 29/20; 31/20; 6/4; 10/7; 6/4; 7/5; 29/20; 13/10; 7/5; 16/11; 6/4; 13/9; 10/7; 6/4; 29/20; 16/11; 7/5; 6/4; 6/4
Maidstone; 7/4; 9/5; 17/10; 19/10; 7/4; 17/10; 7/4; 17/10; 7/4; 17/10; 17/10; 7/4; 6/4; 9/5; 17/10; 7/4; 9/5; 9/5; 7/4; 9/5; 15/8
Draw; 12/5; 23/10; 11/5; 123/0; 9/4; 9/4; 11/5; 21/10; 43/20; 11/5; 21/10; 11/5; 12/5; 40/17; 9/4; 12/5; 9/4; 9/4; 21/10; 11/5; 12/5
META; english/non-league/national-league/maidstone-v-macclesfield; 2018-03-20 14:34:25 GMT+2; 2018-03-21 19:45; Nothing; Xlenovo
Macclesfield; 29/20; 6/4; 27/20; 29/20; 31/20; 7/5; 6/4; 10/7; 27/20; 6/4; 7/5; 29/20; 13/10; 7/5; 16/11; 6/4; 13/9; 10/7; 6/4; 29/20; 16/11; 27/20; 6/4; 6/4
Maidstone; 7/4; 9/5; 15/8; 17/10; 19/10; 17/10; 7/4; 17/10; 15/8; 7/4; 17/10; 7/4; 17/10; 17/10; 7/4; 6/4; 9/5; 17/10; 7/4; 9/5; 9/5; 13/8; 9/5; 15/8
Draw; 12/5; 23/10; 11/5; 11/5; 123/0; 11/5; 9/4; 9/4; 11/5; 11/5; 21/10; 43/20; 11/5; 11/5; 11/5; 12/5; 40/17; 9/4; 12/5; 9/4; 9/4; 21/10; 11/5; 12/5
META; english/non-league/national-league/maidstone-v-macclesfield; 2018-03-20 18:34:31 GMT+2; 2018-03-21 19:45; Nothing; Xlenovo
Macclesfield; 29/20; 6/4; 6/4; 29/20; 83/50; 7/5; 6/4; 10/7; 6/4; 6/4; 6/4; 31/20; 6/4; 7/5; 6/4; 6/4; 52/35; 10/7; 31/20; 31/20; 17/11; 6/4; 13/8; 13/8
Maidstone; 7/4; 9/5; 33/20; 17/10; 89/50; 17/10; 17/10; 17/10; 33/20; 17/10; 8/5; 33/20; 6/4; 8/5; 17/10; 6/4; 29/18; 17/10; 17/10; 33/20; 17/10; 13/8; 13/8; 17/10
Draw; 12/5; 23/10; 11/5; 11/5; 49/20; 11/5; 9/4; 9/4; 11/5; 11/5; 21/10; 43/20; 21/10; 11/5; 9/4; 12/5; 5/2; 9/4; 12/5; 23/10; 23/10; 21/10; 11/5; 12/5
META; english/non-league/national-league/maidstone-v-macclesfield; 2018-03-20 22:34:28 GMT+2; 2018-03-21 19:45; Nothing; Xlenovo
Macclesfield; 29/20; 6/4; 6/4; 29/20; 83/50; 6/4; 6/4; 10/7; 6/4; 6/4; 6/4; 31/20; 6/4; 7/5; 6/4; 6/4; 52/35; 10/7; 31/20; 31/20; 17/11; 6/4; 13/8; 13/8
Maidstone; 7/4; 9/5; 33/20; 17/10; 89/50; 17/10; 17/10; 17/10; 33/20; 17/10; 8/5; 33/20; 6/4; 8/5; 17/10; 6/4; 29/18; 17/10; 17/10; 33/20; 17/10; 13/8; 13/8; 7/4
Draw; 12/5; 23/10; 11/5; 11/5; 49/20; 21/10; 9/4; 9/4; 11/5; 11/5; 21/10; 43/20; 21/10; 11/5; 9/4; 12/5; 5/2; 9/4; 12/5; 23/10; 23/10; 23/10; 9/4; 12/5
META; english/non-league/national-league/maidstone-v-macclesfield; 2018-03-21 02:34:21 GMT+2; 2018-03-21 19:45; Nothing; Xlenovo
Macclesfield; 29/20; 8/5; 6/4; 29/20; 83/50; 29/20; 6/4; 10/7; 6/4; 6/4; 6/4; 31/20; 6/4; 7/5; 6/4; 6/4; 52/35; 10/7; 31/20; 31/20; 17/11; 6/4; 13/8; 8/5
Maidstone; 7/4; 17/10; 13/8; 17/10; 89/50; 17/10; 17/10; 17/10; 13/8; 17/10; 8/5; 13/8; 6/4; 8/5; 17/10; 6/4; 29/18; 17/10; 17/10; 33/20; 17/10; 7/4; 17/10; 7/4
Draw; 12/5; 23/10; 11/5; 11/5; 49/20; 11/5; 23/10; 9/4; 11/5; 11/5; 21/10; 43/20; 21/10; 11/5; 9/4; 12/5; 27/11; 9/4; 12/5; 23/10; 23/10; 23/10; 9/4; 12/5
META; english/non-league/national-league/maidstone-v-macclesfield; 2018-03-21 10:34:25 GMT+2; 2018-03-21 19:45; Nothing; Xlenovo
Macclesfield; 7/5; 8/5; 29/20; 29/20; 8/5; 29/20; 6/4; 10/7; 29/20; 6/4; 7/5; 29/20; 6/4; 7/5; 16/11; 6/4; 22/15; 10/7; 6/4; 31/20; 6/4; 6/4; 8/5; 6/4
Maidstone; 9/5; 17/10; 17/10; 17/10; 183/00; 17/10; 17/10; 17/10; 17/10; 17/10; 8/5; 17/10; 6/4; 17/10; 6/4; 22/13; 17/10; 9/5; 33/20; 17/10; 7/4; 9/5; 9/5; 
Draw; 12/5; 23/10; 11/5; 11/5; 62/25; 11/5; 23/10; 9/4; 11/5; 9/4; 9/4; 43/20; 21/10; 11/5; 12/5; 12/5; 9/4; 23/10; 23/10; 23/10; 23/10; 12/5; 12/5; 
META; english/non-league/national-league/maidstone-v-macclesfield; 2018-03-21 14:34:27 GMT+2; 2018-03-21 19:45; Nothing; Xlenovo
Macclesfield; 7/5; 6/4; 29/20; 29/20; 31/20; 29/20; 6/4; 10/7; 29/20; 29/20; 7/5; 29/20; 7/5; 7/5; 7/5; 6/4; 22/15; 10/7; 29/20; 29/20; 16/11; 7/5; 6/4; 6/4
Maidstone; 9/5; 9/5; 7/4; 17/10; 189/00; 17/10; 7/4; 17/10; 7/4; 7/4; 7/4; 7/4; 13/8; 17/10; 9/5; 6/4; 22/13; 17/10; 9/5; 9/5; 9/5; 15/8; 15/8; 19/10
Draw; 12/5; 23/10; 11/5; 11/5; 62/25; 11/5; 23/10; 9/4; 11/5; 9/4; 2; 43/20; 21/10; 11/5; 23/10; 12/5; 12/5; 9/4; 12/5; 23/10; 23/10; 23/10; 12/5; 12/5
META; english/non-league/national-league/maidstone-v-macclesfield; 2018-03-21 18:34:28 GMT+2; 2018-03-21 19:45; Nothing; Xlenovo
Macclesfield; 5/4; 6/4; 13/10; 29/20; 143/00; 13/10; 11/8; 10/7; 13/10; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 5/4; 13/10; 10/7; 13/10; 27/20; 13/10; 13/10; 7/5; 7/5
Maidstone; 21/10; 9/5; 19/10; 17/10; 103/0; 15/8; 19/10; 17/10; 19/10; 19/10; 19/10; 39/20; 9/5; 15/8; 37/19; 24/13; 133/7; 17/10; 21/10; 39/20; 37/19; 2; 21/10; 2
Draw; 12/5; 23/10; 11/5; 11/5; 62/25; 11/5; 23/10; 9/4; 11/5; 9/4; 2; 11/5; 21/10; 21/10; 23/10; 5/2; 23/10; 9/4; 23/10; 23/10; 40/17; 23/10; 12/5; 12/5
META; english/non-league/national-league/maidstone-v-macclesfield; 2018-03-21 22:34:27 GMT+2; 2018-03-21 19:45; Nothing; Xlenovo
Maidstone; 8/15; 4/7; 11/20; 11/20; 1/2; 3/5; 4/7; 4/7; 6/10; 8/15; 1/2; 8/15; 6/11; 18/35; 3/5; 8/15; 8/15; 6/11; 4/7
Draw; 5/2; 13/5; 5/2; 59/20; 13/5; 5/2; 13/5; 11/4; 13/5; 13/5; 11/4; 5/2; 12/5; 27/10; 5/2; 27/10; 11/4; 45/17; 14/5
Macclesfield; 6; 11/2; 5; 57/10; 5; 23/4; 11/2; 11/2; 11/2; 11/2; 5; 11/2; 5; 23/4; 11/2; 13/2; 67/13; 29/5; 
