META; english/non-league/national-league/maidenhead-utd-v-aldershot; 2017-10-01 18:22:45 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Aldershot; 11/8; ; ; ; 7/5; ; 7/5; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/8; ; ; ; ; 
Maidenhead Utd; 9/5; ; ; ; 7/4; ; 9/5; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; 
Draw; 5/2; ; ; ; 12/5; ; 5/2; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; 
META; english/non-league/national-league/maidenhead-utd-v-aldershot; 2017-10-01 22:22:35 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Aldershot; 11/8; ; ; ; 13/10; 13/10; ; 5/4; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; 11/8; ; ; ; ; 
Maidenhead Utd; 9/5; ; ; ; 9/5; 17/10; ; 7/4; ; ; ; ; ; ; ; ; 17/10; ; ; ; ; ; ; 7/4; ; ; ; ; 
Draw; 5/2; ; ; ; 12/5; 9/4; ; 23/10; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 12/5; ; ; ; ; 
META; english/non-league/national-league/maidenhead-utd-v-aldershot; 2017-10-02 02:22:24 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Aldershot; 11/8; ; ; ; 13/10; 13/10; ; 5/4; ; ; ; ; ; ; ; 13/10; 13/10; ; ; ; ; ; ; 11/8; ; ; ; ; 
Maidenhead Utd; 9/5; ; ; ; 9/5; 17/10; ; 7/4; ; ; ; ; ; ; ; 7/4; 17/10; ; ; ; ; ; ; 7/4; ; ; ; ; 
Draw; 5/2; ; ; ; 12/5; 9/4; ; 23/10; ; ; ; ; ; ; ; 12/5; 23/10; ; ; ; ; ; ; 12/5; ; ; ; ; 
META; english/non-league/national-league/maidenhead-utd-v-aldershot; 2017-10-02 10:22:52 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Aldershot; 11/8; ; ; ; 7/5; 13/10; 7/5; 5/4; 23/17; ; 13/10; ; ; ; ; 11/8; 13/10; ; ; ; ; 23/17; ; 11/8; ; ; ; ; 
Maidenhead Utd; 9/5; ; ; ; 7/4; 17/10; 9/5; 7/4; 17/10; ; 8/5; ; ; ; ; 17/10; 17/10; ; ; ; ; 17/10; ; 7/4; ; ; ; ; 
Draw; 5/2; ; ; ; 12/5; 9/4; 5/2; 23/10; 12/5; ; 12/5; ; ; ; ; 12/5; 23/10; ; ; ; ; 12/5; ; 12/5; ; ; ; ; 
META; english/non-league/national-league/maidenhead-utd-v-aldershot; 2017-10-02 14:35:13 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Aldershot; 11/8; ; ; ; 7/5; 13/10; 11/8; 5/4; 23/17; ; 13/10; ; ; ; 7/5; 11/8; 13/10; 13/10; ; ; 23/17; ; 7/5; 11/8; ; ; ; 
Maidenhead Utd; 9/5; ; ; ; 7/4; 17/10; 7/4; 7/4; 17/10; ; 8/5; ; ; ; 7/4; 17/10; 17/10; 17/10; ; ; 17/10; ; 9/5; 7/4; ; ; ; 
Draw; 5/2; ; ; ; 12/5; 9/4; 12/5; 23/10; 12/5; ; 12/5; ; ; ; 12/5; 12/5; 23/10; 12/5; ; ; 12/5; ; 5/2; 5/2; ; ; ; 
META; english/non-league/national-league/maidenhead-utd-v-aldershot; 2017-10-02 18:23:10 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Aldershot; 11/8; ; ; ; 7/5; 13/10; 11/8; 5/4; 23/17; ; 13/10; ; ; ; 7/5; 11/8; 13/10; 23/17; ; ; 23/17; 7/5; 7/5; 11/8; ; ; ; 
Maidenhead Utd; 9/5; ; ; ; 7/4; 17/10; 7/4; 7/4; 17/10; ; 9/5; ; ; ; 7/4; 7/4; 17/10; 17/10; ; ; 17/10; 9/5; 9/5; 7/4; ; ; ; 
Draw; 5/2; ; ; ; 12/5; 9/4; 12/5; 23/10; 12/5; ; 21/10; ; ; ; 12/5; 23/10; 23/10; 12/5; ; ; 12/5; 5/2; 5/2; 5/2; ; ; ; 
META; english/non-league/national-league/maidenhead-utd-v-aldershot; 2017-10-02 22:23:33 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Aldershot; 11/8; ; ; ; 13/10; 13/10; 11/8; 13/10; 23/17; ; 13/10; ; ; ; 7/5; 13/10; 13/10; 23/17; ; ; 23/17; 7/5; 11/8; 11/8; ; 10/11; ; 
Maidenhead Utd; 9/5; ; ; ; 9/5; 17/10; 7/4; 7/4; 17/10; ; 9/5; ; ; ; 7/4; 9/5; 17/10; 17/10; ; ; 17/10; 9/5; 9/5; 7/4; ; 23/20; ; 
Draw; 5/2; ; ; ; 12/5; 9/4; 12/5; 23/10; 12/5; ; 21/10; ; ; ; 12/5; 23/10; 23/10; 12/5; ; ; 12/5; 5/2; 5/2; 5/2; ; 19/10; ; 
META; english/non-league/national-league/maidenhead-utd-v-aldershot; 2017-10-03 02:23:16 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Aldershot; 11/8; ; ; ; 13/10; 13/10; 11/8; 13/10; 23/17; ; 13/10; ; ; 13/10; 7/5; 13/10; 13/10; 23/17; ; ; 23/17; 7/5; 11/8; 11/8; ; 5/4; ; 
Maidenhead Utd; 9/5; ; ; ; 9/5; 17/10; 7/4; 7/4; 17/10; ; 9/5; ; ; 9/5; 7/4; 9/5; 17/10; 17/10; ; ; 17/10; 9/5; 9/5; 7/4; ; 13/8; ; 
Draw; 5/2; ; ; ; 12/5; 9/4; 12/5; 23/10; 12/5; ; 21/10; ; ; 23/10; 12/5; 23/10; 23/10; 12/5; ; ; 12/5; 5/2; 5/2; 5/2; ; 2; ; 
META; english/non-league/national-league/maidenhead-utd-v-aldershot; 2017-10-03 10:23:40 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Aldershot; 11/8; ; ; ; 13/10; 13/10; 11/8; 13/10; 23/17; ; 13/10; ; ; 13/10; 7/5; 13/10; 13/10; 23/17; ; ; ; 7/5; 7/5; 11/8; ; 23/20; ; 
Maidenhead Utd; 9/5; ; ; ; 9/5; 17/10; 7/4; 7/4; 17/10; ; 9/5; ; ; 9/5; 7/4; 9/5; 17/10; 17/10; ; ; ; 9/5; 9/5; 7/4; ; 13/8; ; 
Draw; 5/2; ; ; ; 12/5; 9/4; 12/5; 23/10; 12/5; ; 21/10; ; ; 23/10; 12/5; 23/10; 23/10; 12/5; ; ; ; 5/2; 5/2; 5/2; ; 2; ; 
META; english/non-league/national-league/maidenhead-utd-v-aldershot; 2017-10-03 14:23:49 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Aldershot; 11/8; ; ; ; 13/10; 13/10; 11/8; 13/10; 23/17; ; 13/10; ; ; 13/10; 7/5; 13/10; 13/10; 23/17; ; ; 23/17; 7/5; 7/5; 11/8; ; 23/20; ; 
Maidenhead Utd; 9/5; ; ; ; 9/5; 17/10; 7/4; 7/4; 17/10; ; 9/5; ; ; 9/5; 7/4; 9/5; 17/10; 17/10; ; ; 17/10; 9/5; 9/5; 7/4; ; 13/8; ; 
Draw; 5/2; ; ; ; 12/5; 9/4; 12/5; 23/10; 12/5; ; 21/10; ; ; 23/10; 12/5; 23/10; 23/10; 12/5; ; ; 12/5; 5/2; 5/2; 5/2; ; 11/5; ; 
META; english/non-league/national-league/maidenhead-utd-v-aldershot; 2017-10-03 18:23:32 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Aldershot; 11/8; ; ; ; 13/10; 13/10; 11/8; 13/10; 23/17; ; 13/10; ; ; 13/10; 7/5; 13/10; 13/10; 23/17; ; ; 23/17; 7/5; 7/5; 11/8; ; 23/20; ; 
Maidenhead Utd; 9/5; ; ; ; 9/5; 17/10; 7/4; 7/4; 17/10; ; 9/5; ; ; 9/5; 7/4; 9/5; 17/10; 17/10; ; ; 17/10; 9/5; 9/5; 7/4; ; 13/8; ; 
Draw; 5/2; ; ; ; 12/5; 9/4; 12/5; 23/10; 12/5; ; 21/10; ; ; 23/10; 12/5; 23/10; 23/10; 12/5; ; ; 12/5; 5/2; 5/2; 5/2; ; 11/5; ; 
META; english/non-league/national-league/maidenhead-utd-v-aldershot; 2017-10-03 22:23:31 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Aldershot; 11/8; ; ; ; 13/10; 13/10; 11/8; 13/10; 23/17; ; 13/10; ; ; 13/10; 7/5; 13/10; 13/10; 23/17; ; ; 23/17; 7/5; 7/5; 11/8; ; 23/20; ; 
Maidenhead Utd; 9/5; ; ; ; 9/5; 17/10; 7/4; 7/4; 17/10; ; 9/5; ; ; 9/5; 7/4; 9/5; 17/10; 17/10; ; ; 17/10; 9/5; 15/8; 7/4; ; 13/8; ; 
Draw; 5/2; ; ; ; 12/5; 9/4; 12/5; 23/10; 12/5; ; 21/10; ; ; 23/10; 12/5; 23/10; 23/10; 12/5; ; ; 12/5; 5/2; 12/5; 5/2; ; 11/5; ; 
META; english/non-league/national-league/maidenhead-utd-v-aldershot; 2017-10-04 02:22:57 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Aldershot; 11/8; 11/8; ; ; 13/10; 13/10; 11/8; 13/10; 23/17; ; 13/10; ; ; 13/10; 7/5; 11/8; 13/10; 23/17; ; ; 23/17; 7/5; 11/8; 11/8; ; 23/20; ; 
Maidenhead Utd; 9/5; 15/8; ; ; 9/5; 17/10; 7/4; 7/4; 17/10; ; 9/5; ; ; 9/5; 7/4; 9/5; 17/10; 17/10; ; ; 17/10; 9/5; 15/8; 7/4; ; 13/8; ; 
Draw; 5/2; 2; ; ; 12/5; 9/4; 12/5; 23/10; 12/5; ; 21/10; ; ; 23/10; 12/5; 9/4; 23/10; 12/5; ; ; 12/5; 5/2; 12/5; 5/2; ; 11/5; ; 
META; english/non-league/national-league/maidenhead-utd-v-aldershot; 2017-10-04 10:23:10 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Aldershot; 11/8; 11/8; ; 13/10; 7/5; 13/10; 11/8; 5/4; 23/17; ; 13/10; ; ; 5/4; 7/5; 11/8; 13/10; 23/17; ; ; 23/17; 7/5; 7/5; 11/8; ; 1; ; 
Maidenhead Utd; 9/5; 15/8; ; 17/10; 7/4; 17/10; 7/4; 17/10; 17/10; ; 9/5; ; ; 17/10; 7/4; 7/4; 17/10; 17/10; ; ; 17/10; 9/5; 9/5; 7/4; ; 13/10; ; 
Draw; 5/2; 2; ; 23/10; 12/5; 9/4; 12/5; 12/5; 12/5; ; 21/10; ; ; 12/5; 12/5; 23/10; 23/10; 12/5; ; ; 12/5; 5/2; 5/2; 5/2; ; 9/4; ; 
META; english/non-league/national-league/maidenhead-utd-v-aldershot; 2017-10-04 14:23:12 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Aldershot; 11/8; 11/8; ; 13/10; 7/5; 13/10; 11/8; 5/4; 23/17; ; 13/10; ; ; 5/4; 7/5; 11/8; 13/10; 23/17; ; ; 23/17; 7/5; 7/5; 11/8; ; 10/9; ; 
Maidenhead Utd; 9/5; 19/10; ; 17/10; 7/4; 17/10; 7/4; 17/10; 17/10; ; 9/5; ; ; 17/10; 7/4; 7/4; 17/10; 17/10; ; ; 17/10; 9/5; 9/5; 7/4; ; 6/4; ; 
