META; english/non-league/national-league/maidenhead-utd-v-halifax; 2017-12-31 18:23:46 GMT+2; 2018-01-06 15:00; Nothing; Xlenovo
Maidenhead Utd; 11/10; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; 
Halifax; 2; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; 
Draw; 13/5; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; 
META; english/non-league/national-league/maidenhead-utd-v-halifax; 2017-12-31 22:23:43 GMT+2; 2018-01-06 15:00; Nothing; Xlenovo
Maidenhead Utd; 11/10; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; 21/20; ; ; ; 11/10; 23/20; ; 11/10; ; ; ; 
Halifax; 2; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; 37/19; ; ; ; 2; 85/40; ; 2; ; ; ; 
Draw; 13/5; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; 28/11; ; ; ; 13/5; 13/5; ; 13/5; ; ; ; 
META; english/non-league/national-league/maidenhead-utd-v-halifax; 2018-01-01 02:23:43 GMT+2; 2018-01-06 15:00; Nothing; Xlenovo
Maidenhead Utd; 11/10; ; ; ; ; ; 11/10; ; ; ; 11/10; 11/10; ; ; ; ; ; 21/20; ; ; ; 11/10; 23/20; ; 11/10; ; ; ; 
Halifax; 2; ; ; ; ; ; 2; ; ; ; 21/10; 2; ; ; ; ; ; 37/19; ; ; ; 2; 85/40; ; 2; ; ; ; 
Draw; 13/5; ; ; ; ; ; 5/2; ; ; ; 5/2; 23/10; ; ; ; ; ; 28/11; ; ; ; 13/5; 13/5; ; 13/5; ; ; ; 
META; english/non-league/national-league/maidenhead-utd-v-halifax; 2018-01-01 10:23:52 GMT+2; 2018-01-06 15:00; Nothing; Xlenovo
Maidenhead Utd; 11/10; ; ; ; ; ; 11/10; ; 11/10; ; 11/10; 11/10; ; ; ; ; ; 11/10; ; ; 11/10; 11/10; 23/20; ; 11/10; ; ; ; 
Halifax; 2; ; ; ; ; ; 2; ; 2; ; 21/10; 2; ; ; ; ; ; 37/19; ; ; 2; 2; 85/40; ; 2; ; ; ; 
Draw; 13/5; ; ; ; ; ; 5/2; ; 28/11; ; 5/2; 23/10; ; ; ; ; ; 28/11; ; ; 28/11; 13/5; 13/5; ; 28/11; ; ; ; 
META; english/non-league/national-league/maidenhead-utd-v-halifax; 2018-01-01 14:24:52 GMT+2; 2018-01-06 15:00; Nothing; Xlenovo
Maidenhead Utd; 11/10; ; ; ; ; ; 11/10; ; 11/10; ; 11/10; 11/10; ; ; ; ; 11/10; 11/10; 11/10; ; 11/10; 11/10; 23/20; ; 11/10; ; ; ; 
Halifax; 2; ; ; ; ; ; 2; ; 2; ; 21/10; 2; ; ; ; ; 2; 37/19; 2; ; 2; 2; 85/40; ; 2; ; ; ; 
Draw; 13/5; ; ; ; ; ; 5/2; ; 28/11; ; 5/2; 23/10; ; ; ; ; 23/10; 28/11; 23/10; ; 28/11; 13/5; 13/5; ; 28/11; ; ; ; 
META; english/non-league/national-league/maidenhead-utd-v-halifax; 2018-01-01 18:23:21 GMT+2; 2018-01-06 15:00; Nothing; Xlenovo
Maidenhead Utd; 11/10; ; ; ; 6/5; ; 11/10; ; 11/10; ; 11/10; 11/10; ; ; ; 11/10; 11/10; 11/10; 11/10; ; 11/10; 11/10; 23/20; ; 11/10; ; ; ; 
Halifax; 2; ; ; ; 12/5; ; 2; ; 2; ; 21/10; 2; ; ; ; 2; 2; 2; 2; ; 2; 2; 85/40; ; 39/19; ; ; ; 
Draw; 13/5; ; ; ; 13/5; ; 5/2; ; 28/11; ; 5/2; 23/10; ; ; ; 12/5; 23/10; 28/11; 23/10; ; 28/11; 13/5; 13/5; ; 13/5; ; ; ; 
META; english/non-league/national-league/maidenhead-utd-v-halifax; 2018-01-01 22:21:31 GMT+2; 2018-01-06 15:00; Nothing; Xlenovo
Maidenhead Utd; 11/10; ; ; ; 123/ 100; ; 11/10; ; 11/10; ; 11/10; 11/10; ; ; ; 11/10; 11/10; 11/10; 11/10; ; 11/10; 11/10; 23/20; ; 11/10; ; 8/11; ; 
