META; english/non-league/national-league/solihull-moors-v-afc-fylde; 2017-10-22 18:24:42 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
AFC Fylde; 1; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Solihull Moors; 5/2; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/solihull-moors-v-afc-fylde; 2017-10-22 22:25:06 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
AFC Fylde; 1; ; ; ; ; ; 20/21; ; ; ; 20/21; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; ; ; ; 
Solihull Moors; 5/2; ; ; ; ; ; 12/5; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; 49/20; ; ; ; ; 
Draw; 13/5; ; ; ; ; ; 5/2; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; 51/20; ; ; ; ; 
META; english/non-league/national-league/solihull-moors-v-afc-fylde; 2017-10-23 02:24:04 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
AFC Fylde; 1; ; ; ; ; ; 1; 5/6; ; ; 20/21; 20/21; ; ; ; 19/20; ; ; ; ; ; ; 1; 1; ; ; ; ; 
Solihull Moors; 5/2; ; ; ; ; ; 12/5; 23/10; ; ; 12/5; 23/10; ; ; ; 12/5; ; ; ; ; ; ; 5/2; 49/20; ; ; ; ; 
Draw; 13/5; ; ; ; ; ; 5/2; 13/5; ; ; 13/5; 12/5; ; ; ; 5/2; ; ; ; ; ; ; 13/5; 51/20; ; ; ; ; 
META; english/non-league/national-league/solihull-moors-v-afc-fylde; 2017-10-23 10:24:06 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
AFC Fylde; 1; ; 1; ; 19/20; ; 1; 5/6; 1; 1; 20/21; 20/21; ; ; ; 19/20; 19/20; 19/20; ; ; 1; ; 1; 1; 19/20; ; ; ; 
Solihull Moors; 5/2; ; 12/5; ; 23/10; ; 12/5; 23/10; 12/5; 12/5; 12/5; 11/5; ; ; ; 12/5; 23/10; 40/17; ; ; 12/5; ; 5/2; 49/20; 12/5; ; ; ; 
Draw; 13/5; ; 5/2; ; 12/5; ; 5/2; 13/5; 12/5; 5/2; 13/5; 5/2; ; ; ; 5/2; 12/5; 27/11; ; ; 12/5; ; 13/5; 51/20; 27/11; ; ; ; 
META; english/non-league/national-league/solihull-moors-v-afc-fylde; 2017-10-23 14:24:25 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
AFC Fylde; 1; ; 1; ; 19/20; ; 1; 5/6; 1; 1; 20/21; 20/21; ; ; ; 19/20; 19/20; 19/20; ; ; 1; ; 1; 1; 19/20; ; ; ; 
Solihull Moors; 5/2; ; 12/5; ; 23/10; ; 12/5; 23/10; 12/5; 12/5; 12/5; 11/5; ; ; ; 12/5; 23/10; 40/17; ; ; 12/5; ; 5/2; 49/20; 12/5; ; ; ; 
Draw; 13/5; ; 5/2; ; 12/5; ; 5/2; 13/5; 12/5; 5/2; 13/5; 5/2; ; ; ; 5/2; 12/5; 27/11; ; ; 12/5; ; 13/5; 51/20; 27/11; ; ; ; 
META; english/non-league/national-league/solihull-moors-v-afc-fylde; 2017-10-23 18:24:42 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
AFC Fylde; 1; ; 1; ; 19/20; ; 1; 5/6; 1; 1; 20/21; 20/21; ; ; ; 19/20; 19/20; 1; ; ; 1; ; 1; 1; 1; ; ; ; 
Solihull Moors; 5/2; ; 12/5; ; 23/10; ; 12/5; 23/10; 12/5; 12/5; 12/5; 11/5; ; ; ; 12/5; 23/10; 12/5; ; ; 12/5; ; 5/2; 49/20; 27/11; ; ; ; 
Draw; 13/5; ; 5/2; ; 12/5; ; 5/2; 13/5; 12/5; 5/2; 13/5; 5/2; ; ; ; 5/2; 12/5; 5/2; ; ; 12/5; ; 13/5; 51/20; 5/2; ; ; ; 
META; english/non-league/national-league/solihull-moors-v-afc-fylde; 2017-10-23 22:24:23 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
AFC Fylde; 1; ; 1; ; 19/20; ; 1; 5/6; 1; 1; 20/21; 20/21; ; ; ; 19/20; 19/20; 1; ; ; 1; ; 1; 1; 1; ; 1/50; ; 
Solihull Moors; 5/2; ; 12/5; ; 23/10; ; 12/5; 23/10; 12/5; 12/5; 12/5; 11/5; ; ; ; 12/5; 23/10; 12/5; ; ; 12/5; ; 5/2; 49/20; 27/11; ; 1/50; ; 
Draw; 13/5; ; 5/2; ; 12/5; ; 5/2; 13/5; 12/5; 5/2; 13/5; 5/2; ; ; ; 5/2; 12/5; 5/2; ; ; 12/5; ; 13/5; 51/20; 5/2; ; 1/50; ; 
META; english/non-league/national-league/solihull-moors-v-afc-fylde; 2017-10-24 02:24:07 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
AFC Fylde; 1; ; 1; ; 19/20; ; 20/23; 5/6; 1; 1; 20/21; 20/21; ; ; ; 19/20; 19/20; 1; ; ; 1; ; 1; 1; 1; ; 1/50; ; 
Solihull Moors; 5/2; ; 12/5; ; 23/10; ; 11/5; 23/10; 12/5; 12/5; 12/5; 11/5; ; ; ; 12/5; 23/10; 12/5; ; ; 12/5; ; 5/2; 49/20; 27/11; ; 1/50; ; 
Draw; 13/5; ; 5/2; ; 12/5; ; 23/10; 13/5; 12/5; 5/2; 13/5; 5/2; ; ; ; 5/2; 12/5; 5/2; ; ; 12/5; ; 13/5; 51/20; 5/2; ; 1/50; ; 
META; english/non-league/national-league/solihull-moors-v-afc-fylde; 2017-10-24 10:24:24 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
AFC Fylde; 1; ; ; ; 19/20; ; 1; 5/6; 1; 1; 20/21; 20/21; ; ; ; 19/20; 19/20; 1; ; ; 1; ; 1; 1; 1; ; 1/50; ; 
