META; english/non-league/national-league/maidstone-v-guiseley; 2017-10-01 18:22:48 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Maidstone; 8/11; ; ; ; 8/11; ; 8/11; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/10; ; ; ; ; 
Draw; 13/5; ; ; ; 5/2; ; 13/5; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; 
Guiseley; 19/5; ; ; ; 19/5; ; 4; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/maidstone-v-guiseley; 2017-10-01 22:22:37 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Maidstone; 8/11; ; ; ; 8/11; 4/6; ; 4/6; ; ; ; ; ; ; ; ; 11/17; ; ; ; ; ; ; 7/10; ; ; ; ; 
Draw; 13/5; ; ; ; 5/2; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; 5/2; ; ; ; ; 
Guiseley; 19/5; ; ; ; 19/5; 7/2; ; 7/2; ; ; ; ; ; ; ; ; 18/5; ; ; ; ; ; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/maidstone-v-guiseley; 2017-10-02 02:22:26 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Maidstone; 8/11; ; ; ; 8/11; 4/6; ; 4/6; ; ; 4/6; ; ; ; ; 7/10; 11/17; ; ; ; ; ; ; 7/10; ; ; ; ; 
Draw; 13/5; ; ; ; 5/2; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; 5/2; 5/2; ; ; ; ; ; ; 5/2; ; ; ; ; 
Guiseley; 19/5; ; ; ; 19/5; 7/2; ; 7/2; ; ; 10/3; ; ; ; ; 15/4; 18/5; ; ; ; ; ; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/maidstone-v-guiseley; 2017-10-02 10:22:55 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Maidstone; 8/11; ; ; ; 8/11; 4/6; 8/11; 4/6; 13/18; ; 7/10; ; ; ; ; 7/10; 11/17; ; 9/13; ; ; 13/18; ; 7/10; ; ; ; ; 
Draw; 13/5; ; ; ; 5/2; 5/2; 5/2; 5/2; 27/11; ; 23/10; ; ; ; ; 12/5; 5/2; ; 27/11; ; ; 27/11; ; 5/2; ; ; ; ; 
Guiseley; 19/5; ; ; ; 19/5; 7/2; 21/5; 7/2; 18/5; ; 7/2; ; ; ; ; 15/4; 18/5; ; 18/5; ; ; 18/5; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/maidstone-v-guiseley; 2017-10-02 14:35:17 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Maidstone; 8/11; ; ; ; 8/11; 4/6; 7/10; 4/6; 13/18; ; 7/10; ; ; ; 8/11; 7/10; 11/17; 9/13; ; ; 13/18; ; 8/11; 8/11; ; ; ; 
Draw; 13/5; ; ; ; 5/2; 5/2; 5/2; 5/2; 27/11; ; 23/10; ; ; ; 12/5; 12/5; 5/2; 27/11; ; ; 27/11; ; 13/5; 13/5; ; ; ; 
Guiseley; 19/5; ; ; ; 19/5; 7/2; 15/4; 7/2; 18/5; ; 7/2; ; ; ; 4; 15/4; 18/5; 18/5; ; ; 18/5; ; 4; 15/4; ; ; ; 
META; english/non-league/national-league/maidstone-v-guiseley; 2017-10-02 18:23:13 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Maidstone; 8/11; ; ; ; 8/11; 4/6; 7/10; 4/6; 13/18; ; 7/10; ; ; ; 8/11; 7/10; 11/17; 9/13; ; ; 13/18; 8/11; 8/11; 8/11; ; ; ; 
Draw; 13/5; ; ; ; 5/2; 5/2; 5/2; 5/2; 27/11; ; 23/10; ; ; ; 12/5; 5/2; 5/2; 5/2; ; ; 27/11; 13/5; 13/5; 13/5; ; ; ; 
Guiseley; 19/5; ; ; ; 19/5; 7/2; 15/4; 7/2; 18/5; ; 7/2; ; ; ; 4; 15/4; 18/5; 62/17; ; ; 18/5; 19/5; 4; 15/4; ; ; ; 
META; english/non-league/national-league/maidstone-v-guiseley; 2017-10-02 22:23:35 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Maidstone; 8/11; ; ; ; 8/11; 4/6; 7/10; 4/6; 13/18; ; 7/10; ; ; ; 8/11; 7/10; 11/17; 9/13; ; ; 13/18; 8/11; 8/11; 8/11; ; 1/2; ; 
Draw; 13/5; ; ; ; 5/2; 5/2; 5/2; 5/2; 27/11; ; 23/10; ; ; ; 12/5; 5/2; 5/2; 5/2; ; ; 27/11; 13/5; 13/5; 13/5; ; 21/10; ; 
Guiseley; 19/5; ; ; ; 19/5; 7/2; 15/4; 7/2; 18/5; ; 7/2; ; ; ; 4; 15/4; 18/5; 62/17; ; ; 18/5; 19/5; 4; 15/4; ; 21/10; ; 
META; english/non-league/national-league/maidstone-v-guiseley; 2017-10-03 02:23:19 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Maidstone; 8/11; ; ; ; 4/6; 4/6; 7/10; 4/6; 13/18; ; 4/6; ; ; 4/6; 8/11; 7/10; 11/17; 9/13; ; ; 13/18; 8/11; 7/10; 8/11; ; 4/7; ; 
Draw; 13/5; ; ; ; 13/5; 5/2; 5/2; 5/2; 27/11; ; 5/2; ; ; 5/2; 12/5; 5/2; 5/2; 5/2; ; ; 27/11; 13/5; 13/5; 13/5; ; 23/10; ; 
Guiseley; 19/5; ; ; ; 19/5; 7/2; 15/4; 7/2; 18/5; ; 7/2; ; ; 18/5; 4; 15/4; 18/5; 62/17; ; ; 18/5; 19/5; 21/5; 15/4; ; 3; ; 
META; english/non-league/national-league/maidstone-v-guiseley; 2017-10-03 10:23:42 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
