META; english/non-league/national-league/wrexham-v-eastleigh; 2017-10-01 18:23:03 GMT+3; 2017-10-07 17:30; Nothing; Xlenovo
Wrexham; 7/5; ; ; ; 7/5; ; 7/5; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; ; ; 
Eastleigh; 7/4; ; ; ; 7/4; ; 9/5; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/10; ; ; ; ; 
Draw; 5/2; ; ; ; 12/5; ; 5/2; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-eastleigh; 2017-10-01 22:22:53 GMT+3; 2017-10-07 17:30; Nothing; Xlenovo
Wrexham; 7/5; ; ; ; 7/5; 11/8; ; 13/10; ; ; ; ; ; ; ; ; 23/17; ; ; ; ; ; ; 7/5; ; ; ; ; 
Eastleigh; 7/4; ; ; ; 7/4; 8/5; ; 17/10; ; ; ; ; ; ; ; ; 8/5; ; ; ; ; ; ; 17/10; ; ; ; ; 
Draw; 5/2; ; ; ; 23/10; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 12/5; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-eastleigh; 2017-10-02 02:22:41 GMT+3; 2017-10-07 17:30; Nothing; Xlenovo
Wrexham; 7/5; ; ; ; 7/5; 11/8; ; 13/10; ; ; ; ; ; ; ; 11/8; 23/17; ; ; ; ; ; ; 7/5; ; ; ; ; 
Eastleigh; 7/4; ; ; ; 7/4; 8/5; ; 17/10; ; ; ; ; ; ; ; 17/10; 8/5; ; ; ; ; ; ; 17/10; ; ; ; ; 
Draw; 5/2; ; ; ; 23/10; 23/10; ; 23/10; ; ; ; ; ; ; ; 23/10; 23/10; ; ; ; ; ; ; 12/5; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-eastleigh; 2017-10-02 10:23:10 GMT+3; 2017-10-07 17:30; Nothing; Xlenovo
Wrexham; 7/5; ; ; ; 7/5; 11/8; 29/20; 13/10; 23/17; ; 13/10; ; ; ; ; 11/8; 23/17; ; 23/17; ; ; 23/17; ; 7/5; ; ; ; ; 
Eastleigh; 7/4; ; ; ; 7/4; 8/5; 15/8; 17/10; 17/10; ; 17/10; ; ; ; ; 7/4; 8/5; ; 28/17; ; ; 17/10; ; 17/10; ; ; ; ; 
Draw; 5/2; ; ; ; 23/10; 23/10; 23/10; 23/10; 12/5; ; 9/4; ; ; ; ; 23/10; 23/10; ; 12/5; ; ; 12/5; ; 12/5; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-eastleigh; 2017-10-02 14:35:41 GMT+3; 2017-10-07 17:30; Nothing; Xlenovo
Wrexham; 7/5; ; ; ; 7/5; 11/8; 7/5; 13/10; 23/17; ; 13/10; ; ; ; 7/5; 11/8; 23/17; 23/17; ; ; 23/17; ; 7/5; 7/5; ; ; ; 
Eastleigh; 7/4; ; ; ; 7/4; 8/5; 17/10; 17/10; 17/10; ; 17/10; ; ; ; 7/4; 7/4; 8/5; 28/17; ; ; 17/10; ; 9/5; 17/10; ; ; ; 
Draw; 5/2; ; ; ; 23/10; 23/10; 12/5; 23/10; 12/5; ; 9/4; ; ; ; 12/5; 23/10; 23/10; 12/5; ; ; 12/5; ; 5/2; 5/2; ; ; ; 
META; english/non-league/national-league/wrexham-v-eastleigh; 2017-10-02 18:23:28 GMT+3; 2017-10-07 17:30; Nothing; Xlenovo
Wrexham; 7/5; ; ; ; 7/5; 11/8; 7/5; 13/10; 23/17; ; 13/10; ; ; ; 7/5; 11/8; 23/17; 23/17; ; ; 23/17; 7/5; 7/5; 7/5; ; ; ; 
Eastleigh; 7/4; ; ; ; 7/4; 8/5; 17/10; 13/8; 17/10; ; 17/10; ; ; ; 7/4; 17/10; 8/5; 28/17; ; ; 17/10; 7/4; 9/5; 17/10; ; ; ; 
Draw; 5/2; ; ; ; 23/10; 23/10; 12/5; 23/10; 12/5; ; 9/4; ; ; ; 12/5; 23/10; 23/10; 40/17; ; ; 12/5; 5/2; 5/2; 5/2; ; ; ; 
META; english/non-league/national-league/wrexham-v-eastleigh; 2017-10-02 22:23:50 GMT+3; 2017-10-07 17:30; Nothing; Xlenovo
Wrexham; 7/5; ; ; ; 7/5; 11/8; 7/5; 13/10; 23/17; ; 13/10; ; ; ; 7/5; 11/8; 23/17; 23/17; ; ; 23/17; 7/5; 7/5; 7/5; ; 10/11; ; 
Eastleigh; 7/4; ; ; ; 17/10; 8/5; 17/10; 13/8; 17/10; ; 17/10; ; ; ; 7/4; 17/10; 8/5; 17/10; ; ; 17/10; 7/4; 9/5; 17/10; ; 11/10; ; 
Draw; 5/2; ; ; ; 12/5; 23/10; 12/5; 23/10; 12/5; ; 9/4; ; ; ; 12/5; 12/5; 23/10; 12/5; ; ; 12/5; 5/2; 5/2; 5/2; ; 9/5; ; 
META; english/non-league/national-league/wrexham-v-eastleigh; 2017-10-03 02:23:34 GMT+3; 2017-10-07 17:30; Nothing; Xlenovo
Wrexham; 7/5; ; ; ; 7/5; 11/8; 7/5; 13/10; 23/17; ; 13/10; ; ; 13/10; 7/5; 11/8; 23/17; 23/17; ; ; 23/17; 7/5; 7/5; 7/5; ; 13/10; ; 
Eastleigh; 7/4; ; ; ; 7/4; 8/5; 17/10; 13/8; 17/10; ; 17/10; ; ; 17/10; 7/4; 17/10; 8/5; 17/10; ; ; 17/10; 7/4; 9/5; 17/10; ; 13/8; ; 
Draw; 5/2; ; ; ; 12/5; 23/10; 12/5; 23/10; 12/5; ; 9/4; ; ; 23/10; 12/5; 12/5; 23/10; 12/5; ; ; 12/5; 5/2; 5/2; 5/2; ; 11/5; ; 
META; english/non-league/national-league/wrexham-v-eastleigh; 2017-10-03 10:23:56 GMT+3; 2017-10-07 17:30; Nothing; Xlenovo
