META; english/non-league/national-league/hartlepool-v-wrexham; 2018-01-13 22:21:38 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Hartlepool; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wrexham; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/hartlepool-v-wrexham; 2018-01-14 02:21:46 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Hartlepool; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wrexham; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/hartlepool-v-wrexham; 2018-01-14 10:21:48 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Hartlepool; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wrexham; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/hartlepool-v-wrexham; 2018-01-14 14:22:07 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Hartlepool; 8/5; 8/5; ; ; ; 31/20; 8/5; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; 17/11; ; 13/8; ; ; ; ; ; 
Wrexham; 17/10; 13/8; ; ; ; 13/8; 13/8; ; ; ; 17/10; ; ; ; ; ; ; ; ; ; 17/10; ; 17/10; ; ; ; ; ; 
Draw; 9/4; 23/10; ; ; ; 21/10; 11/5; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; 39/19; ; 9/4; ; ; ; ; ; 
META; english/non-league/national-league/hartlepool-v-wrexham; 2018-01-14 18:22:19 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Hartlepool; 8/5; 8/5; ; 11/8; ; 31/20; 6/4; ; 17/11; ; 8/5; ; ; ; ; ; ; 6/4; ; ; 17/11; ; 8/5; ; 17/11; ; ; ; 
Wrexham; 17/10; 13/8; ; 17/10; ; 13/8; 13/8; ; 17/10; ; 17/10; ; ; ; ; ; ; 28/17; ; ; 17/10; ; 17/10; ; 28/17; ; ; ; 
Draw; 9/4; 23/10; ; 23/10; ; 21/10; 11/5; ; 39/19; ; 21/10; ; ; ; ; ; ; 21/10; ; ; 39/19; ; 23/10; ; 21/10; ; ; ; 
META; english/non-league/national-league/hartlepool-v-wrexham; 2018-01-14 22:22:12 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Hartlepool; 8/5; 8/5; ; 11/8; ; 31/20; 6/4; ; 17/11; ; 8/5; ; ; ; ; ; ; 6/4; ; ; 17/11; ; 8/5; ; 17/11; ; ; ; 
Wrexham; 17/10; 13/8; ; 17/10; ; 13/8; 13/8; ; 17/10; ; 17/10; ; ; ; ; ; ; 28/17; ; ; 17/10; ; 17/10; ; 28/17; ; ; ; 
