META; english/non-league/national-league/hartlepool-v-dover; 2017-07-31 14:22:15 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Hartlepool; 4/5; 17/20; ; 3/4; 4/5; ; 4/5; ; ; ; ; 4/5; 4/5; ; 10/11; 4/5; ; ; 14/19; 21/25; ; ; ; 4/5; 4/5; ; ; ; 
Draw; 5/2; 5/2; ; 12/5; 12/5; ; 5/2; ; ; ; ; 12/5; 49/20; ; 23/10; 5/2; ; ; 12/5; 131/50; ; ; ; 5/2; 5/2; ; ; ; 
Dover; 7/2; 3; ; 16/5; 10/3; ; 18/5; ; ; ; ; 3; 10/3; ; 31/10; 10/3; ; ; 57/17; 77/20; ; ; ; 7/2; 10/3; ; ; ; 
META; english/non-league/national-league/hartlepool-v-dover; 2017-07-31 18:22:05 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Hartlepool; 4/5; 17/20; ; 3/4; 4/5; ; 4/5; ; ; ; ; 3/4; 4/5; ; 10/11; 4/5; 3/4; ; 10/13; 21/25; ; ; ; 4/5; 4/5; ; ; ; 
Draw; 5/2; 5/2; ; 12/5; 12/5; ; 5/2; ; ; ; ; 12/5; 49/20; ; 23/10; 5/2; 12/5; ; 27/11; 131/50; ; ; ; 5/2; 5/2; ; ; ; 
Dover; 7/2; 3; ; 16/5; 10/3; ; 18/5; ; ; ; ; 3; 10/3; ; 31/10; 10/3; 31/10; ; 17/5; 77/20; ; ; ; 7/2; 10/3; ; ; ; 
META; english/non-league/national-league/hartlepool-v-dover; 2017-07-31 22:22:11 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Hartlepool; 4/5; 17/20; ; 3/4; 4/5; ; 4/5; ; ; ; ; 3/4; 4/5; ; 10/11; 4/5; 3/4; ; 10/13; 21/25; ; ; ; 4/5; 4/5; ; ; ; 
Draw; 5/2; 5/2; ; 12/5; 12/5; ; 5/2; ; ; ; ; 12/5; 49/20; ; 23/10; 5/2; 12/5; ; 12/5; 131/50; ; ; ; 5/2; 5/2; ; ; ; 
Dover; 7/2; 3; ; 16/5; 10/3; ; 18/5; ; ; ; ; 3; 10/3; ; 31/10; 10/3; 31/10; ; 17/5; 77/20; ; ; ; 7/2; 10/3; ; ; ; 
