META; english/non-league/national-league/afc-fylde-v-leyton-orient; 2018-02-11 02:21:03 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
Draw; 14/5; 12/5; ; ; ; 13/5; 13/5; ; ; ; 13/5; 5/2; ; ; ; 5/2; ; 27/10; ; ; ; 27/10; 14/5; ; ; 6/4; ; 
Leyton Orient; 3; 14/5; ; ; ; 31/10; 29/10; ; ; ; 16/5; 11/4; ; ; ; 14/5; ; 29/10; ; ; ; 31/10; 3; ; ; 13/8; ; 
META; english/non-league/national-league/afc-fylde-v-leyton-orient; 2018-02-12 14:22:19 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
AFC Fylde; 4/5; 17/20; ; ; ; 8/11; 4/5; ; ; ; 8/11; 3/4; ; ; 8/11; 4/5; 14/19; 7/9; ; ; ; 4/5; 4/5; 10/13; ; 4/7; ; 
Draw; 14/5; 13/5; ; ; ; 5/2; 13/5; ; ; ; 5/2; 23/10; ; ; 12/5; 5/2; 27/10; 27/10; ; ; ; 11/4; 14/5; 11/4; ; 2; ; 
Leyton Orient; 3; 11/4; ; ; ; 10/3; 3; ; ; ; 7/2; 16/5; ; ; 4; 3; 29/10; 29/10; ; ; ; 16/5; 3; 29/10; ; 21/10; ; 
META; english/non-league/national-league/afc-fylde-v-leyton-orient; 2018-02-12 18:22:22 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
AFC Fylde; 4/5; 17/20; ; ; ; 8/11; 4/5; ; ; ; 8/11; 3/4; ; ; 8/11; 4/5; 14/19; 7/9; ; ; ; 4/5; 4/5; 10/13; ; 8/15; ; 
Draw; 14/5; 13/5; ; ; ; 5/2; 13/5; ; ; ; 13/5; 23/10; ; ; 12/5; 5/2; 27/10; 27/10; ; ; ; 14/5; 14/5; 27/10; ; 13/5; ; 
Leyton Orient; 3; 11/4; ; ; ; 10/3; 3; ; ; ; 10/3; 16/5; ; ; 4; 3; 29/10; 29/10; ; ; ; 31/10; 3; 29/10; ; 14/5; ; 
META; english/non-league/national-league/afc-fylde-v-leyton-orient; 2018-02-12 22:22:26 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
AFC Fylde; 4/5; 17/20; ; ; ; 8/11; 4/5; ; ; ; 8/11; 3/4; ; ; 8/11; 4/5; 14/19; 7/9; ; ; ; 4/5; 4/5; 10/13; ; 8/15; ; 
Draw; 14/5; 13/5; ; ; ; 5/2; 13/5; ; ; ; 13/5; 23/10; ; ; 12/5; 5/2; 27/10; 27/10; ; ; ; 14/5; 14/5; 11/4; ; 13/5; ; 
Leyton Orient; 3; 11/4; ; ; ; 10/3; 3; ; ; ; 10/3; 16/5; ; ; 4; 3; 29/10; 29/10; ; ; ; 31/10; 3; 56/19; ; 14/5; ; 
META; english/non-league/national-league/afc-fylde-v-leyton-orient; 2018-02-13 02:22:10 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
AFC Fylde; 4/5; 17/20; ; ; ; 8/11; 4/5; ; ; ; 8/11; 3/4; ; ; 8/11; 4/5; 14/19; 7/9; ; ; ; 4/5; 4/5; 10/13; ; 8/15; ; 
Draw; 14/5; 13/5; ; ; ; 5/2; 13/5; ; ; ; 13/5; 23/10; ; ; 12/5; 5/2; 27/10; 27/10; ; ; ; 14/5; 14/5; 11/4; ; 13/5; ; 
Leyton Orient; 3; 11/4; ; ; ; 10/3; 3; ; ; ; 10/3; 16/5; ; ; 4; 3; 29/10; 29/10; ; ; ; 31/10; 3; 56/19; ; 14/5; ; 
META; english/non-league/national-league/afc-fylde-v-leyton-orient; 2018-02-13 10:22:25 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
AFC Fylde; 4/5; 17/20; ; ; ; 8/11; 4/5; ; ; ; 8/11; 3/4; ; ; 8/11; 4/5; 14/19; 7/9; ; ; ; 4/5; 4/5; 10/13; ; 4/7; ; 
Draw; 14/5; 13/5; ; ; ; 5/2; 13/5; ; ; ; 13/5; 23/10; ; ; 12/5; 5/2; 27/10; 27/10; ; ; ; 14/5; 14/5; 27/10; ; 5/2; ; 
Leyton Orient; 3; 11/4; ; ; ; 10/3; 3; ; ; ; 10/3; 16/5; ; ; 4; 3; 29/10; 29/10; ; ; ; 31/10; 3; 29/10; ; 23/10; ; 
META; english/non-league/national-league/afc-fylde-v-leyton-orient; 2018-02-13 14:22:21 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
AFC Fylde; 7/10; 17/20; 8/11; ; ; 4/6; 8/11; ; ; 8/11; 4/6; 7/10; ; 3/4; 8/11; 7/10; 5/7; 7/9; ; ; ; 8/11; 8/11; 5/7; ; 4/7; ; 
Draw; 3; 13/5; 27/10; ; ; 27/10; 11/4; ; ; 27/10; 11/4; 5/2; ; 13/5; 12/5; 13/5; 27/10; 27/10; ; ; ; 3; 29/10; 11/4; ; 5/2; ; 
Leyton Orient; 7/2; 11/4; 16/5; ; ; 10/3; 16/5; ; ; 16/5; 7/2; 16/5; ; 31/10; 4; 3; 58/19; 29/10; ; ; ; 10/3; 10/3; 58/19; ; 23/10; ; 
META; english/non-league/national-league/afc-fylde-v-leyton-orient; 2018-02-13 18:22:18 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
AFC Fylde; 7/10; 17/20; 3/4; ; 19/25; 4/6; 7/10; ; 7/10; 3/4; 8/11; 8/11; ; 3/4; 3/4; 8/11; 5/7; 7/9; ; 7/10; ; 8/11; 8/11; 5/7; ; 4/7; ; 
Draw; 3; 13/5; 27/10; ; 63/20; 11/4; 14/5; ; 45/17; 27/10; 14/5; 5/2; ; 13/5; 14/5; 13/5; 27/10; 27/10; ; 45/17; ; 3; 29/10; 11/4; ; 5/2; ; 
Leyton Orient; 7/2; 11/4; 16/5; ; 73/20; 16/5; 16/5; ; 57/17; 16/5; 10/3; 3; ; 31/10; 16/5; 3; 31/10; 29/10; ; 57/17; ; 10/3; 10/3; 31/10; ; 23/10; ; 
META; english/non-league/national-league/afc-fylde-v-leyton-orient; 2018-02-13 22:22:10 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
AFC Fylde; 7/10; 17/20; 4/6; ; 19/25; 4/6; 7/10; ; 7/10; 4/6; 4/6; 8/13; ; 13/20; 7/10; 7/10; 5/7; 7/10; 5/8; 7/10; ; 4/6; 8/11; 5/7; ; 4/7; ; 
Draw; 3; 13/5; 14/5; ; 63/20; 29/10; 14/5; ; 45/17; 14/5; 29/10; 13/5; ; 14/5; ; 13/5; 27/10; 14/5; 14/5; 45/17; ; ; 29/10; 11/4; ; 5/2; ; 
Leyton Orient; 7/2; 11/4; 18/5; ; 73/20; 16/5; 16/5; ; 57/17; 18/5; ; 7/2; ; 7/2; 7/2; 16/5; 31/10; 16/5; 17/5; 57/17; ; 15/4; 10/3; 31/10; ; 23/10; ; 
META; english/non-league/national-league/afc-fylde-v-leyton-orient; 2018-02-14 02:20:57 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
AFC Fylde; 4/6; 7/10; 7/10; ; 37/50; 4/6; 13/20; ; 7/10; 7/10; 8/11; 4/6; ; 7/10; 7/10; 4/6; 5/7; 7/10; 5/7; 7/10; ; 7/10; 4/6; 5/7; ; 4/7; ; 
Draw; 3; 29/10; 11/4; ; 149/50; 11/4; 14/5; ; 45/17; 11/4; 14/5; 13/5; ; 27/10; ; 13/5; 27/10; 14/5; 27/10; 45/17; ; ; 59/20; 11/4; ; 5/2; ; 
Leyton Orient; 15/4; 18/5; 17/5; ; 4; 10/3; 7/2; ; 57/17; 17/5; 10/3; 10/3; ; 17/5; 7/2; 10/3; 31/10; 16/5; 31/10; 57/17; ; 18/5; 7/2; 31/10; ; 2; ; 
META; english/non-league/national-league/afc-fylde-v-leyton-orient; 2018-02-14 10:21:00 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
AFC Fylde; 4/6; 7/10; 7/10; 13/20; 37/50; 4/6; 4/6; ; 7/10; 7/10; 8/11; 4/6; ; 7/10; 7/10; 4/6; 5/7; 7/10; 5/7; 7/10; ; 7/10; 4/6; 5/7; ; 4/7; ; 
Draw; 3; 29/10; 11/4; 13/5; 149/50; 11/4; 14/5; ; 45/17; 11/4; 14/5; 13/5; ; 27/10; ; 13/5; 27/10; 14/5; 27/10; 45/17; ; ; 59/20; 11/4; ; 5/2; ; 
Leyton Orient; 15/4; 18/5; 17/5; 16/5; 4; 10/3; 7/2; ; 57/17; 17/5; 10/3; 10/3; ; 17/5; 7/2; 10/3; 31/10; 16/5; 31/10; 57/17; ; 18/5; 7/2; 31/10; ; 2; ; 
META; english/non-league/national-league/afc-fylde-v-leyton-orient; 2018-02-14 14:21:07 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
AFC Fylde; 4/6; 7/10; 7/10; 13/20; 37/50; 4/6; 13/20; ; 7/10; 7/10; 8/11; 4/6; ; 7/10; 7/10; 4/6; 5/7; 7/10; 5/7; 7/10; ; 7/10; 4/6; 5/7; ; 4/7; 8/13; 
Draw; 3; 29/10; 11/4; 13/5; 149/50; 11/4; 14/5; ; 45/17; 11/4; 14/5; 13/5; ; 27/10; ; 13/5; 27/10; 14/5; 27/10; 45/17; ; 3; 59/20; 11/4; ; 5/2; 12/5; 
Leyton Orient; 15/4; 18/5; 17/5; 16/5; 4; 10/3; 7/2; ; 57/17; 17/5; 10/3; 10/3; ; 17/5; 7/2; 10/3; 31/10; 16/5; 31/10; 57/17; ; 18/5; 7/2; 31/10; ; 2; 3; 
META; english/non-league/national-league/afc-fylde-v-leyton-orient; 2018-02-14 18:21:06 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
AFC Fylde; 4/6; 7/10; 7/10; 13/20; 37/50; 4/6; 4/6; ; 7/10; 7/10; 8/11; 4/6; ; 7/10; 7/10; 4/6; 5/7; 7/10; 5/7; 7/10; ; 7/10; 4/6; 5/7; ; 4/7; 8/13; 
Draw; 3; 29/10; 11/4; 13/5; 149/50; 11/4; 29/10; ; 45/17; 11/4; 14/5; 13/5; ; 27/10; ; 13/5; 27/10; 14/5; 29/10; 45/17; ; 29/10; 59/20; 11/4; ; 5/2; 12/5; 
Leyton Orient; 15/4; 18/5; 17/5; 16/5; 4; 10/3; 7/2; ; 57/17; 17/5; 10/3; 10/3; ; 17/5; 7/2; 10/3; 31/10; 16/5; 57/17; 57/17; ; 18/5; 7/2; 31/10; ; 3; 3; 
META; english/non-league/national-league/afc-fylde-v-leyton-orient; 2018-02-14 22:21:07 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
AFC Fylde; 4/6; 7/10; 7/10; 13/20; 37/50; 4/6; 4/6; ; 7/10; 7/10; 8/11; 4/6; ; 7/10; 7/10; 4/6; 5/7; 7/10; 5/7; 7/10; ; 7/10; 4/6; 5/7; ; 4/7; 8/13; 
Draw; 3; 29/10; 11/4; 13/5; 149/50; 11/4; 29/10; ; 45/17; 11/4; 14/5; 13/5; ; 27/10; ; 13/5; 27/10; 14/5; 29/10; 45/17; ; 3; 59/20; 11/4; ; 5/2; 12/5; 
Leyton Orient; 15/4; 18/5; 17/5; 16/5; 4; 10/3; 7/2; ; 57/17; 17/5; 10/3; 10/3; ; 17/5; 7/2; 10/3; 31/10; 16/5; 57/17; 57/17; ; 18/5; 7/2; 31/10; ; 3; 3; 
META; english/non-league/national-league/afc-fylde-v-leyton-orient; 2018-02-15 02:21:15 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
AFC Fylde; 4/6; 7/10; 7/10; 13/20; 37/50; 4/6; 4/6; ; 7/10; 7/10; 8/11; 4/6; ; 7/10; 7/10; 4/6; 5/7; 7/10; 5/7; 7/10; ; 7/10; 4/6; 14/19; ; 4/7; 8/13; 
Draw; 3; 29/10; 11/4; 13/5; 149/50; 11/4; 29/10; ; 45/17; 11/4; 14/5; 13/5; ; 27/10; ; 13/5; 14/5; 14/5; 29/10; 45/17; ; 3; 59/20; 14/5; ; 5/2; 12/5; 
Leyton Orient; 15/4; 18/5; 17/5; 16/5; 4; 10/3; 7/2; ; 57/17; 17/5; 10/3; 10/3; ; 17/5; 7/2; 10/3; 57/17; 16/5; 57/17; 57/17; ; 18/5; 7/2; 57/17; ; 3; 3; 
META; english/non-league/national-league/afc-fylde-v-leyton-orient; 2018-02-15 10:21:02 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
AFC Fylde; 4/6; 7/10; 7/10; 13/20; 37/50; 4/6; 4/6; ; 7/10; ; 8/11; 4/6; ; 7/10; 7/10; 4/6; ; 7/10; 5/7; 7/10; ; 7/10; 4/6; 14/19; ; 4/7; 8/13; 
Draw; 3; 29/10; 11/4; 13/5; 149/50; 11/4; 29/10; ; 45/17; ; 14/5; 13/5; ; 27/10; ; 13/5; 14/5; 14/5; 29/10; 45/17; ; 3; 59/20; 14/5; ; 5/2; 12/5; 
Leyton Orient; 15/4; 18/5; 17/5; 16/5; 4; 10/3; 7/2; ; 57/17; ; 10/3; 10/3; ; 17/5; 7/2; 10/3; 57/17; 16/5; 57/17; 57/17; ; 18/5; 7/2; 57/17; ; 3; 3; 
META; english/non-league/national-league/afc-fylde-v-leyton-orient; 2018-02-15 14:21:20 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
AFC Fylde; 4/6; 7/10; 4/6; 13/20; 8/11; 13/20; 13/20; ; 7/10; 4/6; 4/6; 4/6; ; 4/6; 7/10; 4/6; 4/6; 7/10; 7/10; 7/10; ; 7/10; 4/6; 4/6; ; 4/7; 8/13; 
Draw; 3; 29/10; 27/10; 13/5; 61/20; 13/5; 29/10; ; 45/17; 27/10; 11/4; 13/5; ; 13/5; ; 13/5; 37/13; 14/5; 14/5; 45/17; ; 29/10; 57/20; 37/13; ; 13/5; 5/2; 
Leyton Orient; 15/4; 18/5; 18/5; 16/5; 4; 7/2; 15/4; ; 57/17; 18/5; 7/2; 10/3; ; 7/2; 7/2; 7/2; 37/10; 16/5; 18/5; 57/17; ; 15/4; 15/4; 15/4; ; 3; 3; 
META; english/non-league/national-league/afc-fylde-v-leyton-orient; 2018-02-15 18:21:15 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
AFC Fylde; 4/6; 3/4; 8/11; 13/20; 39/50; ; 7/10; ; 7/10; 8/11; 8/11; 7/10; ; 8/11; 7/10; 7/10; 5/7; 7/10; 8/11; 7/10; ; 8/11; 8/11; ; ; 4/6; 4/6; 
Draw; 3; 14/5; 13/5; 13/5; 149/50; ; 14/5; ; 45/17; 13/5; 14/5; 5/2; ; 13/5; ; 13/5; 14/5; 14/5; 11/4; 45/17; ; 29/10; 57/20; ; ; 27/10; 13/5; 
Leyton Orient; 15/4; 7/2; 10/3; 16/5; 37/10; ; 7/2; ; 57/17; 10/3; 10/3; 16/5; ; 10/3; 7/2; 10/3; 17/5; 16/5; 17/5; 57/17; ; 7/2; 10/3; 7/2; ; 3; 10/3; 
META; english/non-league/national-league/afc-fylde-v-leyton-orient; 2018-02-15 22:20:54 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
AFC Fylde; 4/6; 3/4; 8/11; 13/20; 39/50; ; 7/10; ; 7/10; 8/11; 8/11; 7/10; ; 8/11; 7/10; 7/10; 5/7; 7/10; 8/11; 7/10; ; 8/11; 8/11; ; ; 8/11; 4/6; 
Draw; 3; 14/5; 13/5; 13/5; 149/50; ; 14/5; ; 45/17; 13/5; 14/5; 5/2; ; 13/5; ; 13/5; 14/5; 14/5; 11/4; 45/17; ; 29/10; 57/20; ; ; 27/10; 13/5; 
Leyton Orient; 15/4; 7/2; 10/3; 16/5; 37/10; ; 7/2; ; 57/17; 10/3; 10/3; 16/5; ; 10/3; 7/2; 10/3; 17/5; 16/5; 17/5; 57/17; ; 7/2; 10/3; 38/11; ; 10/3; 10/3; 
META; english/non-league/national-league/afc-fylde-v-leyton-orient; 2018-02-16 02:20:29 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
AFC Fylde; 4/6; 3/4; 8/11; 13/20; 39/50; ; 7/10; ; 7/10; 8/11; 8/11; 7/10; ; 8/11; 7/10; 7/10; 5/7; 7/10; 8/11; 7/10; ; 8/11; 8/11; ; ; 4/6; 4/6; 
Draw; 3; 14/5; 13/5; 13/5; 149/50; ; 14/5; ; 45/17; 13/5; 14/5; 5/2; ; 13/5; ; 13/5; 14/5; 14/5; 11/4; 45/17; ; 29/10; 57/20; ; ; 27/10; 13/5; 
Leyton Orient; 15/4; 7/2; 10/3; 16/5; 37/10; ; 7/2; ; 57/17; 10/3; 10/3; 16/5; ; 10/3; 7/2; 10/3; 17/5; 16/5; 17/5; 57/17; ; 7/2; 10/3; 38/11; ; 3; 10/3; 
META; english/non-league/national-league/afc-fylde-v-leyton-orient; 2018-02-16 10:21:16 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
AFC Fylde; 4/6; 3/4; 8/11; 13/20; 77/100; ; 7/10; ; 7/10; 8/11; 8/11; 7/10; ; 8/11; 7/10; 7/10; 5/7; 7/10; 8/11; 7/10; ; 8/11; 8/11; ; ; 8/11; 8/11; 
Draw; 3; 14/5; 13/5; 13/5; 3; ; 14/5; ; 45/17; 13/5; 14/5; 5/2; ; 13/5; ; 13/5; 14/5; 14/5; 11/4; 45/17; ; 29/10; 57/20; ; ; 27/10; 13/5; 
Leyton Orient; 15/4; 7/2; 10/3; 16/5; 15/4; ; 7/2; ; 57/17; 10/3; 10/3; 16/5; ; 10/3; 7/2; 10/3; 17/5; 16/5; 17/5; 57/17; ; 7/2; 10/3; 38/11; ; 10/3; 10/3; 
META; english/non-league/national-league/afc-fylde-v-leyton-orient; 2018-02-16 14:21:16 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
AFC Fylde; 4/6; 3/4; 8/11; 3/4; 77/100; ; 7/10; ; 7/10; 8/11; 8/11; 7/10; ; 8/11; 7/10; 7/10; 5/7; 7/10; 8/11; 7/10; ; ; 8/11; ; ; 8/11; 8/11; 
Draw; 3; 14/5; 13/5; 13/5; 3; ; 11/4; ; 45/17; 13/5; 11/4; 5/2; ; 13/5; ; 13/5; 14/5; 14/5; 11/4; 45/17; ; 14/5; 57/20; ; ; 27/10; 13/5; 
Leyton Orient; 15/4; 7/2; 10/3; 10/3; 15/4; ; 7/2; ; 57/17; 10/3; 10/3; 16/5; ; 10/3; 7/2; 10/3; 38/11; 16/5; 17/5; 57/17; ; 18/5; 10/3; 7/2; ; 7/2; 7/2; 
META; english/non-league/national-league/afc-fylde-v-leyton-orient; 2018-02-16 18:21:21 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
AFC Fylde; 4/6; 3/4; 8/11; 3/4; 77/100; ; 7/10; ; 7/10; 8/11; 8/11; 7/10; ; 8/11; 8/11; 7/10; 9/13; 7/10; 3/4; 7/10; ; ; 8/11; ; ; 8/11; 8/11; 
Draw; 3; 14/5; 13/5; 13/5; 3; ; 14/5; ; 45/17; 13/5; 11/4; 5/2; ; 13/5; 11/4; 13/5; 14/5; 14/5; 11/4; 45/17; ; 14/5; 57/20; ; ; 27/10; 12/5; 
Leyton Orient; 15/4; 7/2; 10/3; 10/3; 15/4; ; 7/2; ; 57/17; 10/3; 10/3; 16/5; ; 10/3; 7/2; 10/3; 7/2; 16/5; 17/5; 57/17; ; 18/5; 10/3; 39/11; ; 10/3; 3; 
META; english/non-league/national-league/afc-fylde-v-leyton-orient; 2018-02-16 22:21:14 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
AFC Fylde; 4/6; 3/4; 8/11; 3/4; 81/100; ; 7/10; ; 7/10; 8/11; 8/11; 7/10; ; 8/11; 8/11; 7/10; 5/7; 7/10; 3/4; 7/10; ; ; 8/11; 14/19; ; 8/11; 8/11; 
Draw; 3; 14/5; 13/5; 13/5; 59/20; ; 14/5; ; 45/17; 13/5; 11/4; 5/2; ; 13/5; 11/4; 13/5; 11/4; 14/5; 11/4; 45/17; ; 29/10; 57/20; ; ; 27/10; 13/5; 
Leyton Orient; 15/4; 7/2; 10/3; 10/3; 71/20; ; 7/2; ; 57/17; 10/3; 10/3; 16/5; ; 10/3; 7/2; 10/3; 57/17; 16/5; 17/5; 57/17; ; 7/2; 10/3; 17/5; ; 3; 10/3; 
META; english/non-league/national-league/afc-fylde-v-leyton-orient; 2018-02-17 02:21:02 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
AFC Fylde; 7/10; 3/4; 8/11; 3/4; 81/100; ; 8/11; ; 7/10; 8/11; 8/11; 7/10; ; 8/11; 8/11; 7/10; 5/7; 7/10; 3/4; 7/10; ; ; 8/11; 5/7; ; 8/11; 8/11; 
Draw; 3; 14/5; 13/5; 13/5; 59/20; ; 11/4; ; 45/17; 13/5; 11/4; 5/2; ; 13/5; 11/4; 13/5; 14/5; 14/5; 11/4; 45/17; ; 29/10; 57/20; ; ; 11/4; 13/5; 
Leyton Orient; 7/2; 7/2; 10/3; 10/3; 71/20; ; 10/3; ; 57/17; 10/3; 10/3; 16/5; ; 10/3; 7/2; 16/5; 17/5; 16/5; 17/5; 57/17; ; 7/2; 10/3; 38/11; ; 10/3; 10/3; 
META; english/non-league/national-league/afc-fylde-v-leyton-orient; 2018-02-17 10:21:11 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
AFC Fylde; 3/4; 17/20; 4/5; 5/6; 83/100; ; 3/4; ; 11/14; 4/5; 4/5; 3/4; ; 5/6; 4/5; 4/5; 10/13; 13/18; 5/6; 11/14; ; 4/5; 4/5; 10/13; ; 5/6; 5/6; 
Draw; 3; 13/5; 5/2; 5/2; 141/50; ; 11/4; ; 5/2; 5/2; 13/5; 5/2; ; 49/20; 13/5; 5/2; 45/17; 27/10; 14/5; 5/2; ; 27/10; 53/20; 45/17; ; 13/5; 13/5; 
Leyton Orient; 16/5; 16/5; 16/5; 3; 18/5; ; 10/3; ; 31/10; 16/5; 31/10; 14/5; ; 3; 7/2; 3; 33/10; 16/5; 14/5; 31/10; ; 33/10; 16/5; 57/17; ; 10/3; 10/3; 
META; english/non-league/national-league/afc-fylde-v-leyton-orient; 2018-02-17 14:22:05 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
AFC Fylde; 3/4; 4/5; ; 4/5; 21/25; ; 4/5; ; 11/14; 4/5; 4/5; 4/5; ; 4/5; 4/5; 4/5; 10/13; 13/18; 11/13; 11/14; ; 4/5; 4/5; 10/13; ; 4/5; 5/6; 
Draw; 3; 13/5; 5/2; 5/2; 72/25; ; 11/4; ; 5/2; 5/2; 13/5; 23/10; ; 49/20; 13/5; 5/2; 45/17; 27/10; 11/4; 5/2; ; 11/4; 53/20; 27/10; ; 27/10; 13/5; 
Leyton Orient; 16/5; 10/3; ; 16/5; 69/20; ; 16/5; ; 31/10; 3; 16/5; 3; ; 3; 7/2; 3; 13/4; 16/5; 14/5; 31/10; ; 16/5; 16/5; 13/4; ; 3; 10/3; 
META; english/non-league/national-league/afc-fylde-v-leyton-orient; 2018-02-17 18:21:50 GMT+2; 2018-02-17 15:00; In Play; Xlenovo
Leyton Orient; 8/13; 8/13; 7/10; 1/2; 41/50; ; ; ; 5/8; 4/6; 4/6; 8/13; ; 8/13; 8/13; 3/5; 7/11; ; ; 5/8; ; 8/13; 4/6; 5/7; ; ; ; 
Draw; 12/5; 9/4; 21/10; 12/5; 59/25; ; ; ; 28/13; 21/10; 12/5; 23/10; ; 43/20; 11/5; 2; 23/10; ; ; 28/13; ; 9/4; 9/4; 11/5; ; ; ; 
AFC Fylde; 6; 6; 5; 13/2; 4; ; ; ; 21/4; 11/2; 11/2; 6; ; 11/2; 5; 11/2; 19/4; ; ; 23/4; ; 11/2; 13/2; 22/5; ; ; ; 
