META; english/non-league/national-league/dagenham-redbridge-v-tranmere; 2018-03-04 18:23:54 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bromley; 8/13; 8/13; 4/7; 69/00; 1/2; 4/7; 3/5; 4/7; 6/10; 4/7; 10/17; 3/5; 3/5; 4/7; 8/13; 11/18; 4/9
Draw; 3; 16/5; 16/5; 3; 29/10; 3; 11/4; 14/5; 56/19; 29/10; 29/10; 16/5; 3; 56/19; 11/4; ; 
Guiseley; 4; 7/2; 41/10; 4; 15/4; 19/5; 21/5; 15/4; 15/4; 39/10; 15/4; 19/5; 4; 39/10; 1/5; ; 
META; english/non-league/national-league/dagenham-redbridge-v-tranmere; 2018-03-07 10:55:27 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Tranmere; 6/5; 6/5; 1; 129/100; 11/10; 6/5; 6/5; 6/5; 11/10; 6/5; 11/10; 15/13; 15/13; 6/5; 6/5; 6/5; 6/5; 5/6
Draw; 9/4; 23/10; 9/4; 119/50; 21/10; 11/5; 28/13; 11/5; 21/10; 43/20; 21/10; 11/5; 11/5; 28/13; 23/10; 9/4; 11/5; 13/8
Dagenham & Redbridge; 23/10; 9/4; 23/10; 121/50; 23/10; 11/5; 11/5; 9/4; 11/5; 11/5; 11/5; 11/5; 11/5; 11/5; 23/10; 9/4; 11/5; 2
META; english/non-league/national-league/dagenham-redbridge-v-tranmere; 2018-03-07 14:23:00 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Tranmere; 6/5; 13/10; 1; 63/50; 11/10; 6/5; 6/5; 6/5; 6/5; 13/10; 11/10; 6/5; 15/13; 6/5; 13/10; 5/4; 6/5; 9/10
Dagenham & Redbridge; 23/10; 21/10; 23/10; 11/5; 21/10; 21/10; 11/5; 11/5; 2; 21/10; 21/10; 11/5; 11/5; 85/40; 21/10; 28/13; 13/8; 
Draw; 9/4; 23/10; 9/4; 59/25; 21/10; 11/5; 28/13; 11/5; 21/10; 43/20; 11/5; 9/4; 11/5; 28/13; 23/10; 9/4; 9/4; 21/10
META; english/non-league/national-league/dagenham-redbridge-v-tranmere; 2018-03-07 18:23:22 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Tranmere; 6/5; 13/10; 1; 63/50; 11/10; 6/5; 6/5; 6/5; 6/5; 5/4; 5/4; 11/10; 6/5; 15/13; 19/16; 6/5; 5/4; 5/4; 6/5; 9/10; 5/4
Dagenham & Redbridge; 23/10; 21/10; 23/10; 11/5; 21/10; 11/5; 11/5; 11/5; 2; 41/20; 21/10; 21/10; 28/13; 11/5; 21/11; 11/5; 11/5; 21/10; 28/13; 9/5; 9/4
Draw; 9/4; 23/10; 9/4; 59/25; 21/10; 11/5; 28/13; 11/5; 21/10; 11/5; 23/10; 11/5; 9/4; 11/5; 40/17; 28/13; 23/10; 23/10; 23/10; 21/10; 12/5
META; english/non-league/national-league/dagenham-redbridge-v-tranmere; 2018-03-07 22:22:49 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Tranmere; 6/5; 13/10; 1; 63/50; 11/10; 6/5; 6/5; 6/5; 6/5; 5/4; 5/4; 11/10; 6/5; 15/13; 19/16; 6/5; 5/4; 5/4; 6/5; 5/6; 5/4
Dagenham & Redbridge; 23/10; 21/10; 23/10; 11/5; 21/10; 11/5; 11/5; 11/5; 2; 41/20; 21/10; 21/10; 28/13; 11/5; 21/11; 11/5; 11/5; 21/10; 28/13; 9/5; 9/4
Draw; 9/4; 23/10; 9/4; 59/25; 21/10; 11/5; 28/13; 11/5; 21/10; 11/5; 23/10; 11/5; 9/4; 11/5; 40/17; 28/13; 23/10; 23/10; 23/10; 9/5; 12/5
META; english/non-league/national-league/dagenham-redbridge-v-tranmere; 2018-03-08 02:22:40 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Tranmere; 6/5; 13/10; 1; 63/50; 11/10; 6/5; 6/5; 6/5; 6/5; 5/4; 5/4; 11/10; 6/5; 15/13; 19/16; 6/5; 5/4; 5/4; 6/5; 5/6; 5/4
Dagenham & Redbridge; 23/10; 21/10; 23/10; 11/5; 21/10; 11/5; 11/5; 11/5; 2; 41/20; 21/10; 21/10; 28/13; 11/5; 21/11; 11/5; 11/5; 21/10; 28/13; 9/5; 9/4
Draw; 9/4; 23/10; 9/4; 59/25; 21/10; 11/5; 28/13; 11/5; 21/10; 11/5; 23/10; 11/5; 9/4; 11/5; 40/17; 28/13; 23/10; 23/10; 23/10; 21/10; 12/5
META; english/non-league/national-league/dagenham-redbridge-v-tranmere; 2018-03-08 10:22:39 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Tranmere; 6/5; 13/10; 1; 63/50; 11/10; 6/5; 16/13; 6/5; 6/5; 5/4; 5/4; 11/10; 6/5; 15/13; 19/16; 16/13; 13/10; 5/4; 6/5; 5/6; 5/4
Dagenham & Redbridge; 23/10; 21/10; 23/10; 11/5; 21/10; 21/10; 21/10; 11/5; 2; 41/20; 21/10; 21/10; 28/13; 11/5; 21/11; 21/10; 85/40; 21/10; 28/13; 9/5; 9/4
Draw; 9/4; 23/10; 9/4; 59/25; 21/10; 9/4; 11/5; 11/5; 21/10; 11/5; 23/10; 11/5; 9/4; 11/5; 40/17; 11/5; 23/10; 23/10; 23/10; 21/10; 12/5
META; english/non-league/national-league/dagenham-redbridge-v-tranmere; 2018-03-08 14:23:00 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Tranmere; 6/5; 13/10; 5/4; 1; 63/50; 11/10; 6/5; 16/13; 5/4; 6/5; 6/5; 5/4; 5/4; 11/10; 6/5; 15/13; 19/16; 16/13; 5/4; 5/4; 6/5; 5/6; 5/4; 1/6
Dagenham & Redbridge; 23/10; 21/10; 2; 23/10; 11/5; 21/10; 21/10; 21/10; 2; 11/5; 2; 41/20; 21/10; 21/10; 28/13; 11/5; 21/11; 21/10; 11/5; 21/10; 28/13; 9/5; 7/4; 2/11
Draw; 9/4; 23/10; 11/5; 9/4; 59/25; 21/10; 9/4; 11/5; 11/5; 11/5; 21/10; 11/5; 23/10; 21/10; 23/10; 11/5; 40/17; 11/5; 23/10; 23/10; 23/10; 21/10; 2; 1/5
META; english/non-league/national-league/dagenham-redbridge-v-tranmere; 2018-03-08 18:22:58 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Tranmere; 6/5; 13/10; 6/5; 1; 63/50; 11/10; 6/5; 16/13; 6/5; 6/5; 6/5; 5/4; 5/4; 11/10; 6/5; 15/13; 6/5; 16/13; 5/4; 5/4; 23/20; 6/5; 5/4
Dagenham & Redbridge; 23/10; 21/10; 21/10; 23/10; 11/5; 21/10; 21/10; 21/10; 21/10; 11/5; 2; 41/20; 21/10; 21/10; 28/13; 11/5; 28/13; 21/10; 11/5; 21/10; 19/10; 2; 9/4
Draw; 9/4; 23/10; 11/5; 9/4; 59/25; 21/10; 9/4; 11/5; 11/5; 11/5; 21/10; 11/5; 23/10; 21/10; 23/10; 11/5; 40/17; 11/5; 23/10; 23/10; 19/10; 2; 12/5
META; english/non-league/national-league/dagenham-redbridge-v-tranmere; 2018-03-08 22:22:39 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Tranmere; 6/5; 13/10; 6/5; 1; 63/50; 11/10; 6/5; 16/13; 6/5; 5/4; 6/5; 5/4; 5/4; 11/10; 6/5; 15/13; 6/5; 16/13; 5/4; 5/4; 23/20; 5/4; 5/4
Dagenham & Redbridge; 23/10; 21/10; 21/10; 23/10; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 41/20; 21/10; 21/10; 28/13; 11/5; 28/13; 21/10; 11/5; 21/10; 19/10; 2; 9/4
Draw; 9/4; 23/10; 11/5; 9/4; 59/25; 21/10; 9/4; 11/5; 11/5; 11/5; 21/10; 11/5; 23/10; 21/10; 23/10; 11/5; 40/17; 11/5; 23/10; 23/10; 21/10; 2; 12/5
META; english/non-league/national-league/dagenham-redbridge-v-tranmere; 2018-03-09 02:22:48 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Tranmere; 6/5; 13/10; 6/5; 1; 63/50; 11/10; 6/5; 16/13; 6/5; 5/4; 6/5; 5/4; 5/4; 11/10; 6/5; 15/13; 6/5; 16/13; 5/4; 5/4; 23/20; 6/5; 5/4
Dagenham & Redbridge; 23/10; 21/10; 21/10; 23/10; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 41/20; 21/10; 21/10; 28/13; 11/5; 28/13; 21/10; 11/5; 21/10; 2; 9/4; 
Draw; 9/4; 23/10; 11/5; 9/4; 59/25; 21/10; 9/4; 11/5; 11/5; 11/5; 21/10; 11/5; 23/10; 21/10; 23/10; 11/5; 40/17; 11/5; 23/10; 23/10; 11/5; 2; 12/5
META; english/non-league/national-league/dagenham-redbridge-v-tranmere; 2018-03-09 10:22:41 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Tranmere; 6/5; 13/10; 6/5; 1; 63/50; 11/10; 6/5; 16/13; 6/5; 6/5; 23/20; 5/4; 5/4; 11/10; 6/5; 15/13; 6/5; 16/13; 5/4; 5/4; 23/20; 5/4; 5/4
Dagenham & Redbridge; 23/10; 21/10; 21/10; 23/10; 11/5; 21/10; 21/10; 21/10; 21/10; 11/5; 2; 41/20; 21/10; 21/10; 28/13; 11/5; 28/13; 21/10; 11/5; 21/10; 2; 9/4; 
Draw; 9/4; 23/10; 11/5; 9/4; 59/25; 21/10; 9/4; 11/5; 11/5; 11/5; 11/5; 11/5; 23/10; 11/5; 23/10; 11/5; 40/17; 11/5; 23/10; 23/10; 9/4; 2; 12/5
META; english/non-league/national-league/dagenham-redbridge-v-tranmere; 2018-03-09 14:23:05 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Tranmere; 6/5; 13/10; 6/5; 6/5; 63/50; 11/10; 6/5; 16/13; 6/5; 6/5; 23/20; 5/4; 5/4; 6/5; 6/5; 15/13; 6/5; 16/13; 13/10; 5/4; 6/5; 23/20; 5/4; 5/4
Dagenham & Redbridge; 23/10; 21/10; 21/10; 23/10; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 41/20; 21/10; 2; 28/13; 11/5; 28/13; 21/10; 85/40; 21/10; 28/13; 2; 9/4; 
Draw; 9/4; 23/10; 11/5; 23/10; 59/25; 21/10; 9/4; 11/5; 11/5; 9/4; 11/5; 11/5; 23/10; 11/5; 23/10; 11/5; 40/17; 11/5; 23/10; 23/10; 23/10; 9/4; 2; 12/5
META; english/non-league/national-league/dagenham-redbridge-v-tranmere; 2018-03-09 18:23:16 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Tranmere; 6/5; 6/5; 6/5; 6/5; 117/00; 23/20; 5/4; 16/13; 6/5; 6/5; 23/20; 6/5; 23/20; 11/10; 6/5; 15/13; 6/5; 16/13; 6/5; 23/20; 6/5; 23/20; 6/5; 6/5
Draw; 9/4; 23/10; 11/5; 23/10; 119/0; 11/5; 9/4; 11/5; 11/5; 9/4; 11/5; 11/5; 23/10; 21/10; 23/10; 11/5; 40/17; 11/5; 23/10; 23/10; 23/10; 21/10; 21/10; 12/5
Dagenham & Redbridge; 23/10; 9/4; 21/10; 23/10; 119/0; 11/5; 11/5; 21/10; 11/5; 11/5; 2; 43/20; 23/10; 21/10; 28/13; 11/5; 28/13; 21/10; 23/10; 23/10; 28/13; 11/5; 21/10; 12/5
META; english/non-league/national-league/dagenham-redbridge-v-tranmere; 2018-03-09 22:23:06 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Tranmere; 6/5; 6/5; 6/5; 6/5; 117/00; 23/20; 6/5; 16/13; 6/5; 6/5; 23/20; 6/5; 23/20; 11/10; 6/5; 15/13; 6/5; 16/13; 6/5; 23/20; 6/5; 23/20; 6/5; 6/5
Dagenham & Redbridge; 23/10; 9/4; 11/5; 23/10; 119/0; 11/5; 9/4; 21/10; 11/5; 9/4; 21/10; 43/20; 23/10; 21/10; 28/13; 11/5; 28/13; 21/10; 23/10; 23/10; 28/13; 9/4; 21/10; 12/5
Draw; 9/4; 23/10; 11/5; 23/10; 119/0; 11/5; 9/4; 11/5; 11/5; 11/5; 21/10; 11/5; 23/10; 21/10; 23/10; 11/5; 40/17; 11/5; 23/10; 23/10; 23/10; 23/10; 21/10; 12/5
META; english/non-league/national-league/dagenham-redbridge-v-tranmere; 2018-03-10 02:22:31 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Tranmere; 6/5; 6/5; 6/5; 6/5; 117/100; 23/20; 6/5; 16/13; 6/5; 6/5; 23/20; 6/5; 23/20; 11/10; 6/5; 15/13; 6/5; 16/13; 6/5; 23/20; 6/5; 11/10; 23/20; 6/5
Dagenham & Redbridge; 23/10; 9/4; 11/5; 23/10; 119/50; 11/5; 9/4; 21/10; 11/5; 9/4; 21/10; 43/20; 23/10; 21/10; 28/13; 11/5; 28/13; 21/10; 23/10; 23/10; 28/13; 9/4; 9/4; 12/5
Draw; 9/4; 23/10; 11/5; 23/10; 119/50; 11/5; 9/4; 11/5; 11/5; 11/5; 21/10; 11/5; 23/10; 21/10; 23/10; 11/5; 40/17; 11/5; 23/10; 23/10; 23/10; 23/10; 21/10; 12/5
META; english/non-league/national-league/dagenham-redbridge-v-tranmere; 2018-03-10 10:22:44 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Tranmere; 6/5; 6/5; 23/20; 6/5; 117/100; 11/10; 6/5; 16/13; 23/20; 6/5; 11/10; 23/20; 23/20; 11/10; 6/5; 15/13; 6/5; 16/13; 6/5; 23/20; 6/5; 10/9; 23/20; 6/5
Draw; 9/4; 23/10; 11/5; 23/10; 119/50; 11/5; 9/4; 11/5; 11/5; 11/5; 11/5; 11/5; 23/10; 11/5; 23/10; 11/5; 40/17; 11/5; 23/10; 23/10; 23/10; 23/10; 21/10; 12/5
Dagenham & Redbridge; 23/10; 23/10; 11/5; 23/10; 119/50; 9/4; 9/4; 21/10; 11/5; 9/4; 21/10; 43/20; 23/10; 21/10; 28/13; 11/5; 28/13; 21/10; 23/10; 23/10; 28/13; 12/5; 9/4; 12/5
META; english/non-league/national-league/dagenham-redbridge-v-tranmere; 2018-03-10 14:23:14 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Tranmere; 6/5; 5/4; 6/5; 6/5; 123/00; 11/10; 6/5; 16/13; 6/5; 6/5; 23/20; 5/4; 23/20; 11/10; 6/5; 15/13; 5/4; 16/13; 13/10; 6/5; 6/5; 6/5; 5/4; 
Dagenham & Redbridge; 23/10; 11/5; 21/10; 23/10; 56/25; 11/5; 11/5; 21/10; 21/10; 9/4; 21/10; 41/20; 23/10; 21/10; 28/13; 11/5; 39/19; 21/10; 85/40; 11/5; 28/13; 23/10; 9/4; 12/5
Draw; 9/4; 23/10; 11/5; 23/10; 119/0; 9/4; 23/10; 11/5; 11/5; 11/5; 21/10; 11/5; 23/10; 21/10; 23/10; 11/5; 40/17; 11/5; 23/10; 23/10; 23/10; 23/10; ; 
META; english/non-league/national-league/dagenham-redbridge-v-tranmere; 2018-03-10 18:23:15 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Tranmere; 1/4; 1/4; 2/7; 1/5; 67/50; 6/4; 31/21; 1/4; 11/8; 1/4; 1/4; 4/17; 2/9; 1/4; 3/11
Draw; 4; 15/4; 4; 171/00; 7/5; 6/4; 15/4; 13/8; 4; 15/4; 37/10; 4; 15/4; 17/5; 
Dagenham & Redbridge; 16; 16; 12; 16; 149/0; 5/2; 5/2; 14; 11/4; 14; 10; 27/2; 16; 16; 51/4
