META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-22 14:23:39 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 4/7
Draw; 3
Hartlepool; 9/2
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-22 18:23:08 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 4/7; 8/15; 4/7; 4/7; 10/11
Draw; 3; 29/10; 29/10; 3; 5/2
Hartlepool; 9/2; 9/2; 9/2; 19/4; 5/2
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-22 22:22:30 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 4/7; 8/15; 4/7; 11/20; 8/15; 4/7; 10/11
Draw; 3; 29/10; 29/10; 5/2; 14/5; 3; 5/2
Hartlepool; 9/2; 9/2; 9/2; 9/2; 9/2; 19/4; 5/2
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-23 02:22:48 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 4/7; 8/15; 4/7; 11/20; 8/15; 4/7; 1/50; 10/11
Draw; 3; 29/10; 29/10; 5/2; 13/5; 3; 1/100; 5/2
Hartlepool; 9/2; 9/2; 9/2; 9/2; 9/2; 19/4; 1/50; 5/2
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-23 10:22:48 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 4/7; 1/2; 8/15; 4/7; 8/15; 11/20; 8/15; 8/15; 4/7; 8/15; 8/15; 1/50; 10/11
Draw; 3; 29/10; 3; 37/13; 31/10; 5/2; 14/5; 37/13; 37/13; 31/10; 29/10; 1/3; 5/2
Hartlepool; 9/2; 9/2; 9/2; 41/10; 9/2; 9/2; 9/2; 17/4; 41/10; 5; 43/10; 1/3; 5/2
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-23 14:23:13 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 4/7; 1/2; 8/15; 4/7; 8/15; 11/20; 8/15; 8/15; 4/7; 11/20; 8/15; 1/50; 10/11
Draw; 3; 29/10; 3; 37/13; 3; 5/2; 11/4; 37/13; 37/13; 3; 29/10; 1/3; 5/2
Hartlepool; 9/2; 9/2; 9/2; 41/10; 9/2; 9/2; 9/2; 17/4; 41/10; 5; 43/10; 1/3; 5/2
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-23 18:23:15 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 4/7; 1/2; 8/15; 4/7; 8/15; 11/20; 8/15; 8/15; 4/7; 8/15; 8/15; 1/50; 10/11
Draw; 3; 29/10; 29/10; 37/13; 31/10; 5/2; 14/5; 37/13; 37/13; 31/10; 29/10; 1/3; 5/2
Hartlepool; 9/2; 9/2; 9/2; 41/10; 9/2; 9/2; 9/2; 17/4; 41/10; 5; 43/10; 1/3; 5/2
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-23 22:23:10 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 4/7; 1/2; 8/15; 4/7; 8/15; 11/20; 8/15; 8/15; 4/7; 8/15; 8/15; 1/50; 10/11
Draw; 3; 29/10; 3; 37/13; 31/10; 5/2; 14/5; 37/13; 37/13; 31/10; 29/10; 1/3; 5/2
Hartlepool; 9/2; 9/2; 9/2; 41/10; 9/2; 9/2; 9/2; 17/4; 41/10; 5; 43/10; 1/3; 5/2
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-24 02:22:50 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 4/7; 1/2; 8/15; 4/7; 8/15; 11/20; 8/15; 8/15; 4/7; 8/15; 8/15; 2/5; 10/11
Draw; 3; 29/10; 3; 37/13; 31/10; 5/2; 14/5; 37/13; 37/13; 31/10; 29/10; 21/10; 5/2
Hartlepool; 9/2; 9/2; 9/2; 41/10; 9/2; 9/2; 9/2; 17/4; 41/10; 5; 43/10; 3; 5/2
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-24 10:22:47 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 4/7; 1/2; 8/15; 4/7; 8/15; 11/20; 8/15; 8/15; 8/15; 4/7; 8/15; 8/15; 1/12; 10/11
Draw; 3; 29/10; 3; 37/13; 31/10; 5/2; 14/5; 29/10; 29/10; 37/13; 31/10; 29/10; 1/3; 5/2
Hartlepool; 9/2; 9/2; 9/2; 41/10; 9/2; 9/2; 9/2; 17/4; 9/2; 41/10; 5; 43/10; 1/2; 5/2
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-24 14:23:09 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 4/7; 1/2; 8/15; 4/7; 8/15; 11/20; 8/15; 8/15; 8/15; 4/7; 8/15; 8/15; 1/12; 10/11
Draw; 3; 29/10; 3; 37/13; 31/10; 5/2; 14/5; 29/10; 29/10; 37/13; 31/10; 29/10; 1/3; 5/2
Hartlepool; 9/2; 9/2; 9/2; 41/10; 9/2; 9/2; 9/2; 17/4; 9/2; 41/10; 5; 43/10; 1/2; 5/2
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-24 18:22:58 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 4/7; 1/2; 8/15; 4/7; 8/15; 11/20; 8/15; 5/9; 8/15; 4/7; 8/15; 5/9; 1/12; 10/11
Draw; 3; 29/10; 3; 37/13; 31/10; 5/2; 14/5; 56/19; 29/10; 37/13; 31/10; 56/19; 1/3; 5/2
Hartlepool; 9/2; 9/2; 9/2; 41/10; 9/2; 9/2; 9/2; 74/17; 9/2; 41/10; 5; 22/5; 1/2; 5/2
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-24 22:22:59 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 4/7; 1/2; 8/15; 4/7; 8/15; 11/20; 8/15; 5/9; 8/15; 4/7; 8/15; 5/9; 1/12; 10/11
Draw; 3; 29/10; 3; 37/13; 31/10; 5/2; 14/5; 56/19; 29/10; 37/13; 31/10; 56/19; 1/3; 5/2
Hartlepool; 9/2; 9/2; 9/2; 41/10; 9/2; 9/2; 9/2; 74/17; 9/2; 41/10; 5; 22/5; 1/2; 5/2
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-25 02:22:07 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 3/5; 1/2; 8/15; 4/7; 4/7; 11/20; 4/7; 4/7; 8/15; 4/7; 11/20; 4/7; 4/11; 4/5
Draw; 3; 29/10; 29/10; 37/13; 29/10; 5/2; 13/5; 29/10; 29/10; 37/13; 3; 56/19; 5/6; 13/5
Hartlepool; 17/4; 9/2; 17/4; 41/10; 9/2; 9/2; 4; 21/5; 9/2; 41/10; 5; 21/5; 1/2; 13/5
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-25 10:21:53 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 3/5; 8/15; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 11/17; 4/7; 3/5; 4/7; 1/4; 8/11
Draw; 3; 29/10; 29/10; 37/13; 29/10; 14/5; 14/5; 29/10; 11/4; 37/13; 3; 56/19; 5/6; 13/5
Hartlepool; 17/4; 4; 41/10; 21/5; 15/4; 4; 54/13; 18/5; 41/10; 9/2; 21/5; 7/2; 3; 
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-25 14:22:11 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 3/5; 63/00; 8/13; 3/5; 3/5; 3/5; 6/10; 4/7; 11/17; 11/17; 3/5; 8/13; 11/17; 4/9; 4/11
Draw; 3; 31/10; 29/10; 29/10; 29/10; 29/10; 5/2; 11/4; 3; 11/4; 29/10; 3; 58/19; 21/10; 
Hartlepool; 17/4; 22/5; 10/3; 4; 19/5; 7/2; 4; 17/5; 18/5; 19/5; 17/4; 17/5; 7/2; 22/5; 
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-25 18:22:15 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 8/13; 4/6; 13/20; 4/6; 11/20; 5/8; 3/5; 8/13; 8/13; 8/13; 8/13; 8/13; 4/6; 11/17; 11/18; 3/5; 8/13; 9/13; 4/9; 8/15; 4/11
Draw; 3; 11/4; 13/5; 31/10; 29/10; 29/10; 29/10; 14/5; 13/5; 27/10; 3; 13/5; 58/19; 11/4; 29/10; 29/10; 3; 58/19; 11/5; 23/10; 
Hartlepool; 4; 19/5; 41/10; 4; 19/5; 4; 15/4; 4; 15/4; 33/10; 18/5; 38/11; 19/5; 17/4; 57/17; 7/2; 3; ; ; ; 
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-25 22:21:51 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 8/13; 4/6; 13/20; 33/50; 11/20; 5/8; 3/5; 8/13; 8/13; 8/13; 8/13; 8/13; 4/6; 11/17; 11/18; 3/5; 8/13; 9/13; 2/9; 8/15; 5/6
Draw; 3; 29/10; 13/5; 31/10; 29/10; 29/10; 29/10; 14/5; 13/5; 27/10; 3; 13/5; 58/19; 11/4; 29/10; 29/10; 3; 58/19; 4/5; 23/10; 
Hartlepool; 4; 19/5; 41/10; 4; 19/5; 4; 15/4; 4; 15/4; 33/10; 18/5; 38/11; 19/5; 17/4; 57/17; 7/2; 3; ; ; ; 
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-26 02:21:47 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 8/13; 4/6; 13/20; 4/6; 11/20; 5/8; 3/5; 8/13; 8/13; 8/13; 4/6; 8/13; 4/6; 11/17; 11/18; 3/5; 8/13; 9/13; 2/9; 8/15; 5/6
Draw; 3; 29/10; 13/5; 31/10; 29/10; 29/10; 29/10; 14/5; 12/5; 27/10; 16/5; 13/5; 3; 11/4; 29/10; 29/10; 3; 58/19; 4/5; 23/10; 
Hartlepool; 4; 19/5; 41/10; 4; 19/5; 4; 4; 15/4; 33/10; 18/5; 38/11; 19/5; 17/4; 57/17; 7/2; 3; ; ; ; ; 
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-26 10:21:53 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 8/13; 4/6; 13/20; 4/6; 4/7; 5/8; 3/5; 8/13; 8/13; 8/13; 4/6; 8/13; 4/6; 11/17; 11/18; 3/5; 13/20; 9/13; 1/5; 5/6
Draw; 3; 29/10; 13/5; 31/10; 14/5; 29/10; 29/10; 14/5; 13/5; 27/10; 16/5; 13/5; 3; 11/4; 29/10; 29/10; 29/10; 58/19; 8/11; 
Hartlepool; 4; 19/5; 41/10; 15/4; 4; 19/5; 4; 15/4; 4; 15/4; 33/10; 18/5; 38/11; 19/5; 4; 57/17; 7/2; 7/2; ; 
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-26 14:22:24 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 4/7; 4/6; 13/20; 63/00; 4/7; 5/8; 3/5; 3/5; 8/15; 4/7; 8/13; 4/7; 11/17; 11/17; 5/9; 3/5; 8/13; 11/17; 4/7; 4/9; 4/11
Draw; 3; 29/10; 13/5; 61/20; 14/5; 29/10; 29/10; 29/10; 11/4; 11/4; 16/5; 11/4; 58/19; 11/4; 3; 29/10; 3; 31/10; 12/5; 5/2; 
Hartlepool; 9/2; 4; 19/5; 9/2; 15/4; 4; 19/5; 4; 9/2; 17/4; 9/2; 4; 18/5; 18/5; 19/5; 19/5; 21/5; 18/5; 7/2; 7/2; 22/5
