META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-22 14:23:39 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-26 18:22:08 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 8/13; 3/5; 4/6; 11/20; 4/6; 4/7; 5/8; 3/5; 4/6; 8/13; 8/13; 8/13; 4/6; 4/7; 4/6; 3/5; 11/17; 3/5; 13/20; 9/13; 4/6; 8/15; 4/11
Draw; 14/5; 3; 11/4; 14/5; 74/25; 14/5; 29/10; 29/10; 11/4; 14/5; 13/5; 27/10; 16/5; 13/5; 56/19; 29/10; 29/10; 29/10; 29/10; 56/19; 12/5; 23/10; 
Hartlepool; 9/2; 9/2; 15/4; 9/2; 43/10; 4; 19/5; 15/4; 4; 7/2; 4; 4; 38/11; 15/4; 50/13; 19/5; 4; 7/2; 7/2; 3; 7/2; ; 
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-26 22:22:03 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 4/5; 17/20; 4/5; 4/5; 21/25; 3/4; 8/11; 4/5; 4/5; 4/5; 3/4; 5/6; 17/20; 4/5; 13/15; 7/9; 8/9; 4/5; 13/15; 8/11; 4/6; 4/6; ; 
Draw; 11/4; 13/5; 13/5; 5/2; 69/25; 13/5; 11/4; 45/17; 13/5; 13/5; 49/20; 5/2; 11/4; 13/5; 13/5; 45/17; 14/5; 13/5; 12/5; 21/10; ; ; ; 
Hartlepool; 16/5; 16/5; 29/10; 3; 33/10; 31/10; 7/2; 29/10; 29/10; 31/10; 3; 29/10; 16/5; 3; 28/11; 3; 14/5; 29/10; 16/5; 13/5; 10/3; 14/5; 13/5; 3
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-27 02:21:51 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 4/5; 17/20; 5/6; 4/5; 43/50; 3/4; 4/5; 4/5; 5/6; 4/5; 4/5; 17/20; 17/20; 4/5; 13/15; 7/9; 8/9; 4/5; 17/20; 13/15; 8/11; 8/11; 
Draw; 11/4; 13/5; 5/2; 5/2; 68/25; 27/10; 13/5; 45/17; 5/2; 11/4; 12/5; 49/20; 5/2; 11/4; 13/5; 13/5; 45/17; 27/10; 11/4; 5/2; 12/5; ; 
Hartlepool; 16/5; 16/5; 14/5; 3; 13/4; 29/10; 3; 29/10; 14/5; 29/10; 14/5; 29/10; 16/5; 14/5; 5/2; 3; 14/5; 29/10; 3; 28/11; 3; 23/10; 3
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-27 10:21:57 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 4/5; 17/20; 17/20; 4/5; 87/00; 3/4; 4/5; 4/5; 17/20; 4/5; 4/5; 17/20; 17/20; 4/5; 13/15; 7/9; 8/9; 4/5; 17/20; 13/15; 8/11; 8/11; 8/11
Draw; 11/4; 11/4; 5/2; 11/4; 68/25; 13/5; 13/5; 45/17; 5/2; 13/5; 12/5; 49/20; 5/2; 11/4; 13/5; 13/5; 45/17; 27/10; 11/4; 5/2; 12/5; 21/10; 
Hartlepool; 16/5; 3; 14/5; 16/5; 16/5; 3; 29/10; 14/5; 3; 14/5; 14/5; 16/5; 14/5; 5/2; 3; 14/5; 29/10; 3; 28/11; 3; 5/2; 5/2; 3
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-27 14:22:20 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 4/5; 17/20; 17/20; 4/5; 87/00; 3/4; 4/5; 4/5; 17/20; 4/5; 4/5; 17/20; 17/20; 4/5; 13/15; 7/9; 8/9; 4/5; 17/20; 13/15; 8/11; 4/5; 8/11; 4/11
Draw; 11/4; 11/4; 5/2; 11/4; 68/25; 13/5; 13/5; 45/17; 5/2; 13/5; 12/5; 49/20; 5/2; 11/4; 13/5; 13/5; 45/17; 27/10; 11/4; 5/2; 12/5; 21/10; ; 
Hartlepool; 16/5; 3; 14/5; 16/5; 16/5; 3; 29/10; 14/5; 3; 14/5; 14/5; 16/5; 14/5; 5/2; 3; 14/5; 29/10; 3; 28/11; 3; 7/2; 5/2; 3; 
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-27 18:22:54 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 7/10; 17/20; 4/6; 4/5; 71/00; 4/6; 5/6; 11/17; 4/6; 8/11; 4/6; 7/10; 8/11; 7/10; 14/19; 7/9; 13/19; 11/17; 7/10; 14/19; 4/6; 4/7; 4/7; 4/11
Draw; 3; 11/4; 11/4; 11/4; 149/0; 14/5; 13/5; 37/13; 11/4; 14/5; 13/5; 13/5; 3; 13/5; 56/19; 13/5; 14/5; 37/13; 3; 11/4; 5/2; 12/5; ; 
Hartlepool; 15/4; 3; 17/5; 16/5; 77/20; 16/5; 3; 7/2; 17/5; 10/3; 16/5; 17/5; 15/4; 16/5; 56/19; 3; 37/10; 7/2; 7/2; 3; 7/2; 7/2; 11/4; 7/2
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-27 22:22:58 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 7/10; 7/10; 4/6; 4/5; 71/00; 4/6; 3/4; 11/17; 4/6; 8/11; 4/6; 7/10; 8/11; 4/6; 14/19; 7/9; 13/19; 11/17; 7/10; 14/19; 4/6; 4/7; 4/7; 4/11
Draw; 3; 14/5; 11/4; 11/4; 149/0; 14/5; 14/5; 37/13; 11/4; 14/5; 13/5; 13/5; 3; 13/5; 56/19; 13/5; 14/5; 37/13; 3; 11/4; 5/2; 23/10; ; 
Hartlepool; 15/4; 18/5; 17/5; 16/5; 77/20; 16/5; 10/3; 7/2; 17/5; 10/3; 16/5; 17/5; 15/4; 10/3; 56/19; 3; 37/10; 7/2; 7/2; 3; 7/2; 7/2; 11/4; 7/2
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-28 02:23:04 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 7/10; 7/10; 7/10; 4/5; 18/25; 4/6; 3/4; 11/17; 7/10; 8/11; 4/6; 8/11; 4/5; 7/10; 14/19; 7/9; 14/19; 11/17; 8/11; 14/19; 4/6; 4/7; 4/7; 4/11
Draw; 3; 14/5; 11/4; 11/4; 61/20; 14/5; 14/5; 37/13; 11/4; 14/5; 14/5; 27/10; 14/5; 13/5; 3; 13/5; 14/5; 37/13; 3; 13/5; 11/4; 12/5; ; 
Hartlepool; 15/4; 18/5; 17/5; 16/5; 37/10; 16/5; 10/3; 7/2; 17/5; 10/3; 3; 16/5; 7/2; 16/5; 56/19; 3; 13/4; 7/2; 10/3; 56/19; 7/2; 7/2; 11/4; 7/2
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-28 10:23:12 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 7/10; 7/10; 4/6; 7/10; 7/10; 8/13; 7/10; 11/17; 4/6; 8/11; 8/13; 4/6; 8/11; 4/6; 14/19; 3/4; 5/7; 11/17; 13/20; 14/19; 4/6; 8/11; 4/6; 8/11
Draw; 3; 14/5; 11/4; 3; 61/20; 11/4; 29/10; 37/13; 11/4; 14/5; 14/5; 11/4; 16/5; 11/4; 3; 27/10; 29/10; 37/13; 3; 58/19; 11/4; 14/5; 13/5; 3
Hartlepool; 15/4; 18/5; 7/2; 7/2; 77/20; 15/4; 7/2; 7/2; 7/2; 10/3; 16/5; 7/2; 10/3; 29/10; 31/10; 57/17; 7/2; 19/5; 56/19; 7/2; 7/2; 3; 7/2; 
META; english/non-league/national-league/tranmere-v-hartlepool; 2018-04-28 14:23:55 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Tranmere; 4/9; 8/15; 1/2; 1/2; 51/00; 40/85; 1/2; 1/2; 1/2; 1/2; 4/9; 1/2; 8/15; 4/9; 4/9; 6/11; 4/9; 1/2; 9/20; 5/11; 4/9; 4/9
Draw; 7/2; 16/5; 16/5; 16/5; 69/20; 31/10; 10/3; 11/4; 16/5; 31/10; 3; 31/10; 7/2; 3; 39/11; 31/10; 57/17; 11/4; 7/2; 7/2; 3; 
Hartlepool; 11/2; 5; 24/5; 11/2; 11/2; 9/2; 5; 51/10; 5; 9/2; 19/4; 5; 51/10; 4; 29/5; 51/10; 11/2; 5; 33/5; ; ; 
