Boreham Wood; 19/20; 1; 1; ; 107/100; 10/11; 20/21; ; 24/23; 1; 20/21; 1; ; 1; ; 19/20; 1; 21/20; 1; 24/23; 1; 1; 1; ; 4/6; ; 
Draw; 12/5; 5/2; 9/4; ; 5/2; 23/10; 23/10; ; 11/5; 9/4; 12/5; 11/5; ; 9/4; ; 9/4; 23/10; 9/4; 12/5; 11/5; 5/2; 12/5; 23/10; ; 21/10; ; 
Macclesfield; 29/10; 13/5; 5/2; ; 29/10; 13/5; 13/5; ; 5/2; 5/2; 13/5; 12/5; ; 5/2; ; 5/2; 27/11; 12/5; 9/4; 5/2; 13/5; 13/5; 27/11; ; 12/5; ; 
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-02-27 02:21:26 GMT+2; 2018-03-03 12:30; Nothing; Xlenovo
Boreham Wood; 19/20; 1; 1; ; 107/100; ; 20/21; ; 24/23; 1; 20/21; 1; ; 1; ; 19/20; 1; 21/20; 1; 24/23; 1; 1; 1; ; 4/6; ; 
Draw; 12/5; 5/2; 9/4; ; 5/2; ; 23/10; ; 11/5; 9/4; 12/5; 11/5; ; 9/4; ; 9/4; 23/10; 9/4; 12/5; 11/5; 5/2; 12/5; 23/10; ; 21/10; ; 
Macclesfield; 29/10; 13/5; 5/2; ; 29/10; ; 13/5; ; 5/2; 5/2; 13/5; 12/5; ; 5/2; ; 5/2; 27/11; 12/5; 9/4; 5/2; 13/5; 13/5; 27/11; ; 12/5; ; 
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-02-27 10:21:27 GMT+2; 2018-03-03 12:30; Nothing; Xlenovo
Boreham Wood; 19/20; 1; 1; ; 107/100; ; 20/21; ; 24/23; 1; 20/21; 1; ; 1; 1; 19/20; 1; 21/20; 1; 24/23; 1; 1; 1; ; 8/11; ; 
Draw; 12/5; 5/2; 9/4; ; 5/2; ; 23/10; ; 11/5; 9/4; 12/5; 11/5; ; 9/4; 5/2; 9/4; 23/10; 9/4; 12/5; 11/5; 5/2; 12/5; 23/10; ; 11/5; ; 
Macclesfield; 29/10; 13/5; 5/2; ; 29/10; ; 13/5; ; 5/2; 5/2; 13/5; 12/5; ; 5/2; 5/2; 5/2; 27/11; 12/5; 9/4; 5/2; 13/5; 13/5; 27/11; ; 9/5; ; 
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-02-27 18:21:33 GMT+2; 2018-03-03 12:30; Nothing; Xlenovo
Boreham Wood; 19/20; 5/6; 21/20; 1; 113/100; ; 1; ; 24/23; 21/20; 1; 1; ; 1; 1; 19/20; 1; 21/20; 1; 24/23; 1; 1; 21/20; ; 5/6; 1; 
Draw; 12/5; 5/2; 21/10; 11/5; 121/50; ; 9/4; ; 11/5; 21/10; 9/4; 2; ; 11/5; 12/5; 11/5; 9/4; 9/4; 40/17; 11/5; 12/5; 47/20; 9/4; ; 8/11; 2; 
Macclesfield; 14/5; 10/3; 13/5; 13/5; 14/5; ; 13/5; ; 5/2; 13/5; 13/5; 5/2; ; 5/2; 13/5; 13/5; 5/2; 12/5; 23/10; 5/2; 11/4; 27/10; 28/11; ; 19/10; 23/10; 
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-03-02 17:45:42 GMT+2; 2018-03-03 12:30; Nothing; Xlenovo
Boreham Wood; 1; 1; 20/21; 
Draw; 2; 9/4; 47/20; 
Macclesfield; 13/5; 5/2; 11/4; 23/10
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-03-02 22:23:14 GMT+2; 2018-03-03 12:30; Nothing; Xlenovo
Boreham Wood; 1; 1; 20/21; 
Draw; 2; 9/4; 47/20; 
Macclesfield; 13/5; 5/2; 11/4; 23/10
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-03-03 02:22:54 GMT+2; 2018-03-03 12:30; Nothing; Xlenovo
Boreham Wood; 1; 1; 20/21; 
Draw; 2; 9/4; 47/20; 
Macclesfield; 13/5; 5/2; 11/4; 23/10
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-03-03 10:23:33 GMT+2; 2018-03-03 12:30; Nothing; Xlenovo
Boreham Wood; 1; 1; 20/21; 
Draw; 2; 9/4; 47/20; 
Macclesfield; 13/5; 5/2; 11/4; 23/10
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-03-03 14:22:15 GMT+2; 2018-03-03 12:30; Nothing; Xlenovo
Boreham Wood; 1; 20/21
Draw; 47/20; 9/4
Macclesfield; 11/4; 21/10
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-04-07 22:21:46 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Boreham Wood; 6/5; 27/20; 5/4; 6/5; 5/4; 5/4; 5/4; 8/11; 13/10
Macclesfield; 2; 11/5; 21/10; 2; 39/19; 11/5; 21/10; 6/5; 21/10
Draw; 9/4; 62/25; 11/5; 11/5; 23/10; 23/10; 40/17; 12/5; 
The Draw; 27/20; ; ; ; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-04-08 02:21:24 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Boreham Wood; 6/5; 27/20; 5/4; 5/4; 6/5; 5/4; 5/4; 5/4; 5/6; 13/10
Macclesfield; 2; 11/5; 21/10; 19/10; 2; 39/19; 11/5; 21/10; 7/4; 21/10
Draw; 9/4; 62/25; 11/5; 21/10; 11/5; 23/10; 23/10; 40/17; 12/5; 
The Draw; 8/5; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-04-08 10:22:45 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Boreham Wood; 6/5; 5/4; 27/20; 16/13; 5/4; 5/4; 5/4; 5/4; 16/13; 13/10; 5/4; 4/5; 13/10
Macclesfield; 2; 11/5; 39/19; 21/10; 21/10; 2; 39/19; 39/19; 11/5; 21/10; 5/4; 21/10; 
Draw; 9/4; 11/5; 62/25; 9/4; 11/5; 2; 21/10; 23/10; 9/4; 11/5; 23/10; 12/5; 
The Draw; 7/5; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-04-08 14:24:10 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Boreham Wood; 23/20; 5/4; 5/4; 11/10; 63/50; 16/13; 5/4; 5/4; 23/20; 5/4; 5/4; 6/5; 5/4; 16/13; 5/4; 5/4; 20/21; 6/5
Macclesfield; 9/4; 2; 11/5; 2; 58/25; 39/19; 11/5; 21/10; 21/10; 11/5; 21/10; 2; 39/19; 39/19; 23/10; 21/10; 8/5; 9/4
Draw; 12/5; 11/5; 2; 11/5; 127/50; 9/4; 2; 11/5; 21/10; 2; 23/10; 11/5; 9/4; 11/5; 23/10; 12/5; ; 
The Draw; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-04-08 18:23:42 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Boreham Wood; 23/20; 5/4; 5/4; 11/10; 133/100; 16/13; 5/4; 6/5; 23/20; 5/4; 5/4; 11/10; 5/4; 5/4; 16/13; 5/4; 10/11; 6/5; 5/4; 
Macclesfield; 9/4; 12/5; 11/5; 2; 57/25; 39/19; 11/5; 9/4; 21/10; 11/5; 21/10; 21/10; 39/19; 57/29; 39/19; 23/10; 21/10; 13/8; 9/5; 11/5
Draw; 12/5; 21/10; 2; 11/5; 61/25; 9/4; 2; 21/10; 21/10; 2; 23/10; 21/10; 28/13; 9/4; 11/5; 23/10; 2; 23/10; ; 
The Draw; 17/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-04-08 22:23:51 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Boreham Wood; 23/20; 5/4; 5/4; 11/10; 13/10; 16/13; 5/4; 6/5; 23/20; 5/4; 5/4; 11/10; 6/5; 5/4; 16/13; 6/5; 23/20; 6/5; 5/4; 
Draw; 12/5; 21/10; 2; 11/5; 23/10; 9/4; 2; 21/10; 21/10; 2; 23/10; 21/10; 11/5; 28/13; 9/4; 11/5; 9/4; 2; 9/4; 
Macclesfield; 9/4; 12/5; 11/5; 2; 62/25; 39/19; 11/5; 9/4; 21/10; 11/5; 21/10; 21/10; 11/5; 57/29; 39/19; 23/10; 9/4; 11/5; 9/4; 12/5
The Draw; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-04-09 02:23:43 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Boreham Wood; 23/20; 5/4; 5/4; 11/10; 13/10; 16/13; 5/4; 6/5; 23/20; 5/4; 5/4; 11/10; 6/5; 11/10; 5/4; 16/13; 6/5; 6/5; 6/5; 5/4; 
Draw; 12/5; 21/10; 2; 11/5; 23/10; 9/4; 2; 21/10; 21/10; 2; 23/10; 21/10; 11/5; 23/10; 28/13; 9/4; 9/4; 9/4; 2; 9/4; 
Macclesfield; 9/4; 12/5; 11/5; 2; 62/25; 39/19; 11/5; 9/4; 21/10; 11/5; 21/10; 21/10; 11/5; 9/4; 57/29; 39/19; 9/4; 9/4; 23/10; 9/4; 12/5
The Draw; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-04-09 10:23:46 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Boreham Wood; 23/20; 6/5; 5/4; 5/4; 13/10; 11/10; 16/13; 5/4; 6/5; 23/20; 5/4; 13/10; 11/10; 6/5; 11/10; 5/4; 16/13; 6/5; 6/5; 6/5; 5/4; 5/4
Draw; 12/5; 21/10; 2; 11/5; 23/10; 21/10; 9/4; 2; 21/10; 21/10; 2; 23/10; 21/10; 11/5; 23/10; 28/13; 9/4; 11/5; 9/4; 21/10; 9/4; 
Macclesfield; 9/4; 23/10; 11/5; 23/10; 62/25; 21/10; 39/19; 11/5; 9/4; 21/10; 11/5; 23/10; 11/5; 11/5; 9/4; 57/29; 39/19; 12/5; 9/4; 12/5; 5/2; 12/5
The Draw; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-04-09 14:24:03 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Boreham Wood; 23/20; 6/5; 5/4; 13/10; 13/10; 11/10; 16/13; 5/4; 6/5; 23/20; 5/4; 13/10; 11/10; 6/5; 11/10; 5/4; 16/13; 6/5; 6/5; 6/5; 6/5; 5/4; 5/4
Draw; 12/5; 21/10; 2; 11/5; 23/10; 21/10; 9/4; 2; 21/10; 21/10; 2; 23/10; 21/10; 11/5; 23/10; 28/13; 9/4; 11/5; 11/5; 21/10; 21/10; 9/4; 
Macclesfield; 9/4; 23/10; 11/5; 11/5; 62/25; 21/10; 39/19; 11/5; 9/4; 21/10; 11/5; 23/10; 21/10; 11/5; 9/4; 57/29; 39/19; 12/5; 11/5; 9/4; 12/5; 5/2; 12/5
The Draw; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-04-09 18:23:55 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Boreham Wood; 23/20; 6/5; 5/4; 13/10; 13/10; 11/10; 6/5; 16/13; 5/4; 6/5; 23/20; 6/5; 13/10; 6/5; 6/5; 11/10; 7/6; 16/13; 6/5; 6/5; 6/5; 6/5; 5/4; 5/4
Draw; 12/5; 21/10; 2; 11/5; 23/10; 21/10; 21/10; 9/4; 2; 11/5; 19/10; 23/10; 2; 11/5; 23/10; 23/10; 9/4; 11/5; 11/5; 21/10; 21/10; 9/4; ; 
Macclesfield; 9/4; 23/10; 9/4; 11/5; 62/25; 21/10; 11/5; 39/19; 9/4; 9/4; 9/4; 23/10; 23/10; 11/5; 11/5; 9/4; 9/4; 39/19; 12/5; 11/5; 9/4; 23/10; 12/5; 12/5
The Draw; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-04-09 22:23:57 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Boreham Wood; 23/20; 6/5; 5/4; 13/10; 13/10; 11/10; 5/4; 16/13; 5/4; 6/5; 23/20; 6/5; 13/10; 6/5; 6/5; 11/10; 7/6; 16/13; 6/5; 6/5; 6/5; 6/5; 5/4; 5/4
Draw; 12/5; 21/10; 2; 11/5; 23/10; 21/10; 11/5; 9/4; 2; 21/10; 19/10; 23/10; 2; 11/5; 23/10; 23/10; 9/4; 11/5; 11/5; 21/10; 21/10; 9/4; ; 
Macclesfield; 9/4; 23/10; 9/4; 11/5; 62/25; 23/10; 9/4; 39/19; 9/4; 9/4; 9/4; 23/10; 23/10; 11/5; 11/5; 9/4; 9/4; 39/19; 12/5; 11/5; 9/4; 23/10; 5/2; 12/5
The Draw; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-04-10 02:23:37 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Boreham Wood; 23/20; 6/5; 5/4; 13/10; 13/10; 11/10; 5/4; 16/13; 5/4; 6/5; 23/20; 6/5; 13/10; 6/5; 6/5; 11/10; 7/6; 16/13; 6/5; 6/5; 6/5; 6/5; 5/4; 5/4
Draw; 12/5; 21/10; 2; 11/5; 23/10; 21/10; 11/5; 9/4; 2; 21/10; 19/10; 23/10; 2; 11/5; 23/10; 23/10; 9/4; 11/5; 11/5; 21/10; 21/10; 9/4; ; 
Macclesfield; 9/4; 23/10; 9/4; 11/5; 62/25; 23/10; 9/4; 39/19; 9/4; 9/4; 9/4; 23/10; 23/10; 11/5; 11/5; 9/4; 9/4; 39/19; 12/5; 11/5; 9/4; 23/10; 5/2; 12/5
The Draw; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-04-10 10:23:45 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Boreham Wood; 23/20; 6/5; 6/5; 13/10; 32/25; 11/10; 6/5; 16/13; 6/5; 6/5; 6/5; 6/5; 13/10; 6/5; 6/5; 11/10; 19/16; 16/13; 6/5; 6/5; 6/5; 6/5; 5/4; 5/4
Macclesfield; 9/4; 23/10; 9/4; 11/5; 119/50; 23/10; 9/4; 39/19; 9/4; 9/4; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; 23/10; 39/19; 12/5; 11/5; 9/4; 23/10; 12/5; 12/5
Draw; 12/5; 21/10; 2; 11/5; 61/25; 21/10; 11/5; 9/4; 2; 21/10; 19/10; 23/10; 2; 11/5; 23/10; 11/5; 9/4; 11/5; 9/4; 21/10; 21/10; 9/4; ; 
The Draw; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-04-10 14:24:14 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Boreham Wood; 23/20; 6/5; 23/20; 23/20; 123/100; 23/20; 6/5; 16/13; 23/20; 23/20; 11/10; 23/20; 6/5; 11/10; 15/13; 11/10; 7/6; 16/13; 23/20; 15/13; 6/5; 6/5; 5/4; 5/4
Draw; 12/5; 21/10; 2; 21/10; 117/50; 21/10; 11/5; 9/4; 2; 11/5; 21/10; 9/4; 21/10; 9/4; 23/10; 9/4; 9/4; 11/5; 9/4; 9/4; 21/10; 23/10; ; 
Macclesfield; 9/4; 23/10; 12/5; 23/10; 13/5; 23/10; 23/10; 39/19; 12/5; 23/10; 11/5; 12/5; 13/5; 9/4; 9/4; 9/4; 40/17; 39/19; 5/2; 23/10; 5/2; 5/2; 5/2; 5/2
The Draw; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-04-10 18:24:06 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Boreham Wood; 23/20; 6/5; 23/20; 23/20; 123/100; 23/20; 6/5; 16/13; 23/20; 23/20; 11/10; 23/20; 6/5; 11/10; 15/13; 11/10; 22/19; 16/13; 23/20; 6/5; 6/5; 6/5; 5/4; 6/5
Draw; 12/5; 21/10; 2; 21/10; 117/50; 21/10; 11/5; 9/4; 2; 11/5; 2; 9/4; 21/10; 9/4; 23/10; 9/4; 9/4; 9/4; 9/4; 9/4; 9/4; 23/10; ; 
Macclesfield; 9/4; 23/10; 12/5; 23/10; 13/5; 23/10; 12/5; 39/19; 12/5; 23/10; 9/4; 12/5; 13/5; 9/4; 9/4; 9/4; 40/17; 39/19; 5/2; 23/10; 5/2; 12/5; 5/2; 5/2
The Draw; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-04-10 22:23:59 GMT+3; 2018-04-10 19:45; In Play; Xlenovo
Macclesfield; 4/6; 8/13; 7/10; 13/20; 8/11; 13/5; 5/8; 7/10; 4/6; 4/6; 13/20; 3/5; 19/29; 6/11; 7/10; 4/6; 19/29; 8/11
Draw; 13/5; 5/2; 23/10; 12/5; 68/25; 11/5; 12/5; 23/10; 5/2; 12/5; 23/10; 5/2; 28/11; 5/2; 9/4; 12/5; 13/5; 5/2
Boreham Wood; 9/2; 9/2; 21/5; 9/2; 4; 4; 21/5; 9/2; 5; 17/4; 9/2; 75/19; 9/2; 39/10; 22/5; 75/19; 24/5; 
