META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-02-24 22:20:45 GMT+2; 2018-03-03 12:30; Nothing; Xlenovo
Boreham Wood; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Macclesfield; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-02-25 02:20:15 GMT+2; 2018-03-03 12:30; Nothing; Xlenovo
Boreham Wood; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Macclesfield; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-02-25 10:20:26 GMT+2; 2018-03-03 12:30; Nothing; Xlenovo
Boreham Wood; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Macclesfield; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-02-25 14:21:32 GMT+2; 2018-03-03 12:30; Nothing; Xlenovo
Boreham Wood; 6/5; 1; ; ; ; ; 11/10; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; 4/7; ; 
Draw; 23/10; 12/5; ; ; ; ; 9/4; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; 11/10; ; 
Macclesfield; 9/4; 5/2; ; ; ; ; 9/4; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; 21/20; ; 
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-02-25 18:21:24 GMT+2; 2018-03-03 12:30; Nothing; Xlenovo
Boreham Wood; 6/5; 5/6; ; ; ; ; 21/20; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; 6/5; 21/20; ; ; ; 4/7; ; 
Draw; 23/10; 5/2; ; ; ; ; 9/4; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; 23/10; 12/5; ; ; ; 11/10; ; 
Macclesfield; 9/4; 10/3; ; ; ; ; 12/5; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; 23/10; 13/5; ; ; ; 21/20; ; 
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-02-25 22:21:24 GMT+2; 2018-03-03 12:30; Nothing; Xlenovo
Boreham Wood; 11/10; 5/6; ; ; ; ; 1; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; 11/10; 20/21; 11/10; ; ; 4/7; ; 
Draw; 23/10; 5/2; ; ; ; ; 9/4; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; 23/10; 12/5; 23/10; ; ; 6/5; ; 
Macclesfield; 5/2; 10/3; ; ; ; ; 13/5; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; 5/2; 29/10; 49/20; ; ; 6/5; ; 
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-02-26 02:20:56 GMT+2; 2018-03-03 12:30; Nothing; Xlenovo
Boreham Wood; 11/10; 5/6; ; ; ; ; 1; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; 11/10; 1; 11/10; ; ; 4/7; ; 
Draw; 23/10; 5/2; ; ; ; ; 9/4; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; 23/10; 12/5; 23/10; ; ; 6/5; ; 
Macclesfield; 5/2; 10/3; ; ; ; ; 13/5; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; 5/2; 14/5; 49/20; ; ; 6/5; ; 
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-02-26 10:21:00 GMT+2; 2018-03-03 12:30; Nothing; Xlenovo
Boreham Wood; 11/10; 1; ; ; ; ; 21/20; ; 24/23; ; 21/20; 1; ; ; ; 1; 1; 21/20; ; 24/23; 11/10; 21/20; 11/10; 21/20; ; 20/21; ; 
Draw; 23/10; 5/2; ; ; ; ; 9/4; ; 11/5; ; 9/4; 23/10; ; ; ; 9/4; 11/5; 9/4; ; 11/5; 23/10; 12/5; 23/10; 11/5; ; 13/8; ; 
Macclesfield; 5/2; 13/5; ; ; ; ; 12/5; ; 5/2; ; 5/2; 9/4; ; ; ; 12/5; 12/5; 12/5; ; 5/2; 5/2; 13/5; 49/20; 27/11; ; 17/10; ; 
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-02-26 14:21:39 GMT+2; 2018-03-03 12:30; Nothing; Xlenovo
Boreham Wood; 19/20; 1; 19/20; ; ; ; 20/21; ; 24/23; 19/20; 20/21; 1; ; 1; ; 19/20; 19/20; 21/20; ; 24/23; 21/20; 1; 19/20; ; 8/11; ; 
Draw; 12/5; 5/2; 23/10; ; ; ; 23/10; ; 11/5; 23/10; 12/5; 23/10; ; 47/20; ; 23/10; 11/5; 9/4; ; 11/5; 12/5; 47/20; 9/4; ; 11/5; ; 
Macclesfield; 29/10; 13/5; 13/5; ; ; ; 13/5; ; 5/2; 13/5; 13/5; 9/4; ; 5/2; ; 5/2; 13/5; 12/5; ; 5/2; 13/5; 11/4; 45/17; ; 17/10; ; 
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-02-26 18:21:33 GMT+2; 2018-03-03 12:30; Nothing; Xlenovo
Boreham Wood; 19/20; 1; 1; ; 107/100; ; 20/21; ; 24/23; 1; 20/21; 20/21; ; 1; ; 19/20; 1; 21/20; 1; 24/23; 1; 1; 1; ; 4/6; ; 
Draw; 12/5; 5/2; 9/4; ; 5/2; ; 23/10; ; 11/5; 9/4; 12/5; 21/10; ; 9/4; ; 9/4; 23/10; 9/4; 12/5; 11/5; 5/2; 12/5; 23/10; ; 21/10; ; 
Macclesfield; 29/10; 13/5; 5/2; ; 29/10; ; 13/5; ; 5/2; 5/2; 13/5; 5/2; ; 5/2; ; 13/5; 27/11; 12/5; 9/4; 5/2; 13/5; 13/5; 27/11; ; 12/5; ; 
META; english/non-league/national-league/boreham-wood-v-macclesfield; 2018-02-26 22:21:31 GMT+2; 2018-03-03 12:30; Nothing; Xlenovo
