META; english/non-league/national-league/ebbsfleet-united-v-boreham-wood; 2018-01-20 22:22:19 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Ebbsfleet United; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Boreham Wood; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/ebbsfleet-united-v-boreham-wood; 2018-01-21 02:21:57 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Ebbsfleet United; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Boreham Wood; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/ebbsfleet-united-v-boreham-wood; 2018-01-21 10:22:15 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Ebbsfleet United; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Boreham Wood; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/ebbsfleet-united-v-boreham-wood; 2018-01-21 14:22:47 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Ebbsfleet United; 13/10; 11/8; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Boreham Wood; 2; 9/5; ; ; ; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/ebbsfleet-united-v-boreham-wood; 2018-01-21 18:22:07 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Ebbsfleet United; 13/10; 11/8; ; ; ; ; 13/10; ; ; ; 13/10; 5/4; ; ; ; ; ; ; ; ; ; 13/10; 13/10; ; ; ; ; 
Boreham Wood; 2; 9/5; ; ; ; ; 15/8; ; ; ; 2; 15/8; ; ; ; ; ; ; ; ; ; 2; 2; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 9/4; ; ; ; 9/4; 11/5; ; ; ; ; ; ; ; ; ; 12/5; 12/5; ; ; ; ; 
META; english/non-league/national-league/ebbsfleet-united-v-boreham-wood; 2018-01-21 22:21:46 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Ebbsfleet United; 13/10; 11/8; ; ; ; ; 13/10; ; ; ; 13/10; 5/4; ; ; ; 5/4; ; ; ; ; ; 13/10; 13/10; ; ; ; ; 
Boreham Wood; 2; 9/5; ; ; ; ; 19/10; ; ; ; 2; 15/8; ; ; ; 15/8; ; ; ; ; ; 2; 2; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 9/4; ; ; ; 9/4; 11/5; ; ; ; 11/5; ; ; ; ; ; 12/5; 12/5; ; ; ; ; 
META; english/non-league/national-league/ebbsfleet-united-v-boreham-wood; 2018-01-22 02:21:41 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Ebbsfleet United; 13/10; 11/8; ; ; ; 5/4; 13/10; ; ; ; 13/10; 5/4; ; ; ; 5/4; ; ; ; ; ; 13/10; 13/10; ; ; ; ; 
Boreham Wood; 2; 9/5; ; ; ; 15/8; 19/10; ; ; ; 2; 15/8; ; ; ; 15/8; ; ; ; ; ; 2; 2; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; 9/4; 9/4; ; ; ; 9/4; 11/5; ; ; ; 11/5; ; ; ; ; ; 12/5; 12/5; ; ; ; ; 
META; english/non-league/national-league/ebbsfleet-united-v-boreham-wood; 2018-01-22 10:22:05 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Ebbsfleet United; 11/10; 11/8; 15/13; ; 6/5; 11/10; 6/5; ; ; 23/20; 23/20; 11/10; ; ; ; 11/10; 5/4; 11/10; 5/4; ; ; 11/10; 6/5; 23/20; 11/10; ; ; 
Boreham Wood; 23/10; 9/5; 11/5; ; 119/ 50; 21/10; 21/10; ; ; 11/5; 11/5; 2; ; ; ; 2; 2; 21/10; 2; ; ; 9/4; 23/10; 11/5; 21/10; ; ; 
Draw; 5/2; 23/10; 23/10; ; 66/25; 23/10; 23/10; ; ; 23/10; 23/10; 23/10; ; ; ; 23/10; 9/4; 23/10; 9/4; ; ; 12/5; 23/10; 49/20; 40/17; ; ; 
META; english/non-league/national-league/ebbsfleet-united-v-boreham-wood; 2018-01-22 14:21:54 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Ebbsfleet United; 11/10; 5/4; 6/5; 6/5; 131/ 100; 23/20; 6/5; ; ; 6/5; 6/5; 6/5; ; 6/5; 6/5; 11/10; 5/4; 15/13; 5/4; 8/7; ; 6/5; 6/5; 6/5; 11/10; ; ; 
Boreham Wood; 9/4; 21/10; 11/5; 11/5; 57/25; 21/10; 21/10; ; ; 11/5; 21/10; 11/5; ; 43/20; 11/5; 21/10; 2; 39/19; 2; 133/ 67; ; 9/4; 23/10; 11/5; 28/13; ; ; 
Draw; 5/2; 12/5; 21/10; 21/10; 62/25; 11/5; 9/4; ; ; 21/10; 9/4; 2; ; 43/20; 23/10; 11/5; 11/5; 11/5; 11/5; 40/17; ; 23/10; 23/10; 47/20; 23/10; ; ; 
META; english/non-league/national-league/ebbsfleet-united-v-boreham-wood; 2018-01-22 18:21:55 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Ebbsfleet United; 11/10; 5/4; 6/5; 6/5; 131/ 100; 11/10; 6/5; ; 5/4; 6/5; 6/5; 23/20; ; 6/5; 6/5; 11/10; 5/4; 6/5; 5/4; 22/19; 5/4; 5/4; 6/5; 6/5; 6/5; ; 6/5; 
Boreham Wood; 9/4; 11/5; 11/5; 11/5; 47/20; 21/10; 21/10; ; 39/19; 11/5; 21/10; 21/10; ; 43/20; 11/5; 21/10; 2; 28/13; 2; 28/13; 39/19; 9/4; 23/10; 11/5; 21/10; ; 9/5; 
Draw; 5/2; 23/10; 21/10; 21/10; 12/5; 9/4; 11/5; ; 11/5; 21/10; 9/4; 21/10; ; 43/20; 23/10; 21/10; 11/5; 11/5; 11/5; 27/11; 11/5; 23/10; 23/10; 23/10; 11/5; ; 19/10; 
META; english/non-league/national-league/ebbsfleet-united-v-boreham-wood; 2018-01-22 22:21:54 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Ebbsfleet United; 11/10; 5/4; 6/5; 6/5; 131/ 100; 11/10; 6/5; ; 5/4; 6/5; 6/5; 23/20; ; 6/5; 6/5; 11/10; 5/4; 6/5; 5/4; 22/19; 5/4; 5/4; 6/5; 6/5; 6/5; 23/20; 6/5; 
Boreham Wood; 9/4; 11/5; 11/5; 11/5; 47/20; 21/10; 21/10; ; 39/19; 11/5; 21/10; 21/10; ; 43/20; 11/5; 21/10; 2; 21/10; 2; 28/13; 39/19; 9/4; 23/10; 11/5; 28/13; 2; 9/5; 
Draw; 5/2; 23/10; 21/10; 21/10; 12/5; 9/4; 11/5; ; 11/5; 21/10; 9/4; 21/10; ; 43/20; 23/10; 21/10; 11/5; 11/5; 11/5; 27/11; 11/5; 23/10; 23/10; 23/10; 9/4; 21/10; 19/10; 
META; english/non-league/national-league/ebbsfleet-united-v-boreham-wood; 2018-01-23 02:21:47 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Ebbsfleet United; 11/10; 5/4; 6/5; 6/5; 131/ 100; 11/10; 6/5; ; 5/4; 6/5; 6/5; 23/20; ; 6/5; 6/5; 11/10; 5/4; 6/5; 5/4; 22/19; 5/4; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 
Boreham Wood; 9/4; 11/5; 11/5; 11/5; 47/20; 21/10; 21/10; ; 39/19; 11/5; 21/10; 21/10; ; 43/20; 11/5; 21/10; 2; 21/10; 2; 28/13; 39/19; 9/4; 23/10; 11/5; 28/13; 21/10; 9/5; 
Draw; 5/2; 23/10; 21/10; 21/10; 12/5; 9/4; 11/5; ; 11/5; 21/10; 9/4; 21/10; ; 43/20; 23/10; 21/10; 11/5; 11/5; 11/5; 27/11; 11/5; 23/10; 23/10; 23/10; 9/4; 21/10; 19/10; 
META; english/non-league/national-league/ebbsfleet-united-v-boreham-wood; 2018-01-23 10:21:50 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Ebbsfleet United; 11/10; 5/4; 6/5; 6/5; 131/ 100; 11/10; 6/5; ; 5/4; 6/5; 6/5; 23/20; ; 6/5; 6/5; 11/10; 5/4; 6/5; 5/4; 22/19; 5/4; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 
Boreham Wood; 9/4; 11/5; 11/5; 11/5; 47/20; 21/10; 21/10; ; 39/19; 11/5; 21/10; 21/10; ; 11/5; 11/5; 21/10; 2; 21/10; 2; 28/13; 39/19; 9/4; 23/10; 11/5; 28/13; 21/10; 9/5; 
Draw; 5/2; 23/10; 21/10; 21/10; 12/5; 9/4; 11/5; ; 11/5; 21/10; 9/4; 21/10; ; 21/10; 23/10; 21/10; 11/5; 11/5; 11/5; 27/11; 11/5; 23/10; 23/10; 23/10; 9/4; 21/10; 19/10; 
META; english/non-league/national-league/ebbsfleet-united-v-boreham-wood; 2018-01-23 14:21:50 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Ebbsfleet United; 11/10; 5/4; 6/5; 6/5; 131/ 100; 11/10; 6/5; ; 5/4; 6/5; 6/5; 23/20; ; 6/5; 6/5; 11/10; 5/4; 6/5; 5/4; 22/19; 5/4; 5/4; 6/5; 6/5; 6/5; 1; 6/5; 
Boreham Wood; 9/4; 11/5; 11/5; 11/5; 47/20; 21/10; 21/10; ; 39/19; 11/5; 21/10; 21/10; ; 11/5; 11/5; 21/10; 2; 28/13; 2; 28/13; 39/19; 9/4; 23/10; 11/5; 28/13; 2; 9/5; 
Draw; 5/2; 23/10; 21/10; 21/10; 12/5; 9/4; 11/5; ; 11/5; 21/10; 9/4; 21/10; ; 21/10; 23/10; 21/10; 11/5; 11/5; 11/5; 27/11; 11/5; 23/10; 23/10; 23/10; 11/5; 21/10; 19/10; 
META; english/non-league/national-league/ebbsfleet-united-v-boreham-wood; 2018-01-23 18:22:18 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Ebbsfleet United; 11/10; 5/4; 6/5; 6/5; 131/ 100; 11/10; 6/5; ; 5/4; 6/5; 6/5; 23/20; ; 6/5; 6/5; 11/10; 5/4; 6/5; 5/4; 22/19; 5/4; 5/4; 6/5; 6/5; 6/5; 21/20; 6/5; 
Boreham Wood; 9/4; 11/5; 11/5; 11/5; 47/20; 21/10; 21/10; ; 39/19; 11/5; 21/10; 21/10; ; 11/5; 11/5; 21/10; 2; 28/13; 2; 28/13; 39/19; 9/4; 23/10; 11/5; 28/13; 2; 9/5; 
Draw; 5/2; 23/10; 21/10; 21/10; 12/5; 9/4; 11/5; ; 11/5; 21/10; 9/4; 21/10; ; 21/10; 23/10; 21/10; 11/5; 11/5; 11/5; 27/11; 11/5; 23/10; 23/10; 23/10; 11/5; 21/10; 19/10; 
META; english/non-league/national-league/ebbsfleet-united-v-boreham-wood; 2018-01-23 22:22:17 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Ebbsfleet United; 11/10; 5/4; 5/4; 6/5; 33/25; 11/10; 6/5; ; 5/4; 5/4; 6/5; 6/5; ; 6/5; 5/4; 11/10; 5/4; 6/5; 5/4; 22/19; 5/4; 5/4; 6/5; 6/5; 6/5; ; 6/5; 6/5; 
Boreham Wood; 9/4; 11/5; 11/5; 11/5; 119/ 50; 11/5; 21/10; ; 39/19; 11/5; 21/10; 21/10; ; 9/4; 23/10; 21/10; 2; 28/13; 2; 28/13; 39/19; 23/10; 23/10; 23/10; 28/13; ; 21/10; 9/5; 
Draw; 5/2; 23/10; 2; 21/10; 47/20; 11/5; 11/5; ; 11/5; 2; 9/4; 2; ; 41/20; 21/10; 21/10; 11/5; 28/13; 11/5; 27/11; 11/5; 11/5; 23/10; 11/5; 11/5; ; 21/10; 19/10; 
META; english/non-league/national-league/ebbsfleet-united-v-boreham-wood; 2018-01-24 02:21:57 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Ebbsfleet United; 11/10; 5/4; 5/4; 6/5; 33/25; 11/10; 6/5; ; 5/4; 5/4; 6/5; 6/5; ; 6/5; 5/4; 11/10; 5/4; 6/5; 5/4; 22/19; 5/4; 5/4; 6/5; 6/5; 6/5; ; 6/5; 6/5; 
Boreham Wood; 9/4; 11/5; 11/5; 11/5; 119/ 50; 11/5; 21/10; ; 39/19; 11/5; 21/10; 21/10; ; 9/4; 23/10; 21/10; 2; 28/13; 2; 28/13; 39/19; 23/10; 23/10; 23/10; 28/13; ; 21/10; 9/5; 
Draw; 5/2; 23/10; 2; 21/10; 47/20; 11/5; 11/5; ; 11/5; 2; 9/4; 2; ; 41/20; 21/10; 21/10; 11/5; 28/13; 11/5; 27/11; 11/5; 11/5; 23/10; 11/5; 11/5; ; 21/10; 19/10; 
META; english/non-league/national-league/ebbsfleet-united-v-boreham-wood; 2018-01-24 10:21:54 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Ebbsfleet United; 11/10; 5/4; 5/4; 6/5; 33/25; 11/10; 6/5; ; 5/4; 5/4; 6/5; 6/5; ; 6/5; 5/4; 11/10; 5/4; 6/5; 5/4; 22/19; 5/4; 5/4; 6/5; 6/5; 6/5; ; 6/5; 6/5; 
Boreham Wood; 9/4; 11/5; 11/5; 11/5; 119/ 50; 11/5; 21/10; ; 39/19; 11/5; 21/10; 21/10; ; 9/4; 23/10; 21/10; 2; 28/13; 2; 28/13; 39/19; 23/10; 23/10; 23/10; 11/5; ; 21/10; 9/5; 
Draw; 5/2; 23/10; 2; 21/10; 47/20; 11/5; 11/5; ; 11/5; 2; 9/4; 2; ; 41/20; 21/10; 21/10; 11/5; 28/13; 11/5; 27/11; 11/5; 11/5; 23/10; 11/5; 11/5; ; 21/10; 19/10; 
META; english/non-league/national-league/ebbsfleet-united-v-boreham-wood; 2018-01-24 14:21:58 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Ebbsfleet United; 5/4; 5/4; 13/10; 6/5; 71/50; 6/5; 5/4; ; 5/4; 13/10; 5/4; 13/10; ; 5/4; 13/10; 6/5; 5/4; 5/4; 5/4; 21/17; 5/4; 13/10; 13/10; 13/10; 5/4; ; 5/4; 5/4; 
Boreham Wood; 2; 11/5; 21/10; 11/5; 11/5; 21/10; 2; ; 39/19; 21/10; 21/10; 2; ; 43/20; 21/10; 2; 2; 2; 2; 39/19; 39/19; 2; 85/40; 21/10; 39/19; ; 2; 7/4; 
Draw; 5/2; 23/10; 2; 21/10; 117/ 50; 11/5; 11/5; ; 11/5; 2; 11/5; 19/10; ; 41/20; 11/5; 21/10; 11/5; 11/5; 11/5; 12/5; 11/5; 11/5; 23/10; 11/5; 11/5; ; 21/10; 19/10; 
META; english/non-league/national-league/ebbsfleet-united-v-boreham-wood; 2018-01-24 18:21:54 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Ebbsfleet United; 5/4; 13/10; 13/10; 6/5; 71/50; 6/5; 13/10; ; 5/4; 13/10; 5/4; 13/10; ; 5/4; 13/10; 5/4; 5/4; 13/10; 5/4; 21/17; 5/4; 13/10; 13/10; 13/10; 13/10; ; 5/4; 5/4; 
Boreham Wood; 2; 21/10; 21/10; 11/5; 11/5; 21/10; 21/10; ; 39/19; 21/10; 21/10; 2; ; 43/20; 21/10; 2; 2; 39/19; 2; 39/19; 39/19; 2; 85/40; 21/10; 39/19; ; 2; 7/4; 
Draw; 5/2; 23/10; 2; 21/10; 117/ 50; 11/5; 11/5; ; 11/5; 2; 11/5; 19/10; ; 41/20; 11/5; 21/10; 11/5; 11/5; 11/5; 12/5; 11/5; 11/5; 23/10; 11/5; 9/4; ; 21/10; 19/10; 
META; english/non-league/national-league/ebbsfleet-united-v-boreham-wood; 2018-01-24 22:21:51 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Ebbsfleet United; 5/4; 13/10; 13/10; 6/5; 71/50; 6/5; 13/10; ; 5/4; 13/10; 5/4; 13/10; ; 5/4; 13/10; 5/4; 5/4; 13/10; 5/4; 21/17; 5/4; 13/10; 13/10; 13/10; 13/10; ; 5/4; 5/4; 
Boreham Wood; 2; 21/10; 21/10; 11/5; 11/5; 21/10; 21/10; ; 39/19; 21/10; 21/10; 2; ; 43/20; 21/10; 2; 2; 39/19; 2; 39/19; 39/19; 2; 85/40; 21/10; 39/19; ; 2; 7/4; 
Draw; 5/2; 23/10; 2; 21/10; 117/ 50; 11/5; 11/5; ; 11/5; 2; 11/5; 19/10; ; 41/20; 11/5; 21/10; 11/5; 11/5; 11/5; 12/5; 11/5; 11/5; 23/10; 11/5; 9/4; ; 21/10; 19/10; 
META; english/non-league/national-league/ebbsfleet-united-v-boreham-wood; 2018-01-25 02:21:47 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Ebbsfleet United; 5/4; 13/10; 13/10; 6/5; 71/50; 6/5; 13/10; ; 5/4; 13/10; 5/4; 13/10; ; 5/4; 13/10; 5/4; 5/4; 13/10; 5/4; 21/17; 5/4; 13/10; 13/10; 13/10; 13/10; ; 5/4; 5/4; 
Boreham Wood; 2; 21/10; 21/10; 11/5; 11/5; 21/10; 21/10; ; 39/19; 21/10; 21/10; 2; ; 43/20; 21/10; 2; 2; 39/19; 2; 39/19; 39/19; 2; 85/40; 21/10; 39/19; ; 2; 7/4; 
Draw; 5/2; 23/10; 2; 21/10; 117/ 50; 11/5; 11/5; ; 11/5; 2; 11/5; 19/10; ; 41/20; 11/5; 21/10; 11/5; 11/5; 11/5; 12/5; 11/5; 11/5; 23/10; 11/5; 11/5; ; 21/10; 19/10; 
META; english/non-league/national-league/ebbsfleet-united-v-boreham-wood; 2018-01-25 10:21:44 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Ebbsfleet United; 5/4; 13/10; 13/10; 6/5; 71/50; 6/5; 13/10; ; 5/4; 13/10; 5/4; 13/10; ; 13/10; 13/10; 5/4; 5/4; 13/10; 5/4; 23/18; 5/4; 13/10; 13/10; 13/10; 13/10; ; 5/4; 5/4; 
Boreham Wood; 2; 21/10; 2; 11/5; 11/5; 21/10; 21/10; ; 39/19; 2; 21/10; 2; ; 21/10; 21/10; 2; 2; 39/19; 2; 79/40; 39/19; 2; 85/40; 21/10; 39/19; ; 2; 7/4; 
Draw; 5/2; 23/10; 2; 21/10; 117/ 50; 11/5; 11/5; ; 11/5; 2; 11/5; 19/10; ; 41/20; 11/5; 21/10; 11/5; 11/5; 11/5; 12/5; 11/5; 11/5; 23/10; 11/5; 11/5; ; 21/10; 19/10; 
META; english/non-league/national-league/ebbsfleet-united-v-boreham-wood; 2018-01-25 14:22:01 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Ebbsfleet United; 5/4; 13/10; 13/10; 6/5; 71/50; 6/5; 13/10; ; 5/4; 13/10; 5/4; 13/10; ; 13/10; 13/10; 5/4; 5/4; 13/10; 5/4; 23/18; 5/4; 13/10; 13/10; 13/10; 13/10; ; 5/4; 5/4; 
Boreham Wood; 2; 21/10; 2; 11/5; 11/5; 21/10; 21/10; ; 39/19; 2; 21/10; 2; ; 21/10; 21/10; 2; 2; 2; 2; 79/40; 39/19; 2; 85/40; 21/10; 39/19; ; 2; 7/4; 
Draw; 5/2; 23/10; 2; 21/10; 117/ 50; 11/5; 11/5; ; 11/5; 2; 11/5; 19/10; ; 41/20; 11/5; 21/10; 11/5; 11/5; 11/5; 12/5; 11/5; 11/5; 23/10; 11/5; 11/5; ; 21/10; 19/10; 
META; english/non-league/national-league/ebbsfleet-united-v-boreham-wood; 2018-01-25 18:21:49 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Ebbsfleet United; 5/4; 13/10; 13/10; 6/5; 71/50; 6/5; 13/10; ; 23/18; 13/10; 5/4; 13/10; ; 13/10; 13/10; 5/4; 5/4; 13/10; 5/4; 23/18; 23/18; 13/10; 13/10; 13/10; 13/10; ; 5/4; ; 
Boreham Wood; 2; 21/10; 2; 11/5; 11/5; 21/10; 21/10; ; 2; 2; 21/10; 2; ; 21/10; 21/10; 2; 2; 2; 2; 79/40; 2; 2; 85/40; 21/10; 39/19; ; 2; ; 
Draw; 5/2; 23/10; 2; 21/10; 117/ 50; 11/5; 11/5; ; 11/5; 2; 11/5; 19/10; ; 41/20; 11/5; 21/10; 11/5; 11/5; 11/5; 12/5; 11/5; 11/5; 23/10; 11/5; 11/5; ; 21/10; ; 
META; english/non-league/national-league/ebbsfleet-united-v-boreham-wood; 2018-01-25 22:21:51 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Ebbsfleet United; 7/5; 6/4; 6/4; 29/20; 77/50; 11/8; 7/5; ; 4/3; 6/4; 7/5; 11/8; ; 6/4; 7/5; 7/5; 5/4; 16/11; 5/4; 52/35; 4/3; 7/5; 31/20; 7/5; 16/11; ; 7/5; 7/5; 
Boreham Wood; 7/4; 9/5; 9/5; 17/10; 2; 9/5; 9/5; ; 37/19; 9/5; 15/8; 15/8; ; 9/5; 2; 7/4; 2; 24/13; 2; 22/13; 37/19; 15/8; 9/5; 19/10; 24/13; ; 9/5; 9/5; 
Draw; 5/2; 23/10; 2; 11/5; 117/ 50; 21/10; 11/5; ; 28/13; 2; 11/5; 2; ; 2; 21/10; 21/10; 11/5; 28/13; 11/5; 40/17; 28/13; 11/5; 9/4; 11/5; 11/5; ; 21/10; 19/10; 
META; english/non-league/national-league/ebbsfleet-united-v-boreham-wood; 2018-01-26 02:21:47 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Ebbsfleet United; 7/5; 6/4; 6/4; 29/20; ; 11/8; 7/5; ; 4/3; 6/4; 7/5; 11/8; ; 6/4; 7/5; 7/5; 5/4; 16/11; 5/4; 52/35; 4/3; 7/5; 31/20; 7/5; 16/11; ; 7/5; 7/5; 
Boreham Wood; 7/4; 9/5; 9/5; 17/10; ; 9/5; 9/5; ; 37/19; 9/5; 15/8; 15/8; ; 9/5; 2; 7/4; 2; 24/13; 2; 22/13; 37/19; 15/8; 9/5; 19/10; 24/13; ; 9/5; 9/5; 
Draw; 5/2; 23/10; 2; 11/5; ; 21/10; 11/5; ; 28/13; 2; 11/5; 2; ; 2; 21/10; 21/10; 11/5; 28/13; 11/5; 40/17; 28/13; 11/5; 9/4; 11/5; 11/5; ; 21/10; 19/10; 
META; english/non-league/national-league/ebbsfleet-united-v-boreham-wood; 2018-01-26 10:21:57 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Ebbsfleet United; 7/5; 6/4; 6/4; 29/20; ; 11/8; 7/5; ; 4/3; 6/4; 29/20; 11/8; ; 6/4; 7/5; 7/5; 5/4; 16/11; 5/4; 52/35; 4/3; 7/5; 31/20; 7/5; 16/11; ; 7/5; 7/5; 
Boreham Wood; 7/4; 9/5; 9/5; 17/10; ; 9/5; 9/5; ; 37/19; 9/5; 9/5; 15/8; ; 9/5; 2; 7/4; 2; 24/13; 2; 22/13; 37/19; 15/8; 9/5; 19/10; 24/13; ; 19/10; 9/5; 
Draw; 5/2; 23/10; 2; 11/5; ; 21/10; 11/5; ; 28/13; 2; 11/5; 2; ; 2; 21/10; 21/10; 11/5; 28/13; 11/5; 40/17; 28/13; 11/5; 9/4; 11/5; 11/5; ; 21/10; 19/10; 
META; english/non-league/national-league/ebbsfleet-united-v-boreham-wood; 2018-01-26 14:22:31 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
