META; english/non-league/national-league/wrexham-v-guiseley; 2017-09-10 18:25:06 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Wrexham; ; ; ; ; 4/6; ; 13/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; ; ; 
Draw; ; ; ; ; 14/5; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; ; 
Guiseley; ; ; ; ; 19/5; ; 17/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; ; 
META; english/non-league/national-league/wrexham-v-guiseley; 2017-09-10 22:25:03 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Wrexham; 4/6; ; ; ; 8/13; ; 4/6; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; ; ; 
Draw; 11/4; ; ; ; 11/4; ; 11/4; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; ; 
Guiseley; 4; ; ; ; 4; ; 17/4; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; ; 
META; english/non-league/national-league/wrexham-v-guiseley; 2017-09-11 02:24:59 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Wrexham; 4/6; ; ; ; 8/13; ; 4/6; ; ; ; ; 8/13; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; 11/4; ; 11/4; ; ; ; ; 11/4; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; 
Guiseley; 4; ; ; ; 4; ; 17/4; ; ; ; ; 7/2; ; ; ; 15/4; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-guiseley; 2017-09-11 10:24:57 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Wrexham; 4/6; ; ; ; 8/13; ; 4/6; ; ; ; ; 8/13; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; 11/4; ; 11/4; ; ; ; ; 11/4; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; 
Guiseley; 4; ; ; ; 4; ; 17/4; ; ; ; ; 7/2; ; ; ; 15/4; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-guiseley; 2017-09-11 14:25:03 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Wrexham; 4/6; ; ; ; 4/6; ; 13/20; ; 4/6; ; ; 8/13; 4/6; ; ; 4/6; ; ; 8/13; ; ; 4/6; ; ; 4/6; ; ; ; 
Draw; 11/4; ; ; ; 14/5; ; 14/5; ; 13/5; ; ; 11/4; 11/4; ; ; 27/10; ; ; 13/5; ; ; 13/5; ; ; 11/4; ; ; ; 
Guiseley; 4; ; ; ; 19/5; ; 17/4; ; 15/4; ; ; 7/2; 4; ; ; 15/4; ; ; 19/5; ; ; 15/4; ; ; 4; ; ; ; 
META; english/non-league/national-league/wrexham-v-guiseley; 2017-09-11 18:25:28 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Wrexham; 4/6; ; ; ; 4/6; ; 13/20; ; 4/6; ; ; 8/13; 4/6; ; ; 4/6; ; ; 8/13; ; ; 4/6; ; 4/6; 4/6; ; ; ; 
Draw; 11/4; ; ; ; 14/5; ; 14/5; ; 13/5; ; ; 11/4; 11/4; ; ; 27/10; ; ; 13/5; ; ; 13/5; ; 14/5; 11/4; ; ; ; 
Guiseley; 4; ; ; ; 19/5; ; 17/4; ; 15/4; ; ; 7/2; 4; ; ; 15/4; ; ; 19/5; ; ; 15/4; ; 4; 4; ; ; ; 
META; english/non-league/national-league/wrexham-v-guiseley; 2017-09-11 22:25:08 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Wrexham; 4/6; ; ; ; 4/6; ; 13/20; ; 4/6; ; ; 8/13; 4/6; ; ; 4/6; ; ; 11/17; ; ; 4/6; ; 4/6; 4/6; ; ; ; 
