META; english/non-league/national-league/eastleigh-v-tranmere; 2017-08-13 18:23:13 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tranmere; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/eastleigh-v-tranmere; 2017-08-13 22:23:00 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tranmere; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/eastleigh-v-tranmere; 2017-08-14 02:22:44 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tranmere; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/eastleigh-v-tranmere; 2017-08-14 10:22:43 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tranmere; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/eastleigh-v-tranmere; 2017-08-14 14:23:18 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tranmere; 11/8; ; ; ; 13/10; ; ; ; ; ; ; 13/10; 11/8; ; ; 11/8; ; ; ; ; ; ; ; ; 11/8; ; ; ; 
Eastleigh; 7/4; ; ; ; 9/5; ; ; ; ; ; ; 7/4; 7/4; ; ; 7/4; ; ; ; ; ; ; ; ; 7/4; ; ; ; 
Draw; 13/5; ; ; ; 12/5; ; ; ; ; ; ; 11/5; 13/5; ; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; ; 
META; english/non-league/national-league/eastleigh-v-tranmere; 2017-08-14 18:23:23 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tranmere; 11/8; ; ; ; 13/10; ; 11/8; ; ; ; ; 13/10; 11/8; ; ; 13/10; ; ; 13/10; ; ; ; ; ; 11/8; ; ; ; 
Eastleigh; 7/4; ; ; ; 9/5; ; 9/5; ; ; ; ; 7/4; 7/4; ; ; 7/4; ; ; 17/10; ; ; ; ; ; 7/4; ; ; ; 
Draw; 13/5; ; ; ; 12/5; ; 5/2; ; ; ; ; 11/5; 13/5; ; ; 13/5; ; ; 5/2; ; ; ; ; ; 5/2; ; ; ; 
META; english/non-league/national-league/eastleigh-v-tranmere; 2017-08-14 22:23:30 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tranmere; 11/8; ; ; ; 7/5; ; 11/8; ; ; ; ; 13/10; 11/8; ; ; 13/10; ; ; ; ; ; ; ; 7/5; 11/8; ; ; ; 
Eastleigh; 7/4; ; ; ; 7/4; ; 7/4; ; ; ; ; 7/4; 7/4; ; ; 17/10; ; ; ; ; ; ; ; 7/4; 7/4; ; ; ; 
Draw; 13/5; ; ; ; 12/5; ; 13/5; ; ; ; ; 11/5; 13/5; ; ; 5/2; ; ; ; ; ; ; ; 13/5; 5/2; ; ; ; 
META; english/non-league/national-league/eastleigh-v-tranmere; 2017-08-15 02:23:14 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tranmere; 11/8; ; ; ; 13/10; ; 11/8; ; ; ; ; 13/10; 11/8; ; ; 13/10; ; ; 13/10; ; ; ; ; 7/5; 11/8; ; ; ; 
Eastleigh; 7/4; ; ; ; 9/5; ; 7/4; ; ; ; ; 7/4; 7/4; ; ; 17/10; ; ; 17/10; ; ; ; ; 7/4; 7/4; ; ; ; 
Draw; 13/5; ; ; ; 12/5; ; 13/5; ; ; ; ; 11/5; 13/5; ; ; 5/2; ; ; 5/2; ; ; ; ; 13/5; 5/2; ; ; ; 
META; english/non-league/national-league/eastleigh-v-tranmere; 2017-08-15 10:23:26 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
