META; english/non-league/national-league/maidenhead-utd-v-afc-fylde; 2017-12-24 14:24:38 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Maidenhead Utd; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
AFC Fylde; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/maidenhead-utd-v-afc-fylde; 2017-12-24 18:24:36 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Maidenhead Utd; 13/10; ; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
AFC Fylde; 2; ; ; ; ; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/maidenhead-utd-v-afc-fylde; 2017-12-24 22:24:39 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Maidenhead Utd; 13/10; ; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; 
AFC Fylde; 2; ; ; ; ; ; 19/10; ; ; ; ; ; ; ; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/maidenhead-utd-v-afc-fylde; 2017-12-25 02:24:40 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Maidenhead Utd; 13/10; ; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; 
AFC Fylde; 2; ; ; ; ; ; 19/10; ; ; ; ; ; ; ; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/maidenhead-utd-v-afc-fylde; 2017-12-25 10:24:42 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Maidenhead Utd; 13/10; ; ; ; ; ; 13/10; ; ; ; 13/10; 6/5; ; ; ; 5/4; 5/4; ; 5/4; ; ; ; ; 5/4; ; ; ; ; 
AFC Fylde; 2; ; ; ; ; ; 19/10; ; ; ; 19/10; 19/10; ; ; ; 19/10; 24/13; ; 24/13; ; ; ; ; 2; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; ; ; 23/10; 11/5; ; ; ; 9/4; 11/5; ; 11/5; ; ; ; ; 12/5; ; ; ; ; 
META; english/non-league/national-league/maidenhead-utd-v-afc-fylde; 2017-12-25 14:24:45 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Maidenhead Utd; 13/10; ; ; ; ; ; 5/4; ; ; ; 5/4; 6/5; ; ; ; 5/4; 5/4; 6/5; 5/4; ; ; ; 13/10; 5/4; 5/4; ; ; ; 
AFC Fylde; 2; ; ; ; ; ; 19/10; ; ; ; 2; 19/10; ; ; ; 19/10; 24/13; 19/10; 24/13; ; ; ; 2; 2; 19/10; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; ; ; 23/10; 11/5; ; ; ; 9/4; 11/5; 23/10; 11/5; ; ; ; 12/5; 12/5; 23/10; ; ; ; 
META; english/non-league/national-league/maidenhead-utd-v-afc-fylde; 2017-12-25 18:24:39 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Maidenhead Utd; 13/10; ; ; ; ; ; 5/4; ; ; ; 5/4; 6/5; ; ; ; 5/4; 5/4; 5/4; 5/4; ; ; ; 13/10; 5/4; 5/4; ; ; ; 
AFC Fylde; 2; ; ; ; ; ; 19/10; ; ; ; 2; 19/10; ; ; ; 19/10; 24/13; 37/19; 24/13; ; ; ; 2; 2; 37/19; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; ; ; 23/10; 11/5; ; ; ; 9/4; 11/5; 23/10; 11/5; ; ; ; 12/5; 12/5; 40/17; ; ; ; 
META; english/non-league/national-league/maidenhead-utd-v-afc-fylde; 2017-12-25 22:24:44 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
