META; english/non-league/national-league/dover-v-dagenham-redbridge; 2018-02-17 22:21:04 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Dover; 5/6; ; ; 8/11; 89/100; ; 4/5; ; ; ; 4/5; ; ; ; ; 4/5; ; ; ; ; ; 4/5; 4/5; ; ; 4/9; ; 
Draw; 13/5; ; ; 5/2; 66/25; ; 5/2; ; ; ; 5/2; ; ; ; ; 5/2; ; ; ; ; ; 13/5; 13/5; ; ; 27/20; ; 
Dagenham & Redbridge; 16/5; ; ; 14/5; 16/5; ; 3; ; ; ; 16/5; ; ; ; ; 3; ; ; ; ; ; 10/3; 16/5; ; ; 7/4; ; 
META; english/non-league/national-league/dover-v-dagenham-redbridge; 2018-02-18 02:21:25 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Dover; 5/6; 17/20; ; 8/11; 89/100; ; 4/5; ; ; ; 4/5; ; ; ; ; 4/5; ; ; ; ; ; 5/6; 4/5; ; ; 1/2; ; 
Draw; 13/5; 5/2; ; 5/2; 66/25; ; 5/2; ; ; ; 5/2; ; ; ; ; 12/5; ; ; ; ; ; 13/5; 13/5; ; ; 27/20; ; 
Dagenham & Redbridge; 16/5; 16/5; ; 14/5; 16/5; ; 16/5; ; ; ; 16/5; ; ; ; ; 3; ; ; ; ; ; 33/10; 16/5; ; ; 2; ; 
META; english/non-league/national-league/dover-v-dagenham-redbridge; 2018-02-18 10:21:53 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Dover; 5/6; 17/20; ; 8/11; 89/100; ; 4/5; ; 4/5; ; 5/6; 4/5; ; ; ; 4/5; 4/5; ; ; 4/5; 5/6; 5/6; 4/5; 5/6; ; 4/6; ; 
Draw; 13/5; 5/2; ; 5/2; 66/25; ; 5/2; ; 5/2; ; 5/2; 12/5; ; ; ; 12/5; 28/11; ; ; 5/2; 13/5; 13/5; 13/5; 13/5; ; 19/10; ; 
Dagenham & Redbridge; 16/5; 16/5; ; 14/5; 16/5; ; 16/5; ; 31/10; ; 31/10; 3; ; ; ; 3; 41/13; ; ; 31/10; 3; 33/10; 16/5; 16/5; ; 19/10; ; 
META; english/non-league/national-league/dover-v-dagenham-redbridge; 2018-02-18 14:22:35 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Dover; 5/6; 17/20; ; 8/11; 89/100; ; 4/5; ; 4/5; ; 4/5; 4/5; ; ; ; 4/5; 4/5; ; ; 4/5; 5/6; 5/6; 4/5; 5/6; ; 4/6; ; 
Draw; 13/5; 5/2; ; 5/2; 66/25; ; 5/2; ; 5/2; ; 5/2; 12/5; ; ; ; 12/5; 28/11; ; ; 5/2; 13/5; 5/2; 13/5; 13/5; ; 23/10; ; 
Dagenham & Redbridge; 16/5; 16/5; ; 14/5; 16/5; ; 16/5; ; 31/10; ; 16/5; 3; ; ; ; 3; 41/13; ; ; 31/10; 3; 10/3; 16/5; 16/5; ; 11/4; ; 
META; english/non-league/national-league/dover-v-dagenham-redbridge; 2018-02-18 18:22:15 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Dover; 19/20; 17/20; ; 8/11; 49/50; ; 9/10; ; 4/5; ; 10/11; 20/21; ; 1; ; 17/20; 10/11; ; 1; 4/5; 1; 1; 19/20; 10/11; ; 4/5; ; 
Draw; 5/2; 5/2; ; 5/2; 129/50; ; 12/5; ; 5/2; ; 12/5; 21/10; ; 9/4; ; 12/5; 5/2; ; 23/10; 5/2; 12/5; 12/5; 5/2; 5/2; ; 21/10; ; 
Dagenham & Redbridge; 11/4; 16/5; ; 14/5; 72/25; ; 14/5; ; 31/10; ; 11/4; 13/5; ; 13/5; ; 11/4; 14/5; ; 40/17; 31/10; 13/5; 11/4; 27/10; 37/13; ; 13/5; ; 
META; english/non-league/national-league/dover-v-dagenham-redbridge; 2018-02-18 22:21:54 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Dover; 19/20; 10/11; 21/20; 8/11; 26/25; ; 1; ; 13/14; 21/20; 20/21; 1; ; 1; ; 10/11; 1; ; 1; 13/14; 21/20; 1; 1; 1; ; 5/6; 1; 
Draw; 5/2; 12/5; 11/5; 5/2; 127/50; ; 12/5; ; 12/5; 11/5; 12/5; 11/5; ; 11/5; ; 23/10; 12/5; ; 23/10; 12/5; 12/5; 12/5; 12/5; 12/5; ; 23/10; 21/10; 
Dagenham & Redbridge; 11/4; 3; 5/2; 14/5; 68/25; ; 13/5; ; 45/17; 5/2; 13/5; 23/10; ; 5/2; ; 13/5; 5/2; ; 40/17; 45/17; 13/5; 27/10; 53/20; 28/11; ; 23/10; 21/10; 
META; english/non-league/national-league/dover-v-dagenham-redbridge; 2018-02-19 02:21:53 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Dover; 19/20; 10/11; 21/20; 8/11; 53/50; ; 1; ; 13/14; 21/20; 1; 1; ; 1; ; 10/11; 1; 10/11; 1; 13/14; 21/20; 1; 1; 1; ; 1; 1; 
Draw; 5/2; 12/5; 11/5; 5/2; 127/50; ; 12/5; ; 12/5; 11/5; 23/10; 21/10; ; 11/5; ; 23/10; 12/5; 12/5; 23/10; 12/5; 12/5; 12/5; 12/5; 12/5; ; 2; 11/5; 
Dagenham & Redbridge; 11/4; 3; 5/2; 14/5; 133/50; ; 13/5; ; 45/17; 5/2; 13/5; 5/2; ; 5/2; ; 13/5; 5/2; 27/10; 40/17; 45/17; 13/5; 27/10; 53/20; 28/11; ; 12/5; 12/5; 
META; english/non-league/national-league/dover-v-dagenham-redbridge; 2018-02-19 10:21:51 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Dover; 19/20; 10/11; 21/20; 21/20; 111/100; ; 1; ; 13/14; 21/20; 1; 1; ; 21/20; 1; 19/20; 21/20; 10/11; 1; 13/14; 21/20; 21/20; 21/20; 21/20; ; 1; 21/20; 
Draw; 5/2; 12/5; 11/5; 9/4; 123/50; ; 23/10; ; 12/5; 11/5; 23/10; 21/10; ; 11/5; 12/5; 9/4; 12/5; 12/5; 23/10; 12/5; 12/5; 12/5; 12/5; 12/5; ; 21/10; 11/5; 
Dagenham & Redbridge; 11/4; 3; 12/5; 5/2; 129/50; ; 5/2; ; 45/17; 12/5; 13/5; 5/2; ; 5/2; 13/5; 5/2; 27/11; 27/10; 40/17; 45/17; 5/2; 13/5; 49/20; 5/2; ; 23/10; 12/5; 
META; english/non-league/national-league/dover-v-dagenham-redbridge; 2018-02-19 14:22:26 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Dover; 19/20; 11/10; 11/10; 11/10; 111/100; ; 21/20; ; 13/14; 11/10; 21/20; 21/20; ; 21/20; 1; 21/20; 1; 10/11; 13/12; 13/14; 21/20; 21/20; 21/20; 21/20; ; 1; ; 
Draw; 5/2; 23/10; 11/5; 23/10; 49/20; ; 23/10; ; 12/5; 11/5; 23/10; 11/5; ; 11/5; 12/5; 11/5; 40/17; 12/5; 23/10; 12/5; 12/5; 12/5; 12/5; 12/5; ; 9/4; 21/10; 
Dagenham & Redbridge; 11/4; 13/5; 12/5; 5/2; 13/5; ; 5/2; ; 45/17; 12/5; 5/2; 9/4; ; 12/5; 13/5; 12/5; 5/2; 27/10; 28/13; 45/17; 5/2; 13/5; 49/20; 28/11; ; 12/5; ; 
META; english/non-league/national-league/dover-v-dagenham-redbridge; 2018-02-19 18:22:26 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Dover; 19/20; 11/10; 21/20; 11/10; 111/100; ; 21/20; ; 13/14; 21/20; 21/20; 21/20; ; 11/10; 1; 1; 21/20; 10/11; 10/9; 13/14; 21/20; 11/10; 21/20; 21/20; ; 21/20; ; 
Draw; 5/2; 23/10; 11/5; 23/10; 49/20; ; 23/10; ; 12/5; 11/5; 23/10; 11/5; ; 11/5; 12/5; 9/4; 40/17; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; ; 9/4; 11/5; 
Dagenham & Redbridge; 11/4; 13/5; 12/5; 5/2; 13/5; ; 5/2; ; 45/17; 12/5; 5/2; 9/4; ; 47/20; 13/5; 12/5; 5/2; 27/10; 11/5; 45/17; 5/2; 5/2; 49/20; 5/2; ; 12/5; ; 
META; english/non-league/national-league/dover-v-dagenham-redbridge; 2018-02-19 22:22:27 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Dover; 11/10; 11/10; 11/10; 11/10; 111/100; ; 11/10; ; 13/14; 11/10; 21/20; 21/20; ; 11/10; 1; 21/20; 21/20; 10/11; 9/8; 13/14; 21/20; 11/10; 21/20; 21/20; ; 21/20; 1; 
Draw; 12/5; 23/10; 11/5; 23/10; 49/20; ; 23/10; ; 12/5; 11/5; 23/10; 11/5; ; 11/5; 12/5; 11/5; 40/17; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 40/17; ; 9/4; 21/10; 
Dagenham & Redbridge; 12/5; 13/5; 12/5; 5/2; 13/5; ; 5/2; ; 45/17; 12/5; 5/2; 9/4; ; 47/20; 13/5; 23/10; 27/11; 27/10; 28/13; 45/17; 5/2; 5/2; 49/20; 27/11; ; 12/5; 12/5; 
META; english/non-league/national-league/dover-v-dagenham-redbridge; 2018-02-20 02:22:09 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Dover; 11/10; 11/10; 11/10; 11/10; 57/50; ; 11/10; ; 42/41; 11/10; 21/20; 11/10; ; 11/10; 11/10; 21/20; 21/20; 10/11; 9/8; 42/41; 11/10; 11/10; 11/10; 21/20; ; 11/10; ; 
Draw; 12/5; 23/10; 11/5; 23/10; 121/50; ; 23/10; ; 12/5; 11/5; 9/4; 21/10; ; 43/20; 23/10; 11/5; 40/17; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 40/17; ; 11/5; ; 
Dagenham & Redbridge; 12/5; 13/5; 23/10; 5/2; 127/50; ; 12/5; ; 12/5; 23/10; 5/2; 9/4; ; 23/10; 12/5; 23/10; 12/5; 27/10; 28/13; 12/5; 12/5; 12/5; 12/5; 27/11; ; 5/2; 12/5; 
META; english/non-league/national-league/dover-v-dagenham-redbridge; 2018-02-20 10:22:21 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Dover; 23/20; 6/5; 11/10; 11/10; 129/100; ; 11/10; ; 11/10; 6/5; 23/20; 23/20; ; 23/20; 6/5; 11/10; 6/5; 11/10; 13/11; 11/10; 6/5; 6/5; 6/5; 6/5; ; 6/5; ; 
Draw; 12/5; 23/10; 11/5; 23/10; 121/50; ; 23/10; ; 40/17; 11/5; 9/4; 11/5; ; 43/20; 23/10; 11/5; 40/17; 23/10; 27/11; 40/17; 23/10; 23/10; 23/10; 40/17; ; 11/5; 21/10; 
Dagenham & Redbridge; 9/4; 23/10; 23/10; 5/2; 11/5; ; 12/5; ; 9/4; 21/10; 9/4; 21/10; ; 9/4; 11/5; 21/10; 28/13; 11/5; 21/10; 9/4; 9/4; 23/10; 11/5; 28/13; ; 23/10; 21/10; 
META; english/non-league/national-league/dover-v-dagenham-redbridge; 2018-02-20 14:22:37 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Dover; 23/20; 11/10; 11/10; 6/5; 27/25; 1; 11/10; ; 11/10; 11/10; 23/20; 1; ; 11/10; 23/20; 21/20; 11/10; 11/10; 19/16; 11/10; 11/10; 23/20; 23/20; 11/10; ; 23/20; 6/5; 
Draw; 12/5; 12/5; 9/4; 11/5; 62/25; 9/4; 23/10; ; 40/17; 9/4; 9/4; 11/5; ; 11/5; 23/10; 9/4; 40/17; 23/10; 27/11; 40/17; 12/5; 12/5; 23/10; 12/5; ; 9/4; 11/5; 
Dagenham & Redbridge; 9/4; 5/2; 23/10; 11/5; 53/20; 12/5; 12/5; ; 9/4; 23/10; 23/10; 12/5; ; 23/10; 23/10; 9/4; 40/17; 11/5; 21/10; 9/4; 12/5; 23/10; 47/20; 40/17; ; 5/2; 23/10; 
META; english/non-league/national-league/dover-v-dagenham-redbridge; 2018-02-20 18:22:36 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Dover; 23/20; 11/10; 11/10; 23/20; 119/100; 21/20; 11/10; ; 11/10; 23/20; 23/20; 11/10; ; 11/10; 23/20; 11/10; 11/10; 11/10; 22/19; 11/10; 11/10; 11/10; 23/20; 15/13; ; 23/20; ; 
Draw; 12/5; 12/5; 9/4; 9/4; 49/20; 9/4; 23/10; ; 40/17; 11/5; 9/4; 21/10; ; 11/5; 23/10; 11/5; 40/17; 23/10; 27/11; 40/17; 12/5; 12/5; 23/10; 12/5; ; 23/10; 12/5; 
