META; english/non-league/national-league/aldershot-v-afc-fylde; 2017-11-05 02:23:09 GMT+2; 2017-11-11 15:00; Nothing; Xlenovo
Aldershot; ; 17/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
AFC Fylde; ; 29/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
META; english/non-league/national-league/aldershot-v-afc-fylde; 2017-11-05 10:23:19 GMT+2; 2017-11-11 15:00; Nothing; Xlenovo
Aldershot; ; 17/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
AFC Fylde; ; 29/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
META; english/non-league/national-league/aldershot-v-afc-fylde; 2017-11-05 14:22:52 GMT+2; 2017-11-11 15:00; Nothing; Xlenovo
Aldershot; 10/11; 17/20; ; ; ; ; 20/23; ; ; ; 17/20; ; ; ; ; ; ; ; ; ; ; ; 9/10; ; ; ; 4/9; ; 
Draw; 12/5; 23/10; ; ; ; ; 23/10; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; 21/10; ; 
AFC Fylde; 3; 29/10; ; ; ; ; 29/10; ; ; ; 31/10; ; ; ; ; ; ; ; ; ; ; ; 16/5; ; ; ; 5/4; ; 
META; english/non-league/national-league/aldershot-v-afc-fylde; 2017-11-05 18:23:19 GMT+2; 2017-11-11 15:00; Nothing; Xlenovo
Aldershot; 10/11; 17/20; ; ; ; ; 20/23; ; ; ; 17/20; ; ; ; ; ; ; ; ; ; ; ; 9/10; ; ; ; 1/2; ; 
Draw; 12/5; 23/10; ; ; ; ; 23/10; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; 21/10; ; 
AFC Fylde; 3; 29/10; ; ; ; ; 29/10; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; 16/5; ; ; ; 27/20; ; 
META; english/non-league/national-league/aldershot-v-afc-fylde; 2017-11-05 22:22:47 GMT+2; 2017-11-11 15:00; Nothing; Xlenovo
Aldershot; 10/11; 17/20; ; ; ; ; 9/10; 5/6; ; ; 17/20; 4/5; ; ; ; ; ; 13/15; ; ; ; ; 9/10; 9/10; 13/15; ; 4/7; ; 
Draw; 12/5; 23/10; ; ; ; ; 23/10; 23/10; ; ; 12/5; 12/5; ; ; ; ; ; 23/10; ; ; ; ; 12/5; 12/5; 40/17; ; 21/10; ; 
AFC Fylde; 3; 29/10; ; ; ; ; 29/10; 3; ; ; 3; 14/5; ; ; ; ; ; 37/13; ; ; ; ; 16/5; 3; 29/10; ; 19/10; ; 
META; english/non-league/national-league/aldershot-v-afc-fylde; 2017-11-06 02:22:29 GMT+2; 2017-11-11 15:00; Nothing; Xlenovo
Aldershot; 10/11; 17/20; ; ; ; ; 9/10; 4/5; ; ; 17/20; 4/5; ; ; ; 17/20; ; 13/15; ; ; ; ; 9/10; 9/10; 13/15; ; 4/7; ; 
Draw; 12/5; 23/10; ; ; ; ; 23/10; 12/5; ; ; 12/5; 12/5; ; ; ; 12/5; ; 23/10; ; ; ; ; 12/5; 12/5; 40/17; ; 21/10; ; 
AFC Fylde; 3; 29/10; ; ; ; ; 29/10; 11/4; ; ; 3; 14/5; ; ; ; 14/5; ; 29/10; ; ; ; ; 16/5; 3; 29/10; ; 23/10; ; 
META; english/non-league/national-league/aldershot-v-afc-fylde; 2017-11-06 10:22:21 GMT+2; 2017-11-11 15:00; Nothing; Xlenovo
Aldershot; 10/11; 17/20; ; ; 7/8; ; 20/23; 5/6; ; ; 10/11; 4/5; ; ; ; 17/20; 11/13; 13/15; ; ; ; ; 9/10; 9/10; 13/15; ; 5/6; ; 
Draw; 12/5; 23/10; ; ; 9/4; ; 23/10; 23/10; ; ; 12/5; 12/5; ; ; ; 12/5; 9/4; 23/10; ; ; ; ; 12/5; 12/5; 40/17; ; 21/10; ; 
AFC Fylde; 3; 29/10; ; ; 11/4; ; 29/10; 11/4; ; ; 29/10; 14/5; ; ; ; 14/5; 14/5; 29/10; ; ; ; ; 16/5; 3; 29/10; ; 11/5; ; 
META; english/non-league/national-league/aldershot-v-afc-fylde; 2017-11-06 14:22:46 GMT+2; 2017-11-11 15:00; Nothing; Xlenovo
Aldershot; 10/11; 17/20; ; ; 7/8; ; 9/10; 4/5; 9/10; ; 19/20; 5/6; ; ; ; 10/11; 11/13; 13/15; ; ; 9/10; ; 19/20; 19/20; ; ; 4/6; ; 
Draw; 12/5; 23/10; ; ; 9/4; ; 23/10; 12/5; 23/10; ; 23/10; 12/5; ; ; ; 12/5; 9/4; 23/10; ; ; 23/10; ; 12/5; 5/2; ; ; 21/10; ; 
AFC Fylde; 3; 29/10; ; ; 11/4; ; 29/10; 11/4; 37/13; ; 14/5; 13/5; ; ; ; 13/5; 14/5; 14/5; ; ; 37/13; ; 27/10; 53/20; ; ; 21/10; ; 
