META; english/non-league/national-league/wrexham-v-afc-fylde; 2018-04-22 14:23:46 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Wrexham; 8/5; 31/20; 8/5; 8/5; 8/5; 6/4; 6/4; 17/11; 8/5; 8/5; 8/5; 17/11; 6/5; 6/4
AFC Fylde; 8/5; 6/4; 6/4; 8/5; 8/5; 6/4; 6/4; 17/11; 6/4; 8/5; 8/5; 17/11; 7/5; 9/5
Draw; 12/5; 11/5; 9/4; 9/4; 9/4; 9/4; 9/4; 23/10; 9/4; 9/4; 12/5; 23/10; 13/8; 9/5
META; english/non-league/national-league/wrexham-v-afc-fylde; 2018-04-25 10:22:00 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Wrexham; 8/5; 31/20; 8/5; 8/5; 8/5; 6/4; 6/4; 17/11; 8/5; 8/5; 8/5; 17/11; 5/4; 5/4
AFC Fylde; 8/5; 6/4; 6/4; 8/5; 8/5; 6/4; 6/4; 17/11; 6/4; 8/5; 8/5; 17/11; 7/5; 5/6
Draw; 12/5; 11/5; 9/4; 9/4; 9/4; 9/4; 9/4; 23/10; 9/4; 9/4; 12/5; 23/10; 17/10; 7/4
META; english/non-league/national-league/wrexham-v-afc-fylde; 2018-04-25 14:22:19 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Wrexham; 8/5; 169/00; 31/20; 8/5; 8/5; 13/8; 6/4; 6/4; 17/11; 8/5; 8/5; 13/8; 17/11; 5/4; 13/8
AFC Fylde; 8/5; 17/10; 6/4; 8/5; 8/5; 8/5; 6/4; 6/4; 17/11; 6/4; 8/5; 8/5; 17/11; 7/5; 13/8
Draw; 12/5; 63/25; 11/5; 23/10; 9/4; 9/4; 9/4; 9/4; 23/10; 9/4; 9/4; 12/5; 23/10; 7/4; 12/5
META; english/non-league/national-league/wrexham-v-afc-fylde; 2018-04-25 18:22:22 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
AFC Fylde; 13/10; 6/4; 13/10; 29/20; 7/5; 11/8; 16/11; 7/5; 13/10; 11/8; 11/8; 13/10; 23/17; 23/17; 9/7; 16/11; 7/5; 7/5; 23/20; 6/5; 7/5
Wrexham; 2; 9/5; 15/8; 41/20; 7/4; 15/8; 17/10; 15/8; 9/5; 37/20; 9/5; 9/5; 19/10; 9/5; 17/10; 17/10; 15/8; 37/19; 5/4; 13/8; 2
Draw; 12/5; 23/10; 9/4; 49/20; 21/10; 9/4; 11/5; 11/5; 21/10; 11/5; 12/5; 11/5; 11/5; 9/4; 12/5; 11/5; 12/5; 11/5; 15/8; 7/4; 12/5
META; english/non-league/national-league/wrexham-v-afc-fylde; 2018-04-25 22:21:58 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
AFC Fylde; 13/10; 7/5; 13/10; 29/20; 13/10; 11/8; 11/8; 7/5; 13/10; 27/20; 11/8; 13/10; 23/17; 23/17; 9/7; 11/8; 11/8; 23/17; 23/20; 6/5; 7/5
Wrexham; 2; 19/10; 15/8; 41/20; 9/5; 15/8; 24/13; 15/8; 9/5; 37/20; 9/5; 9/5; 37/19; 9/5; 17/10; 24/13; 15/8; 37/19; 7/5; 13/8; 2
Draw; 12/5; 12/5; 9/4; 49/20; 21/10; 9/4; 11/5; 9/4; 21/10; 11/5; 12/5; 11/5; 11/5; 9/4; 12/5; 11/5; 12/5; 11/5; 17/10; 7/4; 23/10
META; english/non-league/national-league/wrexham-v-afc-fylde; 2018-04-26 02:21:54 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
AFC Fylde; 13/10; 7/5; 13/10; 37/25; 13/10; 11/8; 11/8; 7/5; 13/10; 27/20; 7/5; 13/10; 23/17; 23/17; 9/7; 11/8; 11/8; 23/17; 23/20; 6/5; 7/5
Wrexham; 2; 19/10; 15/8; 51/25; 9/5; 15/8; 24/13; 15/8; 9/5; 37/20; 2; 9/5; 37/19; 9/5; 17/10; 24/13; 15/8; 37/19; 5/4; 13/8; 19/10
Draw; 12/5; 12/5; 9/4; 121/0; 21/10; 9/4; 11/5; 9/4; 21/10; 11/5; 12/5; 11/5; 11/5; 9/4; 12/5; 11/5; 12/5; 11/5; 1/2; 7/4; 23/10
META; english/non-league/national-league/wrexham-v-afc-fylde; 2018-04-26 10:22:00 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
AFC Fylde; 13/10; 7/5; 13/10; 29/20; 13/10; 11/8; 11/8; 7/5; 5/4; 27/20; 7/5; 13/10; 23/17; 23/17; 9/7; 11/8; 11/8; 23/17; 23/20; 7/5
Wrexham; 2; 19/10; 15/8; 41/20; 9/5; 15/8; 24/13; 15/8; 19/10; 37/20; 2; 9/5; 37/19; 9/5; 17/10; 24/13; 19/10; 37/19; 13/10; 2
Draw; 12/5; 12/5; 9/4; 49/20; 21/10; 9/4; 11/5; 9/4; 21/10; 11/5; 12/5; 11/5; 11/5; 9/4; 12/5; 11/5; 12/5; 11/5; 1/2; 12/5
META; english/non-league/national-league/wrexham-v-afc-fylde; 2018-04-26 14:22:32 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
AFC Fylde; 13/10; 7/5; 13/10; 73/50; 13/10; 11/8; 11/8; 7/5; 11/8; 27/20; 7/5; 13/10; 23/17; 23/17; 9/7; 11/8; 7/5; 23/17; 6/5; 6/5; 7/5
Wrexham; 2; 19/10; 15/8; 85/40; 9/5; 15/8; 24/13; 15/8; 15/8; 37/20; 2; 15/8; 37/19; 9/5; 17/10; 24/13; 15/8; 37/19; 13/8; 13/8; 2
Draw; 12/5; 12/5; 9/4; 47/20; 21/10; 9/4; 11/5; 9/4; 2; 11/5; 12/5; 21/10; 11/5; 9/4; 12/5; 11/5; 12/5; 11/5; 9/4; 7/4; 23/10
META; english/non-league/national-league/wrexham-v-afc-fylde; 2018-04-26 18:22:15 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
AFC Fylde; 13/10; 7/5; 13/10; 13/10; 73/50; 13/10; 11/8; 11/8; 13/10; 7/5; 11/8; 27/20; 7/5; 13/10; 23/17; 23/17; 7/5; 11/8; 11/8; 23/17; 5/4; 6/5; 7/5
Wrexham; 2; 19/10; 19/10; 15/8; 21/10; 9/5; 15/8; 24/13; 19/10; 15/8; 15/8; 37/20; 2; 15/8; 37/19; 9/5; 24/13; 24/13; 15/8; 37/19; 13/8; 13/8; 2
Draw; 12/5; 12/5; 11/5; 9/4; 119/0; 21/10; 9/4; 11/5; 11/5; 9/4; 2; 11/5; 12/5; 21/10; 9/4; 9/4; 23/10; 11/5; 12/5; 9/4; 9/4; 7/4; 23/10
META; english/non-league/national-league/wrexham-v-afc-fylde; 2018-04-26 22:22:10 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
AFC Fylde; 13/10; 7/5; 13/10; 13/10; 147/00; 13/10; 13/10; 11/8; 13/10; 7/5; 11/8; 27/20; 7/5; 13/10; 23/17; 23/17; 7/5; 11/8; 11/8; 13/10; 27/20; 6/5; 7/5; 
Wrexham; 2; 19/10; 19/10; 15/8; 52/25; 9/5; 19/10; 24/13; 19/10; 15/8; 15/8; 37/20; 2; 15/8; 37/19; 9/5; 24/13; 24/13; 15/8; 2; 13/8; 13/8; 2; 
Draw; 12/5; 12/5; 11/5; 9/4; 119/0; 21/10; 23/10; 11/5; 11/5; 9/4; 2; 11/5; 12/5; 21/10; 9/4; 9/4; 23/10; 11/5; 12/5; 9/4; 11/5; 23/10; 7/4; 23/10
META; english/non-league/national-league/wrexham-v-afc-fylde; 2018-04-27 02:21:58 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
AFC Fylde; 13/10; 7/5; 13/10; 13/10; 147/00; 13/10; 11/8; 11/8; 13/10; 7/5; 11/8; 27/20; 7/5; 13/10; 23/17; 23/17; 7/5; 11/8; 11/8; 13/10; 5/4; 7/5; 
Wrexham; 2; 19/10; 19/10; 15/8; 52/25; 9/5; 19/10; 24/13; 19/10; 15/8; 15/8; 37/20; 2; 15/8; 37/19; 9/5; 24/13; 24/13; 15/8; 2; 13/8; 2; 
Draw; 12/5; 12/5; 11/5; 9/4; 119/0; 21/10; 9/4; 11/5; 11/5; 9/4; 2; 11/5; 12/5; 21/10; 9/4; 9/4; 23/10; 11/5; 12/5; 9/4; 11/5; 23/10; 23/10
META; english/non-league/national-league/wrexham-v-afc-fylde; 2018-04-27 10:22:04 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
AFC Fylde; 13/10; 7/5; 13/10; 7/5; 147/00; 13/10; 11/8; 11/8; 13/10; 13/10; 11/8; 27/20; 7/5; 13/10; 23/17; 23/17; 7/5; 11/8; 11/8; 13/10; 5/4; 23/20; 7/5; 
Wrexham; 2; 19/10; 19/10; 19/10; 103/0; 19/10; 19/10; 24/13; 19/10; 19/10; 15/8; 37/20; 2; 9/5; 37/19; 9/5; 24/13; 24/13; 15/8; 2; 7/4; 13/8; 2; 
Draw; 12/5; 12/5; 11/5; 23/10; 12/5; 11/5; 9/4; 11/5; 11/5; 9/4; 2; 11/5; 12/5; 11/5; 11/5; 9/4; 23/10; 11/5; 12/5; 9/4; 11/5; 23/10; 9/5; 23/10
META; english/non-league/national-league/wrexham-v-afc-fylde; 2018-04-27 14:22:27 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
AFC Fylde; 13/10; 7/5; 13/10; 7/5; 147/00; 13/10; 11/8; 11/8; 13/10; 13/10; 11/8; 27/20; 7/5; 13/10; 23/17; 23/17; 7/5; 11/8; 11/8; 13/10; 5/4; 23/20; ; 
Wrexham; 2; 19/10; 19/10; 19/10; 103/0; 19/10; 19/10; 24/13; 19/10; 19/10; 15/8; 37/20; 2; 9/5; 37/19; 9/5; 24/13; 24/13; 15/8; 2; 7/4; 13/8; ; 
Draw; 12/5; 12/5; 11/5; 23/10; 12/5; 11/5; 9/4; 11/5; 11/5; 9/4; 2; 11/5; 12/5; 11/5; 11/5; 9/4; 23/10; 11/5; 12/5; 9/4; 11/5; 23/10; 9/5; 23/10
META; english/non-league/national-league/wrexham-v-afc-fylde; 2018-04-27 18:23:01 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
AFC Fylde; 13/10; 7/5; 13/10; 7/5; 147/00; 13/10; 11/8; 11/8; 13/10; 13/10; 11/8; 27/20; 7/5; 13/10; 23/17; 23/17; 7/5; 11/8; 11/8; 13/10; 5/4; 23/20; 7/5; 
Wrexham; 2; 19/10; 19/10; 19/10; 103/0; 19/10; 19/10; 24/13; 19/10; 19/10; 15/8; 37/20; 2; 9/5; 37/19; 9/5; 24/13; 24/13; 15/8; 2; 7/4; 13/8; ; 
Draw; 12/5; 12/5; 11/5; 23/10; 12/5; 11/5; 9/4; 11/5; 11/5; 9/4; 2; 11/5; 12/5; 11/5; 11/5; 9/4; 23/10; 11/5; 12/5; 11/5; 11/5; 23/10; 9/5; 23/10
META; english/non-league/national-league/wrexham-v-afc-fylde; 2018-04-27 22:23:05 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
AFC Fylde; 13/10; 11/8; 13/10; 7/5; 73/50; 13/10; 11/8; 11/8; 13/10; 13/10; 11/8; 27/20; 7/5; 13/10; 23/17; 23/17; 7/5; 11/8; 11/8; 13/10; 5/4; 23/20; 7/5; 
Wrexham; 2; 19/10; 19/10; 19/10; 52/25; 19/10; 19/10; 24/13; 19/10; 19/10; 15/8; 37/20; 2; 15/8; 37/19; 9/5; 24/13; 24/13; 15/8; 2; 7/4; 13/8; ; 
Draw; 12/5; 12/5; 11/5; 23/10; 12/5; 11/5; 9/4; 11/5; 11/5; 9/4; 2; 11/5; 12/5; 21/10; 11/5; 9/4; 23/10; 11/5; 12/5; 11/5; 11/5; 23/10; 9/5; 23/10
META; english/non-league/national-league/wrexham-v-afc-fylde; 2018-04-28 02:23:12 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
AFC Fylde; 13/10; 11/8; 13/10; 7/5; 147/00; 13/10; 11/8; 7/5; 13/10; 13/10; 11/8; 27/20; 7/5; 23/17; 23/17; 7/5; 7/5; 11/8; 13/10; 27/20; 23/20; 7/5; ; 
Wrexham; 2; 19/10; 19/10; 19/10; 103/0; 19/10; 19/10; 9/5; 19/10; 19/10; 15/8; 37/20; 2; 9/5; 37/19; 9/5; 24/13; 9/5; 15/8; 2; 9/5; 13/8; ; 
Draw; 12/5; 12/5; 11/5; 23/10; 12/5; 11/5; 9/4; 11/5; 11/5; 9/4; 2; 11/5; 12/5; 11/5; 11/5; 9/4; 9/4; 11/5; 12/5; 9/4; 11/5; 19/10; 9/5; 23/10
META; english/non-league/national-league/wrexham-v-afc-fylde; 2018-04-28 10:23:20 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
AFC Fylde; 13/10; 11/8; 13/10; 7/5; 73/50; 13/10; 11/8; 7/5; 13/10; 13/10; 5/4; 11/8; 7/5; 5/4; 23/17; 23/17; 11/8; 7/5; 7/5; 23/17; 13/10; 7/5; 27/20; 7/5
Wrexham; 2; 19/10; 19/10; 19/10; 52/25; 15/8; 19/10; 9/5; 19/10; 19/10; 19/10; 37/20; 2; 15/8; 37/19; 9/5; 19/10; 9/5; 15/8; 2; 19/10; 2; ; 
Draw; 12/5; 12/5; 11/5; 23/10; 12/5; 11/5; 9/4; 11/5; 11/5; 9/4; 21/10; 11/5; 12/5; 11/5; 11/5; 23/10; 9/4; 11/5; 12/5; 9/4; 11/5; 11/5; 21/10; 9/4
META; english/non-league/national-league/wrexham-v-afc-fylde; 2018-04-28 14:24:02 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
AFC Fylde; 33/20; 17/10; 8/5; 17/10; 42/25; 6/4; 8/5; 13/8; 8/5; 8/5; 8/5; 13/8; 17/10; 6/4; 8/5; 6/4; 29/18; 13/8; 13/8; 8/5; 6/4; 6/4
Wrexham; 8/5; 8/5; 31/20; 8/5; 17/10; 13/8; 13/8; 17/11; 31/20; 13/8; 31/20; 31/20; 8/5; 6/4; 17/11; 8/5; 19/12; 17/11; 8/5; 8/5; 6/4; 13/8
Draw; 12/5; 9/4; 11/5; 23/10; 127/0; 11/5; 23/10; 9/4; 11/5; 11/5; 2; 11/5; 5/2; 21/10; 23/10; 9/4; 40/17; 9/4; 12/5; 23/10; 9/4; 23/10
