META; english/non-league/national-league/ebbsfleet-united-v-dover; 2018-03-31 18:22:41 GMT+3; 2018-04-02 15:00; Nothing; Xlenovo
Ebbsfleet United; 13/10; 37/25; 13/10; 7/5; 7/5
Dover; 17/10; 193/100; 7/4; 2; 15/8
Draw; 5/2; 64/25; 11/5; 5/2; 
META; english/non-league/national-league/ebbsfleet-united-v-dover; 2018-03-31 22:23:38 GMT+3; 2018-04-02 15:00; Nothing; Xlenovo
Ebbsfleet United; 6/5; 13/10; 13/10; 13/10; 34/25; 11/8; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 27/20; 13/10; 6/5; 13/10
Dover; 9/5; 21/10; 21/10; 21/10; 23/10; 9/5; 21/10; 2; 19/10; 2; 19/10; 11/5; 2; 39/19; 19/10; 23/10
Draw; 5/2; 21/10; 2; 47/20; 12/5; 2; 23/10; 9/4; 9/4; 11/5; 11/5; 11/5; 23/10; 19/10; 23/10; 
META; english/non-league/national-league/ebbsfleet-united-v-dover; 2018-04-01 02:23:18 GMT+3; 2018-04-02 15:00; Nothing; Xlenovo
Ebbsfleet United; 6/5; 13/10; 13/10; 13/10; 34/25; 13/10; 13/10; 5/4; 5/4; 5/4; 13/10; 5/4; 13/10; 27/20; 13/10; 5/4; 13/10
Dover; 9/5; 21/10; 21/10; 21/10; 23/10; 21/10; 21/10; 21/10; 21/10; 2; 19/10; 11/5; 2; 39/19; 19/10; 23/10; 
Draw; 5/2; 21/10; 2; 47/20; 11/5; 2; 9/4; 2; 21/10; 9/4; 11/5; 11/5; 11/5; 23/10; 2; 23/10; 
META; english/non-league/national-league/ebbsfleet-united-v-dover; 2018-04-01 10:23:26 GMT+3; 2018-04-02 15:00; Nothing; Xlenovo
Ebbsfleet United; 6/5; 13/10; 13/10; 13/10; 34/25; 5/4; 16/13; 13/10; 5/4; 5/4; 5/4; 13/10; 5/4; 5/4; 16/13; 13/10; 13/10; 13/10; 6/5; 13/10
Dover; 9/5; 21/10; 21/10; 21/10; 23/10; 21/10; 28/13; 21/10; 21/10; 21/10; 2; 39/19; 2; 19/10; 28/13; 11/5; 21/10; 39/19; 2; 23/10
Draw; 5/2; 21/10; 2; 47/20; 11/5; 28/13; 2; 9/4; 2; 21/10; 9/4; 11/5; 11/5; 28/13; 11/5; 11/5; 9/4; 2; 23/10; 
META; english/non-league/national-league/ebbsfleet-united-v-dover; 2018-04-01 14:24:45 GMT+3; 2018-04-02 15:00; Nothing; Xlenovo
Ebbsfleet United; 6/5; 5/4; 13/10; 13/10; 34/25; 5/4; 16/13; 13/10; 5/4; 5/4; 13/10; 6/5; 13/10; 5/4; 5/4; 16/13; 13/10; 13/10; 13/10; 5/4; 13/10
Dover; 9/5; 11/5; 21/10; 11/5; 23/10; 21/10; 28/13; 21/10; 21/10; 21/10; 21/10; 2; 39/19; 2; 19/10; 28/13; 11/5; 21/10; 39/19; 2; 23/10
Draw; 5/2; 21/10; 2; 11/5; 47/20; 11/5; 28/13; 2; 11/5; 2; 11/5; 21/10; 9/4; 11/5; 11/5; 28/13; 11/5; 11/5; 9/4; 2; 23/10
META; english/non-league/national-league/ebbsfleet-united-v-dover; 2018-04-01 18:24:39 GMT+3; 2018-04-02 15:00; Nothing; Xlenovo
Ebbsfleet United; 6/5; 5/4; 13/10; 13/10; 34/25; 6/5; 13/10; 16/13; 13/10; 5/4; 5/4; 13/10; 13/10; 5/4; 5/4; 5/4; 5/4; 16/13; 13/10; 13/10; 13/10; 13/10; 11/8; 13/10
Dover; 9/5; 11/5; 21/10; 11/5; 23/10; 2; 21/10; 28/13; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 39/19; 2; 19/10; 28/13; 11/5; 21/10; 39/19; 21/10; 11/5; 23/10
Draw; 5/2; 21/10; 2; 11/5; 47/20; 11/5; 11/5; 28/13; 2; 11/5; 2; 11/5; 21/10; 9/4; 11/5; 11/5; 28/13; 11/5; 11/5; 23/10; 19/10; 2; 23/10; 
META; english/non-league/national-league/ebbsfleet-united-v-dover; 2018-04-01 22:24:12 GMT+3; 2018-04-02 15:00; Nothing; Xlenovo
Ebbsfleet United; 6/5; 5/4; 13/10; 13/10; 34/25; 6/5; 13/10; 16/13; 13/10; 5/4; 5/4; 13/10; 13/10; 5/4; 5/4; 5/4; 23/18; 16/13; 13/10; 13/10; 13/10; 13/10; 11/8; 13/10
Dover; 9/5; 11/5; 21/10; 11/5; 23/10; 2; 21/10; 28/13; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 39/19; 2; 21/10; 28/13; 11/5; 21/10; 39/19; 21/10; 11/5; 23/10
Draw; 5/2; 21/10; 2; 11/5; 47/20; 11/5; 11/5; 28/13; 2; 11/5; 2; 11/5; 21/10; 9/4; 11/5; 11/5; 28/13; 11/5; 11/5; 23/10; 21/10; 21/10; 23/10; 
META; english/non-league/national-league/ebbsfleet-united-v-dover; 2018-04-02 02:23:55 GMT+3; 2018-04-02 15:00; Nothing; Xlenovo
Ebbsfleet United; 6/5; 5/4; 13/10; 13/10; 34/25; 6/5; 13/10; 16/13; 13/10; 5/4; 5/4; 13/10; 13/10; 5/4; 5/4; 5/4; 23/18; 16/13; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10
Dover; 9/5; 11/5; 21/10; 11/5; 23/10; 2; 21/10; 28/13; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 39/19; 2; 21/10; 28/13; 11/5; 21/10; 39/19; 21/10; 9/4; 23/10
Draw; 5/2; 21/10; 2; 11/5; 47/20; 11/5; 11/5; 28/13; 2; 11/5; 2; 11/5; 21/10; 9/4; 11/5; 11/5; 28/13; 11/5; 11/5; 23/10; 2; 21/10; 23/10; 
META; english/non-league/national-league/ebbsfleet-united-v-dover; 2018-04-02 10:24:10 GMT+3; 2018-04-02 15:00; Nothing; Xlenovo
Ebbsfleet United; 6/5; 5/4; 13/10; 13/10; 11/8; 6/5; 13/10; 16/13; 13/10; 5/4; 5/4; 13/10; 13/10; 6/5; 13/10; 5/4; 17/13; 16/13; 13/10; 13/10; 13/10; 13/10; 13/10; 11/8
Dover; 9/5; 11/5; 21/10; 11/5; 58/25; 2; 21/10; 28/13; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 39/19; 2; 39/19; 28/13; 11/5; 21/10; 39/19; 9/4; 9/4; 23/10
Draw; 5/2; 21/10; 2; 11/5; 23/10; 11/5; 11/5; 28/13; 2; 11/5; 2; 11/5; 21/10; 11/5; 11/5; 11/5; 28/13; 11/5; 11/5; 9/4; 21/10; 21/10; 21/10; 
META; english/non-league/national-league/ebbsfleet-united-v-dover; 2018-04-02 14:25:29 GMT+3; 2018-04-02 15:00; Nothing; Xlenovo
Ebbsfleet United; 13/10; 5/4; 7/5; 13/10; 149/100; 13/10; 11/8; 11/8; 7/5; 7/5; 7/5; 29/20; 7/5; 13/10; 7/5; 5/4; 52/35; 11/8; 29/20; 29/20; 7/5; 7/5; 7/5; 7/5
