META; english/non-league/national-league/aldershot-v-sutton-utd; 2017-10-24 22:24:19 GMT+3; 2017-10-24 19:45; In Play; Xlenovo
Sutton Utd; 8/15; ; ; ; ; ; ; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 3; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Aldershot; 11/2; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
