META; english/non-league/national-league/sutton-utd-v-macclesfield; 2017-08-12 18:23:09 GMT+3; 2017-08-15 19:45; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
META; english/non-league/national-league/sutton-utd-v-macclesfield; 2017-08-12 22:23:22 GMT+3; 2017-08-15 19:45; Nothing; Xlenovo
Sutton Utd; 19/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Draw; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Macclesfield; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
META; english/non-league/national-league/sutton-utd-v-macclesfield; 2017-08-13 02:22:38 GMT+3; 2017-08-15 19:45; Nothing; Xlenovo
Sutton Utd; 19/20; 11/10; ; 11/10; 21/20; ; 1; ; ; ; ; ; 1; ; ; 21/20; ; ; 19/20; ; ; ; ; ; 1; ; 2/7; ; 
Draw; 13/5; 23/10; ; 23/10; 12/5; ; 13/5; ; ; ; ; ; 13/5; ; ; 5/2; ; ; 28/11; ; ; ; ; ; 5/2; ; 2/7; ; 
Macclesfield; 13/5; 23/10; ; 19/10; 12/5; ; 13/5; ; ; ; ; ; 51/20; ; ; 12/5; ; ; 28/11; ; ; ; ; ; 12/5; ; 2/7; ; 
META; english/non-league/national-league/sutton-utd-v-macclesfield; 2017-08-13 10:22:41 GMT+3; 2017-08-15 19:45; Nothing; Xlenovo
Sutton Utd; 19/20; 11/10; ; 11/10; 21/20; ; 1; 1; 19/20; ; ; 1; 1; ; ; 21/20; ; ; 19/20; ; ; 19/20; ; 1; 1; ; 2/7; ; 
Macclesfield; 13/5; 23/10; ; 19/10; 12/5; ; 5/2; 12/5; 12/5; ; ; 9/4; 51/20; ; ; 12/5; ; ; 5/2; ; ; 12/5; ; 5/2; 12/5; ; 2/7; ; 
Draw; 13/5; 23/10; ; 23/10; 12/5; ; 13/5; 12/5; 5/2; ; ; 23/10; 13/5; ; ; 5/2; ; ; 28/11; ; ; 5/2; ; 13/5; 5/2; ; 21/10; ; 
META; english/non-league/national-league/sutton-utd-v-macclesfield; 2017-08-13 14:23:45 GMT+3; 2017-08-15 19:45; Nothing; Xlenovo
Sutton Utd; 1; 11/10; 21/20; 11/10; 21/20; ; 21/20; 1; 19/20; 21/20; 21/20; 1; 1; ; ; 21/20; ; ; 1; 11/10; ; 19/20; ; 21/20; 1; ; 8/11; ; 
Draw; 13/5; 23/10; 47/20; 23/10; 12/5; ; 13/5; 12/5; 5/2; 23/10; 23/10; 23/10; 51/20; ; ; 5/2; ; ; 28/11; 13/5; ; 5/2; ; 5/2; 5/2; ; 23/10; ; 
Macclesfield; 5/2; 23/10; 12/5; 19/10; 12/5; ; 12/5; 12/5; 12/5; 23/10; 23/10; 9/4; 5/2; ; ; 12/5; ; ; 12/5; 67/25; ; 12/5; ; 12/5; 12/5; ; 13/8; ; 
META; english/non-league/national-league/sutton-utd-v-macclesfield; 2017-08-13 18:22:49 GMT+3; 2017-08-15 19:45; Nothing; Xlenovo
Sutton Utd; 21/20; 21/20; 11/10; 11/10; 21/20; 9/10; 21/20; 1; 19/20; 21/20; 21/20; 1; 21/20; ; 21/20; 21/20; ; ; ; 28/25; ; 19/20; ; 21/20; 1; ; 20/21; ; 
Draw; 13/5; 12/5; 9/4; 23/10; 23/10; 12/5; 5/2; 12/5; 5/2; 9/4; 9/4; 23/10; 49/20; ; 5/2; 5/2; ; ; ; 13/5; ; 5/2; ; 12/5; 5/2; ; 21/10; ; 
Macclesfield; 12/5; 12/5; 12/5; 23/10; 12/5; 23/10; 5/2; 12/5; 12/5; 12/5; 12/5; 23/10; 5/2; ; 12/5; 12/5; ; ; ; 131/50; ; 12/5; ; 5/2; 12/5; ; 23/10; ; 
META; english/non-league/national-league/sutton-utd-v-macclesfield; 2017-08-13 22:22:39 GMT+3; 2017-08-15 19:45; Nothing; Xlenovo
Sutton Utd; 21/20; 21/20; 11/10; 11/10; 21/20; 9/10; 11/10; 1; 19/20; 21/20; 21/20; 1; 21/20; ; 21/20; 11/10; ; ; 21/20; 28/25; 12/11; 19/20; ; 21/20; 1; ; 1; ; 
Draw; 13/5; 12/5; 9/4; 23/10; 23/10; 12/5; 12/5; 12/5; 5/2; 9/4; 9/4; 11/5; 49/20; ; 5/2; 12/5; ; ; 12/5; 13/5; 40/17; 5/2; ; 12/5; 5/2; ; 9/4; ; 
Macclesfield; 12/5; 12/5; 12/5; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; ; 12/5; 12/5; ; ; 27/11; 131/50; 21/10; 12/5; ; 5/2; 12/5; ; 12/5; ; 
