META; english/non-league/national-league/afc-fylde-v-wrexham; 2017-10-21 22:25:00 GMT+3; 2017-10-24 19:45; Nothing; Xlenovo
AFC Fylde; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/4; 23/20; ; ; 4/7; ; 
Wrexham; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; 11/5; ; ; 1; ; 
Draw; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; 12/5; ; ; 10/9; ; 
META; english/non-league/national-league/afc-fylde-v-wrexham; 2017-10-22 02:23:55 GMT+3; 2017-10-24 19:45; Nothing; Xlenovo
AFC Fylde; 6/5; 13/10; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; 5/4; 23/20; ; ; 4/7; ; 
Wrexham; 11/5; 19/10; ; ; ; ; 2; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; 21/10; 11/5; ; ; 1; ; 
Draw; 12/5; 23/10; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 12/5; 12/5; ; ; 21/10; ; 
META; english/non-league/national-league/afc-fylde-v-wrexham; 2017-10-22 10:24:27 GMT+3; 2017-10-24 19:45; Nothing; Xlenovo
AFC Fylde; 6/5; 13/10; ; ; ; ; 6/5; 11/10; 13/11; ; 23/20; 23/20; ; ; ; 6/5; ; 6/5; ; ; 13/11; ; 6/5; 23/20; 6/5; ; 1; ; 
Wrexham; 11/5; 19/10; ; ; ; ; 21/10; 2; 39/19; ; 21/10; 2; ; ; ; 2; ; 28/13; ; ; 39/19; ; 11/5; 11/5; 28/13; ; 8/5; ; 
Draw; 12/5; 23/10; ; ; ; ; 23/10; 23/10; 23/10; ; 12/5; 11/5; ; ; ; 23/10; ; 40/17; ; ; 23/10; ; 12/5; 12/5; 40/17; ; 21/10; ; 
META; english/non-league/national-league/afc-fylde-v-wrexham; 2017-10-22 14:24:53 GMT+3; 2017-10-24 19:45; Nothing; Xlenovo
AFC Fylde; 13/10; 13/10; ; ; 23/20; 23/20; 5/4; 11/10; 13/11; ; 5/4; 5/4; ; ; 13/10; 5/4; 15/13; 5/4; 7/5; 17/14; 13/11; ; 13/10; 23/20; 5/4; ; 6/5; ; 
Wrexham; 2; 19/10; ; ; 2; 2; 2; 2; 39/19; ; 2; 19/10; ; ; 19/10; 2; 2; 2; 52/25; 30/17; 39/19; ; 19/10; 11/5; 39/19; ; 9/5; ; 
Draw; 12/5; 23/10; ; ; 11/5; 23/10; 23/10; 23/10; 23/10; ; 23/10; 21/10; ; ; 12/5; 9/4; 9/4; 40/17; 63/25; 5/2; 23/10; ; 5/2; 12/5; 40/17; ; 21/10; ; 
META; english/non-league/national-league/afc-fylde-v-wrexham; 2017-10-22 18:23:48 GMT+3; 2017-10-24 19:45; Nothing; Xlenovo
AFC Fylde; 13/10; 13/10; 5/4; ; 23/20; 6/5; 5/4; 11/10; 13/11; 5/4; 5/4; 5/4; ; ; 13/10; 5/4; 15/13; 5/4; 11/8; 17/14; 13/11; ; 13/10; 5/4; 5/4; ; 6/5; ; 
Wrexham; 2; 19/10; 19/10; ; 2; 19/10; 2; 2; 39/19; 19/10; 2; 19/10; ; ; 19/10; 19/10; 2; 37/19; 52/25; 30/17; 39/19; ; 19/10; 2; 37/19; ; 7/4; ; 
Draw; 12/5; 12/5; 9/4; ; 11/5; 23/10; 23/10; 23/10; 23/10; 9/4; 23/10; 21/10; ; ; 12/5; 23/10; 9/4; 12/5; 129/50; 5/2; 23/10; ; 5/2; 49/20; 12/5; ; 21/10; ; 
META; english/non-league/national-league/afc-fylde-v-wrexham; 2017-10-22 22:24:17 GMT+3; 2017-10-24 19:45; Nothing; Xlenovo
AFC Fylde; 13/10; 13/10; 13/10; ; 23/20; 6/5; 13/10; 6/5; 13/11; 13/10; 5/4; 5/4; ; ; 13/10; 5/4; 15/13; 5/4; 11/8; 17/14; 13/11; ; 13/10; 5/4; 13/10; ; 5/4; ; 
Wrexham; 2; 19/10; 19/10; ; 2; 19/10; 2; 15/8; 39/19; 19/10; 2; 15/8; ; ; 19/10; 19/10; 2; 37/19; 52/25; 30/17; 39/19; ; 2; 2; 37/19; ; 9/5; ; 
Draw; 12/5; 12/5; 9/4; ; 11/5; 23/10; 23/10; 23/10; 23/10; 9/4; 23/10; 11/5; ; ; 12/5; 23/10; 9/4; 40/17; 64/25; 5/2; 23/10; ; 12/5; 49/20; 12/5; ; 23/10; ; 
META; english/non-league/national-league/afc-fylde-v-wrexham; 2017-10-23 02:23:16 GMT+3; 2017-10-24 19:45; Nothing; Xlenovo
AFC Fylde; 13/10; 13/10; 13/10; ; 23/20; 6/5; 13/10; 6/5; 13/11; 13/10; 5/4; 5/4; ; ; 13/10; 5/4; 15/13; 5/4; 139/100; 17/14; 13/11; ; 13/10; 5/4; 13/10; ; 5/4; ; 
Wrexham; 2; 19/10; 19/10; ; 2; 19/10; 2; 15/8; 39/19; 19/10; 2; 15/8; ; ; 19/10; 19/10; 2; 37/19; 51/25; 30/17; 39/19; ; 2; 2; 37/19; ; 19/10; ; 
Draw; 12/5; 12/5; 9/4; ; 11/5; 23/10; 23/10; 23/10; 23/10; 9/4; 23/10; 11/5; ; ; 12/5; 23/10; 9/4; 40/17; 13/5; 5/2; 23/10; ; 12/5; 49/20; 12/5; ; 9/4; ; 
META; english/non-league/national-league/afc-fylde-v-wrexham; 2017-10-23 10:23:19 GMT+3; 2017-10-24 19:45; Nothing; Xlenovo
AFC Fylde; 13/10; 13/10; 13/10; 13/10; 23/20; 6/5; 13/10; 6/5; 13/11; 13/10; 5/4; 5/4; ; ; 13/10; 5/4; 15/13; 5/4; 11/8; 17/14; 13/11; ; 13/10; 5/4; 13/10; ; 6/5; ; 
Wrexham; 2; 19/10; 19/10; 15/8; 2; 19/10; 2; 15/8; 39/19; 19/10; 2; 15/8; ; ; 19/10; 19/10; 2; 37/19; 52/25; 30/17; 39/19; ; 2; 2; 37/19; ; 19/10; ; 
Draw; 12/5; 23/10; 9/4; 9/4; 11/5; 23/10; 23/10; 23/10; 23/10; 9/4; 23/10; 11/5; ; ; 12/5; 23/10; 9/4; 40/17; 64/25; 5/2; 23/10; ; 12/5; 49/20; 12/5; ; 23/10; ; 
META; english/non-league/national-league/afc-fylde-v-wrexham; 2017-10-23 14:23:34 GMT+3; 2017-10-24 19:45; Nothing; Xlenovo
AFC Fylde; 13/10; 13/10; 13/10; 13/10; 23/20; 6/5; 13/10; 6/5; 13/11; 13/10; 5/4; 5/4; ; ; 13/10; 5/4; 15/13; 13/10; 69/50; 17/14; 13/11; ; 13/10; 5/4; 13/10; ; 5/4; 13/10; 
Wrexham; 2; 19/10; 19/10; 15/8; 2; 19/10; 19/10; 15/8; 39/19; 19/10; 2; 15/8; ; ; 2; 19/10; 2; 37/19; 85/40; 30/17; 39/19; ; 2; 2; 37/19; ; 2; 19/10; 
Draw; 12/5; 23/10; 9/4; 9/4; 11/5; 23/10; 23/10; 23/10; 23/10; 9/4; 23/10; 11/5; ; ; 23/10; 23/10; 9/4; 23/10; 5/2; 5/2; 23/10; ; 12/5; 49/20; 12/5; ; 9/4; 21/10; 
META; english/non-league/national-league/afc-fylde-v-wrexham; 2017-10-23 18:23:53 GMT+3; 2017-10-24 19:45; Nothing; Xlenovo
AFC Fylde; 13/10; 13/10; 13/10; 13/10; 117/100; 6/5; 13/10; 6/5; 13/11; 13/10; 5/4; 5/4; ; 13/10; 13/10; 5/4; 15/13; 13/10; 7/5; 4/3; 13/11; ; 13/10; 13/10; 13/10; ; 13/10; 13/10; 
Wrexham; 2; 19/10; 19/10; 2; 21/10; 2; 2; 15/8; 39/19; 19/10; 2; 15/8; ; 39/20; 2; 2; 21/10; 37/19; 52/25; 24/13; 39/19; ; 2; 2; 2; ; 2; 19/10; 
Draw; 12/5; 23/10; 11/5; 12/5; 21/10; 9/4; 23/10; 23/10; 23/10; 11/5; 23/10; 11/5; ; 11/5; 23/10; 9/4; 21/10; 23/10; 63/25; 27/11; 23/10; ; 12/5; 23/10; 40/17; ; 21/10; 2; 
META; english/non-league/national-league/afc-fylde-v-wrexham; 2017-10-23 22:23:34 GMT+3; 2017-10-24 19:45; Nothing; Xlenovo
AFC Fylde; 13/10; 13/10; 13/10; 13/10; 117/100; 6/5; 13/10; 6/5; 13/11; 13/10; 5/4; 5/4; ; 13/10; 13/10; 13/10; 15/13; 13/10; 69/50; 4/3; 13/11; ; 13/10; 13/10; 13/10; ; 13/10; 13/10; 
Wrexham; 2; 19/10; 19/10; 2; 21/10; 2; 2; 15/8; 39/19; 19/10; 2; 15/8; ; 39/20; 2; 2; 21/10; 37/19; 85/40; 24/13; 39/19; ; 2; 2; 2; ; 19/10; 19/10; 
Draw; 12/5; 23/10; 11/5; 12/5; 21/10; 9/4; 23/10; 23/10; 23/10; 11/5; 23/10; 11/5; ; 11/5; 23/10; 9/4; 21/10; 23/10; 5/2; 27/11; 23/10; ; 12/5; 23/10; 40/17; ; 11/5; 2; 
META; english/non-league/national-league/afc-fylde-v-wrexham; 2017-10-24 02:23:21 GMT+3; 2017-10-24 19:45; Nothing; Xlenovo
AFC Fylde; 13/10; 13/10; 13/10; 13/10; 117/100; 6/5; 13/10; 11/10; 13/11; 13/10; 5/4; 5/4; ; 13/10; 13/10; 5/4; 15/13; 13/10; 141/100; 4/3; 13/11; ; 11/8; 13/10; 13/10; ; 13/10; 11/8; 
Wrexham; 2; 2; 19/10; 2; 21/10; 19/10; 19/10; 15/8; 39/19; 19/10; 21/10; 19/10; ; 39/20; 2; 2; 21/10; 2; 85/40; 24/13; 39/19; ; 2; 2; 2; ; 2; 19/10; 
Draw; 12/5; 23/10; 11/5; 12/5; 21/10; 9/4; 11/5; 11/5; 23/10; 11/5; 9/4; 21/10; ; 43/20; 23/10; 9/4; 21/10; 9/4; 61/25; 27/11; 23/10; ; 23/10; 23/10; 23/10; ; 11/5; 2; 
META; english/non-league/national-league/afc-fylde-v-wrexham; 2017-10-24 10:23:36 GMT+3; 2017-10-24 19:45; Nothing; Xlenovo
AFC Fylde; 11/8; 11/8; ; 13/10; 117/100; 5/4; 7/5; 6/5; 13/11; 13/10; 13/10; 5/4; ; 13/10; 13/10; 13/10; 15/13; 23/17; 73/50; 9/7; 13/11; ; 11/8; 13/10; 23/17; ; 7/5; 11/8; 
Wrexham; 19/10; 19/10; ; 2; 21/10; 19/10; 2; 15/8; 39/19; 19/10; 2; 19/10; ; 39/20; 2; 19/10; 21/10; 19/10; 52/25; 17/9; 39/19; ; 2; 2; 37/19; ; 19/10; 19/10; 
Draw; 12/5; 9/4; ; 12/5; 21/10; 11/5; 11/5; 21/10; 23/10; 11/5; 9/4; 21/10; ; 43/20; 23/10; 11/5; 21/10; 9/4; 12/5; 5/2; 23/10; ; 23/10; 23/10; 9/4; ; 21/10; 11/5; 
META; english/non-league/national-league/afc-fylde-v-wrexham; 2017-10-24 14:24:16 GMT+3; 2017-10-24 19:45; Nothing; Xlenovo
AFC Fylde; 11/8; 11/8; 13/10; 13/10; 27/20; 5/4; 11/8; 6/5; 13/11; 13/10; 13/10; 5/4; ; 13/10; 13/10; 13/10; 23/17; 7/5; 29/20; 25/19; 13/11; ; 11/8; 13/10; 7/5; ; 13/10; 13/10; 
Wrexham; 19/10; 19/10; 2; 21/10; 9/5; 19/10; 2; 15/8; 39/19; 19/10; 2; 19/10; ; 39/20; 2; 19/10; 9/5; 24/13; 21/10; 13/7; 39/19; ; 2; 21/10; 19/10; ; 21/10; 21/10; 
Draw; 12/5; 9/4; 21/10; 23/10; 41/20; 11/5; 11/5; 21/10; 23/10; 11/5; 11/5; 21/10; ; 43/20; 23/10; 11/5; 21/10; 11/5; 12/5; 27/11; 23/10; ; 23/10; 11/5; 11/5; ; 9/4; 11/5; 
META; english/non-league/national-league/afc-fylde-v-wrexham; 2017-10-24 18:23:33 GMT+3; 2017-10-24 19:45; Nothing; Xlenovo
AFC Fylde; 11/8; 13/10; 13/10; 13/10; 27/20; 5/4; 11/8; 6/5; 13/11; 13/10; 13/10; 5/4; ; 13/10; 13/10; 13/10; 23/17; 13/10; 29/20; 25/19; 13/11; ; 11/8; 13/10; 13/10; ; 27/20; ; 
Wrexham; 19/10; 2; 2; 21/10; 9/5; 19/10; 2; 15/8; 39/19; 2; 2; 19/10; ; 39/20; 2; 19/10; 9/5; 2; 103/50; 23/12; 39/19; ; 2; 21/10; 2; ; 2; ; 
Draw; 12/5; 23/10; 21/10; 23/10; 41/20; 11/5; 11/5; 21/10; 23/10; 21/10; 11/5; 21/10; ; 43/20; 23/10; 11/5; 21/10; 9/4; 61/25; 12/5; 23/10; ; 23/10; 11/5; 9/4; ; 11/5; ; 
META; english/non-league/national-league/afc-fylde-v-wrexham; 2017-10-24 22:24:14 GMT+3; 2017-10-24 19:45; In Play; Xlenovo
AFC Fylde; 1/3; 2/7; 5/4; 2/5; 2/5; ; ; 1/3; ; ; ; 3/10; ; ; 7/20; 4/11; 2/5; 6/5; ; ; 13/11; ; 3/10; 1/3; ; ; ; ; 
Draw; 7/2; 7/2; 21/10; 16/5; 14/5; ; ; 3; ; ; ; 7/2; ; ; 13/4; 10/3; 14/5; 23/10; ; ; 23/10; ; 18/5; 7/2; ; ; ; ; 
Wrexham; 10; 10; 21/10; 6; 25/4; ; ; 15/2; ; ; ; 8; ; ; 29/4; 13/2; 27/4; 2; ; ; 39/19; ; 9; 10; ; ; ; ; 
