META; english/non-league/national-league/leyton-orient-v-maidstone; 2017-08-09 14:22:28 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Leyton Orient; 5/6; 10/11; ; ; ; ; 9/10; ; ; ; ; ; 4/5; ; ; 11/13; ; ; ; 41/50; ; ; ; ; 5/6; ; ; ; 
Draw; 5/2; 12/5; ; ; ; ; 5/2; ; ; ; ; ; 49/20; ; ; 5/2; ; ; ; 53/20; ; ; ; ; 5/2; ; ; ; 
Maidstone; 10/3; 5/2; ; ; ; ; 31/10; ; ; ; ; ; 10/3; ; ; 3; ; ; ; 79/20; ; ; ; ; 10/3; ; ; ; 
META; english/non-league/national-league/leyton-orient-v-maidstone; 2017-08-09 18:22:03 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Leyton Orient; 5/6; 5/6; 4/5; ; 4/5; 3/4; 4/5; 8/11; ; ; ; ; 4/5; ; ; 4/5; 7/9; ; 4/5; 41/50; ; ; ; 4/5; 4/5; ; ; ; 
Draw; 5/2; 12/5; 13/5; ; 13/5; 5/2; 13/5; 5/2; ; ; ; ; 49/20; ; ; 5/2; 23/10; ; 27/11; 53/20; ; ; ; 5/2; 5/2; ; ; ; 
Maidstone; 10/3; 14/5; 31/10; ; 16/5; 11/4; 17/5; 10/3; ; ; ; ; 10/3; ; ; 10/3; 31/10; ; 33/10; 79/20; ; ; ; 10/3; 10/3; ; ; ; 
META; english/non-league/national-league/leyton-orient-v-maidstone; 2017-08-09 22:22:06 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Leyton Orient; 5/6; 4/5; 4/5; ; 4/5; 3/4; 4/5; 8/11; ; ; ; 3/4; 4/5; ; ; 4/5; 7/9; ; 4/5; 41/50; ; ; ; 4/5; 4/5; ; ; ; 
Draw; 5/2; 14/5; 13/5; ; 13/5; 5/2; 13/5; 5/2; ; ; ; 5/2; 49/20; ; ; 13/5; 23/10; ; 5/2; 53/20; ; ; ; 5/2; 5/2; ; ; ; 
Maidstone; 10/3; 16/5; 31/10; ; 16/5; 11/4; 17/5; 10/3; ; ; ; 3; 10/3; ; ; 10/3; 31/10; ; 33/10; 79/20; ; ; ; 10/3; 10/3; ; ; ; 
META; english/non-league/national-league/leyton-orient-v-maidstone; 2017-08-10 02:22:03 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Leyton Orient; 5/6; 4/5; 4/5; ; 4/5; 3/4; 4/5; 8/11; ; ; ; 3/4; 4/5; ; ; 4/5; 7/9; ; 4/5; 41/50; ; ; ; 4/5; 4/5; ; ; ; 
Draw; 5/2; 14/5; 13/5; ; 13/5; 5/2; 13/5; 5/2; ; ; ; 5/2; 49/20; ; ; 13/5; 23/10; ; 5/2; 53/20; ; ; ; 5/2; 5/2; ; ; ; 
Maidstone; 10/3; 16/5; 31/10; ; 16/5; 11/4; 17/5; 10/3; ; ; ; 3; 10/3; ; ; 10/3; 31/10; ; 33/10; 79/20; ; ; ; 10/3; 10/3; ; ; ; 
META; english/non-league/national-league/leyton-orient-v-maidstone; 2017-08-10 10:22:00 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Leyton Orient; 5/6; 4/5; 3/4; ; 4/5; 3/4; 4/5; 8/11; 3/4; ; ; 3/4; 4/5; ; ; 4/5; 7/9; ; 4/5; 41/50; ; 3/4; ; 4/5; 4/5; ; ; ; 
Draw; 5/2; 14/5; 13/5; ; 13/5; 5/2; 13/5; 5/2; 27/11; ; ; 5/2; 49/20; ; ; 13/5; 23/10; ; 5/2; 53/20; ; 27/11; ; 5/2; 5/2; ; ; ; 
Maidstone; 10/3; 16/5; 16/5; ; 16/5; 11/4; 17/5; 10/3; 13/4; ; ; 3; 10/3; ; ; 10/3; 31/10; ; 33/10; 79/20; ; 13/4; ; 10/3; 10/3; ; ; ; 
META; english/non-league/national-league/leyton-orient-v-maidstone; 2017-08-10 14:22:10 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Leyton Orient; 5/6; 4/5; 3/4; 4/5; 4/5; 3/4; 3/4; 8/11; 3/4; ; ; 3/4; 4/5; ; 3/4; 4/5; 7/9; ; 4/5; 41/50; ; 3/4; ; 4/5; 4/5; ; ; ; 
Draw; 5/2; 14/5; 13/5; 23/10; 13/5; 5/2; 27/10; 5/2; 27/11; ; ; 5/2; 49/20; ; 13/5; 5/2; 23/10; ; 5/2; 53/20; ; 27/11; ; 5/2; 5/2; ; ; ; 
Maidstone; 10/3; 16/5; 16/5; 7/2; 16/5; 11/4; 17/5; 10/3; 13/4; ; ; 3; 10/3; ; 7/2; 10/3; 31/10; ; 33/10; 79/20; ; 13/4; ; 10/3; 10/3; ; ; ; 
META; english/non-league/national-league/leyton-orient-v-maidstone; 2017-08-10 18:22:34 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Leyton Orient; 3/4; 3/4; 3/4; 4/5; 8/11; 8/11; 3/4; 8/11; 3/4; 3/4; 3/4; 3/4; 10/13; ; 4/5; 8/11; 7/9; ; 14/19; 81/100; 3/4; 3/4; ; 4/5; 4/5; ; ; 8/11; 
Draw; 13/5; 14/5; 13/5; 23/10; 13/5; 5/2; 14/5; 13/5; 27/11; 13/5; 13/5; 12/5; 13/5; ; 13/5; 13/5; 23/10; ; 45/17; 72/25; 11/4; 27/11; ; 13/5; 5/2; ; ; 12/5; 
Maidstone; 15/4; 10/3; 10/3; 7/2; 10/3; 3; 17/5; 10/3; 13/4; 16/5; 16/5; 16/5; 10/3; ; 16/5; 7/2; 31/10; ; 17/5; 73/20; 57/17; 13/4; ; 10/3; 10/3; ; ; 3; 
META; english/non-league/national-league/leyton-orient-v-maidstone; 2017-08-10 22:23:26 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Leyton Orient; 3/4; 3/4; 3/4; 4/5; 8/11; 8/11; 3/4; 8/11; 3/4; 3/4; 3/4; 3/4; 10/13; ; 4/5; 8/11; 7/9; ; 14/19; 41/50; 3/4; 3/4; ; 4/5; 8/11; ; 4/6; 4/6; 
Draw; 13/5; 14/5; 13/5; 23/10; 13/5; 5/2; 14/5; 13/5; 27/11; 13/5; 13/5; 12/5; 13/5; ; 13/5; 13/5; 23/10; ; 45/17; 143/50; 11/4; 27/11; ; 13/5; 11/4; ; 12/5; 12/5; 
Maidstone; 15/4; 10/3; 10/3; 7/2; 10/3; 3; 17/5; 10/3; 13/4; 16/5; 16/5; 16/5; 10/3; ; 16/5; 7/2; 31/10; ; 17/5; 18/5; 33/10; 13/4; ; 10/3; 10/3; ; 3; 3; 
META; english/non-league/national-league/leyton-orient-v-maidstone; 2017-08-11 02:22:31 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Leyton Orient; 3/4; 3/4; 3/4; 4/5; 8/11; 8/11; 3/4; 8/11; 3/4; 3/4; 3/4; 3/4; 10/13; 3/4; 4/5; 8/11; 7/9; ; 14/19; 41/50; 3/4; 3/4; ; 4/5; 8/11; ; 8/11; 4/6; 
Draw; 13/5; 14/5; 13/5; 23/10; 13/5; 5/2; 14/5; 13/5; 27/11; 13/5; 13/5; 12/5; 13/5; 27/10; 13/5; 13/5; 23/10; ; 45/17; 143/50; 11/4; 27/11; ; 13/5; 11/4; ; 13/5; 12/5; 
Maidstone; 15/4; 10/3; 10/3; 7/2; 10/3; 3; 17/5; 10/3; 13/4; 16/5; 16/5; 16/5; 10/3; 10/3; 16/5; 7/2; 31/10; ; 17/5; 18/5; 33/10; 13/4; ; 10/3; 10/3; ; 3; 3; 
META; english/non-league/national-league/leyton-orient-v-maidstone; 2017-08-11 10:22:35 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Leyton Orient; 3/4; 3/4; 3/4; 4/5; 8/11; 8/11; 3/4; 8/11; 3/4; 3/4; 3/4; 8/11; 10/13; 3/4; 4/5; 8/11; 7/9; ; 14/19; 41/50; 3/4; 3/4; ; 4/5; 8/11; ; 8/11; 8/11; 
Draw; 13/5; 14/5; 13/5; 23/10; 13/5; 5/2; 14/5; 13/5; 45/17; 13/5; 13/5; 23/10; 13/5; 27/10; 13/5; 13/5; 23/10; 45/17; 45/17; 143/50; 11/4; 45/17; ; 13/5; 11/4; ; 27/10; 12/5; 
Maidstone; 15/4; 10/3; 10/3; 7/2; 10/3; 3; 17/5; 10/3; 31/10; 16/5; 16/5; 10/3; 10/3; 10/3; 16/5; 7/2; 31/10; 31/10; 57/17; 18/5; 33/10; 31/10; ; 10/3; 10/3; ; 3; 3; 
META; english/non-league/national-league/leyton-orient-v-maidstone; 2017-08-11 14:22:50 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Leyton Orient; 3/4; 3/4; 3/4; 4/5; 8/11; 8/11; 3/4; 8/11; 3/4; 3/4; 3/4; 8/11; 10/13; 3/4; 4/5; 8/11; 7/9; ; 14/19; 41/50; 3/4; 3/4; ; 4/5; 8/11; ; 8/11; 4/6; 
Draw; 13/5; 14/5; 13/5; 13/5; 13/5; 5/2; 14/5; 13/5; 45/17; 13/5; 13/5; 23/10; 13/5; 27/10; 13/5; 27/10; 23/10; 45/17; 45/17; 143/50; 11/4; 45/17; ; 13/5; 11/4; ; 11/4; 12/5; 
Maidstone; 15/4; 10/3; 10/3; 3; 10/3; 3; 17/5; 10/3; 31/10; 16/5; 16/5; 10/3; 10/3; 10/3; 16/5; 10/3; 31/10; 31/10; 57/17; 18/5; 33/10; 31/10; ; 10/3; 10/3; ; 3; 3; 
META; english/non-league/national-league/leyton-orient-v-maidstone; 2017-08-11 18:22:54 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Leyton Orient; 3/4; 3/4; 3/4; 4/5; 8/11; 8/11; 3/4; 8/11; 3/4; 3/4; 3/4; 3/4; 10/13; 3/4; 4/5; 8/11; 7/9; ; 14/19; 71/100; 4/5; 3/4; ; 4/5; 8/11; ; 8/11; 8/11; 
Draw; 13/5; 14/5; 5/2; 13/5; 13/5; 5/2; 14/5; 13/5; 45/17; 13/5; 13/5; 12/5; 13/5; 27/10; 13/5; 27/10; 23/10; 45/17; 45/17; 61/20; 13/5; 45/17; ; 13/5; 11/4; ; 11/4; 12/5; 
Maidstone; 15/4; 10/3; 10/3; 3; 10/3; 3; 17/5; 10/3; 31/10; 16/5; 16/5; 16/5; 10/3; 10/3; 16/5; 10/3; 31/10; 31/10; 57/17; 21/5; 16/5; 31/10; ; 10/3; 10/3; ; 10/3; 3; 
META; english/non-league/national-league/leyton-orient-v-maidstone; 2017-08-11 22:22:55 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Leyton Orient; 3/4; 3/4; 3/4; 4/5; 8/11; 8/11; 3/4; 8/11; 3/4; 3/4; 3/4; 3/4; 10/13; 3/4; 4/5; 8/11; 7/9; ; 14/19; 41/50; 4/5; 3/4; ; 4/5; 8/11; ; 8/11; 4/6; 
Draw; 13/5; 14/5; 5/2; 13/5; 13/5; 5/2; 14/5; 13/5; 45/17; 13/5; 13/5; 12/5; 13/5; 27/10; 13/5; 27/10; 23/10; 45/17; 45/17; 143/50; 13/5; 45/17; ; 13/5; 11/4; ; 11/4; 12/5; 
Maidstone; 15/4; 10/3; 10/3; 3; 10/3; 3; 17/5; 10/3; 31/10; 16/5; 16/5; 16/5; 10/3; 10/3; 16/5; 10/3; 31/10; 31/10; 57/17; 18/5; 16/5; 31/10; ; 10/3; 10/3; ; 3; 3; 
META; english/non-league/national-league/leyton-orient-v-maidstone; 2017-08-12 02:24:00 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Leyton Orient; 3/4; 3/4; 3/4; 4/5; 8/11; 8/11; 3/4; 8/11; 3/4; 3/4; 3/4; 3/4; 10/13; 3/4; 4/5; 8/11; 7/9; ; 14/19; 81/100; 4/5; 3/4; ; 4/5; 8/11; ; 8/11; 4/6; 
Draw; 13/5; 14/5; 5/2; 13/5; 13/5; 5/2; 14/5; 13/5; 45/17; 13/5; 13/5; 12/5; 13/5; 27/10; 13/5; 27/10; 23/10; 45/17; 45/17; 29/10; 13/5; 45/17; ; 13/5; 11/4; ; 11/4; 12/5; 
Maidstone; 15/4; 10/3; 10/3; 3; 10/3; 3; 17/5; 10/3; 31/10; 16/5; 16/5; 16/5; 10/3; 10/3; 16/5; 10/3; 31/10; 31/10; 57/17; 18/5; 16/5; 31/10; ; 10/3; 10/3; ; 3; 3; 
META; english/non-league/national-league/leyton-orient-v-maidstone; 2017-08-12 10:22:35 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
