META; english/non-league/national-league/wrexham-v-halifax; 2018-02-04 02:20:39 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Wrexham; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Halifax; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-halifax; 2018-02-04 10:20:37 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Wrexham; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Halifax; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-halifax; 2018-02-04 14:21:12 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Wrexham; 5/6; 5/6; ; ; ; ; ; ; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/6; ; ; ; ; ; ; 
Draw; 11/4; 5/2; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; 
Halifax; 3; 3; ; ; ; ; ; ; ; ; 31/10; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-halifax; 2018-02-04 18:21:19 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Wrexham; 5/6; 5/6; ; ; 9/10; ; ; ; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/6; 4/5; 5/6; ; ; ; ; 
Draw; 11/4; 5/2; ; ; 72/25; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; 11/4; 27/10; 27/10; ; ; ; ; 
Halifax; 3; 3; ; ; 63/20; ; ; ; ; ; 31/10; ; ; ; ; ; ; ; ; ; 3; 16/5; 59/20; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-halifax; 2018-02-04 22:21:08 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Wrexham; 5/6; 5/6; ; ; 9/10; ; ; ; ; ; 4/5; ; ; ; ; ; 10/13; ; ; ; 5/6; 4/5; 5/6; 10/13; ; ; ; 
Draw; 11/4; 5/2; ; ; 72/25; ; ; ; ; ; 13/5; ; ; ; ; ; 13/5; ; ; ; 11/4; 11/4; 27/10; 45/17; ; ; ; 
Halifax; 3; 3; ; ; 63/20; ; ; ; ; ; 31/10; ; ; ; ; ; 29/10; ; ; ; 3; 16/5; 59/20; 56/19; ; ; ; 
META; english/non-league/national-league/wrexham-v-halifax; 2018-02-05 02:21:04 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Wrexham; 5/6; 5/6; ; ; 9/10; ; ; ; ; ; 4/5; ; ; ; ; 4/5; 10/13; ; ; ; 5/6; 4/5; 5/6; 10/13; ; ; ; 
Draw; 11/4; 5/2; ; ; 72/25; ; ; ; ; ; 5/2; ; ; ; ; 5/2; 13/5; ; ; ; 11/4; 11/4; 27/10; 45/17; ; ; ; 
Halifax; 3; 3; ; ; 63/20; ; ; ; ; ; 16/5; ; ; ; ; 14/5; 29/10; ; ; ; 3; 16/5; 59/20; 56/19; ; ; ; 
META; english/non-league/national-league/wrexham-v-halifax; 2018-02-05 10:27:52 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Wrexham; 3/4; 5/6; 3/4; ; 77/100; ; ; ; 4/5; 3/4; 8/11; ; ; ; ; 4/5; 5/7; 5/6; 3/4; 4/5; 8/11; 3/4; 3/4; 14/19; ; ; ; 
Draw; 13/5; 5/2; 23/10; ; 139/50; ; ; ; 45/17; 23/10; 5/2; ; ; ; ; 5/2; 5/2; 5/2; 12/5; 45/17; 5/2; 5/2; 49/20; 28/11; ; ; ; 
