META; english/non-league/national-league/maidstone-v-barrow; 2018-02-11 02:21:20 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
Maidstone; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Barrow; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/maidstone-v-barrow; 2018-02-11 10:21:29 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
Maidstone; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Barrow; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/maidstone-v-barrow; 2018-02-11 14:22:35 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
Maidstone; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Barrow; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/maidstone-v-barrow; 2018-02-11 18:22:22 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
Maidstone; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Barrow; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/maidstone-v-barrow; 2018-02-11 22:22:08 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
Maidstone; 5/4; 11/8; ; ; ; 23/20; 5/4; ; ; ; 6/5; ; ; ; ; 5/4; ; ; ; ; ; 13/10; 5/4; ; ; 4/6; ; 
Barrow; 2; 7/4; ; ; ; 19/10; 15/8; ; ; ; 2; ; ; ; ; 9/5; ; ; ; ; ; 19/10; 39/20; ; ; 20/21; ; 
Draw; 5/2; 12/5; ; ; ; 12/5; 12/5; ; ; ; 12/5; ; ; ; ; 23/10; ; ; ; ; ; 5/2; 5/2; ; ; 23/20; ; 
META; english/non-league/national-league/maidstone-v-barrow; 2018-02-12 02:22:00 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
Maidstone; 5/4; 11/8; ; ; ; 23/20; 5/4; ; ; ; 5/4; 5/4; ; ; ; 5/4; ; ; ; ; ; 13/10; 5/4; ; ; 4/6; ; 
Barrow; 2; 7/4; ; ; ; 19/10; 15/8; ; ; ; 2; 9/5; ; ; ; 9/5; ; ; ; ; ; 19/10; 39/20; ; ; 20/21; ; 
Draw; 5/2; 12/5; ; ; ; 12/5; 12/5; ; ; ; 23/10; 9/4; ; ; ; 23/10; ; ; ; ; ; 5/2; 5/2; ; ; 23/20; ; 
META; english/non-league/national-league/maidstone-v-barrow; 2018-02-12 10:22:20 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
Maidstone; 5/4; 11/8; ; ; ; 6/5; 5/4; ; ; ; 5/4; 5/4; ; ; ; 5/4; ; 6/5; ; ; ; 13/10; 5/4; ; ; 21/20; ; 
Barrow; 2; 7/4; ; ; ; 2; 19/10; ; ; ; 2; 9/5; ; ; ; 9/5; ; 2; ; ; ; 19/10; 39/20; ; ; 13/8; ; 
Draw; 5/2; 12/5; ; ; ; 9/4; 23/10; ; ; ; 23/10; 9/4; ; ; ; 23/10; ; 23/10; ; ; ; 5/2; 5/2; ; ; 6/5; ; 
META; english/non-league/national-league/maidstone-v-barrow; 2018-02-12 14:22:36 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
Maidstone; 5/4; 13/10; ; ; ; 6/5; 5/4; ; ; ; 6/5; 6/5; ; ; 6/5; 6/5; 6/5; 6/5; ; ; 5/4; 5/4; 5/4; 6/5; ; 10/11; ; 
Barrow; 2; 19/10; ; ; ; 2; 19/10; ; ; ; 21/10; 19/10; ; ; 11/5; 19/10; 19/10; 2; ; ; 2; 2; 39/20; 19/10; ; 7/4; ; 
Draw; 5/2; 5/2; ; ; ; 9/4; 12/5; ; ; ; 23/10; 11/5; ; ; 23/10; 23/10; 40/17; 23/10; ; ; 5/2; 5/2; 5/2; 12/5; ; 9/5; ; 
META; english/non-league/national-league/maidstone-v-barrow; 2018-02-12 18:22:39 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
Maidstone; 5/4; 13/10; ; ; ; 6/5; 6/5; ; ; ; 5/4; 6/5; ; ; 6/5; 6/5; 6/5; 6/5; ; ; 5/4; 5/4; 5/4; 6/5; ; 5/6; ; 
Barrow; 2; 19/10; ; ; ; 2; 19/10; ; ; ; 2; 19/10; ; ; 11/5; 19/10; 19/10; 2; ; ; 2; 2; 39/20; 19/10; ; 9/5; ; 
Draw; 5/2; 5/2; ; ; ; 9/4; 12/5; ; ; ; 23/10; 11/5; ; ; 23/10; 23/10; 40/17; 23/10; ; ; 5/2; 5/2; 5/2; 12/5; ; 9/4; ; 
META; english/non-league/national-league/maidstone-v-barrow; 2018-02-12 22:22:42 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
Maidstone; 5/4; 13/10; ; ; ; 6/5; 6/5; ; ; ; 5/4; 6/5; ; ; 6/5; 6/5; 6/5; 6/5; ; ; 5/4; 5/4; 5/4; 6/5; ; 5/6; ; 
Barrow; 2; 19/10; ; ; ; 2; 19/10; ; ; ; 2; 19/10; ; ; 11/5; 19/10; 19/10; 2; ; ; 2; 2; 39/20; 19/10; ; 9/5; ; 
Draw; 5/2; 5/2; ; ; ; 9/4; 12/5; ; ; ; 23/10; 11/5; ; ; 23/10; 23/10; 12/5; 23/10; ; ; 5/2; 5/2; 5/2; 12/5; ; 9/4; ; 
META; english/non-league/national-league/maidstone-v-barrow; 2018-02-13 02:22:26 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
Maidstone; 5/4; 13/10; ; ; ; 6/5; 6/5; ; ; ; 5/4; 6/5; ; ; 6/5; 6/5; 6/5; 6/5; ; ; 5/4; 5/4; 5/4; 6/5; ; 5/6; ; 
Barrow; 2; 19/10; ; ; ; 2; 19/10; ; ; ; 2; 19/10; ; ; 11/5; 19/10; 19/10; 2; ; ; 2; 2; 39/20; 19/10; ; 7/4; ; 
Draw; 5/2; 5/2; ; ; ; 9/4; 12/5; ; ; ; 23/10; 11/5; ; ; 23/10; 23/10; 40/17; 23/10; ; ; 5/2; 5/2; 5/2; 12/5; ; 9/4; ; 
META; english/non-league/national-league/maidstone-v-barrow; 2018-02-13 10:22:41 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
