META; english/non-league/national-league/tranmere-v-bromley; 2018-02-11 02:21:30 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
Draw; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; ; 18/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Tranmere; ; 2/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/tranmere-v-bromley; 2018-02-11 10:21:39 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
Draw; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; ; 18/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Tranmere; ; 2/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/tranmere-v-bromley; 2018-02-11 14:22:45 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
Draw; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; ; 18/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Tranmere; ; 2/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/tranmere-v-bromley; 2018-02-11 18:22:32 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
Draw; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; ; 18/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Tranmere; ; 2/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/tranmere-v-bromley; 2018-02-11 22:22:18 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
Tranmere; 4/6; 2/3; ; ; ; 6/10; 5/8; ; ; ; 8/13; ; ; ; ; 8/13; ; ; ; ; ; 13/20; 13/20; ; ; 4/11; ; 
Draw; 14/5; 11/4; ; ; ; 27/10; 11/4; ; ; ; 11/4; ; ; ; ; 13/5; ; ; ; ; ; 14/5; 14/5; ; ; 7/5; ; 
Bromley; 4; 18/5; ; ; ; 4; 15/4; ; ; ; 4; ; ; ; ; 15/4; ; ; ; ; ; 17/4; 4; ; ; 13/8; ; 
META; english/non-league/national-league/tranmere-v-bromley; 2018-02-12 02:22:11 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
Tranmere; 4/6; 2/3; ; ; ; 6/10; 5/8; ; ; ; 8/13; 8/13; ; ; ; 8/13; ; ; ; ; ; 13/20; 13/20; ; ; 4/11; ; 
Draw; 14/5; 11/4; ; ; ; 27/10; 11/4; ; ; ; 11/4; 12/5; ; ; ; 13/5; ; ; ; ; ; 14/5; 14/5; ; ; 11/8; ; 
Bromley; 4; 18/5; ; ; ; 4; 4; ; ; ; 21/5; 4; ; ; ; 15/4; ; ; ; ; ; 17/4; 4; ; ; 9/4; ; 
META; english/non-league/national-league/tranmere-v-bromley; 2018-02-12 10:22:30 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
Tranmere; 4/6; 2/3; ; ; ; 6/10; 5/8; ; ; ; 8/13; 8/13; ; ; ; 8/13; ; 3/5; ; ; ; 13/20; 13/20; ; ; 4/7; ; 
Draw; 14/5; 11/4; ; ; ; 27/10; 11/4; ; ; ; 13/5; 12/5; ; ; ; 13/5; ; 11/4; ; ; ; 14/5; 14/5; ; ; 23/10; ; 
Bromley; 4; 18/5; ; ; ; 4; 4; ; ; ; 21/5; 4; ; ; ; 15/4; ; 4; ; ; ; 17/4; 4; ; ; 7/2; ; 
META; english/non-league/national-league/tranmere-v-bromley; 2018-02-12 14:22:46 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
Tranmere; 4/6; 4/6; ; ; ; 4/7; 8/13; ; ; ; 8/13; 8/13; ; ; 8/13; 8/13; 11/18; 3/5; ; ; 8/13; 13/20; 13/20; 8/13; ; 4/9; ; 
Draw; 14/5; 29/10; ; ; ; 13/5; 11/4; ; ; ; 11/4; 12/5; ; ; 11/4; 13/5; 27/10; 11/4; ; ; 14/5; 29/10; 14/5; 27/10; ; 2; ; 
Bromley; 4; 4; ; ; ; 4; 4; ; ; ; 21/5; 4; ; ; 9/2; 4; 50/13; 4; ; ; 4; 17/4; 4; 39/10; ; 7/2; ; 
META; english/non-league/national-league/tranmere-v-bromley; 2018-02-12 18:22:48 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
Tranmere; 4/6; 4/6; ; ; ; 4/7; 8/13; ; ; ; 8/13; 8/13; ; ; 8/13; 8/13; 11/18; 3/5; ; ; 8/13; 8/13; 13/20; 8/13; ; 4/9; ; 
Draw; 14/5; 29/10; ; ; ; 13/5; 11/4; ; ; ; 11/4; 12/5; ; ; 11/4; 13/5; 27/10; 11/4; ; ; 14/5; 29/10; 14/5; 27/10; ; 1/4; ; 
Bromley; 4; 4; ; ; ; 4; 4; ; ; ; 21/5; 4; ; ; 9/2; 4; 50/13; 4; ; ; 4; 17/4; 4; 39/10; ; 4/11; ; 
META; english/non-league/national-league/tranmere-v-bromley; 2018-02-12 22:22:53 GMT+2; 2018-02-17 15:00; Nothing; Xlenovo
Tranmere; 4/6; 4/6; ; ; ; 4/7; 8/13; ; ; ; 8/13; 8/13; ; ; 8/13; 8/13; 11/18; 3/5; ; ; 8/13; 8/13; 13/20; 8/13; ; 4/9; ; 
Draw; 14/5; 29/10; ; ; ; 11/4; 11/4; ; ; ; 11/4; 12/5; ; ; 11/4; 13/5; 45/17; 11/4; ; ; 14/5; 29/10; 14/5; 27/10; ; 13/5; ; 
